variable,coefficient,type,prefix,width,edge,period
C_node1node8_timber_t0,341.0,B,C,timber,,0
C_node1node8_timber_t1,287.11,B,C,timber,,1
C_node1node8_timber_t2,203.54,B,C,timber,,2
C_node1node8_timber_t3,144.29,B,C,timber,,3
C_node1node8_timber_t4,102.29,B,C,timber,,4
C_node1node8_timber_t5,72.52,B,C,timber,,5
C_node1node8_wide_t0,512.0,B,C,wide,,0
C_node1node8_wide_t1,431.09,B,C,wide,,1
C_node1node8_wide_t2,305.61,B,C,wide,,2
C_node1node8_wide_t3,216.65,B,C,wide,,3
C_node1node8_wide_t4,153.59,B,C,wide,,4
C_node1node8_wide_t5,108.88,B,C,wide,,5
C_node1node99_timber_t0,38.0,B,C,timber,,0
C_node1node99_timber_t1,31.99,B,C,timber,,1
C_node1node99_timber_t2,22.68,B,C,timber,,2
C_node1node99_timber_t3,16.08,B,C,timber,,3
C_node1node99_timber_t4,11.4,B,C,timber,,4
C_node1node99_timber_t5,8.08,B,C,timber,,5
C_node1node99_wide_t0,56.0,B,C,wide,,0
C_node1node99_wide_t1,47.15,B,C,wide,,1
C_node1node99_wide_t2,33.43,B,C,wide,,2
C_node1node99_wide_t3,23.7,B,C,wide,,3
C_node1node99_wide_t4,16.8,B,C,wide,,4
C_node1node99_wide_t5,11.91,B,C,wide,,5
C_node1node152_timber_t0,0.0,B,C,timber,,0
C_node1node152_timber_t1,0.0,B,C,timber,,1
C_node1node152_timber_t2,0.0,B,C,timber,,2
C_node1node152_timber_t3,0.0,B,C,timber,,3
C_node1node152_timber_t4,0.0,B,C,timber,,4
C_node1node152_timber_t5,0.0,B,C,timber,,5
C_node1node152_wide_t0,0.0,B,C,wide,,0
C_node1node152_wide_t1,0.0,B,C,wide,,1
C_node1node152_wide_t2,0.0,B,C,wide,,2
C_node1node152_wide_t3,0.0,B,C,wide,,3
C_node1node152_wide_t4,0.0,B,C,wide,,4
C_node1node152_wide_t5,0.0,B,C,wide,,5
C_node2node67_timber_t0,1205.0,B,C,timber,,0
C_node2node67_timber_t1,1014.58,B,C,timber,,1
C_node2node67_timber_t2,719.25,B,C,timber,,2
