variable,coefficient,type,prefix,width,edge,period
C_node1node11_timber_t0,972.0,B,C,timber,,0
C_node1node11_timber_t1,818.4,B,C,timber,,1
C_node1node11_timber_t2,580.18,B,C,timber,,2
C_node1node11_timber_t3,411.3,B,C,timber,,3
C_node1node11_timber_t4,291.58,B,C,timber,,4
C_node1node11_timber_t5,206.7,B,C,timber,,5
C_node1node11_wide_t0,1459.0,B,C,wide,,0
C_node1node11_wide_t1,1228.44,B,C,wide,,1
C_node1node11_wide_t2,870.86,B,C,wide,,2
C_node1node11_wide_t3,617.37,B,C,wide,,3
C_node1node11_wide_t4,437.67,B,C,wide,,4
C_node1node11_wide_t5,310.27,B,C,wide,,5
C_node1node14_timber_t0,915.0,B,C,timber,,0
C_node1node14_timber_t1,770.41,B,C,timber,,1
C_node1node14_timber_t2,546.15,B,C,timber,,2
C_node1node14_timber_t3,387.18,B,C,timber,,3
C_node1node14_timber_t4,274.48,B,C,timber,,4
C_node1node14_timber_t5,194.58,B,C,timber,,5
C_node1node14_wide_t0,1372.0,B,C,wide,,0
C_node1node14_wide_t1,1155.19,B,C,wide,,1
C_node1node14_wide_t2,818.93,B,C,wide,,2
C_node1node14_wide_t3,580.56,B,C,wide,,3
C_node1node14_wide_t4,411.57,B,C,wide,,4
C_node1node14_wide_t5,291.77,B,C,wide,,5
C_node1node17_timber_t0,1013.0,B,C,timber,,0
C_node1node17_timber_t1,852.92,B,C,timber,,1
C_node1node17_timber_t2,604.65,B,C,timber,,2
C_node1node17_timber_t3,428.65,B,C,timber,,3
C_node1node17_timber_t4,303.88,B,C,timber,,4
C_node1node17_timber_t5,215.42,B,C,timber,,5
C_node1node17_wide_t0,1521.0,B,C,wide,,0
C_node1node17_wide_t1,1280.64,B,C,wide,,1
C_node1node17_wide_t2,907.87,B,C,wide,,2
C_node1node17_wide_t3,643.61,B,C,wide,,3
C_node1node17_wide_t4,456.26,B,C,wide,,4
C_node1node17_wide_t5,323.45,B,C,wide,,5
C_node1node23_timber_t0,0.0,B,C,timber,,0
C_node1node23_timber_t1,0.0,B,C,timber,,1
C_node1node23_timber_t2,0.0,B,C,timber,,2
C_node1node23_timber_t3,0.0,B,C,timber,,3
C_node1node23_timber_t4,0.0,B,C,timber,,4
C_node1node23_timber_t5,0.0,B,C,timber,,5
C_node1node23_wide_t0,0.0,B,C,wide,,0
C_node1node23_wide_t1,0.0,B,C,wide,,1
C_node1node23_wide_t2,0.0,B,C,wide,,2
C_node1node23_wide_t3,0.0,B,C,wide,,3
C_node1node23_wide_t4,0.0,B,C,wide,,4
C_node1node23_wide_t5,0.0,B,C,wide,,5
C_node1node24_timber_t0,0.0,B,C,timber,,0
C_node1node24_timber_t1,0.0,B,C,timber,,1
C_node1node24_timber_t2,0.0,B,C,timber,,2
C_node1node24_timber_t3,0.0,B,C,timber,,3
C_node1node24_timber_t4,0.0,B,C,timber,,4
C_node1node24_timber_t5,0.0,B,C,timber,,5
C_node1node24_wide_t0,0.0,B,C,wide,,0
C_node1node24_wide_t1,0.0,B,C,wide,,1
C_node1node24_wide_t2,0.0,B,C,wide,,2
C_node1node24_wide_t3,0.0,B,C,wide,,3
C_node1node24_wide_t4,0.0,B,C,wide,,4
