arc,type
node4node18,source_in_transit_out
node6node18,source_in_transit_out
node3node18,source_in_transit_out
node1node18,source_in_transit_out
node9node18,source_in_transit_out
node8node18,source_in_transit_out
node3node19,source_in_transit_out
node4node19,source_in_transit_out
node5node19,source_in_transit_out
node18node9,source_out_transit_in
node18node3,source_out_transit_in
node18node8,source_out_transit_in
node18node1,source_out_transit_in
node18node6,source_out_transit_in
node18node4,source_out_transit_in
node19node3,source_out_transit_in
node19node4,source_out_transit_in
node19node5,source_out_transit_in
node2node11,exit_in_transit_out
node6node11,exit_in_transit_out
node10node12,exit_in_transit_out
node9node12,exit_in_transit_out
node1node13,exit_in_transit_out
node7node13,exit_in_transit_out
node7node14,exit_in_transit_out
node15node14,exit_in_exit_out
node14node15,exit_in_exit_out
node5node15,exit_in_transit_out
node8node16,exit_in_transit_out
node17node16,exit_in_exit_out
node16node17,exit_in_exit_out
node10node17,exit_in_transit_out
node11node6,exit_out_transit_in
node11node2,exit_out_transit_in
node12node9,exit_out_transit_in
node12node10,exit_out_transit_in
node13node1,exit_out_transit_in
node13node7,exit_out_transit_in
node14node7,exit_out_transit_in
node15node5,exit_out_transit_in
node16node8,exit_out_transit_in
node17node10,exit_out_transit_in
node3node1,transit_in_transit_out
node6node1,transit_in_transit_out
node4node8,transit_in_transit_out
node9node8,transit_in_transit_out
node2node7,transit_in_transit_out
node7node2,transit_in_transit_out
node10node2,transit_in_transit_out
node6node9,transit_in_transit_out
node8node9,transit_in_transit_out
node8node4,transit_in_transit_out
node3node4,transit_in_transit_out
node5node4,transit_in_transit_out
node9node6,transit_in_transit_out
node1node6,transit_in_transit_out
node3node5,transit_in_transit_out
node4node5,transit_in_transit_out
node2node10,transit_in_transit_out
node5node3,transit_in_transit_out
node4node3,transit_in_transit_out
node1node3,transit_in_transit_out
