variable,value
C_timber_node1node318_t1,1.0
C_timber_node1node318_t2,1.0
C_timber_node1node318_t3,1.0
C_timber_node1node318_t4,1.0
C_timber_node1node318_t5,1.0
C_wide_node1node318_t1,1.0
C_wide_node1node318_t2,1.0
C_wide_node1node318_t3,1.0
C_wide_node1node318_t4,1.0
C_wide_node1node318_t5,1.0
C_timber_node1node320_t1,1.0
C_timber_node1node320_t2,1.0
C_timber_node1node320_t3,1.0
C_timber_node1node320_t4,1.0
C_timber_node1node320_t5,1.0
C_wide_node1node320_t1,1.0
C_wide_node1node320_t2,1.0
C_wide_node1node320_t3,1.0
C_wide_node1node320_t4,1.0
C_wide_node1node320_t5,1.0
C_timber_node2node323_t1,1.0
C_timber_node2node323_t2,1.0
C_timber_node2node323_t3,1.0
C_timber_node2node323_t4,1.0
C_timber_node2node323_t5,1.0
C_wide_node2node323_t1,1.0
C_wide_node2node323_t2,1.0
C_wide_node2node323_t3,1.0
C_wide_node2node323_t4,1.0
C_wide_node2node323_t5,1.0
C_timber_node3node186_t1,1.0
C_timber_node3node271_t1,1.0
C_timber_node3node271_t2,1.0
C_timber_node3node271_t3,1.0
C_timber_node3node271_t4,1.0
C_timber_node3node271_t5,1.0
C_wide_node3node271_t1,1.0
C_wide_node3node271_t2,1.0
C_wide_node3node271_t3,1.0
C_wide_node3node271_t4,1.0
C_wide_node3node271_t5,1.0
C_timber_node3node273_t1,1.0
C_timber_node3node273_t2,1.0
C_timber_node3node273_t3,1.0
C_timber_node3node273_t4,1.0
C_timber_node3node273_t5,1.0
C_wide_node3node273_t1,1.0
C_wide_node3node273_t2,1.0
C_wide_node3node273_t3,1.0
C_wide_node3node273_t4,1.0
C_wide_node3node273_t5,1.0
C_timber_node3node276_t1,1.0
C_timber_node3node276_t2,1.0
C_timber_node3node276_t3,1.0
C_timber_node3node276_t4,1.0
C_timber_node3node276_t5,1.0
C_wide_node3node276_t1,1.0
C_wide_node3node276_t2,1.0
C_wide_node3node276_t3,1.0
C_wide_node3node276_t4,1.0
C_wide_node3node276_t5,1.0
C_timber_node4node300_t1,1.0
C_timber_node4node300_t2,1.0
C_timber_node4node300_t3,1.0
C_timber_node4node300_t4,1.0
C_timber_node4node300_t5,1.0
C_wide_node4node300_t1,1.0
C_wide_node4node300_t2,1.0
C_wide_node4node300_t3,1.0
C_wide_node4node300_t4,1.0
C_wide_node4node300_t5,1.0
C_timber_node4node301_t1,1.0
C_timber_node4node301_t2,1.0
C_timber_node4node301_t3,1.0
C_timber_node4node301_t4,1.0
C_timber_node4node301_t5,1.0
C_wide_node4node301_t1,1.0
C_wide_node4node301_t2,1.0
C_wide_node4node301_t3,1.0
C_wide_node4node301_t4,1.0
C_wide_node4node301_t5,1.0
C_timber_node5node287_t1,1.0
C_timber_node5node287_t2,1.0
C_timber_node5node287_t3,1.0
C_timber_node5node287_t4,1.0
C_timber_node5node287_t5,1.0
C_wide_node5node287_t1,1.0
C_wide_node5node287_t2,1.0
C_wide_node5node287_t3,1.0
C_wide_node5node287_t4,1.0
C_wide_node5node287_t5,1.0
C_timber_node5node297_t1,1.0
C_timber_node5node297_t2,1.0
C_timber_node5node297_t3,1.0
C_timber_node5node297_t4,1.0
C_timber_node5node297_t5,1.0
C_wide_node5node297_t1,1.0
C_wide_node5node297_t2,1.0
C_wide_node5node297_t3,1.0
C_wide_node5node297_t4,1.0
C_wide_node5node297_t5,1.0
C_timber_node5node298_t1,1.0
C_timber_node5node298_t2,1.0
C_timber_node5node298_t3,1.0
C_timber_node5node298_t4,1.0
C_timber_node5node298_t5,1.0
C_wide_node5node298_t1,1.0
C_wide_node5node298_t2,1.0
C_wide_node5node298_t3,1.0
C_wide_node5node298_t4,1.0
C_wide_node5node298_t5,1.0
C_timber_node5node299_t1,1.0
C_timber_node5node299_t2,1.0
C_timber_node5node299_t3,1.0
C_timber_node5node299_t4,1.0
C_timber_node5node299_t5,1.0
C_wide_node5node299_t1,1.0
C_wide_node5node299_t2,1.0
C_wide_node5node299_t3,1.0
C_wide_node5node299_t4,1.0
C_wide_node5node299_t5,1.0
C_timber_node6node331_t1,1.0
C_timber_node6node331_t2,1.0
C_timber_node6node331_t3,1.0
C_timber_node6node331_t4,1.0
C_timber_node6node331_t5,1.0
C_wide_node6node331_t1,1.0
C_wide_node6node331_t2,1.0
C_wide_node6node331_t3,1.0
C_wide_node6node331_t4,1.0
C_wide_node6node331_t5,1.0
C_timber_node7node331_t1,1.0
C_timber_node7node331_t2,1.0
C_timber_node7node331_t3,1.0
C_timber_node7node331_t4,1.0
C_timber_node7node331_t5,1.0
C_wide_node7node331_t1,1.0
