variable,value
C_timber_node1node37_t1,1.0
C_timber_node1node37_t2,1.0
C_timber_node1node37_t3,1.0
C_timber_node1node37_t4,1.0
C_timber_node1node37_t5,1.0
C_wide_node1node37_t1,1.0
C_wide_node1node37_t2,1.0
C_wide_node1node37_t3,1.0
C_wide_node1node37_t4,1.0
C_wide_node1node37_t5,1.0
C_timber_node1node38_t1,1.0
C_timber_node1node38_t2,1.0
C_timber_node1node38_t3,1.0
C_timber_node1node38_t4,1.0
C_timber_node1node38_t5,1.0
C_wide_node1node38_t1,1.0
C_wide_node1node38_t2,1.0
C_wide_node1node38_t3,1.0
C_wide_node1node38_t4,1.0
C_wide_node1node38_t5,1.0
C_timber_node2node43_t1,1.0
C_timber_node2node43_t2,1.0
C_timber_node2node43_t3,1.0
C_timber_node2node43_t4,1.0
C_timber_node2node43_t5,1.0
C_wide_node2node43_t1,1.0
C_wide_node2node43_t2,1.0
C_wide_node2node43_t3,1.0
C_wide_node2node43_t4,1.0
C_wide_node2node43_t5,1.0
C_timber_node3node41_t1,1.0
C_timber_node3node41_t2,1.0
C_timber_node3node41_t3,1.0
C_timber_node3node41_t4,1.0
C_timber_node3node41_t5,1.0
C_wide_node3node41_t1,1.0
C_wide_node3node41_t2,1.0
C_wide_node3node41_t3,1.0
C_wide_node3node41_t4,1.0
C_wide_node3node41_t5,1.0
C_timber_node4node38_t1,1.0
C_timber_node4node38_t2,1.0
C_timber_node4node38_t3,1.0
C_timber_node4node38_t4,1.0
C_timber_node4node38_t5,1.0
C_wide_node4node38_t1,1.0
C_wide_node4node38_t2,1.0
C_wide_node4node38_t3,1.0
C_wide_node4node38_t4,1.0
C_wide_node4node38_t5,1.0
C_timber_node4node41_t1,1.0
C_timber_node4node41_t2,1.0
C_timber_node4node41_t3,1.0
C_timber_node4node41_t4,1.0
C_timber_node4node41_t5,1.0
C_wide_node4node41_t1,1.0
C_wide_node4node41_t2,1.0
C_wide_node4node41_t3,1.0
C_wide_node4node41_t4,1.0
C_wide_node4node41_t5,1.0
C_timber_node5node37_t1,1.0
C_timber_node5node37_t2,1.0
C_timber_node5node37_t3,1.0
C_timber_node5node37_t4,1.0
C_timber_node5node37_t5,1.0
C_wide_node5node37_t1,1.0
C_wide_node5node37_t2,1.0
C_wide_node5node37_t3,1.0
C_wide_node5node37_t4,1.0
C_wide_node5node37_t5,1.0
C_timber_node5node38_t1,1.0
C_timber_node5node38_t2,1.0
C_timber_node5node38_t3,1.0
C_timber_node5node38_t4,1.0
C_timber_node5node38_t5,1.0
C_wide_node5node38_t1,1.0
C_wide_node5node38_t2,1.0
C_wide_node5node38_t3,1.0
C_wide_node5node38_t4,1.0
C_wide_node5node38_t5,1.0
C_timber_node5node41_t1,1.0
C_timber_node5node41_t2,1.0
C_timber_node5node41_t3,1.0
C_timber_node5node41_t4,1.0
C_timber_node5node41_t5,1.0
C_wide_node5node41_t1,1.0
C_wide_node5node41_t2,1.0
C_wide_node5node41_t3,1.0
C_wide_node5node41_t4,1.0
C_wide_node5node41_t5,1.0
C_timber_node6node40_t1,1.0
C_timber_node6node40_t2,1.0
C_timber_node6node40_t3,1.0
C_timber_node6node40_t4,1.0
C_timber_node6node40_t5,1.0
C_wide_node6node40_t1,1.0
C_wide_node6node40_t2,1.0
C_wide_node6node40_t3,1.0
C_wide_node6node40_t4,1.0
C_wide_node6node40_t5,1.0
C_timber_node6node41_t1,1.0
C_timber_node6node41_t2,1.0
C_timber_node6node41_t3,1.0
C_timber_node6node41_t4,1.0
C_timber_node6node41_t5,1.0
C_wide_node6node41_t1,1.0
C_wide_node6node41_t2,1.0
C_wide_node6node41_t3,1.0
C_wide_node6node41_t4,1.0
C_wide_node6node41_t5,1.0
C_timber_node7node40_t1,1.0
C_timber_node7node40_t2,1.0
C_timber_node7node40_t3,1.0
C_timber_node7node40_t4,1.0
C_timber_node7node40_t5,1.0
C_wide_node7node40_t1,1.0
C_wide_node7node40_t2,1.0
C_wide_node7node40_t3,1.0
C_wide_node7node40_t4,1.0
C_wide_node7node40_t5,1.0
C_timber_node7node41_t1,1.0
C_timber_node7node41_t2,1.0
C_timber_node7node41_t3,1.0
C_timber_node7node41_t4,1.0
C_timber_node7node41_t5,1.0
C_wide_node7node41_t1,1.0
C_wide_node7node41_t2,1.0
C_wide_node7node41_t3,1.0
C_wide_node7node41_t4,1.0
C_wide_node7node41_t5,1.0
C_timber_node8node39_t1,1.0
C_timber_node8node39_t2,1.0
C_timber_node8node39_t3,1.0
C_timber_node8node39_t4,1.0
C_timber_node8node39_t5,1.0
C_wide_node8node39_t1,1.0
C_wide_node8node39_t2,1.0
C_wide_node8node39_t3,1.0
C_wide_node8node39_t4,1.0
C_wide_node8node39_t5,1.0
C_timber_node8node41_t1,1.0
C_timber_node8node41_t2,1.0
C_timber_node8node41_t3,1.0
C_timber_node8node41_t4,1.0
C_timber_node8node41_t5,1.0
C_wide_node8node41_t1,1.0
C_wide_node8node41_t2,1.0
C_wide_node8node41_t3,1.0
C_wide_node8node41_t4,1.0
C_wide_node8node41_t5,1.0
C_timber_node9node40_t1,1.0
C_timber_node9node40_t2,1.0
C_timber_node9node40_t3,1.0
C_timber_node9node40_t4,1.0
C_timber_node9node40_t5,1.0
C_wide_node9node40_t1,1.0
C_wide_node9node40_t2,1.0
C_wide_node9node40_t3,1.0
C_wide_node9node40_t4,1.0
C_wide_node9node40_t5,1.0
C_timber_node9node41_t1,1.0
C_timber_node9node41_t2,1.0
C_timber_node9node41_t3,1.0
C_timber_node9node41_t4,1.0
C_timber_node9node41_t5,1.0
C_wide_node9node41_t1,1.0
C_wide_node9node41_t2,1.0
C_wide_node9node41_t3,1.0
C_wide_node9node41_t4,1.0
C_wide_node9node41_t5,1.0
C_timber_node10node42_t1,1.0
C_timber_node10node42_t2,1.0
C_timber_node10node42_t3,1.0
C_timber_node10node42_t4,1.0
C_timber_node10node42_t5,1.0
C_wide_node10node42_t1,1.0
C_wide_node10node42_t2,1.0
C_wide_node10node42_t3,1.0
C_wide_node10node42_t4,1.0
C_wide_node10node42_t5,1.0
C_timber_node10node43_t1,1.0
C_timber_node10node43_t2,1.0
C_timber_node10node43_t3,1.0
C_timber_node10node43_t4,1.0
C_timber_node10node43_t5,1.0
C_wide_node10node43_t1,1.0
C_wide_node10node43_t2,1.0
C_wide_node10node43_t3,1.0
C_wide_node10node43_t4,1.0
C_wide_node10node43_t5,1.0
C_timber_node11node38_t1,1.0
C_timber_node11node38_t2,1.0
C_timber_node11node38_t3,1.0
C_timber_node11node38_t4,1.0
C_timber_node11node38_t5,1.0
C_wide_node11node38_t1,1.0
C_wide_node11node38_t2,1.0
C_wide_node11node38_t3,1.0
C_wide_node11node38_t4,1.0
C_wide_node11node38_t5,1.0
C_timber_node11node39_t1,1.0
C_timber_node11node39_t2,1.0
C_timber_node11node39_t3,1.0
C_timber_node11node39_t4,1.0
C_timber_node11node39_t5,1.0
C_wide_node11node39_t1,1.0
C_wide_node11node39_t2,1.0
C_wide_node11node39_t3,1.0
