x,y
-16178.3347,146300.5184
-17227.0925,146153.7664
-16671.0463,145614.3246
-17377.9747,145978.0006
-17382.6538,145956.1791
-17377.9748,145981.3763
-16711.7339,145898.9229
-17140.7226,146003.7386
-16463.76,145876.3184
-16883.7933,146137.8852
-16991.4773,145662.3746
-17394.9133,145938.134
-16676.7402,145670.5452
-16148.75,146530.5333
-17377.9666,145978.2752
-16931.0659,145753.6468
-17398.3862,145834.7283
-16713.8069,146304.1755
-17093.9051,145792.419
-17413.1468,145900.5784
-16580.7259,145799.6602
-16641.9228,145663.1694
-17077.9859,145911.1966
-17377.9747,145969.035
-17060.5387,145946.4807
-16663.8145,145668.459
-17097.0032,146166.7291
-17283.1123,145887.6541
-16650.0202,146311.0426
-16974.0304,145773.3992
-17057.0523,145992.7667
-16988.2634,145746.0272
-16978.6481,146051.1811
-17379.1808,145962.1944
-16910.4683,145747.3201
-17085.191,145819.2192
-17379.8008,145826.3369
-16615.2826,145908.075
-16659.14,145638.1372
-16884.888,145810.9942
-16851.9338,146081.263
-16015.9987,146670.9976
-16344.7254,145951.458
-17413.747,145832.3869
-17507.9865,145818.8689
-16819.6097,145859.7262
-17028.5605,145674.2474
-17079.6902,145836.1371
-16735.5075,145702.0287
-17432.9733,145923.8385
-15916.9906,146634.2053
-16665.0594,145911.9877
-17422.8398,145890.885
-17399.9016,145976.0249
-16522.8626,145827.1788
-16701.1015,145693.566
-17402.9734,145935.7514
-16663.3566,145669.2222
-17388.13,146023.6568
-16598.3471,145694.0912
-16788.8901,145720.3869
-16317.6081,146096.8354
-16323.6599,146041.9623
-16492.939,146224.3649
-17440.9148,145879.1821
-15802.281,146321.9928
-17124.543,146176.7252
-16922.9796,146108.7053
-16392.3453,146463.6187
-17173.1967,145954.6849
-16781.3777,145634.9622
-16849.3768,145841.0633
-17055.0571,146151.5041
-17469.0926,145860.9378
-16778.4377,145853.6606
-16477.1828,146249.5747
-16882.4171,145849.2694
-17377.9748,145987.938
-17485.1847,145854.2151
-16433.398,146443.3844
-16973.7305,145773.976
-17076.0737,145904.5042
-16805.4969,145848.554
-17073.0106,145673.4537
-16829.9024,145705.1668
-16948.2297,145792.7564
-16511.2355,145799.5482
-17002.0454,145777.1115
-16916.7478,145824.5703
