Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-16178.3347, 146300.5184)","(-16150.818, 146131.1848)",97.326,16.6,470159.72,182817.76,705239.57,352619.79,182817.76
"(-16178.3347, 146300.5184)","(-16086.3296, 146545.6019)",87.227,12.8,421373.14,163847.5,632059.71,316029.86,163847.5
"(-17227.0925, 146153.7664)","(-17281.6481, 146164.7674)",56.419,11.3,272545.18,105976.97,408817.77,204408.89,105976.97
"(-17227.0925, 146153.7664)","(-17138.7728, 146149.6861)",119.151,11.3,575590.23,223813.56,863385.35,431692.67,223813.56
"(-16671.0463, 145614.3246)","(-16781.3777, 145634.9622)",131.608,12.8,635765.89,247212.37,953648.84,476824.42,247212.37
"(-16671.0463, 145614.3246)","(-16657.8496, 145670.8111)",104.692,12.8,505740.73,196653.15,758611.1,379305.55,196653.15
"(-17377.9747, 145978.0006)","(-17377.9747, 145969.035)",64.593,12.8,312034.03,121331.88,468051.05,234025.52,121331.88
"(-17377.9747, 145978.0006)","(-17341.1794, 146086.9798)",118.737,11.3,573589.29,223035.51,860383.94,430191.97,223035.51
"(-17382.6538, 145956.1791)","(-17377.9747, 145969.035)",72.902,12.6,352170.93,136938.79,528256.4,264128.2,136938.79
"(-17382.6538, 145956.1791)","(-17413.1468, 145900.5784)",69.447,12.1,335480.93,130449.02,503221.39,251610.7,130449.02
"(-16711.7339, 145898.9229)","(-16780.2746, 145908.8124)",57.786,12.8,279149.91,108545.16,418724.87,209362.44,108545.16
"(-16711.7339, 145898.9229)","(-16615.2826, 145908.075)",101.302,12.3,489362.96,190284.79,734044.44,367022.22,190284.79
"(-17140.7226, 146003.7386)","(-17142.429, 146013.9686)",88.6,12.8,428003.23,166425.56,642004.85,321002.43,166425.56
"(-17140.7226, 146003.7386)","(-17382.5295, 145837.1452)",59.273,12.8,286331.81,111337.79,429497.72,214748.86,111337.79
"(-16463.76, 145876.3184)","(-16410.4484, 145920.9269)",49.93,12.8,241201.3,93789.15,361801.95,180900.97,93789.15
"(-16463.76, 145876.3184)","(-16588.888, 145848.9942)",37.108,12.0,179261.05,69704.2,268891.58,134445.79,69704.2
"(-16463.76, 145876.3184)","(-16576.0526, 145716.4086)",52.141,11.6,251880.0,97941.48,377820.0,188910.0,97941.48
"(-16883.7933, 146137.8852)","(-16851.9338, 146081.263)",16.769,12.8,81007.24,31499.0,121510.86,60755.43,31499.0
"(-16883.7933, 146137.8852)","(-16978.6481, 146051.1811)",66.663,11.3,322033.33,125220.03,483050.0,241525.0,125220.03
"(-16991.4773, 145662.3746)","(-17014.9051, 145694.7916)",67.344,12.8,325322.23,126498.89,487983.35,243991.67,126498.89
"(-16991.4773, 145662.3746)","(-16931.0659, 145753.6468)",78.045,12.8,377015.88,146599.55,565523.82,282761.91,146599.55
"(-16148.75, 146530.5333)","(-16199.0171, 146556.8682)",56.748,12.6,274134.58,106594.99,411201.88,205600.94,106594.99
"(-16148.75, 146530.5333)","(-16086.3296, 146545.6019)",64.213,12.6,310199.58,120618.57,465299.37,232649.68,120618.57
"(-16931.0659, 145753.6468)","(-16862.1818, 145728.1378)",89.136,12.8,430596.47,167433.92,645894.71,322947.36,167433.92
"(-17398.3862, 145834.7283)","(-17382.5295, 145837.1452)",25.17,11.3,121590.75,47279.57,182386.13,91193.06,47279.57
"(-17398.3862, 145834.7283)","(-17448.8044, 145830.4025)",50.92,12.1,245983.37,95648.63,368975.06,184487.53,95648.63
"(-16713.8069, 146304.1755)","(-16768.8179, 146293.9645)",55.951,12.8,270283.91,105097.69,405425.87,202712.93,105097.69
"(-16713.8069, 146304.1755)","(-16650.0202, 146311.0426)",79.933,12.8,386136.5,150146.02,579204.74,289602.37,150146.02
"(-17093.9051, 145792.419)","(-17106.3482, 145756.0038)",45.426,12.8,219440.12,85327.5,329160.18,164580.09,85327.5
"(-17093.9051, 145792.419)","(-17078.484, 145839.8466)",95.89,12.8,463222.86,180120.42,694834.29,347417.14,180120.42
