variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node121_timber_t0,0.0,0.0,B,C,timber,node1node121,0,1042.0
C_node1node121_timber_t1,0.0,1.0,B,C,timber,node1node121,1,877.34
C_node1node121_timber_t2,0.0,1.0,B,C,timber,node1node121,2,621.96
C_node1node121_timber_t3,0.0,1.0,B,C,timber,node1node121,3,440.92
C_node1node121_timber_t4,0.0,1.0,B,C,timber,node1node121,4,312.58
C_node1node121_timber_t5,0.0,1.0,B,C,timber,node1node121,5,221.59
C_node1node121_wide_t0,0.0,0.0,B,C,wide,node1node121,0,1564.0
C_node1node121_wide_t1,0.0,1.0,B,C,wide,node1node121,1,1316.85
C_node1node121_wide_t2,0.0,1.0,B,C,wide,node1node121,2,933.54
C_node1node121_wide_t3,0.0,1.0,B,C,wide,node1node121,3,661.8
C_node1node121_wide_t4,0.0,1.0,B,C,wide,node1node121,4,469.16
C_node1node121_wide_t5,0.0,1.0,B,C,wide,node1node121,5,332.6
C_node1node275_timber_t0,0.0,0.0,B,C,timber,node1node275,0,1282.0
C_node1node275_timber_t1,0.0,1.0,B,C,timber,node1node275,1,1079.41
C_node1node275_timber_t2,0.0,1.0,B,C,timber,node1node275,2,765.21
C_node1node275_timber_t3,0.0,1.0,B,C,timber,node1node275,3,542.47
C_node1node275_timber_t4,0.0,1.0,B,C,timber,node1node275,4,384.57
C_node1node275_timber_t5,0.0,1.0,B,C,timber,node1node275,5,272.63
C_node1node275_wide_t0,0.0,0.0,B,C,wide,node1node275,0,1923.0
C_node1node275_wide_t1,0.0,1.0,B,C,wide,node1node275,1,1619.11
C_node1node275_wide_t2,0.0,1.0,B,C,wide,node1node275,2,1147.82
C_node1node275_wide_t3,0.0,1.0,B,C,wide,node1node275,3,813.71
C_node1node275_wide_t4,0.0,1.0,B,C,wide,node1node275,4,576.86
C_node1node275_wide_t5,0.0,1.0,B,C,wide,node1node275,5,408.94
C_node1node208_timber_t0,0.0,0.0,B,C,timber,node1node208,0,4612.0
C_node1node208_timber_t1,0.0,1.0,B,C,timber,node1node208,1,3883.18
C_node1node208_timber_t2,0.0,1.0,B,C,timber,node1node208,2,2752.86
C_node1node208_timber_t3,0.0,1.0,B,C,timber,node1node208,3,1951.55
C_node1node208_timber_t4,0.0,1.0,B,C,timber,node1node208,4,1383.49
C_node1node208_timber_t5,0.0,1.0,B,C,timber,node1node208,5,980.78
C_node1node208_wide_t0,0.0,0.0,B,C,wide,node1node208,0,6920.0
C_node1node208_wide_t1,0.0,1.0,B,C,wide,node1node208,1,5826.45
C_node1node208_wide_t2,0.0,1.0,B,C,wide,node1node208,2,4130.48
C_node1node208_wide_t3,0.0,1.0,B,C,wide,node1node208,3,2928.18
C_node1node208_wide_t4,0.0,1.0,B,C,wide,node1node208,4,2075.84
C_node1node208_wide_t5,0.0,1.0,B,C,wide,node1node208,5,1471.6
C_node1node439_timber_t0,0.0,0.0,B,C,timber,node1node439,0,0.0
C_node1node439_timber_t1,0.0,1.0,B,C,timber,node1node439,1,0.0
C_node1node439_timber_t2,0.0,1.0,B,C,timber,node1node439,2,0.0
C_node1node439_timber_t3,0.0,1.0,B,C,timber,node1node439,3,0.0
