variable,value,node_type_info
C_node1node175_timber_t0,0.0,node1transit_node175transit
C_node1node175_timber_t1,0.0,node1transit_node175transit
C_node1node175_timber_t2,0.0,node1transit_node175transit
C_node1node175_timber_t3,0.0,node1transit_node175transit
C_node1node175_timber_t4,0.0,node1transit_node175transit
C_node1node175_timber_t5,0.0,node1transit_node175transit
C_node1node175_wide_t0,0.0,node1transit_node175transit
C_node1node175_wide_t1,0.0,node1transit_node175transit
C_node1node175_wide_t2,0.0,node1transit_node175transit
C_node1node175_wide_t3,0.0,node1transit_node175transit
C_node1node175_wide_t4,0.0,node1transit_node175transit
C_node1node175_wide_t5,0.0,node1transit_node175transit
C_node1node76_timber_t0,0.0,node1transit_node76transit
C_node1node76_timber_t1,0.0,node1transit_node76transit
C_node1node76_timber_t2,0.0,node1transit_node76transit
C_node1node76_timber_t3,0.0,node1transit_node76transit
C_node1node76_timber_t4,0.0,node1transit_node76transit
C_node1node76_timber_t5,0.0,node1transit_node76transit
C_node1node76_wide_t0,0.0,node1transit_node76transit
C_node1node76_wide_t1,0.0,node1transit_node76transit
C_node1node76_wide_t2,0.0,node1transit_node76transit
C_node1node76_wide_t3,0.0,node1transit_node76transit
C_node1node76_wide_t4,0.0,node1transit_node76transit
C_node1node76_wide_t5,0.0,node1transit_node76transit
C_node1node127_timber_t0,0.0,node1transit_node127transit
C_node1node127_timber_t1,0.0,node1transit_node127transit
C_node1node127_timber_t2,0.0,node1transit_node127transit
C_node1node127_timber_t3,0.0,node1transit_node127transit
C_node1node127_timber_t4,0.0,node1transit_node127transit
C_node1node127_timber_t5,0.0,node1transit_node127transit
C_node1node127_wide_t0,0.0,node1transit_node127transit
C_node1node127_wide_t1,0.0,node1transit_node127transit
C_node1node127_wide_t2,0.0,node1transit_node127transit
C_node1node127_wide_t3,0.0,node1transit_node127transit
C_node1node127_wide_t4,0.0,node1transit_node127transit
C_node1node127_wide_t5,0.0,node1transit_node127transit
C_node1node238_timber_t0,0.0,node1transit_node238source
C_node1node238_timber_t1,1.0,node1transit_node238source
C_node1node238_timber_t2,0.0,node1transit_node238source
C_node1node238_timber_t3,0.0,node1transit_node238source
C_node1node238_timber_t4,-0.0,node1transit_node238source
C_node1node238_timber_t5,-0.0,node1transit_node238source
C_node1node238_wide_t0,0.0,node1transit_node238source
C_node1node238_wide_t1,0.0,node1transit_node238source
C_node1node238_wide_t2,0.0,node1transit_node238source
C_node1node238_wide_t3,0.0,node1transit_node238source
C_node1node238_wide_t4,0.0,node1transit_node238source
C_node1node238_wide_t5,0.0,node1transit_node238source
C_node2node168_timber_t0,0.0,node2transit_node168transit
C_node2node168_timber_t1,0.0,node2transit_node168transit
C_node2node168_timber_t2,0.0,node2transit_node168transit
C_node2node168_timber_t3,0.0,node2transit_node168transit
C_node2node168_timber_t4,0.0,node2transit_node168transit
C_node2node168_timber_t5,0.0,node2transit_node168transit
C_node2node168_wide_t0,0.0,node2transit_node168transit
C_node2node168_wide_t1,0.0,node2transit_node168transit
C_node2node168_wide_t2,0.0,node2transit_node168transit
C_node2node168_wide_t3,0.0,node2transit_node168transit
C_node2node168_wide_t4,0.0,node2transit_node168transit
C_node2node168_wide_t5,0.0,node2transit_node168transit
