variable,value,node_type_info
C_node1node440_timber_t1,1.0,node1transit_node440source
C_node4node454_timber_t1,1.0,node4transit_node454source
C_node4node457_timber_t1,1.0,node4transit_node457source
C_node4node478_timber_t1,1.0,node4transit_node478source
C_node5node58_timber_t1,1.0,node5transit_node58transit
C_node5node105_timber_t1,1.0,node5transit_node105exit
C_node5node123_timber_t1,1.0,node5transit_node123transit
C_node5node483_timber_t2,1.0,node5transit_node483source
C_node7node65_timber_t1,1.0,node7transit_node65transit
C_node7node398_timber_t1,1.0,node7transit_node398source
C_node7node411_timber_t1,1.0,node7transit_node411source
C_node8node357_timber_t1,1.0,node8transit_node357exit
C_node8node498_timber_t1,1.0,node8transit_node498source
C_node10node127_wide_t1,1.0,node10transit_node127transit
C_node10node272_wide_t1,1.0,node10transit_node272transit
C_node10node407_timber_t1,1.0,node10transit_node407source
C_node10node407_timber_t3,1.0,node10transit_node407source
C_node10node414_timber_t1,1.0,node10transit_node414source
C_node10node414_timber_t4,1.0,node10transit_node414source
C_node11node404_timber_t1,1.0,node11transit_node404source
C_node11node405_timber_t1,1.0,node11transit_node405source
C_node11node407_timber_t1,1.0,node11transit_node407source
C_node11node407_timber_t3,1.0,node11transit_node407source
C_node14node510_timber_t4,1.0,node14transit_node510source
C_node14node510_wide_t1,1.0,node14transit_node510source
C_node14node511_timber_t1,1.0,node14transit_node511source
C_node15node411_timber_t1,1.0,node15transit_node411source
C_node15node411_timber_t3,1.0,node15transit_node411source
C_node15node412_timber_t1,1.0,node15transit_node412source
C_node15node413_timber_t1,1.0,node15transit_node413source
C_node17node450_timber_t1,1.0,node17transit_node450source
C_node17node452_timber_t1,1.0,node17transit_node452source
C_node17node454_timber_t1,1.0,node17transit_node454source
C_node18node171_timber_t1,1.0,node18transit_node171transit
C_node18node225_timber_t1,1.0,node18transit_node225transit
C_node18node436_timber_t1,1.0,node18transit_node436source
C_node20node48_timber_t1,1.0,node20transit_node48transit
C_node20node423_timber_t1,1.0,node20transit_node423source
C_node20node424_timber_t1,1.0,node20transit_node424source
C_node20node424_timber_t3,1.0,node20transit_node424source
C_node21node449_timber_t1,1.0,node21transit_node449source
C_node22node427_timber_t3,1.0,node22transit_node427source
C_node22node458_timber_t1,1.0,node22transit_node458source
C_node22node458_timber_t3,1.0,node22transit_node458source
C_node22node517_timber_t1,1.0,node22transit_node517source
C_node24node119_timber_t3,1.0,node24transit_node119transit
C_node24node455_timber_t2,1.0,node24transit_node455source
C_node24node461_timber_t2,1.0,node24transit_node461source
C_node26node242_timber_t1,1.0,node26exit_node242transit
C_node27node54_timber_t1,1.0,node27transit_node54transit
C_node27node399_timber_t1,1.0,node27transit_node399source
C_node27node401_wide_t1,1.0,node27transit_node401source
C_node27node402_timber_t1,1.0,node27transit_node402source
C_node29node95_timber_t1,1.0,node29exit_node95transit
C_node30node186_timber_t1,1.0,node30transit_node186transit
C_node30node449_timber_t1,1.0,node30transit_node449source
C_node30node453_timber_t1,1.0,node30transit_node453source
C_node30node454_timber_t1,1.0,node30transit_node454source
C_node32node506_timber_t1,1.0,node32exit_node506source
C_node34node482_timber_t1,1.0,node34transit_node482source
C_node38node440_timber_t1,1.0,node38transit_node440source
C_node42node410_timber_t1,1.0,node42transit_node410source
C_node42node498_timber_t1,1.0,node42transit_node498source
C_node42node498_timber_t4,1.0,node42transit_node498source
C_node43node506_timber_t1,1.0,node43transit_node506source
C_node43node511_wide_t1,1.0,node43transit_node511source
C_node44node123_timber_t1,1.0,node44transit_node123transit
C_node44node109_timber_t1,1.0,node44transit_node109transit
C_node44node480_timber_t1,1.0,node44transit_node480source
C_node44node482_timber_t1,1.0,node44transit_node482source
C_node44node483_wide_t2,1.0,node44transit_node483source
C_node48node385_timber_t1,1.0,node48transit_node385exit
C_node48node424_timber_t1,1.0,node48transit_node424source
C_node48node517_timber_t1,1.0,node48transit_node517source
C_node51node184_timber_t1,1.0,node51transit_node184transit
C_node51node490_timber_t1,1.0,node51transit_node490source
C_node51node491_timber_t1,1.0,node51transit_node491source
C_node53node408_timber_t1,1.0,node53transit_node408source
C_node53node409_timber_t1,1.0,node53transit_node409source
C_node54node304_timber_t1,1.0,node54transit_node304transit
C_node54node288_wide_t1,1.0,node54transit_node288transit
C_node54node401_wide_t1,1.0,node54transit_node401source
C_node54node402_timber_t1,1.0,node54transit_node402source
C_node54node403_timber_t1,1.0,node54transit_node403source
C_node57node208_timber_t1,1.0,node57exit_node208transit
C_node58node63_timber_t1,1.0,node58transit_node63transit
C_node58node483_timber_t2,1.0,node58transit_node483source
C_node58node486_timber_t1,1.0,node58transit_node486source
C_node60node104_timber_t1,1.0,node60transit_node104transit
C_node60node457_timber_t1,1.0,node60transit_node457source
