Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-9133.1124, 150201.6968)","(-9069.3881, 150235.4173)",57.473,43.7,431878.59,154242.35,647817.89,323908.94,154242.35
"(-9133.1124, 150201.6968)","(-9281.5577, 150135.861)",118.238,43.7,888500.02,317321.43,1332750.02,666375.01,317321.43
"(-9291.818, 149925.5515)","(-9295.848, 149928.2706)",22.902,23.0,110634.1,43019.17,165951.15,82975.57,43019.17
"(-9291.818, 149925.5515)","(-9247.4373, 149895.8955)",70.78,23.0,341920.11,132952.84,512880.17,256440.08,132952.84
"(-9345.5936, 149745.5524)","(-9290.7424, 149791.1479)",71.327,23.8,344565.46,133981.46,516848.19,258424.1,133981.46
"(-9345.5936, 149745.5524)","(-9374.8523, 149695.0714)",58.347,23.8,281861.38,109599.5,422792.07,211396.04,109599.5
"(-8880.1248, 150284.1787)","(-8852.4555, 150317.1043)",65.055,43.7,488855.13,174591.12,733282.69,366641.35,174591.12
"(-8880.1248, 150284.1787)","(-9010.9528, 150185.4508)",116.991,43.7,879125.8,313973.5,1318688.69,659344.35,313973.5
"(-9577.9945, 149808.5032)","(-9527.9583, 149839.9337)",59.089,23.8,285444.04,110992.58,428166.06,214083.03,110992.58
"(-9577.9945, 149808.5032)","(-9531.288, 149727.7933)",100.073,23.8,483430.06,187977.83,725145.08,362572.54,187977.83
"(-9208.1021, 149640.4147)","(-9200.6244, 149706.3565)",72.042,23.0,348018.29,135324.07,522027.44,261013.72,135324.07
"(-9048.6233, 149969.356)","(-9126.599, 149995.1663)",82.136,33.4,617213.67,220433.45,925820.5,462910.25,220433.45
"(-9048.6233, 149969.356)","(-9012.4927, 149938.0866)",50.795,23.0,245376.06,95412.48,368064.09,184032.05,95412.48
"(-9048.6233, 149969.356)","(-8912.0555, 150048.2263)",100.56,23.0,485779.1,188891.23,728668.64,364334.32,188891.23
"(-9069.3881, 150235.4173)","(-9015.2049, 150188.0339)",116.279,43.7,873777.37,312063.35,1310666.05,655333.03,312063.35
"(-9422.1057, 150136.467)","(-9415.2054, 150217.9054)",81.73,23.8,394818.7,153522.03,592228.05,296114.02,153522.03
"(-9422.1057, 150136.467)","(-9382.9459, 150082.3987)",66.76,23.8,322500.31,125401.61,483750.46,241875.23,125401.61
"(-9475.9897, 150177.1918)","(-9510.6114, 150116.2603)",70.081,23.8,338542.94,131639.66,507814.42,253907.21,131639.66
"(-9475.9897, 150177.1918)","(-9415.2054, 150217.9054)",73.16,23.8,353416.22,137423.01,530124.33,265062.16,137423.01
"(-9200.6244, 149706.3565)","(-9206.9909, 149754.3758)",63.669,23.0,307568.06,119595.33,461352.09,230676.05,119595.33
"(-8801.6758, 150374.2576)","(-8852.4555, 150317.1043)",50.775,43.7,381551.24,136268.3,572326.85,286163.43,136268.3
"(-8801.6758, 150374.2576)","(-8759.1148, 150372.0174)",49.248,43.7,370072.13,132168.62,555108.19,277554.1,132168.62
"(-8716.2378, 150107.3757)","(-8670.6383, 150200.1068)",103.336,43.7,776519.91,277328.54,1164779.87,582389.94,277328.54
"(-8716.2378, 150107.3757)","(-8726.6343, 150063.3535)",45.233,43.7,339904.79,121394.57,509857.19,254928.59,121394.57
"(-9378.6927, 150079.8158)","(-9381.3832, 150083.5304)",54.873,43.7,412342.72,147265.26,618514.08,309257.04,147265.26
"(-9378.6927, 150079.8158)","(-9281.5577, 150135.861)",106.814,43.7,802654.9,286662.46,1203982.35,601991.18,286662.46
"(-8747.6332, 149923.2181)","(-8674.8268, 149904.0674)",65.636,43.7,493222.87,176151.02,739834.3,369917.15,176151.02
"(-8747.6332, 149923.2181)","(-8797.1766, 149920.7268)",59.044,33.4,443683.84,158458.51,665525.76,332762.88,158458.51
"(-9500.5877, 149672.8994)","(-9414.9658, 149555.4341)",145.359,23.8,702193.32,273042.14,1053289.98,526644.99,273042.14
"(-9500.5877, 149672.8994)","(-9531.288, 149727.7933)",62.896,23.8,303833.0,118142.98,455749.5,227874.75,118142.98
"(-9581.7309, 149955.3015)","(-9622.5196, 149905.8311)",64.117,23.8,309735.42,120438.09,464603.13,232301.57,120438.09
"(-9581.7309, 149955.3015)","(-9530.6621, 150009.0696)",96.965,23.8,468416.15,182139.79,702624.22,351312.11,182139.79
"(-9015.2049, 150188.0339)","(-9010.9528, 150185.4508)",119.461,43.7,897690.25,320603.66,1346535.37,673267.69,320603.66
"(-9179.1641, 150002.3163)","(-9126.599, 149995.1663)",53.049,33.4,398637.83,142370.65,597956.75,298978.37,142370.65
"(-9179.1641, 150002.3163)","(-9265.9877, 149966.328)",68.382,23.0,330334.95,128448.05,495502.43,247751.21,128448.05
"(-9295.848, 149928.2706)","(-9265.9877, 149966.328)",59.294,23.0,286434.04,111377.53,429651.05,214825.53,111377.53
"(-9295.848, 149928.2706)","(-9354.2783, 149892.5656)",68.476,43.7,514562.05,183772.16,771843.07,385921.53,183772.16
"(-8863.4849, 149796.3232)","(-8844.8421, 149876.3642)",51.776,33.4,389072.28,138954.39,583608.42,291804.21,138954.39
"(-8863.4849, 149796.3232)","(-8885.5263, 149734.4986)",67.532,33.4,507470.13,181239.33,761205.2,380602.6,181239.33
"(-9381.3832, 150083.5304)","(-9382.9459, 150082.3987)",53.472,43.7,401816.44,143505.87,602724.66,301362.33,143505.87
"(-8670.6383, 150200.1068)","(-8612.671, 150280.9072)",99.443,43.7,747264.51,266880.18,1120896.76,560448.38,266880.18
"(-8674.8268, 149904.0674)","(-8687.0802, 149972.1822)",82.183,43.7,617567.36,220559.77,926351.04,463175.52,220559.77
"(-9374.8523, 149695.0714)","(-9387.8528, 149642.572)",54.085,23.8,261272.01,101593.49,391908.01,195954.01,101593.49
"(-9530.6621, 150009.0696)","(-9509.2548, 150059.1351)",54.45,23.8,263035.74,102279.3,394553.61,197276.81,102279.3
"(-9574.1511, 149882.1768)","(-9527.9583, 149839.9337)",62.596,23.8,302385.81,117580.25,453578.72,226789.36,117580.25
"(-9574.1511, 149882.1768)","(-9622.5196, 149905.8311)",53.843,23.8,260101.01,101138.15,390151.51,195075.76,101138.15
"(-8759.1148, 150372.0174)","(-8691.3966, 150341.2726)",69.208,43.7,520064.85,185737.45,780097.27,390048.64,185737.45
"(-8594.4217, 150332.561)","(-8612.671, 150280.9072)",54.783,43.7,411665.13,147023.26,617497.7,308748.85,147023.26
"(-8594.4217, 150332.561)","(-8691.3966, 150341.2726)",122.407,43.7,919827.93,328509.97,1379741.89,689870.95,328509.97
"(-9354.2783, 149892.5656)","(-9290.7424, 149791.1479)",119.676,23.8,578125.87,224799.52,867188.8,433594.4,224799.52
"(-9354.2783, 149892.5656)","(-9433.0122, 150041.7879)",59.241,43.7,445163.11,158986.82,667744.66,333872.33,158986.82
