Node,Stand
"(-14161.76258, 154813.07681)",[827]
"(-14145.94718, 154788.91251)",[827]
"(-14138.00958, 154775.68341)",[827]
"(-14136.02528, 154734.67291)",[827]
"(-14129.41068, 154725.41241)",[827]
"(-14108.24388, 154693.66241)",[827]
"(-14102.58518, 154663.34791)","[1403, 827]"
"(-14098.98348, 154644.05291)","[1403, 827]"
"(-14099.64498, 154586.50591)","[1403, 827]"
"(-14080.32848, 154536.12581)","[1403, 827]"
"(-14044.21468, 154489.40361)","[1403, 827]"
"(-14064.05838, 154478.37051)",[827]
"(-14073.58348, 154445.82671)",[827]
"(-14075.96478, 154409.31411)",[827]
"(-14076.75848, 154369.62651)",[827]
"(-14102.15848, 154341.05141)",[827]
"(-14142.63978, 154330.73271)",[827]
"(-14155.53538, 154329.24471)",[827]
"(-14139.95848, 154344.82171)",[827]
"(-14146.30858, 154350.37791)",[827]
"(-14147.58838, 154350.34231)",[827]
"(-14150.57738, 154352.95781)",[827]
"(-14174.40498, 154352.29581)",[827]
"(-14170.12098, 154376.57171)",[827]
"(-14174.55408, 154378.22121)",[827]
"(-14174.38998, 154379.15151)",[827]
"(-14208.52128, 154391.85161)",[827]
"(-14233.51068, 154398.37751)",[827]
"(-14240.21708, 154390.23831)",[827]
"(-14241.48928, 154339.99601)",[827]
"(-14216.80668, 154284.50971)",[827]
"(-14274.31658, 154271.35841)",[827]
"(-14354.88288, 154261.20211)",[827]
"(-14410.32498, 154275.12711)",[827]
"(-14443.64088, 154311.47061)",[827]
"(-14494.85478, 154383.33611)",[827]
"(-14497.30358, 154383.36041)",[827]
"(-14499.12458, 154385.91581)",[827]
"(-14553.10878, 154386.45161)",[827]
"(-14611.87718, 154364.51911)",[827]
"(-14630.13948, 154420.31551)",[827]
"(-14642.58578, 154465.99531)",[827]
"(-14668.44998, 154560.25021)",[827]
"(-14653.41278, 154639.10661)","[824, 827]"
"(-14569.65148, 154664.81311)","[824, 827]"
"(-14496.92268, 154661.26371)","[824, 827]"
"(-14422.00478, 154619.84141)","[824, 827]"
"(-14371.43338, 154627.15541)","[824, 827]"
"(-14301.13638, 154670.41921)","[824, 827]"
"(-14246.54618, 154713.67551)","[824, 827]"
"(-14249.02068, 154762.82601)","[824, 827]"
"(-14193.30918, 154818.42221)","[824, 827]"
"(-14064.16868, 154634.87021)",[1403]
"(-14064.14058, 154634.70421)",[1403]
"(-14037.17198, 154594.30451)",[1403]
"(-13990.47568, 154597.23631)",[1403]
"(-13974.30448, 154609.28101)","[1402, 1403]"
"(-13960.87068, 154552.18941)","[1402, 1403]"
"(-13929.12068, 154563.30191)","[1402, 1403]"
"(-13911.65818, 154531.55191)","[1402, 1403]"
"(-13911.65818, 154487.10181)","[1402, 1403]"
"(-13910.03018, 154461.03561)","[1402, 1403]"
"(-13951.34578, 154458.52671)",[1403]
"(-14072.62648, 154684.23111)",[1403]
"(-14064.28678, 154635.04711)",[1403]
"(-14000.78807, 154474.9652)",[1403]
"(-14059.21906, 154627.33164)",[1403]
"(-13755.81448, 154588.25861)",[1402]
"(-13811.70418, 154581.91751)",[1402]
"(-13857.05188, 154576.05781)",[1402]
"(-13823.88778, 154538.43211)",[1402]
"(-13833.87708, 154465.66001)",[1402]
"(-13938.37508, 154636.04241)",[1402]
"(-13876.12778, 154685.16301)",[1402]
"(-13787.53818, 154646.39171)",[1402]
"(-13813.74043, 154581.65439)",[1402]
"(-13827.24741, 154663.77048)",[1402]
"(-14683.63908, 154690.58331)",[824]
"(-14677.48808, 154758.47111)",[824]
"(-14622.66058, 154818.07991)",[824]
"(-14525.40078, 154851.34381)",[824]
"(-14446.47498, 154879.34621)",[824]
"(-14398.86198, 154884.86631)",[824]
"(-14316.67558, 154878.99471)",[824]
"(-14252.92058, 154866.13771)",[824]
