arc,type
node18node54,source_in_transit_out
node41node54,source_in_transit_out
node37node54,exit_out_source_in
node25node54,source_in_transit_out
node42node54,exit_out_source_in
node26node55,source_in_transit_out
node23node55,exit_out_source_in
node42node55,exit_out_source_in
node16node55,source_in_transit_out
node18node55,source_in_transit_out
node41node55,source_in_transit_out
node33node56,source_in_transit_out
node35node56,source_in_transit_out
node11node56,exit_out_source_in
node1node56,exit_out_source_in
node14node56,source_in_transit_out
node17node57,source_in_transit_out
node44node57,exit_out_source_in
node26node57,source_in_transit_out
node43node57,exit_out_source_in
node14node57,source_in_transit_out
node33node57,source_in_transit_out
node16node57,source_in_transit_out
node30node57,source_in_transit_out
node36node57,exit_out_source_in
node5node57,exit_out_source_in
node16node58,source_in_transit_out
node32node58,source_in_transit_out
node12node58,source_in_transit_out
node17node58,source_in_transit_out
node18node58,source_in_transit_out
node38node58,source_in_transit_out
node27node58,source_in_transit_out
node24node59,source_in_transit_out
node25node59,source_in_transit_out
node6node59,exit_out_source_in
node32node59,source_in_transit_out
node46node59,exit_out_source_in
node47node59,exit_out_source_in
node29node59,exit_out_source_in
node38node59,source_in_transit_out
node13node59,source_in_transit_out
node45node59,exit_out_source_in
node4node59,exit_out_source_in
node13node60,source_in_transit_out
node24node60,source_in_transit_out
node8node60,source_in_transit_out
node9node60,source_in_transit_out
node31node60,source_in_transit_out
node31node61,source_in_transit_out
node8node61,source_in_transit_out
node15node61,source_in_transit_out
node38node62,source_in_transit_out
node27node62,source_in_transit_out
node9node62,source_in_transit_out
node13node62,source_in_transit_out
node35node63,source_in_transit_out
node3node63,exit_out_source_in
node48node63,exit_out_source_in
node14node63,source_in_transit_out
node36node63,exit_out_source_in
node1node63,exit_out_source_in
node30node63,source_in_transit_out
node19node63,source_in_transit_out
node2node63,exit_out_source_in
node44node63,exit_out_source_in
node21node64,source_in_transit_out
node50node64,exit_out_source_in
node19node64,source_in_transit_out
node40node64,source_in_transit_out
node3node64,exit_out_source_in
node30node64,source_in_transit_out
node17node64,source_in_transit_out
node49node64,exit_out_source_in
node39node64,source_in_transit_out
node43node64,exit_out_source_in
node48node64,exit_out_source_in
node5node64,exit_out_source_in
node12node64,source_in_transit_out
node10node65,source_in_transit_out
node51node65,exit_out_source_in
node52node65,exit_out_source_in
node20node65,exit_out_source_in
node21node65,source_in_transit_out
node28node65,exit_out_source_in
node34node65,exit_out_source_in
node40node65,source_in_transit_out
node7node65,exit_out_source_in
node10node66,source_in_transit_out
node21node66,source_in_transit_out
node28node66,exit_out_source_in
node34node66,exit_out_source_in
node53node66,exit_out_source_in
node7node66,exit_out_source_in
node50node66,exit_out_source_in
node39node66,source_in_transit_out
node22node66,exit_out_source_in
node54node25,source_out_transit_in
node54node41,source_out_transit_in
node54node42,exit_in_source_out
node54node18,source_out_transit_in
node54node37,exit_in_source_out
node55node23,exit_in_source_out
node55node42,exit_in_source_out
node55node26,source_out_transit_in
node55node18,source_out_transit_in
node55node41,source_out_transit_in
node55node16,source_out_transit_in
node56node1,exit_in_source_out
node56node35,source_out_transit_in
node56node11,exit_in_source_out
node56node33,source_out_transit_in
node56node14,source_out_transit_in
node57node5,exit_in_source_out
node57node17,source_out_transit_in
node57node36,exit_in_source_out
node57node43,exit_in_source_out
node57node14,source_out_transit_in
