variable,lb,ub,type,edge,period,road_type
flow_timber_node1node22_t1,0.0,9.0,I,node1node22,1,timber
flow_timber_node1node22_t2,0.0,9.0,I,node1node22,2,timber
flow_timber_node1node22_t3,0.0,9.0,I,node1node22,3,timber
flow_timber_node1node22_t4,0.0,9.0,I,node1node22,4,timber
flow_timber_node1node22_t5,0.0,9.0,I,node1node22,5,timber
flow_wide_node1node22_t1,0.0,9.0,I,node1node22,1,wide
flow_wide_node1node22_t2,0.0,9.0,I,node1node22,2,wide
flow_wide_node1node22_t3,0.0,9.0,I,node1node22,3,wide
flow_wide_node1node22_t4,0.0,9.0,I,node1node22,4,wide
flow_wide_node1node22_t5,0.0,9.0,I,node1node22,5,wide
flow_timber_node1node13_t1,0.0,9.0,I,node1node13,1,timber
flow_timber_node1node13_t2,0.0,9.0,I,node1node13,2,timber
flow_timber_node1node13_t3,0.0,9.0,I,node1node13,3,timber
flow_timber_node1node13_t4,0.0,9.0,I,node1node13,4,timber
flow_timber_node1node13_t5,0.0,9.0,I,node1node13,5,timber
flow_wide_node1node13_t1,0.0,9.0,I,node1node13,1,wide
flow_wide_node1node13_t2,0.0,9.0,I,node1node13,2,wide
flow_wide_node1node13_t3,0.0,9.0,I,node1node13,3,wide
flow_wide_node1node13_t4,0.0,9.0,I,node1node13,4,wide
flow_wide_node1node13_t5,0.0,9.0,I,node1node13,5,wide
flow_timber_node1node4_t1,0.0,9.0,I,node1node4,1,timber
flow_timber_node1node4_t2,0.0,9.0,I,node1node4,2,timber
flow_timber_node1node4_t3,0.0,9.0,I,node1node4,3,timber
flow_timber_node1node4_t4,0.0,9.0,I,node1node4,4,timber
flow_timber_node1node4_t5,0.0,9.0,I,node1node4,5,timber
flow_wide_node1node4_t1,0.0,9.0,I,node1node4,1,wide
flow_wide_node1node4_t2,0.0,9.0,I,node1node4,2,wide
flow_wide_node1node4_t3,0.0,9.0,I,node1node4,3,wide
flow_wide_node1node4_t4,0.0,9.0,I,node1node4,4,wide
flow_wide_node1node4_t5,0.0,9.0,I,node1node4,5,wide
flow_timber_node1node28_t1,0.0,9.0,I,node1node28,1,timber
flow_timber_node1node28_t2,0.0,9.0,I,node1node28,2,timber
flow_timber_node1node28_t3,0.0,9.0,I,node1node28,3,timber
flow_timber_node1node28_t4,0.0,9.0,I,node1node28,4,timber
flow_timber_node1node28_t5,0.0,9.0,I,node1node28,5,timber
flow_wide_node1node28_t1,0.0,9.0,I,node1node28,1,wide
flow_wide_node1node28_t2,0.0,9.0,I,node1node28,2,wide
flow_wide_node1node28_t3,0.0,9.0,I,node1node28,3,wide
flow_wide_node1node28_t4,0.0,9.0,I,node1node28,4,wide
flow_wide_node1node28_t5,0.0,9.0,I,node1node28,5,wide
flow_timber_node1node31_t1,0.0,9.0,I,node1node31,1,timber
flow_timber_node1node31_t2,0.0,9.0,I,node1node31,2,timber
