variable,value
C_timber_node1node14_t0,0.0
C_timber_node1node14_t1,1.0
C_timber_node1node14_t2,1.0
C_timber_node1node14_t3,1.0
C_timber_node1node14_t4,1.0
C_timber_node1node14_t5,1.0
C_wide_node1node14_t0,0.0
C_wide_node1node14_t1,1.0
C_wide_node1node14_t2,1.0
C_wide_node1node14_t3,1.0
C_wide_node1node14_t4,1.0
C_wide_node1node14_t5,1.0
C_timber_node1node35_t0,0.0
C_timber_node1node35_t1,1.0
C_timber_node1node35_t2,1.0
C_timber_node1node35_t3,1.0
C_timber_node1node35_t4,1.0
C_timber_node1node35_t5,1.0
C_wide_node1node35_t0,0.0
C_wide_node1node35_t1,1.0
C_wide_node1node35_t2,1.0
C_wide_node1node35_t3,1.0
C_wide_node1node35_t4,1.0
C_wide_node1node35_t5,1.0
C_timber_node1node56_t0,0.0
C_timber_node1node56_t1,1.0
C_timber_node1node56_t2,1.0
C_timber_node1node56_t3,1.0
C_timber_node1node56_t4,1.0
C_timber_node1node56_t5,1.0
C_wide_node1node56_t0,0.0
C_wide_node1node56_t1,1.0
C_wide_node1node56_t2,1.0
C_wide_node1node56_t3,1.0
C_wide_node1node56_t4,1.0
C_wide_node1node56_t5,1.0
C_timber_node1node63_t0,0.0
C_timber_node1node63_t1,1.0
C_timber_node1node63_t2,1.0
C_timber_node1node63_t3,1.0
C_timber_node1node63_t4,1.0
C_timber_node1node63_t5,1.0
C_wide_node1node63_t0,0.0
C_wide_node1node63_t1,1.0
C_wide_node1node63_t2,1.0
C_wide_node1node63_t3,1.0
C_wide_node1node63_t4,1.0
C_wide_node1node63_t5,1.0
C_timber_node2node35_t0,0.0
C_timber_node2node35_t1,1.0
C_timber_node2node35_t2,1.0
C_timber_node2node35_t3,1.0
C_timber_node2node35_t4,1.0
C_timber_node2node35_t5,1.0
C_wide_node2node35_t0,0.0
C_wide_node2node35_t1,1.0
C_wide_node2node35_t2,1.0
C_wide_node2node35_t3,1.0
C_wide_node2node35_t4,1.0
C_wide_node2node35_t5,1.0
C_timber_node2node19_t0,0.0
C_timber_node2node19_t1,1.0
C_timber_node2node19_t2,1.0
C_timber_node2node19_t3,1.0
C_timber_node2node19_t4,1.0
C_timber_node2node19_t5,1.0
C_wide_node2node19_t0,0.0
C_wide_node2node19_t1,1.0
C_wide_node2node19_t2,1.0
C_wide_node2node19_t3,1.0
C_wide_node2node19_t4,1.0
C_wide_node2node19_t5,1.0
C_timber_node2node63_t0,0.0
C_timber_node2node63_t1,1.0
C_timber_node2node63_t2,1.0
C_timber_node2node63_t3,1.0
C_timber_node2node63_t4,1.0
C_timber_node2node63_t5,1.0
C_wide_node2node63_t0,0.0
C_wide_node2node63_t1,1.0
C_wide_node2node63_t2,1.0
C_wide_node2node63_t3,1.0
C_wide_node2node63_t4,1.0
C_wide_node2node63_t5,1.0
C_timber_node3node30_t0,0.0
C_timber_node3node30_t1,1.0
C_timber_node3node30_t2,1.0
C_timber_node3node30_t3,1.0
C_timber_node3node30_t4,1.0
C_timber_node3node30_t5,1.0
C_wide_node3node30_t0,0.0
C_wide_node3node30_t1,1.0
C_wide_node3node30_t2,1.0
C_wide_node3node30_t3,1.0
C_wide_node3node30_t4,1.0
C_wide_node3node30_t5,1.0
C_timber_node3node48_t0,0.0
C_timber_node3node48_t1,1.0
C_timber_node3node48_t2,1.0
C_timber_node3node48_t3,1.0
C_timber_node3node48_t4,1.0
C_timber_node3node48_t5,1.0
C_wide_node3node48_t0,0.0
C_wide_node3node48_t1,1.0
C_wide_node3node48_t2,1.0
C_wide_node3node48_t3,1.0
C_wide_node3node48_t4,1.0
C_wide_node3node48_t5,1.0
C_timber_node3node63_t0,0.0
C_timber_node3node63_t1,1.0
C_timber_node3node63_t2,1.0
C_timber_node3node63_t3,1.0
C_timber_node3node63_t4,1.0
C_timber_node3node63_t5,1.0
C_wide_node3node63_t0,0.0
C_wide_node3node63_t1,1.0
C_wide_node3node63_t2,1.0
C_wide_node3node63_t3,1.0
C_wide_node3node63_t4,1.0
C_wide_node3node63_t5,1.0
C_timber_node3node64_t0,0.0
C_timber_node3node64_t1,1.0
C_timber_node3node64_t2,1.0
C_timber_node3node64_t3,1.0
C_timber_node3node64_t4,1.0
C_timber_node3node64_t5,1.0
C_wide_node3node64_t0,0.0
C_wide_node3node64_t1,1.0
C_wide_node3node64_t2,1.0
C_wide_node3node64_t3,1.0
C_wide_node3node64_t4,1.0
C_wide_node3node64_t5,1.0
C_timber_node4node47_t0,0.0
C_timber_node4node47_t1,1.0
C_timber_node4node47_t2,1.0
C_timber_node4node47_t3,1.0
C_timber_node4node47_t4,1.0
C_timber_node4node47_t5,1.0
C_wide_node4node47_t0,0.0
C_wide_node4node47_t1,1.0
C_wide_node4node47_t2,1.0
C_wide_node4node47_t3,1.0
C_wide_node4node47_t4,1.0
C_wide_node4node47_t5,1.0
C_timber_node4node25_t0,0.0
C_timber_node4node25_t1,1.0
C_timber_node4node25_t2,1.0
C_timber_node4node25_t3,1.0
C_timber_node4node25_t4,1.0
C_timber_node4node25_t5,1.0
C_wide_node4node25_t0,0.0
C_wide_node4node25_t1,1.0
C_wide_node4node25_t2,1.0
C_wide_node4node25_t3,1.0
C_wide_node4node25_t4,1.0
C_wide_node4node25_t5,1.0
C_timber_node4node59_t0,0.0
C_timber_node4node59_t1,1.0
C_timber_node4node59_t2,1.0
