"Node1(x,y)","Node2(x,y)"
"(-10208.2222, 145932.3706)","(-10235.0624, 145882.3053)"
"(-10235.0624, 145882.3053)","(-10358.2312, 145734.2641)"
"(-10358.2312, 145734.2641)","(-10396.2888, 145735.6238)"
"(-10396.2888, 145735.6238)","(-10410.6439, 145739.8622)"
"(-10410.6439, 145739.8622)","(-10261.6462, 145932.586)"
"(-10261.6462, 145932.586)","(-10208.2222, 145932.3706)"
"(-10164.4606, 145916.3551)","(-10270.7812, 145781.7635)"
"(-10270.7812, 145781.7635)","(-10321.2719, 145732.9439)"
"(-10321.2719, 145732.9439)","(-10358.2312, 145734.2641)"
"(-10358.2312, 145734.2641)","(-10235.0624, 145882.3053)"
"(-10235.0624, 145882.3053)","(-10208.2222, 145932.3706)"
"(-10208.2222, 145932.3706)","(-10164.4606, 145916.3551)"
"(-10107.7102, 145894.3424)","(-10203.3123, 145784.4093)"
"(-10203.3123, 145784.4093)","(-10241.7552, 145731.7762)"
"(-10241.7552, 145731.7762)","(-10256.7369, 145727.6453)"
"(-10256.7369, 145727.6453)","(-10321.2719, 145732.9439)"
"(-10321.2719, 145732.9439)","(-10270.7812, 145781.7635)"
"(-10270.7812, 145781.7635)","(-10164.4606, 145916.3551)"
"(-10164.4606, 145916.3551)","(-10136.9238, 145906.2775)"
"(-10136.9238, 145906.2775)","(-10107.7102, 145894.3424)"
"(-10071.548, 145879.5684)","(-10043.9132, 145892.242)"
"(-10043.9132, 145892.242)","(-10030.0099, 145873.5741)"
"(-10030.0099, 145873.5741)","(-10019.6039, 145871.0216)"
"(-10019.6039, 145871.0216)","(-10090.7191, 145747.7781)"
"(-10090.7191, 145747.7781)","(-10139.6671, 145657.8196)"
"(-10139.6671, 145657.8196)","(-10191.2676, 145590.3445)"
"(-10191.2676, 145590.3445)","(-10182.7196, 145640.4944)"
"(-10182.7196, 145640.4944)","(-10188.5791, 145689.7658)"
"(-10188.5791, 145689.7658)","(-10187.1831, 145746.8237)"
"(-10187.1831, 145746.8237)","(-10241.7552, 145731.7762)"
"(-10241.7552, 145731.7762)","(-10203.3123, 145784.4093)"
"(-10203.3123, 145784.4093)","(-10107.7102, 145894.3424)"
"(-10107.7102, 145894.3424)","(-10071.548, 145879.5684)"
