Node,Stand
"(-15717.79138, 146751.46851)","[1366, 1070, 1071]"
"(-15711.97148, 146699.55281)","[1070, 1071]"
"(-15681.70098, 146650.70791)","[1073, 1070, 1071]"
"(-15697.49088, 146573.09521)","[1073, 1070]"
"(-15739.68038, 146523.90441)","[1073, 1070]"
"(-15811.18308, 146489.27261)","[1073, 1070]"
"(-15884.97568, 146470.41921)","[1073, 1070]"
"(-15946.84598, 146464.22241)","[1073, 1070]"
"(-16003.91988, 146450.65761)","[1073, 1179, 1070]"
"(-16047.07788, 146525.92091)","[1179, 1070]"
"(-16057.51068, 146529.00441)","[1179, 1070]"
"(-16060.81798, 146536.67731)","[1366, 1179, 1070]"
"(-16035.87368, 146571.86871)","[1366, 1070]"
"(-16032.98608, 146583.71051)","[1366, 1070]"
"(-16002.04918, 146609.32601)","[1366, 1070]"
"(-15998.09378, 146612.60111)","[1366, 1070]"
"(-15945.09408, 146654.60031)","[1366, 1070]"
"(-15852.35578, 146716.83241)","[1366, 1070]"
"(-15785.34418, 146776.91371)","[1366, 1070]"
"(-15582.16788, 146312.43371)","[1073, 1071]"
"(-15577.31698, 146334.48851)","[1073, 1071]"
"(-15569.91218, 146368.15491)","[1073, 1071]"
"(-15552.06758, 146440.68161)","[1073, 1071]"
"(-15571.84318, 146495.90551)","[1073, 1071]"
"(-15611.65928, 146538.83501)","[1073, 1071]"
"(-15614.81458, 146614.20161)","[1073, 1071]"
"(-15743.05588, 146800.60781)","[1366, 1071]"
"(-15741.02068, 146801.81331)",[1071]
"(-15724.86258, 146811.38421)",[1071]
"(-15717.71888, 146829.64051)",[1071]
"(-15725.25948, 146860.99371)",[1071]
"(-15734.38758, 146888.37811)",[1071]
"(-15754.80058, 146905.49461)",[1071]
"(-15761.77208, 146911.39691)",[1071]
"(-15767.72518, 146929.25631)",[1071]
"(-15761.80768, 146949.12641)",[1071]
"(-15754.36368, 146966.27831)",[1071]
"(-15750.65948, 146994.85321)",[1071]
"(-15751.18868, 147011.25751)",[1071]
"(-15755.06878, 147068.92921)",[1071]
"(-15754.89288, 147087.98681)",[1071]
"(-15745.89698, 147110.74101)",[1071]
"(-15724.51288, 147111.51971)",[1071]
"(-15655.43248, 147111.32401)",[1071]
"(-15666.27628, 147057.48141)",[1071]
"(-15635.72318, 146997.08001)",[1071]
"(-15628.43668, 146941.29561)",[1071]
"(-15597.65658, 146877.03521)",[1071]
"(-15560.00118, 146806.31831)",[1071]
"(-15562.84168, 146741.91801)",[1071]
"(-15543.70108, 146719.93721)",[1071]
"(-15512.99468, 146673.10141)",[1071]
"(-15480.61598, 146641.86651)",[1071]
"(-15510.77848, 146611.70391)",[1071]
"(-15502.96608, 146559.30251)",[1071]
"(-15450.45338, 146516.45381)",[1071]
"(-15415.43758, 146498.93001)",[1071]
"(-15458.57378, 146492.63981)",[1071]
"(-15480.44438, 146418.18161)",[1071]
"(-15490.67128, 146355.99381)",[1071]
"(-15500.56568, 146308.53081)",[1071]
"(-15523.03848, 146265.42461)",[1071]
"(-15570.67078, 146251.71881)",[1071]
"(-15586.65038, 146292.05311)",[1071]
"(-15582.66032, 146310.19463)","[1073, 1071]"
"(-15718.60135, 146833.30976)",[1071]
"(-15752.10888, 147095.02864)",[1071]
"(-15724.00749, 146813.56946)",[1071]
"(-15670.55014, 146644.62183)",[1071]
