x,y
-15947.52308,146759.81421
-15733.05268,146415.66451
-16350.38888,146659.19811
-16635.03688,146572.04921
-15883.06818,146118.33051
-15849.48298,146991.10651
-15740.99018,146299.77681
-15850.68548,146796.32671
-15754.89288,147087.98681
-16475.95008,146686.29951
-15639.82038,146344.00381
-15717.71888,146829.64051
-15622.57698,146353.40921
-16110.03058,146708.63041
-16029.42378,146803.37321
-15724.86258,146811.38421
-16178.85418,146039.69021
-15835.33118,147057.22501
-16034.71648,146409.87141
-15625.27328,147215.80721
-16693.35238,146526.28581
-15596.69818,147158.65721
-15855.93998,146362.93421
-15724.51288,147111.51971
-15579.5748,146504.2417
-15670.55014,146644.62183
-16277.64906,146171.91551
-15950.94588,146334.44399
-16121.0393,146303.39878
-15913.604,146352.993
-16289.29702,146664.12327
-16315.23479,146667.68448
-16643.10178,146543.56047
-16294.60638,146623.58628
-16353.25683,146320.57432
-16532.68004,146138.91481
-16626.36577,146413.07821
-15831.60321,146484.05543
-15724.33929,146396.77447
-15700.50204,146312.746
-15918.57027,146672.39913
-16562.20894,146669.13743
-15766.65882,146804.85319
