"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-15947.52308, 146759.81421)","(-15850.68548, 146796.32671)",0.1038018971942663,True,False,502,195,753,195,376,False,"[(-15923.18148, 146767.75171), (-15895.66468, 146782.03921), (-15872.38128, 146789.44751)]"
"(-15947.52308, 146759.81421)","(-16029.42378, 146803.37321)",0.09979713892659077,True,False,482,188,723,188,361,False,"[(-15969.74818, 146757.69751), (-15993.03158, 146776.74751), (-16013.13998, 146800.03091)]"
"(-15947.52308, 146759.81421)","(-15947.28723, 146959.19963)",0.0,False,True,0,0,0,0,0,False,
"(-15850.68548, 146796.32671)","(-15947.52308, 146759.81421)",0.1038018971942663,True,False,502,195,753,195,376,False,"[(-15923.18148, 146767.75171), (-15895.66468, 146782.03921), (-15872.38128, 146789.44751)]"
"(-15850.68548, 146796.32671)","(-15766.65882, 146804.85319)",0.08455061666250929,True,False,408,159,613,159,307,False,"[(-15816.81868, 146801.08921), (-15781.89368, 146802.67681)]"
"(-15850.68548, 146796.32671)","(-15947.28723, 146959.19963)",0.0,False,True,0,0,0,0,0,False,
"(-16029.42378, 146803.37321)","(-15947.52308, 146759.81421)",0.09979713892659077,True,False,482,188,723,188,361,False,"[(-15969.74818, 146757.69751), (-15993.03158, 146776.74751), (-16013.13998, 146800.03091)]"
"(-16029.42378, 146803.37321)","(-15743.05588, 146800.60781)",0.3198951132760565,True,False,1547,602,2318,602,1160,False,"[(-15863.04998, 146784.46801), (-15851.53208, 146789.65751), (-15834.59868, 146792.03871), (-15810.72528, 146793.42771), (-15794.05128, 146794.39791), (-15775.26578, 146792.28131), (-15875.60918, 146778.80951), (-15962.86898, 146745.39261), (-15975.56908, 146750.68421), (-15991.97328, 146762.32601), (-16002.12268, 146775.85851), (-16011.02328, 146787.72601), (-16022.57368, 146795.63541)]"
"(-16029.42378, 146803.37321)","(-16093.17378, 146887.74721)",0.10629401642095875,True,False,514,199,771,199,384,False,"[(-16035.15338, 146809.84521)]"
"(-16029.42378, 146803.37321)","(-16007.51744, 146714.35793)",0.0,False,True,0,0,0,0,0,False,
