"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-15717.79138, 146751.46851)","(-15743.05588, 146800.60781)",0.055253649334121545,19.4408,False,False,267,104,400,104,200,
"(-15717.79138, 146751.46851)","(-15681.70098, 146650.70791)",0.10970503565806122,False,False,False,530,206,795,206,397,"[(-15711.97148, 146699.55281)]"
"(-15717.79138, 146751.46851)","(-16060.81798, 146536.67731)",0.44211934488823806,False,False,False,2137,831,3203,831,1603,"[(-15785.34418, 146776.91371), (-15852.35578, 146716.83241), (-15945.09408, 146654.60031), (-15998.09378, 146612.60111), (-16002.04918, 146609.32601), (-16032.98608, 146583.71051), (-16035.87368, 146571.86871)]"
"(-16110.03058, 146708.63041)","(-16142.70368, 146847.94301)",0.14600209157150174,False,True,False,704,274,1058,274,528,"[(-16118.62948, 146731.12001), (-16118.62948, 146762.87011), (-16123.63388, 146802.10041)]"
"(-16110.03058, 146708.63041)","(-16060.81798, 146536.67731)",0.2170604203056823,False,True,False,1049,409,1571,409,788,"[(-16106.72328, 146689.44811), (-16125.24418, 146635.20841), (-16132.52018, 146592.87501), (-16134.90138, 146584.30241), (-16081.98468, 146554.66901)]"
"(-15681.70098, 146650.70791)","(-15670.55014, 146644.62183)",0.01270360588463392,16.3782,True,False,61,24,92,24,46,
"(-15681.70098, 146650.70791)","(-16003.91988, 146450.65761)",0.420462252531653,False,False,False,2031,790,3048,790,1524,"[(-15697.49088, 146573.09521), (-15739.68038, 146523.90441), (-15811.18308, 146489.27261), (-15884.97568, 146470.41921), (-15946.84598, 146464.22241)]"
"(-16029.42378, 146803.37321)","(-16142.70368, 146847.94301)",0.16997012366808195,False,True,False,822,318,1232,318,614,"[(-16035.15338, 146809.84521)]"
"(-16029.42378, 146803.37321)","(-15743.05588, 146800.60781)",0.3198951132760565,False,True,False,1547,602,2318,602,1160,"[(-16011.02328, 146787.72601), (-16022.57368, 146795.63541), (-16002.12268, 146775.85851), (-15962.86898, 146745.39261)]"
"(-15724.86258, 146811.38421)","(-15743.05588, 146800.60781)",0.021145376843420657,False,True,False,102,39,153,39,77,"[(-15741.02068, 146801.81331)]"
"(-15724.86258, 146811.38421)","(-15582.66032, 146310.19463)",1.5320322702596387,False,True,False,7399,2880,11100,2880,5552,"[(-15717.71888, 146829.64051), (-15761.77208, 146911.39691), (-15767.72518, 146929.25631), (-15761.80768, 146949.12641), (-15754.36368, 146966.27831), (-15750.65948, 146994.85321), (-15751.18868, 147011.25751), (-15755.06878, 147068.92921), (-15754.89288, 147087.98681), (-15543.70108, 146719.93721), (-15512.99468, 146673.10141)]"
"(-16060.81798, 146536.67731)","(-16003.91988, 146450.65761)",0.10599357975634018,False,False,False,512,199,769,199,383,"[(-16057.51068, 146529.00441)]"
"(-16142.70368, 146847.94301)","(-16289.29702, 146664.12328)",0.24369435845832366,False,True,False,1177,457,1765,457,883,"[(-16287.96848, 146674.26671), (-16259.74728, 146737.44931)]"
"(-16003.91988, 146450.65761)","(-16277.64906, 146171.91551)",0.4931185601467056,False,True,False,2383,926,3574,926,1787,"[(-16052.24948, 146368.09621), (-16034.71648, 146409.87141), (-16061.26558, 146340.59931), (-16146.07898, 146324.15481), (-16184.38158, 146193.18551)]"
"(-16003.91988, 146450.65761)","(-15582.66032, 146310.19463)",1.2877432465807466,False,False,False,6220,2421,9330,2421,4663,"[(-15855.93998, 146362.93421), (-15860.70248, 146373.25301), (-15895.62748, 146380.39681), (-15954.97568, 146385.47191), (-15986.51518, 146401.68851), (-15874.99008, 146353.40921), (-15896.56088, 146222.82061)]"
"(-15582.66032, 146310.19463)","(-15670.55014, 146644.62183)",0.3901741048028007,False,True,False,1885,732,2828,732,1414,"[(-15552.06758, 146440.68161), (-15569.91218, 146368.15491), (-15571.84318, 146495.90551)]"
"(-16289.29702, 146664.12328)","(-16277.64906, 146171.91551)",0.6228721000403502,False,True,False,3008,1170,4513,1170,2255,"[(-16294.60638, 146623.58628)]"
