"Source(x,y)","Target(x,y)"
"(-11125.67678, 150196.59571)","(-10896.52638, 150314.09401)"
"(-11125.67678, 150196.59571)","(-11466.76968, 150118.51391)"
"(-11125.67678, 150196.59571)","(-11038.4333, 150153.40612)"
"(-11125.67678, 150196.59571)","(-11227.96093, 150329.57773)"
"(-10896.52638, 150314.09401)","(-11125.67678, 150196.59571)"
"(-10896.52638, 150314.09401)","(-11129.53308, 150560.60801)"
"(-10896.52638, 150314.09401)","(-10836.19272, 150318.3575)"
"(-10896.52638, 150314.09401)","(-11227.96093, 150329.57773)"
"(-11466.76968, 150118.51391)","(-11125.67678, 150196.59571)"
"(-11466.76968, 150118.51391)","(-11196.59328, 150568.22561)"
"(-11466.76968, 150118.51391)","(-11129.53308, 150560.60801)"
"(-11466.76968, 150118.51391)","(-11227.96093, 150329.57773)"
"(-11038.4333, 150153.40612)","(-11125.67678, 150196.59571)"
"(-11038.4333, 150153.40612)","(-10836.19272, 150318.3575)"
"(-11227.96093, 150329.57773)","(-11125.67678, 150196.59571)"
"(-11227.96093, 150329.57773)","(-11196.59328, 150568.22561)"
"(-11227.96093, 150329.57773)","(-11129.53308, 150560.60801)"
"(-11227.96093, 150329.57773)","(-10896.52638, 150314.09401)"
"(-11227.96093, 150329.57773)","(-11466.76968, 150118.51391)"
"(-11196.59328, 150568.22561)","(-11129.53308, 150560.60801)"
"(-11196.59328, 150568.22561)","(-11466.76968, 150118.51391)"
"(-11196.59328, 150568.22561)","(-11227.96093, 150329.57773)"
"(-11129.53308, 150560.60801)","(-11196.59328, 150568.22561)"
"(-11129.53308, 150560.60801)","(-10896.52638, 150314.09401)"
"(-11129.53308, 150560.60801)","(-11466.76968, 150118.51391)"
"(-11129.53308, 150560.60801)","(-11227.96093, 150329.57773)"
"(-10836.19272, 150318.3575)","(-10896.52638, 150314.09401)"
"(-10836.19272, 150318.3575)","(-11038.4333, 150153.40612)"
