x,y,is_exit,is_source,stands
-10973.14088,150313.93751,False,False,"[974, 1207]"
-10961.85188,150430.42151,False,False,[974]
-11066.58828,150183.84621,False,False,[1207]
-11437.75028,150152.85031,False,False,"[973, 974]"
-10891.52038,150312.56061,False,False,[1207]
-10944.49498,150342.86101,False,False,"[974, 1207]"
-11511.21448,150678.37221,False,False,[973]
-10892.26948,150311.51191,False,False,[1207]
-11465.02598,150396.50511,False,False,"[973, 974]"
-11434.40208,150273.89461,False,False,"[973, 974]"
-10674.88268,150119.77521,False,False,[1207]
-11427.39908,150067.60331,False,False,[974]
-11000.87218,150284.55191,False,False,"[974, 1207]"
-10720.08878,150389.26361,False,False,[1207]
-10384.01018,150307.11421,False,False,[1207]
-11307.43048,150671.97831,False,False,[973]
-11374.45098,150037.77591,False,False,[974]
-10944.50158,150342.85441,False,False,"[974, 1207]"
-11527.51268,150189.67241,False,False,[973]
-11354.11728,150505.83141,False,False,"[973, 974]"
-10910.83998,150318.47791,False,False,"[974, 1207]"
-11210.49168,150134.66771,False,False,[974]
-11516.50608,150622.80951,False,False,[973]
-11437.30708,150448.10831,False,False,"[973, 974]"
-10595.69658,150384.03771,False,False,[1207]
-11097.10698,150235.71061,False,False,"[974, 1207]"
-11369.66248,150702.18461,False,False,[973]
-11388.46938,150480.84961,False,False,"[973, 974]"
-11176.15808,150171.15231,False,False,[974]
-10869.80058,150351.51171,False,False,[974]
-11370.01228,150702.88441,False,False,[973]
-11402.04028,150207.97191,False,False,"[973, 974]"
-11494.85768,150158.75681,False,False,[973]
-10992.54348,150420.89651,False,False,[974]
-11125.67678,150196.59571,False,False,"[974, 1207]"
-10511.42878,150065.86281,False,False,[1207]
-11581.92418,150188.81451,False,False,[973]
-10766.09178,150093.78201,False,False,[1207]
-10723.61358,150392.26621,False,False,[1207]
-10289.87348,150228.08091,False,False,[1207]
-11525.94888,150189.77961,False,False,[973]
-11307.32548,150518.87851,False,False,"[973, 974]"
-10416.42168,150319.02051,False,False,[1207]
-11105.65518,150604.54641,False,False,[973]
-11463.85658,150114.34031,False,False,[974]
-10352.92158,150261.47361,False,False,[1207]
-11136.21328,150637.05561,False,False,[973]
-10996.01968,150423.72091,False,False,[974]
-10495.46748,150416.25401,False,False,[1207]
-11196.59328,150568.22561,False,False,"[973, 974]"
-11183.41938,150662.76171,False,False,[973]
-11260.04548,150672.49191,False,False,[973]
-10938.07238,150219.39641,False,False,[1207]
-11474.92428,150309.43731,False,False,"[973, 974]"
-10319.84868,150234.35371,False,False,[1207]
-10800.79318,150147.52621,False,False,[1207]
-11045.48808,150253.32371,False,False,"[974, 1207]"
-11065.59268,150473.22021,False,False,[974]
-11068.84448,150184.26461,False,False,[1207]
-10551.47818,150383.04781,False,False,[1207]
-10308.00978,150027.72871,True,False,[1207]
-11259.21748,150550.46221,False,False,"[973, 974]"
-11548.25608,150572.53871,False,False,[973]
-11530.20758,150192.36121,False,False,[973]
-10435.95128,150369.62321,False,False,[1207]
-11254.57188,150099.44971,False,False,[974]
-11129.53308,150560.60801,False,False,"[973, 974]"
-11028.98928,150143.19561,False,False,[1207]
-10369.34358,150069.26931,False,False,[1207]
-10906.14458,150437.32731,False,False,[974]
-11569.42278,150506.12811,False,False,[973]
-10652.40158,150433.19211,False,False,[1207]
-10929.77168,150357.56851,False,False,"[974, 1207]"
-10899.43398,150386.43671,False,False,[974]
-11070.84558,150186.42821,False,False,[1207]
-11013.73418,150437.23681,False,False,[974]
-10896.52638,150314.09401,False,False,"[974, 1207]"
-10882.50058,150369.50331,False,False,[974]
-10427.97478,150424.28671,True,False,[1207]
-10990.86208,150212.07271,False,False,[1207]
-10276.51748,150094.78271,False,False,[1207]
-10262.31898,150158.54881,False,False,[1207]
-11373.92108,150704.76641,False,False,[973]
-11434.74638,150765.53131,False,False,[973]
-10432.86448,150103.99241,False,False,[1207]
-11466.76968,150118.51391,False,False,"[973, 974]"
-10611.00528,150384.38041,False,False,[1207]
-11333.94368,150684.98671,False,False,[973]
-10894.14228,150423.47851,False,False,[974]
-11123.69888,150521.13661,False,False,[974]
-11569.42288,150447.91971,False,False,[973]
-11609.11038,150318.27361,False,False,[973]
-10588.86958,150093.11761,False,False,[1207]
-11322.21058,150109.14441,False,False,[974]
-10843.92698,150164.38221,False,False,[1207]
-10853.38208,150299.60151,False,False,[1207]
-11388.47308,150733.87061,False,False,[973]
-10996.80088,150423.47841,False,False,[974]
-10932.21858,150443.12151,False,False,[974]
-11479.46438,150739.22641,False,False,[973]
-10795.13088,150363.16171,False,False,[1207]
-11001.19172,150193.41213,True,False,[1207]
-11021.07831,150157.48684,True,False,[1207]
-11038.4333,150153.40612,True,False,[1207]
-10836.19272,150318.3575,True,False,[1207]
-10299.96506,150230.19274,True,False,[1207]
