Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-11314.9722, 150907.0078)","(-11365.7723, 150873.141)",68.338,24.2,330125.4,128366.57,495188.11,247594.05,128366.57
"(-11314.9722, 150907.0078)","(-11345.6379, 150953.3213)",119.603,24.2,577773.9,224662.66,866660.85,433330.42,224662.66
"(-11944.9078, 150920.4913)","(-12004.2313, 150863.1799)",76.957,24.2,371761.99,144556.61,557642.98,278821.49,144556.61
"(-11944.9078, 150920.4913)","(-11913.1433, 150992.0561)",110.018,24.2,531467.95,206656.97,797201.93,398600.96,206656.97
"(-12064.7819, 150882.7332)","(-12004.2313, 150863.1799)",36.728,28.0,275989.21,98567.57,413983.81,206991.9,98567.57
"(-12064.7819, 150882.7332)","(-12159.441, 150976.8177)",93.101,28.0,699604.91,249858.9,1049407.36,524703.68,249858.9
"(-11973.8976, 151302.7782)","(-12026.8654, 151323.3196)",56.811,24.2,274442.09,106714.56,411663.13,205831.57,106714.56
"(-11973.8976, 151302.7782)","(-11949.61, 151299.209)",24.548,24.2,118587.6,46111.82,177881.4,88940.7,46111.82
"(-11406.1969, 150998.8954)","(-11408.1058, 151000.353)",61.054,24.2,294937.74,114684.13,442406.62,221203.31,114684.13
"(-11406.1969, 150998.8954)","(-11379.5105, 150979.1877)",89.099,24.2,430414.58,167363.19,645621.87,322810.93,167363.19
"(-12232.3021, 151013.1589)","(-12159.441, 150976.8177)",73.089,28.0,549226.09,196152.18,823839.14,411919.57,196152.18
"(-12232.3021, 151013.1589)","(-12196.5833, 151048.8777)",78.787,28.0,592041.99,211443.57,888062.99,444031.5,211443.57
"(-11894.6333, 150796.7915)","(-11844.3585, 150818.6689)",50.663,24.2,244742.82,95166.24,367114.22,183557.11,95166.24
"(-11894.6333, 150796.7915)","(-11946.5785, 150782.3852)",54.419,24.2,262887.2,102221.54,394330.79,197165.4,102221.54
"(-11379.5105, 150979.1877)","(-11345.6379, 150953.3213)",60.034,24.2,290008.93,112767.6,435013.4,217506.7,112767.6
"(-11906.8992, 151250.861)","(-11949.61, 151299.209)",153.754,24.2,742750.37,288812.41,1114125.55,557062.78,288812.41
