variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node124_timber_t0,0.0,0.0,B,C,timber,node1node124,0,281.0
C_node1node124_timber_t1,0.0,1.0,B,C,timber,node1node124,1,236.59
C_node1node124_timber_t2,0.0,1.0,B,C,timber,node1node124,2,167.73
C_node1node124_timber_t3,0.0,1.0,B,C,timber,node1node124,3,118.9
C_node1node124_timber_t4,0.0,1.0,B,C,timber,node1node124,4,84.29
C_node1node124_timber_t5,0.0,1.0,B,C,timber,node1node124,5,59.76
C_node1node124_wide_t0,0.0,0.0,B,C,wide,node1node124,0,422.0
C_node1node124_wide_t1,0.0,1.0,B,C,wide,node1node124,1,355.31
C_node1node124_wide_t2,0.0,1.0,B,C,wide,node1node124,2,251.89
C_node1node124_wide_t3,0.0,1.0,B,C,wide,node1node124,3,178.57
C_node1node124_wide_t4,0.0,1.0,B,C,wide,node1node124,4,126.59
C_node1node124_wide_t5,0.0,1.0,B,C,wide,node1node124,5,89.74
C_node1node100_timber_t0,0.0,0.0,B,C,timber,node1node100,0,1642.0
C_node1node100_timber_t1,0.0,1.0,B,C,timber,node1node100,1,1382.52
C_node1node100_timber_t2,0.0,1.0,B,C,timber,node1node100,2,980.09
C_node1node100_timber_t3,0.0,1.0,B,C,timber,node1node100,3,694.81
C_node1node100_timber_t4,0.0,1.0,B,C,timber,node1node100,4,492.56
C_node1node100_timber_t5,0.0,1.0,B,C,timber,node1node100,5,349.19
C_node1node100_wide_t0,0.0,0.0,B,C,wide,node1node100,0,2465.0
C_node1node100_wide_t1,0.0,1.0,B,C,wide,node1node100,1,2075.46
C_node1node100_wide_t2,0.0,1.0,B,C,wide,node1node100,2,1471.34
C_node1node100_wide_t3,0.0,1.0,B,C,wide,node1node100,3,1043.06
C_node1node100_wide_t4,0.0,1.0,B,C,wide,node1node100,4,739.44
C_node1node100_wide_t5,0.0,1.0,B,C,wide,node1node100,5,524.21
C_node1node215_timber_t0,0.0,0.0,B,C,timber,node1node215,0,5108.0
C_node1node215_timber_t1,0.0,1.0,B,C,timber,node1node215,1,4300.8
C_node1node215_timber_t2,0.0,1.0,B,C,timber,node1node215,2,3048.92
C_node1node215_timber_t3,0.0,1.0,B,C,timber,node1node215,3,2161.43
C_node1node215_timber_t4,0.0,1.0,B,C,timber,node1node215,4,1532.28
C_node1node215_timber_t5,0.0,1.0,B,C,timber,node1node215,5,1086.26
C_node1node215_wide_t0,0.0,0.0,B,C,wide,node1node215,0,7660.0
C_node1node215_wide_t1,0.0,1.0,B,C,wide,node1node215,1,6449.51
C_node1node215_wide_t2,0.0,1.0,B,C,wide,node1node215,2,4572.18
C_node1node215_wide_t3,0.0,1.0,B,C,wide,node1node215,3,3241.31
C_node1node215_wide_t4,0.0,1.0,B,C,wide,node1node215,4,2297.82
C_node1node215_wide_t5,0.0,1.0,B,C,wide,node1node215,5,1628.97
C_node1node261_timber_t0,0.0,0.0,B,C,timber,node1node261,0,0.0
C_node1node261_timber_t1,0.0,1.0,B,C,timber,node1node261,1,0.0
C_node1node261_timber_t2,0.0,1.0,B,C,timber,node1node261,2,0.0
C_node1node261_timber_t3,0.0,1.0,B,C,timber,node1node261,3,0.0
C_node1node261_timber_t4,0.0,1.0,B,C,timber,node1node261,4,0.0
C_node1node261_timber_t5,0.0,1.0,B,C,timber,node1node261,5,0.0
C_node1node261_wide_t0,0.0,0.0,B,C,wide,node1node261,0,0.0
C_node1node261_wide_t1,0.0,1.0,B,C,wide,node1node261,1,0.0
C_node1node261_wide_t2,0.0,1.0,B,C,wide,node1node261,2,0.0
C_node1node261_wide_t3,0.0,1.0,B,C,wide,node1node261,3,0.0
C_node1node261_wide_t4,0.0,1.0,B,C,wide,node1node261,4,0.0
C_node1node261_wide_t5,0.0,1.0,B,C,wide,node1node261,5,0.0
