"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-20945.79298, 152083.71261)","(-20971.51108, 152287.29341)",0.21852949867177407,False,False,1055,411,1584,411,791,False,"[(-20973.22278, 152122.23871), (-20993.86928, 152230.26451)]"
"(-20945.79298, 152083.71261)","(-20391.64553, 151975.50952)",0.6235970394204056,True,False,3014,1172,4519,1172,2259,False,"[(-20903.18848, 152105.29731), (-20855.92928, 152094.72141), (-20828.82858, 152051.97211), (-20786.81438, 152022.26151), (-20715.43968, 152021.51321), (-20660.37368, 152027.32341), (-20609.37168, 152014.85011), (-20561.34198, 152005.92651), (-20489.56928, 152038.67041), (-20430.97938, 151989.17201)]"
"(-20945.79298, 152083.71261)","(-21072.42326, 151927.00712)",2.0520432905808166,True,False,9911,3854,14868,3854,7435,False,"[(-20902.01248, 152049.97281), (-20852.53578, 152004.53891), (-20783.83018, 151949.05821), (-20734.87668, 151919.74081), (-20648.19298, 151867.09091), (-20698.39078, 151802.72521), (-20768.07048, 151792.39311), (-20822.16888, 151734.88871), (-20868.78468, 151692.06991), (-20917.09738, 151669.31931), (-20741.02698, 151638.04541), (-20724.98738, 151561.91631), (-20682.31728, 151563.07611), (-20650.76428, 151532.15621), (-20701.02498, 151485.82311)]"
"(-20945.79298, 152083.71261)","(-20904.38092, 151765.99494)",0.0,False,True,0,0,0,0,0,False,
"(-20945.79298, 152083.71261)","(-20680.81871, 152160.5311)",0.0,False,True,0,0,0,0,0,False,
"(-21866.12438, 152918.91581)","(-21898.31742, 152899.8012)",0.037440087338230205,True,False,181,70,271,70,136,11.6688,
"(-21866.12438, 152918.91581)","(-21724.43688, 153135.24647)",0.33103848443311606,True,False,1600,621,2398,621,1200,False,"[(-21802.62438, 153015.48891), (-21805.27018, 152977.12421), (-21846.28068, 153032.68681), (-21735.15548, 153125.29121)]"
"(-21866.12438, 152918.91581)","(-21552.53835, 153016.87413)",0.0,False,True,0,0,0,0,0,False,
"(-21065.13288, 152618.63231)","(-21073.73431, 152660.9802)",0.04321259521826206,True,False,209,81,313,81,157,11.6688,
"(-21065.13288, 152618.63231)","(-20716.34408, 152443.08461)",0.4148727062344201,True,False,2005,780,3005,780,1505,False,"[(-21006.70268, 152578.07331), (-20954.64118, 152552.06101)]"
"(-21065.13288, 152618.63231)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-20894.65738, 152294.33101)","(-20971.51108, 152287.29341)",0.0771752487359107,False,False,373,145,559,145,280,22.5796,
"(-20894.65738, 152294.33101)","(-20855.40696, 152286.94596)",0.039939134112780494,True,False,193,75,289,75,145,11.6688,
"(-20894.65738, 152294.33101)","(-20885.70972, 152304.62818)",0.013641566240158713,True,False,66,26,99,26,49,11.6688,
"(-20894.65738, 152294.33101)","(-20680.81871, 152160.5311)",0.0,False,True,0,0,0,0,0,False,
"(-20894.65738, 152294.33101)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-20971.51108, 152287.29341)","(-20960.91749, 152313.11867)",0.02791358456298372,True,False,135,52,202,52,101,11.6688,
"(-20971.51108, 152287.29341)","(-21087.89608, 152226.05061)",0.1460163135671799,False,False,705,274,1058,274,529,False,"[(-21033.33418, 152290.08861)]"
"(-20971.51108, 152287.29341)","(-20904.38092, 151765.99494)",0.0,False,True,0,0,0,0,0,False,
"(-20971.51108, 152287.29341)","(-20680.81871, 152160.5311)",0.0,False,True,0,0,0,0,0,False,
"(-20971.51108, 152287.29341)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21158.80358, 152609.69661)","(-21332.22898, 152539.08571)",0.19853784315597758,True,False,959,373,1438,373,719,False,"[(-21176.26608, 152622.39661)]"
"(-21158.80358, 152609.69661)","(-21268.32068, 152479.41461)",0.699396906669995,True,False,3376,1314,5068,1314,2534,False,"[(-21141.34108, 152560.48401), (-21130.22858, 152535.08401), (-21090.54098, 152552.54651), (-21065.14098, 152520.79641), (-21085.77848, 152482.69641), (-21052.44088, 152433.48381), (-21042.91588, 152406.49621), (-21061.96588, 152330.29601), (-21092.12848, 152409.67121), (-21150.86608, 152427.13381)]"
"(-21158.80358, 152609.69661)","(-21165.25118, 152506.4834)",0.0,False,True,0,0,0,0,0,False,
"(-21158.80358, 152609.69661)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21332.22898, 152539.08571)","(-21314.04073, 152529.97344)",0.020343202860306872,True,False,98,38,147,38,74,17.7054,
"(-21332.22898, 152539.08571)","(-21387.10682, 152539.95851)",0.057677693361508235,True,False,278,108,418,108,209,False,"[(-21349.32178, 152547.64911)]"
"(-21332.22898, 152539.08571)","(-21165.25118, 152506.4834)",0.0,False,True,0,0,0,0,0,False,
"(-21332.22898, 152539.08571)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-20497.87888, 152432.63621)","(-20379.17318, 152148.13031)",0.690683628070982,False,False,3337,1298,5004,1298,2503,False,"[(-20264.96188, 152343.29731), (-20303.35548, 152408.17431), (-20391.77438, 152403.40431), (-20446.48538, 152414.39221), (-20211.35068, 152303.38921)]"
"(-20497.87888, 152432.63621)","(-20621.73578, 152310.44621)",0.17578216654403128,False,False,849,331,1273,331,637,False,"[(-20546.79908, 152400.91571)]"
"(-20497.87888, 152432.63621)","(-20716.34408, 152443.08461)",0.2422228590852324,True,False,1170,455,1755,455,878,False,"[(-20638.64728, 152480.90471), (-20583.50918, 152483.04841)]"
"(-20497.87888, 152432.63621)","(-20384.30125, 152292.70992)",0.0,False,True,0,0,0,0,0,False,
"(-20497.87888, 152432.63621)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21268.32068, 152479.41461)","(-21314.04073, 152529.97344)",0.06948096758204535,True,False,335,131,503,131,252,False,"[(-21300.45218, 152523.16561)]"
"(-21268.32068, 152479.41461)","(-21087.89608, 152226.05061)",0.38664547850235415,False,False,1866,726,2802,726,1401,False,"[(-21220.23378, 152445.20641), (-21261.43478, 152470.03861), (-21178.36898, 152421.72051), (-21136.86898, 152220.34731)]"
"(-21268.32068, 152479.41461)","(-21165.25118, 152506.4834)",0.0,False,True,0,0,0,0,0,False,
"(-21268.32068, 152479.41461)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21287.68328, 153143.27701)","(-21224.05408, 153018.81081)",0.23966957668590383,True,False,1158,450,1737,450,868,False,"[(-21261.56328, 153070.17551), (-21335.74908, 153087.38311)]"
"(-21287.68328, 153143.27701)","(-21610.61998, 153213.06452)",0.3373356182296774,True,False,1630,633,2444,633,1223,False,"[(-21579.05098, 153220.54141)]"
"(-21287.68328, 153143.27701)","(-21091.46797, 152912.8438)",0.40981039676844666,True,False,1979,770,2969,770,1484,False,"[(-21255.56868, 153144.73901), (-21209.94038, 153134.42521), (-21090.70708, 153117.92501), (-21074.91918, 153065.14981)]"
"(-21287.68328, 153143.27701)","(-21285.33911, 152914.6102)",0.0,False,True,0,0,0,0,0,False,
"(-21287.68328, 153143.27701)","(-21552.53835, 153016.87413)",0.0,False,True,0,0,0,0,0,False,
"(-20621.73578, 152310.44621)","(-20855.40696, 152286.94596)",0.35248431580403644,True,False,1704,662,2555,662,1277,False,"[(-20838.09358, 152283.68841)]"
"(-20621.73578, 152310.44621)","(-20379.17318, 152148.13031)",0.3252542181701579,False,False,1572,612,2356,612,1179,False,"[(-20431.52948, 152184.38321)]"
"(-20621.73578, 152310.44621)","(-20680.81871, 152160.5311)",0.0,False,True,0,0,0,0,0,False,
"(-20621.73578, 152310.44621)","(-20384.30125, 152292.70992)",0.0,False,True,0,0,0,0,0,False,
"(-20621.73578, 152310.44621)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-20379.17318, 152148.13031)","(-20391.64553, 151975.50952)",0.22377825722793926,True,False,1081,419,1622,419,811,False,"[(-20422.68878, 152087.36421)]"
"(-20379.17318, 152148.13031)","(-20680.81871, 152160.5311)",0.0,False,True,0,0,0,0,0,False,
"(-20379.17318, 152148.13031)","(-20384.30125, 152292.70992)",0.0,False,True,0,0,0,0,0,False,
"(-21449.33148, 152536.14291)","(-21387.10682, 152539.95851)",0.06255373314469129,True,False,302,117,453,117,227,False,"[(-21402.97628, 152536.72851)]"
"(-21449.33148, 152536.14291)","(-21815.63848, 152827.63641)",0.5397539144273372,True,False,2608,1013,3910,1013,1956,False,"[(-21772.95708, 152795.84091)]"
"(-21449.33148, 152536.14291)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21087.89608, 152226.05061)","(-21084.84774, 152167.13498)",0.05899443901803674,True,False,285,111,427,111,214,22.913,
"(-21087.89608, 152226.05061)","(-20904.38092, 151765.99494)",0.0,False,True,0,0,0,0,0,False,
"(-21087.89608, 152226.05061)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21815.63848, 152827.63641)","(-21561.11748, 152835.45561)",0.3362953230713425,False,False,1625,632,2437,632,1218,False,"[(-21618.57198, 152832.91031)]"
"(-21815.63848, 152827.63641)","(-21889.45545, 152882.92177)",0.09315625397955474,True,False,450,175,675,175,337,False,"[(-21843.63478, 152856.73851)]"
"(-21815.63848, 152827.63641)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21815.63848, 152827.63641)","(-21552.53835, 153016.87413)",0.0,False,True,0,0,0,0,0,False,
"(-21143.91978, 152808.75511)","(-21114.55831, 152715.39585)",0.1664898746775738,True,False,805,313,1207,313,603,False,"[(-21173.70848, 152749.91281), (-21160.47928, 152699.64191)]"
"(-21143.91978, 152808.75511)","(-21091.46797, 152912.8438)",0.14321025026442874,True,False,692,270,1037,270,519,False,"[(-21101.16158, 152823.62921)]"
"(-21143.91978, 152808.75511)","(-21561.11748, 152835.45561)",0.5643341835450182,False,False,2727,1059,4088,1059,2046,False,"[(-21165.94888, 152805.69951)]"
"(-21143.91978, 152808.75511)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21143.91978, 152808.75511)","(-21285.33911, 152914.6102)",0.0,False,True,0,0,0,0,0,False,
"(-21561.11748, 152835.45561)","(-21224.05408, 153018.81081)",0.5283490332723472,True,False,2552,992,3828,992,1914,False,"[(-21524.82578, 152892.53481)]"
"(-21561.11748, 152835.45561)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21561.11748, 152835.45561)","(-21285.33911, 152914.6102)",0.0,False,True,0,0,0,0,0,False,
"(-21561.11748, 152835.45561)","(-21552.53835, 153016.87413)",0.0,False,True,0,0,0,0,0,False,
"(-20716.34408, 152443.08461)","(-21174.74529, 152554.57589)",0.0,False,True,0,0,0,0,0,False,
"(-21224.05408, 153018.81081)","(-21285.33911, 152914.6102)",0.0,False,True,0,0,0,0,0,False,
"(-21224.05408, 153018.81081)","(-21552.53835, 153016.87413)",0.0,False,True,0,0,0,0,0,False,
"(-21037.40848, 151976.20771)","(-21047.493, 151966.78138)",0.013804102321377916,True,False,67,26,100,26,50,22.913,
"(-21037.40848, 151976.20771)","(-21084.84774, 152167.13498)",1.0600825608308295,True,False,5121,1992,7680,1992,3841,False,"[(-21010.95008, 151976.20781)]"
"(-21037.40848, 151976.20771)","(-20904.38092, 151765.99494)",0.0,False,True,0,0,0,0,0,False,
"(-21072.42326, 151927.00712)","(-21047.493, 151966.78138)",0.05097060742376236,True,False,246,96,369,96,185,False,"[(-21073.23618, 151942.71841)]"
"(-21072.42326, 151927.00712)","(-20904.38092, 151765.99494)",0.0,True,True,0,0,0,0,0,False,
"(-21047.493, 151966.78138)","(-20904.38092, 151765.99494)",0.0,True,True,0,0,0,0,0,False,
"(-21084.84774, 152167.13498)","(-20904.38092, 151765.99494)",0.0,True,True,0,0,0,0,0,False,
"(-20391.64553, 151975.50952)","(-20680.81871, 152160.5311)",0.0,True,True,0,0,0,0,0,False,
"(-20855.40696, 152286.94596)","(-20680.81871, 152160.5311)",0.0,True,True,0,0,0,0,0,False,
"(-20855.40696, 152286.94596)","(-21174.74529, 152554.57589)",0.0,True,True,0,0,0,0,0,False,
"(-21314.04073, 152529.97344)","(-21165.25118, 152506.4834)",0.0,True,True,0,0,0,0,0,False,
"(-21387.10682, 152539.95851)","(-21174.74529, 152554.57589)",0.0,True,True,0,0,0,0,0,False,
"(-21114.55831, 152715.39585)","(-21073.73431, 152660.9802)",0.09776486026744058,True,False,472,185,709,185,353,False,"[(-21085.28458, 152726.43641)]"
"(-21114.55831, 152715.39585)","(-21174.74529, 152554.57589)",0.0,True,True,0,0,0,0,0,False,
"(-21073.73431, 152660.9802)","(-21174.74529, 152554.57589)",0.0,True,True,0,0,0,0,0,False,
"(-20885.70972, 152304.62818)","(-20960.91749, 152313.11867)",0.20129745031181262,True,False,972,378,1459,378,729,False,"[(-20860.12618, 152334.07031), (-20883.95078, 152374.11901)]"
"(-20885.70972, 152304.62818)","(-21174.74529, 152554.57589)",0.0,True,True,0,0,0,0,0,False,
"(-20960.91749, 152313.11867)","(-21174.74529, 152554.57589)",0.0,True,True,0,0,0,0,0,False,
"(-21091.46797, 152912.8438)","(-21285.33911, 152914.6102)",0.0,True,True,0,0,0,0,0,False,
"(-21610.61998, 153213.06452)","(-21724.43688, 153135.24647)",0.13997150403172828,True,False,676,263,1014,263,508,False,"[(-21629.32188, 153208.63511)]"
"(-21610.61998, 153213.06452)","(-21552.53835, 153016.87413)",0.0,True,True,0,0,0,0,0,False,
"(-21724.43688, 153135.24647)","(-21552.53835, 153016.87413)",0.0,True,True,0,0,0,0,0,False,
"(-21889.45545, 152882.92177)","(-21898.31742, 152899.8012)",0.033679294354145406,True,False,163,63,244,63,122,False,"[(-21908.45788, 152893.78031)]"
"(-21889.45545, 152882.92177)","(-21552.53835, 153016.87413)",0.0,True,True,0,0,0,0,0,False,
"(-21898.31742, 152899.8012)","(-21552.53835, 153016.87413)",0.0,True,True,0,0,0,0,0,False,
