variable,coefficient,type,prefix,width,edge,period
C_node1node10_timber_t0,453.0,B,C,timber,,0
C_node1node10_timber_t1,381.41,B,C,timber,,1
C_node1node10_timber_t2,270.39,B,C,timber,,2
C_node1node10_timber_t3,191.69,B,C,timber,,3
C_node1node10_timber_t4,135.89,B,C,timber,,4
C_node1node10_timber_t5,96.33,B,C,timber,,5
C_node1node10_wide_t0,680.0,B,C,wide,,0
C_node1node10_wide_t1,572.54,B,C,wide,,1
C_node1node10_wide_t2,405.89,B,C,wide,,2
C_node1node10_wide_t3,287.74,B,C,wide,,3
C_node1node10_wide_t4,203.98,B,C,wide,,4
C_node1node10_wide_t5,144.61,B,C,wide,,5
C_node1node17_timber_t0,3544.0,B,C,timber,,0
C_node1node17_timber_t1,2983.95,B,C,timber,,1
C_node1node17_timber_t2,2115.38,B,C,timber,,2
C_node1node17_timber_t3,1499.63,B,C,timber,,3
C_node1node17_timber_t4,1063.12,B,C,timber,,4
C_node1node17_timber_t5,753.66,B,C,timber,,5
C_node1node17_wide_t0,5320.0,B,C,wide,,0
C_node1node17_wide_t1,4479.3,B,C,wide,,1
C_node1node17_wide_t2,3175.46,B,C,wide,,2
C_node1node17_wide_t3,2251.14,B,C,wide,,3
C_node1node17_wide_t4,1595.88,B,C,wide,,4
C_node1node17_wide_t5,1131.35,B,C,wide,,5
C_node1node15_timber_t0,2887.0,B,C,timber,,0
C_node1node15_timber_t1,2430.78,B,C,timber,,1
C_node1node15_timber_t2,1723.22,B,C,timber,,2
C_node1node15_timber_t3,1221.63,B,C,timber,,3
C_node1node15_timber_t4,866.03,B,C,timber,,4
C_node1node15_timber_t5,613.95,B,C,timber,,5
C_node1node15_wide_t0,4328.0,B,C,wide,,0
C_node1node15_wide_t1,3644.06,B,C,wide,,1
C_node1node15_wide_t2,2583.34,B,C,wide,,2
C_node1node15_wide_t3,1831.38,B,C,wide,,3
C_node1node15_wide_t4,1298.3,B,C,wide,,4
C_node1node15_wide_t5,920.39,B,C,wide,,5
C_node1node32_timber_t0,0.0,B,C,timber,,0
C_node1node32_timber_t1,0.0,B,C,timber,,1
C_node1node32_timber_t2,0.0,B,C,timber,,2
C_node1node32_timber_t3,0.0,B,C,timber,,3
C_node1node32_timber_t4,0.0,B,C,timber,,4
C_node1node32_timber_t5,0.0,B,C,timber,,5
C_node1node32_wide_t0,0.0,B,C,wide,,0
C_node1node32_wide_t1,0.0,B,C,wide,,1
C_node1node32_wide_t2,0.0,B,C,wide,,2
C_node1node32_wide_t3,0.0,B,C,wide,,3
C_node1node32_wide_t4,0.0,B,C,wide,,4
C_node1node32_wide_t5,0.0,B,C,wide,,5
C_node1node33_timber_t0,0.0,B,C,timber,,0
C_node1node33_timber_t1,0.0,B,C,timber,,1
C_node1node33_timber_t2,0.0,B,C,timber,,2
C_node1node33_timber_t3,0.0,B,C,timber,,3
C_node1node33_timber_t4,0.0,B,C,timber,,4
C_node1node33_timber_t5,0.0,B,C,timber,,5
C_node1node33_wide_t0,0.0,B,C,wide,,0
C_node1node33_wide_t1,0.0,B,C,wide,,1
C_node1node33_wide_t2,0.0,B,C,wide,,2
C_node1node33_wide_t3,0.0,B,C,wide,,3
C_node1node33_wide_t4,0.0,B,C,wide,,4
C_node1node33_wide_t5,0.0,B,C,wide,,5
C_node2node26_timber_t0,407.0,B,C,timber,,0
C_node2node26_timber_t1,342.68,B,C,timber,,1
C_node2node26_timber_t2,242.93,B,C,timber,,2
C_node2node26_timber_t3,172.22,B,C,timber,,3
C_node2node26_timber_t4,122.09,B,C,timber,,4
C_node2node26_timber_t5,86.55,B,C,timber,,5
C_node2node26_wide_t0,610.0,B,C,wide,,0
C_node2node26_wide_t1,513.6,B,C,wide,,1
C_node2node26_wide_t2,364.1,B,C,wide,,2
C_node2node26_wide_t3,258.12,B,C,wide,,3
C_node2node26_wide_t4,182.99,B,C,wide,,4
C_node2node26_wide_t5,129.72,B,C,wide,,5
C_node2node20_timber_t0,1548.0,B,C,timber,,0
C_node2node20_timber_t1,1303.37,B,C,timber,,1
C_node2node20_timber_t2,923.99,B,C,timber,,2
C_node2node20_timber_t3,655.03,B,C,timber,,3
C_node2node20_timber_t4,464.36,B,C,timber,,4
C_node2node20_timber_t5,329.2,B,C,timber,,5
C_node2node20_wide_t0,2322.0,B,C,wide,,0
C_node2node20_wide_t1,1955.06,B,C,wide,,1
C_node2node20_wide_t2,1385.98,B,C,wide,,2
C_node2node20_wide_t3,982.55,B,C,wide,,3
C_node2node20_wide_t4,696.55,B,C,wide,,4
C_node2node20_wide_t5,493.79,B,C,wide,,5
C_node2node12_timber_t0,1077.0,B,C,timber,,0
C_node2node12_timber_t1,906.81,B,C,timber,,1
C_node2node12_timber_t2,642.85,B,C,timber,,2
