Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-8035.3134, 151453.9075)","(-8039.2822, 151504.2313)",34.68,36.8,260604.05,93072.88,390906.08,195453.04,93072.88
"(-8035.3134, 151453.9075)","(-8055.1571, 151450.7325)",21.118,36.8,158688.93,56674.62,238033.4,119016.7,56674.62
"(-9490.8798, 147599.7808)","(-9486.1498, 147530.8032)",18.411,36.8,138350.2,49410.78,207525.29,103762.65,49410.78
"(-9490.8798, 147599.7808)","(-9535.9445, 147644.587)",30.103,36.8,226208.5,80788.75,339312.75,169656.38,80788.75
"(-8259.4185, 151837.5757)","(-8289.1113, 151790.5957)",4.532,29.3,34057.56,12163.41,51086.34,25543.17,12163.41
"(-8259.4185, 151837.5757)","(-8194.0299, 151897.3138)",47.175,29.6,354495.79,126605.64,531743.68,265871.84,126605.64
"(-8369.0198, 150897.5009)","(-8396.2622, 150905.093)",25.445,24.6,122918.26,47795.76,184377.39,92188.7,47795.76
"(-8369.0198, 150897.5009)","(-8309.4884, 150882.2873)",44.935,24.6,217069.56,84405.73,325604.34,162802.17,84405.73
"(-9525.6603, 146803.5561)","(-9489.677, 146803.5561)",35.983,11.1,173826.54,67591.03,260739.81,130369.91,67591.03
"(-9525.6603, 146803.5561)","(-9579.1929, 146817.2026)",55.245,11.1,266873.2,103771.46,400309.8,200154.9,103771.46
"(-8008.7521, 151789.1318)","(-8011.5008, 151805.222)",0.785,29.1,5900.43,2107.3,8850.65,4425.32,2107.3
"(-8008.7521, 151789.1318)","(-8003.5633, 151759.1843)",0.459,29.1,3446.55,1230.91,5169.83,2584.92,1230.91
"(-9757.9193, 148501.1954)","(-9734.1866, 148453.1452)",99.355,48.3,746605.7,266644.89,1119908.55,559954.27,266644.89
"(-9757.9193, 148501.1954)","(-9710.6197, 148536.542)",72.218,48.3,542683.91,193815.68,814025.87,407012.94,193815.68
"(-8446.4899, 149702.1374)","(-8415.7982, 149678.854)",14.307,36.8,107512.97,38397.49,161269.46,80634.73,38397.49
"(-8446.4899, 149702.1374)","(-8459.7191, 149711.6624)",0.072,36.8,541.1,193.25,811.64,405.82,193.25
"(-8304.1968, 150789.0215)","(-8304.0162, 150789.6988)",5.942,36.8,44653.36,15947.63,66980.03,33490.02,15947.63
"(-8304.1968, 150789.0215)","(-8293.4366, 150794.4159)",4.532,24.6,21893.47,8513.1,32840.2,16420.1,8513.1
"(-9237.2754, 147579.1767)","(-9194.1702, 147623.404)",40.941,51.3,307654.37,109876.56,461481.55,230740.78,109876.56
"(-9237.2754, 147579.1767)","(-9266.2569, 147547.4082)",4.435,51.3,33327.52,11902.69,49991.28,24995.64,11902.69
"(-8291.1945, 151000.1773)","(-8291.1868, 151000.1726)",2.756,29.1,20710.95,7396.77,31066.42,15533.21,7396.77
"(-8291.1945, 151000.1773)","(-8291.8482, 151000.6123)",13.845,29.1,104040.62,37157.36,156060.93,78030.46,37157.36
"(-8398.4415, 149933.5425)","(-8377.804, 149963.705)",70.707,51.3,531331.48,189761.24,796997.22,398498.61,189761.24
"(-8398.4415, 149933.5425)","(-8427.0165, 149922.4299)",2.269,51.3,17047.24,6088.3,25570.86,12785.43,6088.3
"(-8311.5389, 151167.3631)","(-8301.1939, 151182.6737)",18.478,29.6,138852.32,49590.12,208278.49,104139.24,49590.12
"(-8311.5389, 151167.3631)","(-8314.7801, 151156.3961)",11.436,27.1,85935.29,30691.17,128902.93,64451.46,30691.17
"(-8052.1305, 151628.7286)","(-8052.2617, 151632.4626)",33.243,31.9,249804.08,89215.74,374706.12,187353.06,89215.74
"(-8052.1305, 151628.7286)","(-8054.0458, 151624.6211)",14.23,36.8,106927.58,38188.42,160391.37,80195.68,38188.42
"(-8052.1305, 151628.7286)","(-8052.7759, 151647.1066)",32.206,36.8,242012.72,86433.11,363019.08,181509.54,86433.11
"(-9392.2441, 148304.8359)","(-9345.1976, 148331.5738)",77.746,23.9,375569.74,146037.22,563354.61,281677.3,146037.22
"(-9392.2441, 148304.8359)","(-9441.049, 148339.8725)",2.357,36.8,17710.92,6325.33,26566.38,13283.19,6325.33
"(-9392.2441, 148304.8359)","(-9311.8394, 148266.0659)",52.083,23.9,251601.64,97833.24,377402.46,188701.23,97833.24
"(-8864.6222, 148391.5493)","(-8935.4845, 148411.6038)",17.622,36.8,132421.8,47293.5,198632.71,99316.35,47293.5
"(-8864.6222, 148391.5493)","(-8850.5592, 148387.5693)",16.155,36.8,121394.84,43355.3,182092.26,91046.13,43355.3
"(-8588.3148, 148405.7502)","(-8588.8725, 148409.2618)",32.329,31.9,242939.38,86764.06,364409.07,182204.53,86764.06
"(-8588.3148, 148405.7502)","(-8586.8394, 148401.9564)",11.538,31.9,86704.9,30966.04,130057.35,65028.68,30966.04
"(-9551.3014, 149197.9185)","(-9649.0111, 149198.9392)",23.515,35.2,176700.1,63107.18,265050.15,132525.08,63107.18
"(-9551.3014, 149197.9185)","(-9495.0673, 149205.0326)",21.998,35.2,165306.27,59037.95,247959.4,123979.7,59037.95
"(-8881.8049, 150503.3391)","(-8867.7594, 150501.2356)",22.107,24.6,106793.2,41525.66,160189.81,80094.9,41525.66
"(-8881.8049, 150503.3391)","(-8911.205, 150507.7424)",37.43,24.6,180812.88,70307.61,271219.32,135609.66,70307.61
"(-8678.1743, 149261.9708)","(-8709.3534, 149189.6211)",24.877,36.8,186934.49,66762.32,280401.73,140200.87,66762.32
"(-8678.1743, 149261.9708)","(-8724.1177, 149321.1251)",21.299,36.8,160048.27,57160.1,240072.41,120036.2,57160.1
"(-8520.4562, 150897.3024)","(-8542.4083, 150889.6869)",54.925,24.6,265329.97,103171.39,397994.96,198997.48,103171.39
"(-8520.4562, 150897.3024)","(-8504.1309, 150902.966)",14.566,24.6,70364.94,27360.83,105547.41,52773.71,27360.83
"(-8524.7151, 150856.1076)","(-8511.7368, 150863.1085)",49.728,24.6,240226.18,93409.99,360339.27,180169.64,93409.99
"(-8524.7151, 150856.1076)","(-8528.9736, 150853.8104)",57.469,24.6,277618.16,107949.55,416427.24,208213.62,107949.55
"(-9612.8921, 148618.0728)","(-9620.0358, 148577.5914)",72.791,35.2,546986.68,195352.39,820480.02,410240.01,195352.39
"(-9612.8921, 148618.0728)","(-9580.065, 148680.1581)",79.225,35.2,595333.07,212618.95,892999.6,446499.8,212618.95
"(-9449.5317, 148669.6102)","(-9393.4942, 148671.5826)",73.187,23.9,353549.46,137474.82,530324.19,265162.09,137474.82
"(-9449.5317, 148669.6102)","(-9498.1099, 148654.4014)",79.875,23.9,385856.2,150037.03,578784.29,289392.15,150037.03
"(-8889.0941, 148601.9543)","(-8954.6357, 148560.5959)",54.114,36.1,406637.12,145227.54,609955.67,304977.84,145227.54
"(-8889.0941, 148601.9543)","(-8854.1155, 148651.709)",61.995,36.1,465862.55,166379.48,698793.83,349396.92,166379.48
"(-8637.422, 148723.6386)","(-8691.3665, 148663.334)",58.885,48.3,442493.32,158033.33,663739.97,331869.99,158033.33
"(-8637.422, 148723.6386)","(-8549.5346, 148721.1192)",61.121,48.3,459295.03,164033.94,688942.55,344471.27,164033.94
"(-8387.3289, 150416.9371)","(-8417.4915, 150434.3997)",0.004,51.3,27.71,9.9,41.57,20.78,9.9
"(-8387.3289, 150416.9371)","(-8344.4664, 150388.3621)",28.674,51.3,215470.51,76953.76,323205.77,161602.89,76953.76
"(-8481.9442, 149724.3625)","(-8459.7191, 149711.6624)",0.952,36.8,7155.37,2555.49,10733.06,5366.53,2555.49
"(-8481.9442, 149724.3625)","(-8509.4609, 149732.3)",10.167,36.8,76399.67,27285.6,114599.5,57299.75,27285.6
