Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-8035.3134, 151453.9075)","(-8055.1571, 151450.7325)",21.118,36.8,158688.93,56674.62,238033.4,119016.7,56674.62
"(-8035.3134, 151453.9075)","(-8042.5742, 151604.2544)",65.758,36.8,494137.63,176477.72,741206.44,370603.22,176477.72
"(-9490.8798, 147599.7808)","(-9561.0092, 147482.6687)",78.758,36.8,591829.54,211367.69,887744.31,443872.15,211367.69
"(-9490.8798, 147599.7808)","(-9592.2802, 147701.8026)",96.555,36.8,725564.3,259130.11,1088346.45,544173.22,259130.11
"(-8259.4185, 151837.5757)","(-8125.8492, 151943.4399)",91.837,29.6,690106.13,246466.48,1035159.2,517579.6,246466.48
"(-8259.4185, 151837.5757)","(-8284.3456, 151703.3938)",19.585,31.3,147172.33,52561.55,220758.49,110379.24,52561.55
"(-8369.0198, 150897.5009)","(-8285.0144, 150867.0737)",49.467,24.6,238962.36,92918.56,358443.54,179221.77,92918.56
"(-8369.0198, 150897.5009)","(-8520.4562, 150897.3024)",84.319,24.6,407326.26,158385.49,610989.39,305494.69,158385.49
"(-9525.6603, 146803.5561)","(-9579.1929, 146817.2026)",55.245,11.1,266873.2,103771.46,400309.8,200154.9,103771.46
"(-9525.6603, 146803.5561)","(-9447.3435, 146809.9061)",78.79,11.1,380617.19,147999.89,570925.79,285462.89,147999.89
"(-8008.7521, 151789.1318)","(-8017.8508, 151838.5595)",61.133,29.1,459380.43,164064.44,689070.65,344535.33,164064.44
"(-8008.7521, 151789.1318)","(-8024.0381, 151691.4129)",58.086,28.1,436485.86,155887.81,654728.79,327364.39,155887.81
"(-9757.9193, 148501.1954)","(-9734.1866, 148453.1452)",99.355,48.3,746605.7,266644.89,1119908.55,559954.27,266644.89
"(-9757.9193, 148501.1954)","(-9742.5633, 148568.5278)",81.952,48.3,615831.99,219940.0,923747.99,461874.0,219940.0
"(-8446.4899, 149702.1374)","(-8415.7982, 149678.854)",14.307,36.8,107512.97,38397.49,161269.46,80634.73,38397.49
"(-8446.4899, 149702.1374)","(-8625.8778, 149756.6417)",72.606,36.8,545601.43,194857.65,818402.14,409201.07,194857.65
"(-8304.1968, 150789.0215)","(-8285.0144, 150867.0737)",129.676,24.6,626432.3,243583.08,939648.45,469824.22,243583.08
"(-8304.1968, 150789.0215)","(-8431.2705, 150883.6271)",86.635,30.5,530684.25,196396.38,796026.38,398013.19,196396.38
"(-9237.2754, 147579.1767)","(-9154.1444, 147665.9533)",54.987,51.3,413197.01,147570.36,619795.51,309897.76,147570.36
"(-9237.2754, 147579.1767)","(-9312.7776, 147485.117)",31.524,51.3,236887.39,84602.64,355331.08,177665.54,84602.64
"(-8291.1945, 151000.1773)","(-8292.2299, 151000.8666)",51.648,29.1,388110.81,138611.0,582166.22,291083.11,138611.0
"(-8291.1945, 151000.1773)","(-8196.7983, 150937.2908)",65.746,29.1,494045.29,176444.75,741067.93,370533.97,176444.75
"(-8398.4415, 149933.5425)","(-8377.804, 149963.705)",70.707,51.3,531331.48,189761.24,796997.22,398498.61,189761.24
"(-8398.4415, 149933.5425)","(-8512.7417, 149866.8674)",88.296,51.3,663496.94,236963.19,995245.41,497622.71,236963.19
"(-8311.5389, 151167.3631)","(-8348.5145, 151110.0939)",69.741,27.1,524071.54,187168.41,786107.31,393053.65,187168.41
"(-8311.5389, 151167.3631)","(-8249.6263, 151224.5133)",85.859,29.6,645184.27,230422.95,967776.4,483888.2,230422.95
