x,y
-20936.82368,151152.61771
-19393.35878,149642.14961
-19376.89108,150760.39251
-19844.77948,148925.99981
-20178.05698,149587.84371
-21158.80358,152609.69661
-20476.43238,149543.56871
-20193.35238,149582.65091
-19888.80978,148982.37721
-19370.70038,151161.18931
-20092.07628,149500.54201
-21080.51908,150748.71441
-19877.51458,149285.58221
-20620.49458,149828.36131
-18969.07608,149881.08771
-19997.02398,149489.17921
-17055.98538,149095.53231
-17339.83638,148345.07651
-20461.78808,149509.55421
-21174.95198,151388.46081
-20387.43948,148449.78211
-17801.24868,148045.81621
-19066.58788,151339.59491
-17387.28037,148469.91167
-17274.0746,148624.45827
-21095.01245,150886.10202
-21100.58094,150880.32853
-21081.31873,151273.08518
-21233.38164,151109.0715
-19032.78051,149747.5224
-19207.26707,150925.01944
-18845.63342,150416.73626
-19088.28132,150702.15719
-19365.44542,150724.09401
-20136.2515,148608.78913
-19787.30269,148865.18062
-20420.76727,148462.10478
-20859.37292,150562.39068
-19548.72419,150744.70941
-19415.18204,150753.26966
-19724.47581,151109.50839
-19666.52517,149136.00579
-17688.76123,149001.17041
-17213.21713,149255.90539
-17199.22307,148257.80144
-17764.08932,147938.44866
-18248.39621,147640.02194
-17808.12547,149501.51701
-16139.07027,149017.76038
-21072.42327,151927.00712
-21084.84774,152167.13498
-18966.52545,146695.62804
-19007.43458,146703.71606
