"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-18106.36828, 148470.90731)","(-18050.37398, 148515.64541)",0.0716718858696657,False,False,346,135,519,135,260,False,"[(-18090.40038, 148483.66521), (-18063.54078, 148505.12541)]"
"(-18106.36828, 148470.90731)","(-18464.56308, 148078.10291)",0.688464574654947,False,False,3326,1295,4987,1295,2495,False,"[(-18150.73598, 148419.28221), (-18153.79948, 148366.31961), (-18186.38128, 148293.08711), (-18229.62158, 148222.30631), (-18264.57108, 148165.96751), (-18313.05478, 148173.11531), (-18326.73808, 148231.57591), (-18326.76458, 148231.57151), (-18326.76898, 148231.59021), (-18397.39658, 148219.69501), (-18438.58998, 148147.66401)]"
"(-18106.36828, 148470.90731)","(-18549.35658, 148457.21371)",0.6382974555143976,False,False,3084,1201,4626,1201,2314,False,"[(-18151.38888, 148487.00331), (-18163.02318, 148491.21991), (-18163.37948, 148490.86961), (-18222.07828, 148433.14601), (-18224.44958, 148430.81421), (-18281.80778, 148384.98741), (-18304.70958, 148388.00391), (-18325.64478, 148390.76151), (-18351.60798, 148394.18131), (-18360.42008, 148395.34201), (-18374.92438, 148391.59321), (-18400.81128, 148384.90231), (-18408.81538, 148382.83361), (-18421.36508, 148382.24361), (-18430.93058, 148381.79391), (-18443.29598, 148381.21271), (-18454.51428, 148380.68541), (-18457.01808, 148380.56771), (-18457.43128, 148380.61041), (-18462.67868, 148381.15361), (-18468.32528, 148381.73821), (-18486.63418, 148383.63371), (-18519.92438, 148387.08011), (-18547.90798, 148389.97711), (-18581.22128, 148393.42621), (-18606.05068, 148395.99681), (-18610.80728, 148396.48931), (-18608.39218, 148398.82551), (-18575.67648, 148430.47311)]"
"(-20936.82368, 151152.61771)","(-20785.24858, 151033.76111)",0.20905009313499195,True,False,1010,394,1515,394,757,False,"[(-20933.64858, 151115.57601), (-20899.78188, 151087.00101), (-20864.85678, 151064.77591), (-20825.69838, 151043.60931), (-20805.58998, 151039.37591)]"
"(-20936.82368, 151152.61771)","(-20722.26238, 151154.72961)",0.2268617939813069,True,False,1096,426,1643,426,822,False,"[(-20919.94479, 151155.6184), (-20889.19848, 151161.08441), (-20739.97328, 151176.95951)]"
"(-20220.45988, 149722.84161)","(-20193.35238, 149582.65091)",0.14278742564645433,True,False,690,268,1035,268,517,21.3302,
"(-20220.45988, 149722.84161)","(-20237.69718, 149935.84221)",0.2158888974226569,False,False,1043,406,1564,406,783,False,"[(-20236.71938, 149779.79811), (-20244.12768, 149865.52321)]"
"(-20220.45988, 149722.84161)","(-20060.03348, 149768.02671)",0.19008172493880454,False,False,918,358,1378,358,688,False,"[(-20207.64588, 149715.58451), (-20174.65748, 149762.67481), (-20132.72598, 149777.66681)]"
"(-20220.45988, 149722.84161)","(-20461.78808, 149509.55421)",0.44897657830493976,True,False,2169,843,3255,843,1626,False,"[(-20261.63598, 149746.16121), (-20309.50758, 149776.02741), (-20323.50288, 149791.22811), (-20359.78588, 149741.15721), (-20393.05418, 149695.42301), (-20429.92898, 149643.82351), (-20426.29008, 149580.50311)]"
"(-17413.09558, 148290.85521)","(-17339.83638, 148345.07651)",0.09114197583073659,True,False,440,171,660,171,330,18.571,
"(-17413.09558, 148290.85521)","(-17199.22307, 148257.80144)",0.2165237706601083,True,False,1627,581,2441,581,1220,False,"[(-17346.58478, 148280.33451), (-17279.31538, 148267.15131), (-17250.86918, 148263.92951), (-17250.86298, 148263.92881), (-17229.23188, 148261.47891)]"
"(-17413.09558, 148290.85521)","(-17718.22078, 148352.25251)",0.32138221200698136,False,False,2415,863,3621,863,1813,False,"[(-17492.14548, 148289.05231), (-17544.70688, 148324.62861), (-17631.94908, 148349.74671), (-17662.81848, 148359.04411), (-17663.81588, 148358.92181), (-17687.52668, 148356.01521)]"
"(-19096.65168, 149824.47941)","(-19032.78051, 149747.5224)",0.10162970145051725,True,False,491,191,736,191,369,False,"[(-19057.23088, 149786.29351), (-19034.74128, 149757.71841)]"
"(-19096.65168, 149824.47941)","(-18969.07608, 149881.08771)",0.15566791758984957,True,False,752,292,1129,292,564,False,"[(-19052.40348, 149845.84881), (-19027.28458, 149881.08771), (-18981.77618, 149870.50431)]"
"(-19096.65168, 149824.47941)","(-19253.88069, 149746.98272)",0.17845583774984558,False,False,862,336,1294,336,646,False,"[(-19103.88308, 149820.98701), (-19162.34208, 149807.99571), (-19226.19148, 149771.57611), (-19242.37148, 149757.20511)]"
"(-20156.48968, 152023.19761)","(-20301.57768, 152137.70531)",0.1875170128779813,False,False,906,353,1359,353,679,False,"[(-20232.23998, 152062.91851)]"
"(-20156.48968, 152023.19761)","(-19954.08538, 151864.43651)",0.2590831721225009,False,False,1251,486,1877,486,939,False,"[(-20114.07028, 151978.92701), (-20075.34898, 151948.82761), (-20031.92558, 151926.28461), (-19993.05508, 151889.85541)]"
"(-20156.48968, 152023.19761)","(-19953.32196, 152367.88664)",0.4493748578063361,False,False,2169,845,3255,845,1629,False,"[(-20140.87128, 152082.43881), (-20117.44698, 152157.40241), (-20079.33738, 152196.18631), (-20022.01068, 152217.52101), (-19980.60228, 152260.21021), (-19928.68508, 152317.16261), (-19945.84268, 152361.88981)]"
"(-19446.15258, 152265.97791)","(-19406.05108, 152300.01541)",0.05265559795061377,False,False,255,99,381,99,191,False,"[(-19443.64488, 152268.59341), (-19440.84018, 152270.88741), (-19440.14128, 152271.39201), (-19418.71758, 152288.28331)]"
"(-19446.15258, 152265.97791)","(-19685.27328, 152289.15781)",0.4597003351674832,False,False,3452,1231,5181,1231,2591,False,"[(-19429.55638, 152358.04601), (-19445.43148, 152416.78361), (-19500.99408, 152413.60861), (-19554.96918, 152389.79611), (-19597.83178, 152342.17101), (-19624.50178, 152299.30841), (-19651.48938, 152273.90841), (-19665.77688, 152273.90841)]"
"(-19446.15258, 152265.97791)","(-19530.76158, 151889.97011)",0.4105647554601992,False,False,1983,777,2978,777,1485,False,"[(-19496.39758, 152210.63201), (-19494.18858, 152213.12361), (-19493.52188, 152214.29691), (-19491.68118, 152219.63541), (-19489.82148, 152223.80011), (-19487.20798, 152227.82361), (-19483.74778, 152232.21191), (-19476.54248, 152240.20041), (-19473.38388, 152243.70941), (-19466.74688, 152250.41171), (-19462.85328, 152253.89911), (-19458.55918, 152257.14281), (-19456.26988, 152258.54801), (-19453.00308, 152260.31211), (-19449.08088, 152261.93551), (-19448.32668, 152263.07921), (-19499.00068, 152207.34421), (-19525.71368, 152149.58651), (-19526.57208, 152146.08011), (-19527.89008, 152140.87691), (-19528.50958, 152137.69791), (-19528.92878, 152134.79811), (-19528.99208, 152134.13321), (-19529.70878, 152130.65201), (-19530.11078, 152127.73581), (-19530.81658, 152124.50011), (-19531.19068, 152121.48111)]"
"(-19367.93178, 151581.39161)","(-19370.85748, 151578.24841)",0.0042941153605771075,False,False,32,12,48,12,24,36.1338,
"(-19367.93178, 151581.39161)","(-19066.58788, 151339.59491)",0.3956553053116333,True,False,2974,1061,4461,1061,2229,False,"[(-19248.60338, 151522.52201), (-19306.32048, 151556.07401), (-19210.93148, 151495.94931)]"
"(-19367.93178, 151581.39161)","(-19406.61876, 151791.40352)",0.3178367491160504,False,False,2387,854,3582,854,1791,False,"[(-19354.29138, 151596.04601), (-19330.47888, 151617.87411), (-19311.95798, 151640.36381), (-19300.71318, 151672.77531), (-19290.12988, 151705.18681), (-19294.29708, 151741.30261), (-19297.47208, 151750.03381), (-19304.61578, 151756.38381), (-19323.66588, 151769.08381), (-19337.95338, 151779.79951), (-19356.96838, 151781.84651), (-19362.69188, 151783.17801), (-19364.02268, 151783.48761), (-19368.38958, 151782.56951), (-19379.19308, 151783.39121), (-19385.98238, 151788.59691), (-19404.96528, 151793.01361)]"
"(-19539.99628, 151410.26841)","(-19528.08998, 151415.42781)",0.01297610835535879,False,False,98,35,146,35,73,33.7124,
"(-19539.99628, 151410.26841)","(-19548.45418, 151443.27231)",0.03446302015725779,False,False,259,92,388,92,195,False,"[(-19547.93378, 151431.30281)]"
"(-19539.99628, 151410.26841)","(-19802.28038, 151400.11821)",0.2854218317945687,False,False,2145,767,3217,767,1609,False,"[(-19538.93788, 151402.23831), (-19540.92228, 151393.11021), (-19546.08168, 151386.76011), (-19558.78168, 151384.37891), (-19572.55478, 151385.75241), (-19581.51828, 151389.23861), (-19586.95988, 151391.91951), (-19617.51928, 151395.88831), (-19640.14118, 151401.84141), (-19664.19518, 151401.32911), (-19687.36948, 151399.46021), (-19715.54768, 151399.46021), (-19729.04138, 151397.47581), (-19737.77268, 151397.87261), (-19750.47268, 151396.28511)]"
"(-18805.75758, 149406.29991)","(-18859.30088, 149289.38231)",0.17765881429317396,False,False,858,334,1288,334,643,False,"[(-18887.31518, 149362.85791), (-18889.62678, 149322.79281)]"
"(-18805.75758, 149406.29991)","(-18496.00608, 149275.44471)",0.3398551117010255,False,False,1642,639,2462,639,1233,False,"[(-18734.28858, 149388.71011), (-18673.60478, 149351.66481), (-18623.96938, 149325.79531), (-18554.60548, 149310.05111)]"
"(-18805.75758, 149406.29991)","(-19456.26598, 149523.03911)",0.7014433183203159,False,False,3387,1316,5082,1316,2542,False,"[(-18858.15868, 149418.37871), (-18919.28668, 149416.87101), (-18980.16018, 149392.15461), (-19083.71368, 149398.63301), (-19091.55098, 149391.08561), (-19109.65758, 149373.64871), (-19115.71718, 149379.75831), (-19142.48508, 149397.60351), (-19146.67358, 149400.39581), (-19173.99238, 149415.51871), (-19203.18918, 149431.68111), (-19209.42688, 149435.13421), (-19297.77708, 149458.77691), (-19375.56468, 149482.58951), (-19426.36478, 149512.75211)]"
"(-18613.52908, 149015.88501)","(-18544.04848, 149124.18131)",0.12891599988163943,False,False,622,242,934,242,467,False,"[(-18582.42818, 149057.11891)]"
"(-18613.52908, 149015.88501)","(-18706.22858, 148776.81791)",0.26753478015261045,False,False,1292,504,1939,504,970,False,"[(-18620.19518, 148990.34141), (-18618.60768, 148960.07301), (-18649.82858, 148925.67711), (-18659.35358, 148897.63121), (-18692.16198, 148861.11871), (-18700.62868, 148826.19361), (-18704.86208, 148797.35391)]"
"(-18613.52908, 149015.88501)","(-18934.21248, 148675.01851)",0.6801170499520627,False,False,3285,1277,4928,1277,2466,False,"[(-18641.32438, 149006.23111), (-18701.97058, 148978.72621), (-18750.00788, 148970.44831), (-18804.04128, 148951.22051), (-18852.88758, 148897.50471), (-18929.62058, 148871.12351), (-18934.81968, 148817.65921), (-18861.60358, 148844.63631), (-18880.14458, 148792.84861), (-18930.08008, 148738.82301)]"
"(-19370.85748, 151578.24841)","(-19370.05028, 151595.20231)",0.016973105109253483,False,False,128,46,191,46,96,36.1338,
"(-19370.85748, 151578.24841)","(-19528.08998, 151415.42781)",0.24937334866117705,False,False,1873,669,2811,669,1406,False,"[(-19379.78268, 151572.13091), (-19389.82448, 151565.24801), (-19397.21968, 151560.17911), (-19406.38668, 151553.89591), (-19418.14868, 151545.83391), (-19426.17698, 151540.19891), (-19437.04268, 151532.85021), (-19440.69248, 151530.38181), (-19449.90548, 151529.13271), (-19466.57418, 151518.41701), (-19485.67688, 151499.54841), (-19504.67428, 151483.49201), (-19521.34308, 151466.82321), (-19533.13518, 151459.96731), (-19526.50248, 151440.82791), (-19523.72428, 151429.31841)]"
"(-20341.34548, 150881.12521)","(-20237.09958, 150823.13241)",0.12193046255247095,False,False,589,229,884,229,442,False,"[(-20291.52448, 150867.66751)]"
"(-20341.34548, 150881.12521)","(-20599.64088, 150750.69281)",0.3022732079184852,False,False,1461,569,2190,569,1096,False,"[(-20383.57528, 150829.34991), (-20467.97198, 150810.21991), (-20524.58768, 150790.23741), (-20569.61178, 150781.49651)]"
"(-20341.34548, 150881.12521)","(-20710.26738, 151175.44041)",0.48197904344239983,False,False,2328,906,3492,906,1746,False,"[(-20377.45338, 150918.21881), (-20420.15598, 150930.87281), (-20464.52758, 150953.33571), (-20523.07778, 150990.73821), (-20575.62538, 151061.52381), (-20610.07038, 151096.86191), (-20658.17828, 151147.50681)]"
"(-18996.32668, 150487.65351)","(-19327.41838, 150270.24241)",0.45501890654321464,False,False,3419,1222,5129,1222,2563,False,"[(-19015.41828, 150497.07711), (-19050.47558, 150493.76971), (-19096.77778, 150480.54061), (-19119.26738, 150463.34261), (-19128.52788, 150474.58741)]"
"(-18996.32668, 150487.65351)","(-19171.50488, 150282.66491)",0.37963220640929757,False,False,2853,1019,4278,1019,2140,False,"[(-19020.23948, 150474.60551), (-19029.97038, 150469.29581), (-19059.10208, 150437.51581), (-19078.91838, 150413.07171), (-19093.47038, 150428.28531), (-19108.27488, 150439.06671)]"
"(-18996.32668, 150487.65351)","(-19088.28132, 150702.15719)",0.33606336940269627,True,False,1624,631,2435,631,1218,False,"[(-18944.82618, 150489.14071), (-18948.81918, 150498.44631), (-18947.23158, 150520.14221), (-18936.38368, 150550.04021), (-18938.23578, 150567.76731), (-18965.60528, 150603.16961), (-19013.05688, 150640.97941), (-19057.06158, 150683.76761)]"
