"Node1(x,y)","Node2(x,y)"
"(-19287.00428, 148710.30451)","(-19287.90658, 148713.67181)"
"(-19287.00428, 148710.30451)","(-19285.18028, 148706.53631)"
"(-18618.10408, 147012.90141)","(-18618.40778, 147008.33031)"
"(-18618.10408, 147012.90141)","(-18617.20178, 147016.26881)"
"(-19736.58198, 151386.36331)","(-19746.25438, 151386.23081)"
"(-19736.58198, 151386.36331)","(-19713.63648, 151385.25081)"
"(-19161.64128, 146829.99101)","(-19125.26098, 146810.14721)"
"(-19161.64128, 146829.99101)","(-19188.76118, 146843.22021)"
"(-20211.35068, 152303.38921)","(-20264.96188, 152343.29731)"
"(-20211.35068, 152303.38921)","(-20161.53318, 152306.82261)"
"(-19022.50678, 146691.73231)","(-19050.99338, 146693.54971)"
"(-19022.50678, 146691.73231)","(-19017.26798, 146693.88951)"
"(-18106.36828, 148470.90731)","(-18090.40038, 148483.66521)"
"(-18106.36828, 148470.90731)","(-18151.38888, 148487.00331)"
"(-18106.36828, 148470.90731)","(-18150.73598, 148419.28221)"
"(-18618.40778, 147008.33031)","(-18618.40768, 146990.36841)"
"(-18161.18078, 148081.01841)","(-18167.15268, 148076.21571)"
"(-18161.18078, 148081.01841)","(-18152.31778, 148088.14611)"
"(-17551.63968, 149337.37051)","(-17591.85648, 149346.89551)"
"(-17551.63968, 149337.37051)","(-17538.47924, 149339.87183)"
"(-20774.08768, 151044.51021)","(-20785.24858, 151033.76111)"
"(-20774.08768, 151044.51021)","(-20755.28818, 151097.70721)"
"(-18898.81148, 149573.69691)","(-18845.92108, 149592.56301)"
"(-18898.81148, 149573.69691)","(-18936.44408, 149573.27131)"
"(-19312.52038, 148783.25331)","(-19328.67188, 148799.36141)"
"(-19312.52038, 148783.25331)","(-19290.44748, 148761.00281)"
"(-18035.88208, 148525.42601)","(-18050.37398, 148515.64541)"
"(-18035.88208, 148525.42601)","(-18022.83198, 148534.23351)"
"(-18024.86098, 147104.31481)","(-18030.27108, 147103.23381)"
"(-18024.86098, 147104.31481)","(-18019.95778, 147104.13611)"
"(-17832.13178, 148819.03391)","(-17850.86858, 148822.94691)"
"(-17832.13178, 148819.03391)","(-17825.56128, 148817.66161)"
"(-19499.00068, 152207.34421)","(-19496.39758, 152210.63201)"
"(-19499.00068, 152207.34421)","(-19501.47938, 152203.90371)"
"(-19890.87738, 150443.54721)","(-19843.61368, 150472.24121)"
"(-19890.87738, 150443.54721)","(-19912.17448, 150403.21941)"
"(-20003.80088, 150687.19031)","(-20012.15258, 150689.84761)"
"(-20003.80088, 150687.19031)","(-20002.00878, 150686.62011)"
"(-20936.82368, 151152.61771)","(-20933.64858, 151115.57601)"
"(-20936.82368, 151152.61771)","(-20919.94479, 151155.6184)"
"(-18360.42008, 148395.34201)","(-18351.60798, 148394.18131)"
"(-18360.42008, 148395.34201)","(-18374.92438, 148391.59321)"
"(-18304.70958, 148388.00391)","(-18281.80778, 148384.98741)"
"(-18304.70958, 148388.00391)","(-18325.64478, 148390.76151)"
"(-19005.23148, 146840.63041)","(-19001.86398, 146839.72811)"
"(-19005.23148, 146840.63041)","(-19008.39108, 146842.10381)"
"(-17492.14548, 148289.05231)","(-17413.09558, 148290.85521)"
"(-17492.14548, 148289.05231)","(-17544.70688, 148324.62861)"
"(-20866.75188, 151833.33251)","(-20895.85608, 151802.90531)"
"(-20866.75188, 151833.33251)","(-20827.06428, 151906.09301)"
"(-19001.86398, 146839.72811)","(-18997.75368, 146839.42431)"
"(-18636.56188, 148656.65711)","(-18758.79968, 148656.65711)"
"(-18636.56188, 148656.65711)","(-18561.94928, 148691.58211)"
"(-17787.48858, 148698.06451)","(-17787.75328, 148702.06441)"
"(-17787.48858, 148698.06451)","(-17783.50078, 148677.62921)"
"(-17830.56448, 148238.58791)","(-17830.10758, 148238.90371)"
"(-17830.56448, 148238.58791)","(-17866.02568, 148216.64851)"
"(-16263.03088, 149164.78701)","(-16245.86728, 149152.28741)"
"(-16263.03088, 149164.78701)","(-16285.35536, 149161.40208)"
"(-19874.69478, 151394.16851)","(-19895.28088, 151392.88191)"
"(-19874.69478, 151394.16851)","(-19859.86468, 151392.83721)"
"(-18971.67008, 148510.89231)","(-18942.56588, 148514.19961)"
"(-18971.67008, 148510.89231)","(-18989.46028, 148511.43291)"
"(-19760.06458, 149997.13281)","(-19773.34808, 149983.84891)"
"(-19760.06458, 149997.13281)","(-19743.34958, 149997.13331)"
"(-17525.28588, 146564.07521)","(-17538.70418, 146589.69201)"
"(-17525.28588, 146564.07521)","(-17520.51398, 146554.96541)"
"(-19701.07748, 150572.38161)","(-19719.86038, 150580.18941)"
"(-19701.07748, 150572.38161)","(-19653.89958, 150524.54751)"
"(-18883.69608, 147929.38501)","(-18850.53988, 147935.53781)"
"(-18883.69608, 147929.38501)","(-18900.04998, 147922.06001)"
"(-19304.02518, 151031.95321)","(-19298.73358, 151031.95321)"
"(-19304.02518, 151031.95321)","(-19318.11958, 151006.96261)"
"(-19093.36068, 148487.20631)","(-19077.90838, 148487.20681)"
"(-19093.36068, 148487.20631)","(-19096.76038, 148486.90261)"
"(-20731.57388, 149834.24501)","(-20683.75698, 149756.95981)"
"(-20731.57388, 149834.24501)","(-20693.89438, 149876.37361)"
"(-19210.93148, 151495.94931)","(-19248.60338, 151522.52201)"
"(-19210.93148, 151495.94931)","(-19174.78088, 151458.09591)"
"(-19044.43058, 148656.68171)","(-19101.22458, 148656.68011)"
