Node,Stand
"(-20161.53318, 152306.82261)","[840, 841]"
"(-20213.55138, 152224.92391)","[840, 841]"
"(-20250.31328, 152181.44191)","[840, 841]"
"(-20301.57768, 152137.70531)","[840, 841, 1537]"
"(-20379.17318, 152148.13031)","[840, 1537, 842]"
"(-20431.52948, 152184.38321)","[840, 842]"
"(-20476.80298, 152240.02851)","[840, 842]"
"(-20498.30618, 152292.54891)","[840, 842]"
"(-20565.92718, 152278.91241)","[840, 842]"
"(-20621.73578, 152310.44621)","[840, 842, 1155]"
"(-20578.99768, 152362.75351)","[840, 1155]"
"(-20546.79908, 152400.91571)","[840, 1155]"
"(-20497.87888, 152432.63621)","[840, 1155]"
"(-20446.48538, 152414.39221)",[840]
"(-20391.77438, 152403.40431)",[840]
"(-20303.35548, 152408.17431)",[840]
"(-20264.96188, 152343.29731)",[840]
"(-20211.35068, 152303.38921)",[840]
"(-19928.68508, 152317.16261)","[841, 843]"
"(-19980.60228, 152260.21021)","[841, 843]"
"(-20022.01068, 152217.52101)","[841, 843]"
"(-20079.33738, 152196.18631)","[841, 843]"
"(-20117.44698, 152157.40241)","[841, 843]"
"(-20140.87128, 152082.43881)","[841, 843]"
"(-20156.48968, 152023.19761)","[841, 843, 1537]"
"(-20232.23998, 152062.91851)","[841, 1537]"
"(-20163.64858, 152315.49851)",[841]
"(-20163.26418, 152315.52501)",[841]
"(-20175.58358, 152366.05161)",[841]
"(-20132.54888, 152382.84571)",[841]
"(-20093.39038, 152430.47071)",[841]
"(-20058.46538, 152465.39591)",[841]
"(-20010.84028, 152431.52911)",[841]
"(-19986.49858, 152394.48741)",[841]
"(-19953.32196, 152367.88664)","[841, 843]"
"(-19945.84268, 152361.88981)","[841, 843]"
"(-20422.68878, 152087.36421)","[1537, 842]"
"(-20393.61528, 152043.90261)","[1537, 842]"
"(-20373.38968, 151969.16841)","[1537, 842, 844]"
"(-20430.97938, 151989.17201)","[842, 844]"
"(-20489.56928, 152038.67041)","[842, 844]"
"(-20561.34198, 152005.92651)","[842, 1219, 844]"
"(-20609.37168, 152014.85011)","[842, 1219]"
"(-20660.37368, 152027.32341)","[842, 1219]"
"(-20715.43968, 152021.51321)","[842, 1219]"
"(-20786.81438, 152022.26151)","[842, 1219]"
"(-20828.82858, 152051.97211)","[842, 1219]"
"(-20855.92928, 152094.72141)","[842, 1219]"
"(-20903.18848, 152105.29731)","[842, 1219]"
"(-20945.79298, 152083.71261)","[842, 1219, 1221]"
"(-20973.22278, 152122.23871)","[842, 1221]"
"(-20993.86928, 152230.26451)","[842, 1221]"
"(-20971.51108, 152287.29341)","[842, 1155, 1221]"
"(-20894.65738, 152294.33101)","[842, 1155]"
"(-20838.09358, 152283.68841)","[842, 1155]"
"(-20774.59378, 152284.66251)","[842, 1155]"
"(-20706.37798, 152286.83791)","[842, 1155]"
"(-20681.50918, 152330.75791)","[842, 1155]"
"(-20676.72048, 152388.07031)","[842, 1155]"
"(-19810.81138, 152250.66961)","[843, 1581]"
"(-19825.50578, 152230.01281)",[843]
"(-19795.74008, 152218.76801)",[843]
"(-19769.94308, 152210.16901)",[843]
"(-19743.48478, 152218.10651)",[843]
"(-19726.94828, 152234.64301)",[843]
"(-19720.99508, 152244.56491)",[843]
"(-19699.16048, 152239.75871)","[843, 845]"
"(-19684.99638, 152164.43631)","[843, 845]"
"(-19707.40668, 152104.79281)","[843, 845]"
"(-19739.24948, 152020.47041)","[843, 845]"
"(-19773.49678, 151972.73511)","[843, 845]"
"(-19803.23928, 151936.01571)","[843, 845]"
"(-19852.84018, 151896.11781)","[843, 845]"
"(-19909.20618, 151860.50491)","[843, 845]"
"(-19954.08538, 151864.43651)","[1537, 843, 845]"
"(-19993.05508, 151889.85541)","[1537, 843]"
"(-20031.92558, 151926.28461)","[1537, 843]"
"(-20075.34898, 151948.82761)","[1537, 843]"
"(-20114.07028, 151978.92701)","[1537, 843]"
"(-19941.70168, 152371.64951)",[843]
"(-19916.26788, 152351.78621)",[843]
"(-19914.55388, 152335.48001)",[843]
"(-19911.49248, 152306.35581)",[843]
"(-19874.87028, 152278.93311)",[843]
"(-19870.02208, 152274.84941)","[843, 1581]"
"(-19849.31528, 152257.40781)","[843, 1581]"
"(-20328.36658, 151914.47771)","[1537, 844]"
"(-20275.51308, 151868.49021)","[1537, 844]"
"(-20216.63668, 151797.49881)","[1537, 844]"
"(-20171.13928, 151716.05461)","[1537, 844]"
"(-20120.91688, 151657.29481)","[1537, 1219, 844]"
"(-20168.09718, 151657.47831)","[1219, 844]"
"(-20231.75128, 151657.72601)","[1219, 844]"
"(-20275.08688, 151660.60441)","[1219, 844]"
"(-20354.11228, 151680.38211)","[1219, 844]"
"(-20393.97788, 151703.26851)","[1219, 844]"
"(-20411.15708, 151746.70751)","[1219, 844]"
"(-20401.86368, 151826.97091)","[1219, 844]"
"(-20448.47168, 151832.54191)","[1219, 844]"
"(-20491.48238, 151847.12531)","[1219, 844]"
"(-20544.37448, 151896.16461)","[1219, 844]"
"(-20570.97198, 151960.41401)","[1219, 844]"
"(-19446.15258, 152265.97791)","[1557, 845]"
"(-19448.32668, 152263.07921)","[1557, 845]"
"(-19449.08088, 152261.93551)","[1557, 845]"
"(-19453.00308, 152260.31211)","[1557, 845]"
"(-19456.26988, 152258.54801)","[1557, 845]"
"(-19458.55918, 152257.14281)","[1557, 845]"
"(-19462.85328, 152253.89911)","[1557, 845]"
"(-19466.74688, 152250.41171)","[1557, 845]"
"(-19473.38388, 152243.70941)","[1557, 845]"
"(-19476.54248, 152240.20041)","[1557, 845]"
"(-19483.74778, 152232.21191)","[1557, 845]"
"(-19487.20798, 152227.82361)","[1557, 845]"
"(-19489.82148, 152223.80011)","[1557, 845]"
"(-19491.68118, 152219.63541)","[1557, 845]"
"(-19493.52188, 152214.29691)","[1557, 845]"
"(-19494.18858, 152213.12361)","[1557, 845]"
"(-19496.39758, 152210.63201)","[1557, 845]"
"(-19499.00068, 152207.34421)","[1557, 845]"
"(-19501.47938, 152203.90371)","[1557, 845]"
"(-19503.36588, 152200.86561)","[1557, 845]"
"(-19505.20668, 152196.75631)","[1557, 845]"
"(-19507.24488, 152192.57751)","[1557, 845]"
"(-19509.30818, 152187.69421)","[1557, 845]"
"(-19509.99878, 152186.53041)","[1557, 845]"
"(-19511.65638, 152183.99081)","[1557, 845]"
"(-19512.91858, 152181.87141)","[1557, 845]"
"(-19515.00528, 152177.69301)","[1557, 845]"
"(-19516.48108, 152174.15031)","[1557, 845]"
"(-19517.33108, 152171.30171)","[1557, 845]"
"(-19517.87678, 152169.77811)","[1557, 845]"
"(-19518.79398, 152167.68331)","[1557, 845]"
"(-19522.60248, 152158.54781)","[1557, 845]"
"(-19523.60768, 152155.54291)","[1557, 845]"
"(-19524.94868, 152152.19391)","[1557, 845]"
"(-19525.71368, 152149.58651)","[1557, 845]"
"(-19526.57208, 152146.08011)","[1557, 845]"
"(-19527.89008, 152140.87691)","[1557, 845]"
"(-19528.50958, 152137.69791)","[1557, 845]"
"(-19528.92878, 152134.79811)","[1557, 845]"
"(-19528.99208, 152134.13321)","[1557, 845]"
"(-19529.70878, 152130.65201)","[1557, 845]"
"(-19530.11078, 152127.73581)","[1557, 845]"
"(-19530.81658, 152124.50011)","[1557, 845]"
"(-19531.19068, 152121.48111)","[1557, 845]"
"(-19532.09058, 152117.66031)","[1557, 845]"
"(-19532.93638, 152113.65691)","[1557, 845]"
"(-19533.72638, 152110.23701)","[1557, 845]"
"(-19534.65118, 152106.81591)","[1557, 845]"
"(-19536.41478, 152100.33451)","[1557, 845]"
"(-19536.89158, 152097.44301)","[1557, 845]"
"(-19537.69148, 152094.13121)","[1557, 845]"
"(-19538.62758, 152089.58201)","[1557, 845]"
"(-19539.39678, 152084.34781)","[1557, 845]"
"(-19548.63168, 152059.81581)","[1557, 845]"
"(-19552.81988, 152048.69021)","[1557, 845]"
"(-19553.04678, 152048.08751)","[1557, 845]"
"(-19553.04678, 152035.97061)","[1557, 845]"
"(-19553.04688, 152016.33741)","[1557, 845]"
"(-19548.76488, 151999.51251)","[1557, 845]"
"(-19547.84198, 151986.04861)","[1557, 845]"
"(-19545.17548, 151947.14871)","[1557, 845]"
"(-19542.96408, 151937.86101)","[1557, 845]"
"(-19538.02978, 151917.36561)","[1557, 845]"
"(-19535.13828, 151906.46691)","[1557, 845]"
"(-19530.76158, 151889.97011)","[1557, 1580, 845]"
"(-19529.96188, 151886.95601)","[1580, 845]"
"(-19524.77638, 151881.17971)","[1580, 845]"
"(-19520.89978, 151876.86151)","[1580, 845]"
"(-19518.90948, 151872.32401)","[1580, 845]"
"(-19517.96938, 151870.88511)","[1580, 845]"
"(-19516.19938, 151868.17601)","[1580, 845]"
"(-19512.84368, 151864.53081)","[1580, 845]"
"(-19511.01518, 151863.10761)","[1580, 845]"
"(-19510.75138, 151862.41421)","[1580, 845]"
"(-19508.98218, 151858.59811)","[1580, 845]"
"(-19505.98168, 151853.25541)","[1580, 845]"
"(-19503.33158, 151847.76611)","[1580, 845]"
"(-19501.57188, 151843.23161)","[1580, 845]"
"(-19501.37458, 151842.19181)","[1580, 845]"
"(-19498.56638, 151836.08941)","[1580, 845]"
"(-19495.87838, 151831.07801)","[1580, 845]"
"(-19491.84888, 151825.16051)","[1580, 845]"
"(-19490.49738, 151822.37511)","[1580, 845]"
"(-19488.02438, 151818.53551)","[1580, 845]"
"(-19485.98768, 151815.84981)","[1580, 845]"
"(-19482.18218, 151810.66461)","[1580, 845]"
"(-19480.67738, 151808.17951)","[1580, 845]"
"(-19479.21098, 151805.81521)","[1580, 845]"
"(-19476.96428, 151802.09891)","[1580, 845]"
"(-19463.15448, 151797.65881)","[1580, 845]"
"(-19454.04318, 151791.59991)","[1580, 845]"
"(-19449.16718, 151792.21301)","[1580, 845]"
"(-19447.94088, 151792.36721)","[1580, 845]"
"(-19443.04618, 151789.59351)","[1580, 845]"
"(-19428.09708, 151781.12241)","[1580, 845]"
"(-19424.28558, 151782.07531)","[1580, 845]"
"(-19415.91648, 151784.16751)","[1580, 845]"
"(-19414.86798, 151784.42971)","[1580, 845, 1558]"
"(-19406.72348, 151785.61511)","[845, 1558]"
"(-19403.11228, 151786.02761)","[845, 1558]"
"(-19400.43038, 151785.05541)","[845, 1558]"
"(-19394.36058, 151782.75751)","[845, 1558]"
"(-19390.56008, 151781.22631)","[845, 1558]"
"(-19385.11748, 151779.03351)","[845, 1558]"
"(-19380.82388, 151777.79181)","[845, 1558]"
"(-19378.32288, 151777.25721)","[845, 1558]"
"(-19370.42908, 151775.91611)","[845, 1558]"
"(-19367.87958, 151774.85791)","[845, 1558]"
"(-19363.87098, 151773.19411)","[845, 1558]"
"(-19359.83268, 151771.86051)","[845, 1558]"
"(-19356.47858, 151771.23721)","[845, 1558]"
"(-19347.87528, 151767.49631)","[845, 1558]"
"(-19336.76268, 151761.54321)","[845, 1558]"
"(-19323.66578, 151754.00251)","[845, 1558]"
"(-19316.12528, 151748.04941)","[845, 1558]"
"(-19308.58458, 151736.54001)","[845, 1558]"
"(-19311.29658, 151707.83271)","[845, 1558]"
"(-19316.58828, 151682.03571)","[845, 1558]"
"(-19322.80718, 151673.74381)","[845, 1558]"
"(-19328.49448, 151666.16071)","[845, 1558]"
"(-19332.02308, 151655.25421)","[845, 1558]"
"(-19335.77058, 151643.67111)","[845, 1558]"
