"Source(x,y)","Target(x,y)"
"(-18405.01598, 151300.85861)","(-18369.1389, 151260.6524)"
"(-18405.01598, 151300.85861)","(-18336.57492, 151353.08499)"
"(-18405.01598, 151300.85861)","(-18025.95797, 151093.10813)"
"(-18369.1389, 151260.6524)","(-18405.01598, 151300.85861)"
"(-18369.1389, 151260.6524)","(-18336.84578, 151224.46261)"
"(-18369.1389, 151260.6524)","(-18025.95797, 151093.10813)"
"(-18336.57492, 151353.08499)","(-18405.01598, 151300.85861)"
"(-18336.57492, 151353.08499)","(-18324.31579, 151452.89078)"
"(-18336.57492, 151353.08499)","(-18025.95797, 151093.10813)"
"(-18025.95797, 151093.10813)","(-18405.01598, 151300.85861)"
"(-18025.95797, 151093.10813)","(-18336.84578, 151224.46261)"
"(-18025.95797, 151093.10813)","(-18170.40388, 151299.96901)"
"(-18025.95797, 151093.10813)","(-18243.94528, 150954.05761)"
"(-18025.95797, 151093.10813)","(-18303.60408, 151178.36641)"
"(-18025.95797, 151093.10813)","(-18170.89658, 151068.32181)"
"(-18025.95797, 151093.10813)","(-18041.37948, 151285.82751)"
"(-18025.95797, 151093.10813)","(-18195.22776, 151288.42326)"
"(-18025.95797, 151093.10813)","(-18148.67365, 151293.83328)"
"(-18025.95797, 151093.10813)","(-17852.32134, 150784.356)"
"(-18025.95797, 151093.10813)","(-17974.77399, 150776.25703)"
"(-18025.95797, 151093.10813)","(-18234.46732, 150949.12638)"
"(-18025.95797, 151093.10813)","(-18369.1389, 151260.6524)"
"(-18025.95797, 151093.10813)","(-18336.57492, 151353.08499)"
"(-18025.95797, 151093.10813)","(-17942.08585, 151203.37132)"
"(-18025.95797, 151093.10813)","(-17993.31322, 151235.72337)"
"(-18025.95797, 151093.10813)","(-18324.31579, 151452.89078)"
"(-18025.95797, 151093.10813)","(-18242.24647, 151409.65242)"
"(-18025.95797, 151093.10813)","(-18006.07104, 151386.78091)"
"(-18025.95797, 151093.10813)","(-17975.9325, 150776.86272)"
"(-18025.95797, 151093.10813)","(-17973.89202, 150775.79593)"
"(-18336.84578, 151224.46261)","(-18369.1389, 151260.6524)"
"(-18336.84578, 151224.46261)","(-18303.60408, 151178.36641)"
"(-18336.84578, 151224.46261)","(-18025.95797, 151093.10813)"
"(-18303.60408, 151178.36641)","(-18336.84578, 151224.46261)"
"(-18303.60408, 151178.36641)","(-18318.00188, 151137.09191)"
"(-18303.60408, 151178.36641)","(-18195.22776, 151288.42326)"
"(-18303.60408, 151178.36641)","(-18427.88699, 151094.66637)"
"(-18303.60408, 151178.36641)","(-18025.95797, 151093.10813)"
"(-18396.02178, 150881.51911)","(-18408.96258, 150876.72471)"
"(-18396.02178, 150881.51911)","(-18361.91829, 150854.93906)"
"(-18396.02178, 150881.51911)","(-18503.4154, 150718.05193)"
"(-18408.96258, 150876.72471)","(-18396.02178, 150881.51911)"
"(-18408.96258, 150876.72471)","(-18421.67828, 150899.89761)"
"(-18408.96258, 150876.72471)","(-18690.70598, 150788.11461)"
"(-18408.96258, 150876.72471)","(-18503.4154, 150718.05193)"
"(-18408.96258, 150876.72471)","(-18558.69336, 150891.51983)"
"(-18361.91829, 150854.93906)","(-18396.02178, 150881.51911)"
"(-18361.91829, 150854.93906)","(-18190.1355, 150820.50617)"
"(-18361.91829, 150854.93906)","(-18503.4154, 150718.05193)"
"(-18503.4154, 150718.05193)","(-18396.02178, 150881.51911)"
"(-18503.4154, 150718.05193)","(-18732.89038, 150619.88671)"
"(-18503.4154, 150718.05193)","(-18836.56688, 150717.75251)"
"(-18503.4154, 150718.05193)","(-18630.00538, 150654.28451)"
"(-18503.4154, 150718.05193)","(-18408.96258, 150876.72471)"
"(-18503.4154, 150718.05193)","(-18676.69798, 150655.24541)"
"(-18503.4154, 150718.05193)","(-18172.44848, 150818.01901)"
"(-18503.4154, 150718.05193)","(-18824.69198, 150844.66351)"
"(-18503.4154, 150718.05193)","(-18443.77608, 150561.90141)"
