Node,Stand
"(-18243.94528, 150954.05761)",[927]
"(-18326.63738, 150959.26561)",[927]
"(-18387.03978, 150940.21981)",[927]
"(-18421.67828, 150899.89761)","[929, 927]"
"(-18450.74658, 150961.30291)","[929, 927]"
"(-18506.93828, 150996.76771)","[929, 927]"
"(-18576.19828, 150997.00451)","[929, 927]"
"(-18646.37478, 151013.67991)","[929, 927]"
"(-18714.41488, 151014.72591)","[929, 927]"
"(-18736.86298, 151025.51891)","[929, 927]"
"(-18739.53758, 151026.80481)",[927]
"(-18738.60038, 151034.21961)",[927]
"(-18796.96328, 151062.28091)",[927]
"(-18775.33918, 151130.26011)",[927]
"(-18719.32048, 151210.44611)",[927]
"(-18655.89288, 151206.21361)",[927]
"(-18579.07348, 151216.84681)",[927]
"(-18525.32358, 151187.96511)",[927]
"(-18499.78268, 151102.28311)",[927]
"(-18453.52488, 151085.69681)",[927]
"(-18399.96398, 151096.81091)",[927]
"(-18356.22298, 151109.36171)",[927]
"(-18318.00188, 151137.09191)",[927]
"(-18303.60408, 151178.36641)",[927]
"(-18256.39168, 151165.09741)",[927]
"(-18270.08368, 151213.38001)",[927]
"(-18233.44168, 151270.64971)",[927]
"(-18170.40388, 151299.96901)",[927]
"(-18102.63808, 151280.83471)",[927]
"(-18127.39368, 151216.69601)",[927]
"(-18124.47928, 151156.32511)",[927]
"(-18143.21608, 151114.04741)",[927]
"(-18170.89658, 151068.32181)",[927]
"(-18186.06168, 150996.47491)",[927]
"(-18316.28768, 151142.00604)",[927]
"(-18171.49597, 151065.48213)",[927]
"(-18148.67365, 151293.83328)",[927]
"(-18195.22776, 151288.42326)",[927]
"(-18165.58561, 151298.60853)",[927]
"(-18690.70598, 150788.11461)","[928, 929, 931]"
"(-18764.75348, 150781.68571)","[928, 931]"
"(-18824.69198, 150844.66351)","[928, 931]"
"(-18828.55228, 150849.62981)",[928]
"(-18826.42928, 150853.36431)",[928]
"(-18850.77188, 150884.68041)",[928]
"(-18796.95728, 150932.21341)",[928]
"(-18744.19068, 150939.43291)","[928, 929]"
"(-18726.07758, 150941.91111)","[928, 929]"
"(-18645.75158, 150917.63781)","[928, 929]"
"(-18595.66068, 150899.29761)","[928, 929]"
"(-18507.56428, 150900.15641)","[928, 929]"
"(-18481.08548, 150873.44931)","[928, 929]"
"(-18525.71558, 150840.38411)","[928, 929]"
"(-18605.31528, 150844.46621)","[928, 929]"
"(-18654.49238, 150822.25491)","[928, 929]"
"(-18408.96258, 150876.72471)","[929, 931]"
"(-18401.29098, 150862.74441)","[929, 931]"
"(-18395.90398, 150852.92741)","[929, 931]"
"(-18380.70378, 150812.97831)","[929, 931]"
"(-18431.15658, 150784.07371)","[929, 931]"
"(-18477.36608, 150787.30591)","[929, 931]"
"(-18533.73998, 150779.16791)","[929, 931]"
"(-18579.09608, 150749.07061)","[929, 931]"
"(-18637.83098, 150758.67281)","[929, 931]"
"(-18744.42488, 150956.45901)",[929]
"(-18741.43608, 150989.33701)",[929]
"(-18740.07278, 151000.12271)",[929]
"(-18381.46968, 150870.93571)",[931]
"(-18376.04708, 150866.43171)",[931]
"(-18374.97678, 150865.62331)",[931]
"(-18352.36548, 150847.12311)",[931]
"(-18263.44988, 150831.06901)",[931]
"(-18257.11528, 150829.92521)",[931]
"(-18227.18088, 150825.71561)",[931]
"(-18201.82748, 150822.15031)",[931]
"(-18172.44848, 150818.01901)",[931]
"(-18180.27278, 150804.13131)",[931]
"(-18186.58798, 150792.92211)",[931]
"(-18193.45058, 150780.74141)",[931]
"(-18193.96638, 150780.88421)",[931]
"(-18201.54568, 150771.63681)",[931]
"(-18209.90618, 150761.43611)",[931]
"(-18221.13738, 150747.73311)",[931]
"(-18226.96018, 150740.62871)",[931]
"(-18236.48708, 150729.00501)",[931]
"(-18239.50918, 150726.35131)",[931]
"(-18246.49438, 150720.21761)",[931]
"(-18256.59418, 150711.34911)",[931]
"(-18283.28178, 150687.94701)",[931]
"(-18307.41378, 150666.84631)",[931]
"(-18310.10148, 150657.69981)",[931]
"(-18317.67008, 150631.94371)",[931]
"(-18321.53888, 150618.77761)",[931]
"(-18348.60858, 150614.50841)",[931]
"(-18373.19858, 150610.63031)",[931]
"(-18407.71328, 150586.80011)",[931]
"(-18443.77608, 150561.90141)",[931]
"(-18445.66978, 150561.58241)",[931]
"(-18521.06918, 150591.01981)",[931]
"(-18571.10648, 150634.16971)",[931]
"(-18630.00538, 150654.28451)",[931]
"(-18676.69798, 150655.24541)",[931]
"(-18688.73648, 150652.46711)",[931]
"(-18708.58038, 150643.33911)",[931]
"(-18732.89038, 150619.88671)",[931]
"(-18744.63198, 150633.36071)",[931]
"(-18779.56558, 150672.38351)",[931]
"(-18836.56688, 150717.75251)",[931]
"(-18850.44458, 150799.36581)",[931]
"(-18396.02178, 150881.51911)",[931]
"(-18385.66558, 150873.98731)",[931]
"(-18361.9183, 150854.93907)",[931]
"(-18190.13551, 150820.50618)",[931]
"(-18175.49423, 150812.61298)",[931]
"(-18401.49253, 150879.49227)",[931]
"(-18677.17106, 150655.13623)",[931]
"(-18549.02809, 150615.13031)",[931]
"(-18732.58248, 150620.18375)",[931]
"(-18624.34069, 150652.34994)",[931]
"(-18641.97748, 150654.53089)",[931]
"(-18839.92852, 150737.52197)",[931]
