"Node1(x,y)","Node2(x,y)"
"(-18655.89288, 151206.21361)","(-18719.32048, 151210.44611)"
"(-18655.89288, 151206.21361)","(-18579.07348, 151216.84681)"
"(-18263.44988, 150831.06901)","(-18352.36548, 150847.12311)"
"(-18263.44988, 150831.06901)","(-18257.11528, 150829.92521)"
"(-18348.60858, 150614.50841)","(-18321.53888, 150618.77761)"
"(-18348.60858, 150614.50841)","(-18373.19858, 150610.63031)"
"(-18127.39368, 151216.69601)","(-18102.63808, 151280.83471)"
"(-18127.39368, 151216.69601)","(-18124.47928, 151156.32511)"
"(-18525.32358, 151187.96511)","(-18579.07348, 151216.84681)"
"(-18525.32358, 151187.96511)","(-18499.78268, 151102.28311)"
"(-18326.63738, 150959.26561)","(-18243.94528, 150954.05761)"
"(-18326.63738, 150959.26561)","(-18387.03978, 150940.21981)"
"(-18739.53758, 151026.80481)","(-18736.86298, 151025.51891)"
"(-18739.53758, 151026.80481)","(-18738.60038, 151034.21961)"
"(-18850.77188, 150884.68041)","(-18826.42928, 150853.36431)"
"(-18850.77188, 150884.68041)","(-18796.95728, 150932.21341)"
"(-18445.66978, 150561.58241)","(-18443.77608, 150561.90141)"
"(-18445.66978, 150561.58241)","(-18521.06918, 150591.01981)"
"(-18506.93828, 150996.76771)","(-18450.74658, 150961.30291)"
"(-18506.93828, 150996.76771)","(-18576.19828, 150997.00451)"
"(-18227.18088, 150825.71561)","(-18257.11528, 150829.92521)"
"(-18227.18088, 150825.71561)","(-18201.82748, 150822.15031)"
"(-18579.09608, 150749.07061)","(-18533.73998, 150779.16791)"
"(-18579.09608, 150749.07061)","(-18637.83098, 150758.67281)"
"(-18719.32048, 151210.44611)","(-18775.33918, 151130.26011)"
"(-18499.78268, 151102.28311)","(-18453.52488, 151085.69681)"
"(-18356.22298, 151109.36171)","(-18399.96398, 151096.81091)"
"(-18356.22298, 151109.36171)","(-18318.00188, 151137.09191)"
"(-18143.21608, 151114.04741)","(-18124.47928, 151156.32511)"
"(-18143.21608, 151114.04741)","(-18170.89658, 151068.32181)"
"(-18193.45058, 150780.74141)","(-18186.58798, 150792.92211)"
"(-18193.45058, 150780.74141)","(-18193.96638, 150780.88421)"
"(-18646.37478, 151013.67991)","(-18576.19828, 150997.00451)"
"(-18646.37478, 151013.67991)","(-18714.41488, 151014.72591)"
"(-18521.06918, 150591.01981)","(-18549.02809, 150615.13031)"
"(-18744.63198, 150633.36071)","(-18732.89038, 150619.88671)"
"(-18744.63198, 150633.36071)","(-18779.56558, 150672.38351)"
"(-18477.36608, 150787.30591)","(-18431.15658, 150784.07371)"
"(-18477.36608, 150787.30591)","(-18533.73998, 150779.16791)"
"(-18637.83098, 150758.67281)","(-18690.70598, 150788.11461)"
"(-18708.58038, 150643.33911)","(-18688.73648, 150652.46711)"
"(-18708.58038, 150643.33911)","(-18732.89038, 150619.88671)"
"(-18740.07278, 151000.12271)","(-18741.43608, 150989.33701)"
"(-18740.07278, 151000.12271)","(-18736.86298, 151025.51891)"
"(-18221.13738, 150747.73311)","(-18209.90618, 150761.43611)"
"(-18221.13738, 150747.73311)","(-18226.96018, 150740.62871)"
"(-18226.96018, 150740.62871)","(-18236.48708, 150729.00501)"
"(-18764.75348, 150781.68571)","(-18690.70598, 150788.11461)"
"(-18764.75348, 150781.68571)","(-18824.69198, 150844.66351)"
"(-18571.10648, 150634.16971)","(-18630.00538, 150654.28451)"
"(-18571.10648, 150634.16971)","(-18549.02809, 150615.13031)"
"(-18201.54568, 150771.63681)","(-18193.96638, 150780.88421)"
"(-18201.54568, 150771.63681)","(-18209.90618, 150761.43611)"
"(-18396.02178, 150881.51911)","(-18408.96258, 150876.72471)"
"(-18396.02178, 150881.51911)","(-18385.66558, 150873.98731)"
"(-18270.08368, 151213.38001)","(-18256.39168, 151165.09741)"
"(-18270.08368, 151213.38001)","(-18233.44168, 151270.64971)"
"(-18654.49238, 150822.25491)","(-18605.31528, 150844.46621)"
