"Source(x,y)","Target(x,y)",has_exit,has_source,slope,edgelength,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-18172.44848, 150818.01901)","(-18503.4154, 150718.05193)",False,True,False,0.0,0,0,0,0,0,
"(-18190.1355, 150820.50617)","(-18172.44848, 150818.01901)",True,False,33.3998,0.01786103696166984,134,48,201,48,101,
"(-18190.1355, 150820.50617)","(-18361.91829, 150854.93906)",True,False,False,0.17677196853408164,1328,474,1993,474,996,"[(-18352.36548, 150847.12311), (-18263.44988, 150831.06901), (-18227.18088, 150825.71561)]"
"(-18190.1355, 150820.50617)","(-18503.4154, 150718.05193)",True,True,False,0.0,0,0,0,0,0,
"(-18093.02696, 150760.11979)","(-18172.44848, 150818.01901)",True,False,False,0.09856021427766884,741,264,1110,264,555,"[(-18135.40668, 150795.52941)]"
"(-18093.02696, 150760.11979)","(-18282.07533, 150226.82867)",True,False,False,1.219433931342211,9163,3273,13744,3273,6871,"[(-17868.38508, 150456.51991), (-17867.40528, 150440.27701), (-17870.07978, 150389.03311), (-17874.94588, 150307.98511), (-17878.12098, 150280.46841), (-17865.42088, 150259.30161), (-17871.98088, 150205.19651), (-17917.45568, 150175.54321), (-17971.43088, 150150.14311), (-18030.16848, 150186.65571), (-18079.38108, 150208.88081), (-18109.54368, 150205.70581), (-18201.61878, 150219.99321), (-18215.90628, 150229.51831), (-18271.46888, 150246.98081), (-17863.39238, 150495.88361)]"
"(-18093.02696, 150760.11979)","(-18146.12851, 150452.80874)",True,True,False,0.0,0,0,0,0,0,
"(-18443.77608, 150561.90141)","(-18172.44848, 150818.01901)",True,False,False,0.3928742405310365,2953,1057,4431,1057,2214,"[(-18186.58798, 150792.92211), (-18180.27278, 150804.13131), (-18193.45058, 150780.74141), (-18221.13738, 150747.73311), (-18236.48708, 150729.00501), (-18246.49438, 150720.21761), (-18283.28178, 150687.94701)]"
"(-18443.77608, 150561.90141)","(-18549.02809, 150615.1303)",True,False,False,0.1197815720933171,899,321,1350,321,675,"[(-18521.06918, 150591.01981)]"
"(-18443.77608, 150561.90141)","(-18347.0217, 150265.21897)",True,False,False,0.5516558584849013,4146,1480,6219,1480,3110,"[(-18490.54438, 150358.10611), (-18463.55688, 150416.84371)]"
"(-18443.77608, 150561.90141)","(-18146.12851, 150452.80874)",False,True,False,0.0,0,0,0,0,0,
"(-18443.77608, 150561.90141)","(-18503.4154, 150718.05193)",False,True,False,0.0,0,0,0,0,0,
"(-18170.40388, 151299.96901)","(-18195.22776, 151288.42326)",True,False,38.96,0.027377533879381286,206,73,309,73,154,
"(-18170.40388, 151299.96901)","(-18148.67365, 151293.83328)",True,False,38.96,0.022579860019184262,170,61,255,61,127,
"(-18170.40388, 151299.96901)","(-18427.88699, 151094.66637)",False,True,False,0.0,0,0,0,0,0,
"(-18170.40388, 151299.96901)","(-18025.95797, 151093.10813)",False,True,False,0.0,0,0,0,0,0,
"(-18195.22776, 151288.42326)","(-18170.40388, 151299.96901)",True,False,38.96,0.027377533879381286,206,73,309,73,154,
"(-18195.22776, 151288.42326)","(-18303.60408, 151178.36641)",True,False,False,0.20936169793399667,1574,562,2360,562,1180,"[(-18256.39168, 151165.09741), (-18270.08368, 151213.38001)]"
"(-18195.22776, 151288.42326)","(-18427.88699, 151094.66637)",True,True,False,0.0,0,0,0,0,0,
"(-18195.22776, 151288.42326)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-18148.67365, 151293.83328)","(-18170.40388, 151299.96901)",True,False,38.96,0.022579860019184262,170,61,255,61,127,
"(-18148.67365, 151293.83328)","(-18170.89658, 151068.32181)",True,False,False,0.27672198771581136,2079,742,3118,742,1560,"[(-18143.21608, 151114.04741)]"
"(-18148.67365, 151293.83328)","(-18427.88699, 151094.66637)",True,True,False,0.0,0,0,0,0,0,
"(-18148.67365, 151293.83328)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-18347.0217, 150265.21897)","(-18443.77608, 150561.90141)",True,False,False,0.5516558584849013,4146,1480,6219,1480,3110,"[(-18490.54438, 150358.10611), (-18463.55688, 150416.84371)]"
"(-18347.0217, 150265.21897)","(-18342.90658, 150253.33091)",True,False,33.3998,0.012580150363885106,95,34,142,34,71,
"(-18347.0217, 150265.21897)","(-18146.12851, 150452.80874)",True,True,False,0.0,0,0,0,0,0,
"(-18234.46732, 150949.12638)","(-18243.94528, 150954.05761)",True,False,38.96,0.010684042075655589,80,29,120,29,60,
"(-18234.46732, 150949.12638)","(-17975.9325, 150776.86272)",True,False,False,0.312257801233633,2347,838,3519,838,1759,"[(-18042.32788, 150811.57541)]"
"(-18234.46732, 150949.12638)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-18170.89658, 151068.32181)","(-18243.94528, 150954.05761)",True,False,False,0.14519162664402216,1091,390,1637,390,818,"[(-18186.06168, 150996.47491)]"
"(-18170.89658, 151068.32181)","(-18148.67365, 151293.83328)",True,False,False,0.27672198771581136,2079,742,3118,742,1560,"[(-18143.21608, 151114.04741)]"
"(-18170.89658, 151068.32181)","(-18427.88699, 151094.66637)",False,True,False,0.0,0,0,0,0,0,
"(-18170.89658, 151068.32181)","(-18025.95797, 151093.10813)",False,True,False,0.0,0,0,0,0,0,
"(-18041.37948, 151285.82751)","(-18006.07104, 151386.78091)",True,False,False,0.11874521739212766,892,319,1338,319,670,"[(-17998.59398, 151376.08841)]"
"(-18041.37948, 151285.82751)","(-17993.31322, 151235.72337)",True,False,False,0.07434282159090669,559,199,838,199,419,"[(-18039.64008, 151277.12771)]"
"(-18041.37948, 151285.82751)","(-18025.95797, 151093.10813)",False,True,False,0.0,0,0,0,0,0,
"(-18006.07104, 151386.78091)","(-18041.37948, 151285.82751)",True,False,False,0.11874521739212766,892,319,1338,319,670,"[(-17998.59398, 151376.08841)]"
"(-18006.07104, 151386.78091)","(-18242.24647, 151409.65242)",True,False,False,0.3110125224350151,2337,835,3505,835,1753,"[(-18163.39018, 151404.11801), (-18226.88858, 151393.22831), (-18132.79608, 151467.56721)]"
"(-18006.07104, 151386.78091)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-17993.31322, 151235.72337)","(-18041.37948, 151285.82751)",True,False,False,0.07434282159090669,559,199,838,199,419,"[(-18039.64008, 151277.12771)]"
"(-17993.31322, 151235.72337)","(-17942.08585, 151203.37132)",True,False,False,0.062308501948810324,468,167,703,167,351,"[(-17962.44838, 151208.13811)]"
"(-17993.31322, 151235.72337)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-18845.63342, 150416.73626)","(-18728.97474, 150487.73166)",True,False,False,0.13988309544306865,1051,375,1576,375,788,"[(-18811.28838, 150425.75321)]"
"(-18845.63342, 150416.73626)","(-18992.63083, 150373.88496)",True,False,False,0.15460536977767256,1162,415,1742,415,872,"[(-18953.72898, 150376.04031)]"
"(-18845.63342, 150416.73626)","(-19001.43311, 150620.92439)",True,True,False,0.0,0,0,0,0,0,
"(-17852.32134, 150784.356)","(-17973.89202, 150775.79593)",True,False,False,0.12463171542837032,937,334,1405,334,703,"[(-17964.84658, 150771.06681)]"
"(-17852.32134, 150784.356)","(-17942.08585, 151203.37132)",True,False,False,0.653861566646584,4912,1755,7370,1755,3684,"[(-17887.17238, 151190.51631), (-17769.82128, 151113.67781)]"
"(-17852.32134, 150784.356)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-17973.89202, 150775.79593)","(-17852.32134, 150784.356)",True,False,False,0.12463171542837032,937,334,1405,334,703,"[(-17964.84658, 150771.06681)]"
"(-17973.89202, 150775.79593)","(-17974.77399, 150776.25703)",True,False,38.96,0.0009952307726942933,7,3,11,3,6,
"(-17973.89202, 150775.79593)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-17942.08585, 151203.37132)","(-17852.32134, 150784.356)",True,False,False,0.653861566646584,4912,1755,7370,1755,3684,"[(-17887.17238, 151190.51631), (-17769.82128, 151113.67781)]"
"(-17942.08585, 151203.37132)","(-17993.31322, 151235.72337)",True,False,False,0.062308501948810324,468,167,703,167,351,"[(-17962.44838, 151208.13811)]"
"(-17942.08585, 151203.37132)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-17974.77399, 150776.25703)","(-17975.9325, 150776.86272)",True,False,38.96,0.0013072894844639953,10,4,15,4,7,
"(-17974.77399, 150776.25703)","(-17973.89202, 150775.79593)",True,False,38.96,0.0009952307726942933,7,3,11,3,6,
"(-17974.77399, 150776.25703)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-17975.9325, 150776.86272)","(-17974.77399, 150776.25703)",True,False,38.96,0.0013072894844639953,10,4,15,4,7,
"(-17975.9325, 150776.86272)","(-18234.46732, 150949.12638)",True,False,False,0.312257801233633,2347,838,3519,838,1759,"[(-18042.32788, 150811.57541)]"
"(-17975.9325, 150776.86272)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-18324.31579, 151452.89078)","(-18336.57492, 151353.08499)",True,False,False,0.14844463978562503,1116,399,1674,399,836,"[(-18335.81738, 151450.80031), (-18292.18138, 151381.19151)]"
"(-18324.31579, 151452.89078)","(-18242.24647, 151409.65242)",True,False,False,0.10422504968551313,783,280,1175,280,588,"[(-18288.72648, 151459.35931)]"
"(-18324.31579, 151452.89078)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
"(-18242.24647, 151409.65242)","(-18324.31579, 151452.89078)",True,False,False,0.10422504968551313,783,280,1175,280,588,"[(-18288.72648, 151459.35931)]"
"(-18242.24647, 151409.65242)","(-18006.07104, 151386.78091)",True,False,False,0.3110125224350151,2337,835,3505,835,1753,"[(-18163.39018, 151404.11801), (-18226.88858, 151393.22831), (-18132.79608, 151467.56721)]"
"(-18242.24647, 151409.65242)","(-18025.95797, 151093.10813)",True,True,False,0.0,0,0,0,0,0,
