"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-18396.02178, 150881.51911)","(-18408.96258, 150876.72471)",0.013800383183080732,33.3998,True,False,104,37,156,37,78,
"(-18396.02178, 150881.51911)","(-18824.69198, 150844.66351)",1.2346077019870907,False,True,False,9277,3316,13916,3316,6959,"[(-18385.66558, 150873.98731), (-18381.46968, 150870.93571), (-18376.04708, 150866.43171), (-18374.97678, 150865.62331), (-18361.9183, 150854.93907), (-18190.13551, 150820.50618), (-18172.44848, 150818.01901), (-18236.48708, 150729.00501), (-18239.50918, 150726.35131), (-18246.49438, 150720.21761), (-18549.02809, 150615.13031), (-18630.00538, 150654.28451), (-18641.97748, 150654.53089), (-18676.69798, 150655.24541), (-18732.89038, 150619.88671), (-18779.56558, 150672.38351), (-18836.56688, 150717.75251), (-18839.92852, 150737.52197), (-18850.44458, 150799.36581)]"
"(-18318.00188, 151137.09191)","(-18736.86298, 151025.51891)",0.732467807894685,False,True,False,5505,1967,8257,1967,4127,"[(-18356.22298, 151109.36171)]"
"(-18318.00188, 151137.09191)","(-18170.89658, 151068.32181)",0.5797547043705035,False,True,False,4357,1555,6535,1555,3267,"[(-18233.44168, 151270.64971), (-18270.08368, 151213.38001), (-18195.22776, 151288.42326), (-18170.40388, 151299.96901), (-18148.67365, 151293.83328)]"
"(-18421.67828, 150899.89761)","(-18408.96258, 150876.72471)",0.026432410425465357,33.3998,False,False,199,71,298,71,149,
"(-18421.67828, 150899.89761)","(-18170.89658, 151068.32181)",0.3445389065365013,False,True,False,2589,925,3884,925,1942,"[(-18387.03978, 150940.21981), (-18326.63738, 150959.26561)]"
"(-18421.67828, 150899.89761)","(-18736.86298, 151025.51891)",0.36873245765892126,False,False,False,2770,990,4157,990,2078,"[(-18450.74658, 150961.30291), (-18506.93828, 150996.76771), (-18646.37478, 151013.67991)]"
"(-18744.19068, 150939.43291)","(-18824.69198, 150844.66351)",0.17530955751088956,False,False,False,1317,471,1975,471,988,"[(-18796.95728, 150932.21341), (-18850.77188, 150884.68041)]"
"(-18744.19068, 150939.43291)","(-18736.86298, 151025.51891)",0.08651103714712279,False,False,False,650,233,976,233,487,"[(-18744.42488, 150956.45901)]"
"(-18744.19068, 150939.43291)","(-18690.70598, 150788.11461)",0.5202253712324822,False,False,False,3909,1396,5863,1396,2932,"[(-18726.07758, 150941.91111), (-18645.75158, 150917.63781), (-18595.66068, 150899.29761), (-18507.56428, 150900.15641), (-18481.08548, 150873.44931), (-18525.71558, 150840.38411)]"
"(-18408.96258, 150876.72471)","(-18690.70598, 150788.11461)",0.4057821952858459,False,False,False,3049,1089,4574,1089,2287,"[(-18401.29098, 150862.74441), (-18395.90398, 150852.92741), (-18380.70378, 150812.97831), (-18431.15658, 150784.07371)]"
"(-18824.69198, 150844.66351)","(-18690.70598, 150788.11461)",0.1612675740209548,False,False,False,1212,432,1818,432,909,"[(-18764.75348, 150781.68571)]"
