"Node1(x,y)","Node2(x,y)"
"(-19313.5669, 148522.3139)","(-19313.2166, 148508.079)"
"(-19313.2166, 148508.079)","(-19356.1579, 148473.6156)"
"(-19356.1579, 148473.6156)","(-19372.0881, 148466.1953)"
"(-19372.0881, 148466.1953)","(-19392.381, 148437.8611)"
"(-19392.381, 148437.8611)","(-19420.1623, 148370.3922)"
"(-19420.1623, 148370.3922)","(-19465.6912, 148332.3113)"
"(-19465.6912, 148332.3113)","(-19511.4612, 148306.2742)"
"(-19511.4612, 148306.2742)","(-19581.6937, 148302.6276)"
"(-19581.6937, 148302.6276)","(-19624.2174, 148268.4329)"
"(-19624.2174, 148268.4329)","(-19658.4801, 148298.0418)"
"(-19658.4801, 148298.0418)","(-19682.4889, 148247.186)"
"(-19682.4889, 148247.186)","(-19732.5048, 148213.5339)"
"(-19732.5048, 148213.5339)","(-19711.692, 148278.2738)"
"(-19711.692, 148278.2738)","(-19751.4694, 148308.6616)"
"(-19751.4694, 148308.6616)","(-19802.2852, 148345.7347)"
"(-19802.2852, 148345.7347)","(-19841.3903, 148400.9882)"
"(-19841.3903, 148400.9882)","(-19889.9002, 148440.045)"
"(-19889.9002, 148440.045)","(-19946.0786, 148461.07)"
"(-19946.0786, 148461.07)","(-19874.306, 148496.0424)"
"(-19874.306, 148496.0424)","(-19822.9459, 148509.7599)"
"(-19822.9459, 148509.7599)","(-19773.8571, 148510.8031)"
"(-19773.8571, 148510.8031)","(-19717.492, 148516.6409)"
"(-19717.492, 148516.6409)","(-19645.2883, 148545.8348)"
"(-19645.2883, 148545.8348)","(-19577.9948, 148562.257)"
"(-19577.9948, 148562.257)","(-19524.8599, 148560.7922)"
"(-19524.8599, 148560.7922)","(-19575.5882, 148517.6767)"
"(-19575.5882, 148517.6767)","(-19620.0934, 148492.4765)"
"(-19620.0934, 148492.4765)","(-19557.9643, 148460.4831)"
"(-19557.9643, 148460.4831)","(-19457.5955, 148494.6596)"
"(-19457.5955, 148494.6596)","(-19418.3499, 148523.057)"
"(-19418.3499, 148523.057)","(-19376.0184, 148565.5537)"
"(-19376.0184, 148565.5537)","(-19313.8664, 148534.4906)"
"(-19313.8664, 148534.4906)","(-19313.5669, 148522.3139)"
"(-19802.2852, 148345.7347)","(-19711.692, 148278.2738)"
"(-19711.692, 148278.2738)","(-19732.5048, 148213.5339)"
