Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-19732.5048, 148213.5339)","(-19682.4889, 148247.186)",62.339,20.1,301144.85,117097.72,451717.28,225858.64,117097.72
"(-19732.5048, 148213.5339)","(-19711.692, 148278.2738)",61.521,20.1,297190.73,115560.19,445786.1,222893.05,115560.19
"(-19313.2166, 148508.079)","(-19372.0881, 148466.1953)",50.014,23.1,241603.32,93945.48,362404.98,181202.49,93945.48
"(-19313.2166, 148508.079)","(-19292.0865, 148405.8099)",117.957,22.8,569821.48,221570.43,854732.23,427366.11,221570.43
"(-19313.2166, 148508.079)","(-19376.0184, 148565.5537)",95.902,21.8,463278.55,180142.08,694917.82,347458.91,180142.08
"(-19524.8599, 148560.7922)","(-19577.9948, 148562.257)",53.155,20.1,256779.25,99846.51,385168.88,192584.44,99846.51
"(-19524.8599, 148560.7922)","(-19575.5882, 148517.6767)",66.576,20.1,321610.34,125055.55,482415.51,241207.76,125055.55
"(-18898.7144, 148357.2796)","(-18980.5427, 148277.0231)",49.249,18.5,237908.39,92508.74,356862.59,178431.3,92508.74
"(-18898.7144, 148357.2796)","(-18891.7218, 148358.5415)",74.395,18.5,359385.26,139744.02,539077.89,269538.94,139744.02
"(-18766.7239, 148522.4569)","(-18899.5857, 148528.0153)",54.012,18.5,260917.75,101455.74,391376.62,195688.31,101455.74
"(-18766.7239, 148522.4569)","(-18794.7419, 148382.6309)",57.456,18.5,277556.79,107925.69,416335.19,208167.59,107925.69
"(-18891.7218, 148358.5415)","(-18804.1247, 148378.2557)",127.079,18.5,613888.09,238705.37,920832.13,460416.07,238705.37
"(-19402.0827, 148122.4415)","(-19312.1028, 148133.103)",14.184,20.1,68519.93,26643.41,102779.89,51389.94,26643.41
"(-19402.0827, 148122.4415)","(-19600.3613, 148101.9385)",31.016,20.1,149830.55,58260.38,224745.82,112372.91,58260.38
"(-19842.3785, 148141.9006)","(-19752.5906, 148091.4459)",64.57,20.1,311922.81,121288.64,467884.21,233942.11,121288.64
"(-19842.3785, 148141.9006)","(-19919.5023, 148161.3203)",53.089,20.1,256459.35,99722.12,384689.03,192344.51,99722.12
"(-18804.1247, 148378.2557)","(-18794.7419, 148382.6309)",51.854,18.5,250493.72,97402.44,375740.58,187870.29,97402.44
"(-19676.3951, 148156.1428)","(-19651.5405, 148213.3128)",3.486,20.1,16840.87,6548.43,25261.3,12630.65,6548.43
"(-19676.3951, 148156.1428)","(-19644.5555, 148102.9613)",4.186,20.1,20223.69,7863.82,30335.53,15167.76,7863.82
"(-19693.2262, 148085.5686)","(-19644.5555, 148102.9613)",87.248,20.1,421474.24,163886.81,632211.36,316105.68,163886.81
"(-19693.2262, 148085.5686)","(-19752.5906, 148091.4459)",76.451,20.1,369315.46,143605.3,553973.19,276986.59,143605.3
"(-19062.2775, 148505.2622)","(-19074.6623, 148483.537)",22.125,18.5,106881.45,41559.98,160322.18,80161.09,41559.98
"(-19062.2775, 148505.2622)","(-19060.8367, 148507.7896)",14.971,18.5,72323.16,28122.27,108484.75,54242.37,28122.27
"(-18980.5427, 148277.0231)","(-18986.6816, 148196.0932)",101.777,19.4,491661.22,191178.45,737491.84,368745.92,191178.45
"(-19418.3499, 148523.057)","(-19376.0184, 148565.5537)",59.983,20.1,289761.83,112671.52,434642.75,217321.37,112671.52
"(-19418.3499, 148523.057)","(-19557.9643, 148460.4831)",154.47,20.1,746206.81,290156.42,1119310.21,559655.11,290156.42
"(-19465.6912, 148332.3113)","(-19372.0881, 148466.1953)",47.541,20.1,229657.13,89300.3,344485.7,172242.85,89300.3
"(-19465.6912, 148332.3113)","(-19624.2174, 148268.4329)",26.255,20.1,126831.4,49317.35,190247.1,95123.55,49317.35
"(-19111.4785, 148359.1493)","(-19116.3356, 148355.589)",0.986,18.5,4764.74,1852.73,7147.11,3573.56,1852.73
"(-19111.4785, 148359.1493)","(-19049.7993, 148404.3601)",1.599,18.5,7722.31,3002.76,11583.47,5791.74,3002.76
"(-18986.6816, 148196.0932)","(-18997.2621, 148148.2731)",60.663,20.1,293047.18,113949.0,439570.77,219785.39,113949.0
"(-19116.3356, 148355.589)","(-19136.712, 148340.6534)",68.478,21.5,330802.01,128629.66,496203.02,248101.51,128629.66
"(-19116.3356, 148355.589)","(-19049.7993, 148404.3601)",50.432,21.5,243623.18,94730.88,365434.76,182717.38,94730.88
"(-19822.9459, 148509.7599)","(-19874.306, 148496.0424)",53.16,20.1,256804.99,99856.52,385207.49,192603.74,99856.52
"(-19822.9459, 148509.7599)","(-19773.8571, 148510.8031)",49.1,20.1,237189.56,92229.22,355784.33,177892.17,92229.22
"(-19682.4889, 148247.186)","(-19658.4801, 148298.0418)",61.984,20.1,299430.2,116430.99,449145.29,224572.65,116430.99
"(-19016.5722, 148468.485)","(-18964.2214, 148468.6923)",72.989,18.5,352592.8,137102.83,528889.19,264444.6,137102.83
"(-19016.5722, 148468.485)","(-19057.0382, 148500.6753)",68.02,18.5,328589.85,127769.48,492884.77,246442.39,127769.48
"(-19577.9948, 148562.257)","(-19645.2883, 148545.8348)",69.268,20.1,334618.48,130113.66,501927.72,250963.86,130113.66
"(-19651.5405, 148213.3128)","(-19624.2174, 148268.4329)",1.745,20.1,8430.52,3278.14,12645.78,6322.89,3278.14
"(-19083.5414, 148577.8715)","(-19076.7814, 148570.1997)",77.648,23.6,375096.3,145853.13,562644.46,281322.23,145853.13
"(-19083.5414, 148577.8715)","(-19140.3595, 148562.8098)",115.771,23.6,559259.92,217463.65,838889.87,419444.94,217463.65
"(-19889.9002, 148440.045)","(-19946.0786, 148461.07)",50.413,19.3,243533.63,94696.06,365300.45,182650.23,94696.06
"(-19889.9002, 148440.045)","(-19802.2852, 148345.7347)",105.927,19.3,511707.51,198973.28,767561.26,383780.63,198973.28
"(-19946.0786, 148461.07)","(-19874.306, 148496.0424)",79.84,20.1,385686.02,149970.86,578529.04,289264.52,149970.86
"(-19946.0786, 148461.07)","(-20013.84, 148415.8648)",78.532,18.5,379369.6,147514.77,569054.4,284527.2,147514.77
"(-19140.3595, 148562.8098)","(-19193.2789, 148480.5708)",84.858,23.2,409927.67,159397.03,614891.51,307445.75,159397.03
"(-19070.2281, 148436.8839)","(-19049.7993, 148404.3601)",2.038,18.5,9844.68,3828.02,14767.02,7383.51,3828.02
"(-19070.2281, 148436.8839)","(-19086.5205, 148462.7355)",3.486,18.5,16841.54,6548.69,25262.31,12631.15,6548.69
"(-19070.2281, 148436.8839)","(-19082.2224, 148455.8928)",90.609,20.1,437711.55,170200.56,656567.32,328283.66,170200.56
"(-19070.2281, 148436.8839)","(-19057.6592, 148416.7866)",60.564,20.1,292569.57,113763.28,438854.35,219427.17,113763.28
"(-19057.0382, 148500.6753)","(-19060.4529, 148506.881)",10.611,18.5,51259.09,19931.68,76888.63,38444.31,19931.68
"(-18963.1015, 148468.7902)","(-18964.2214, 148468.6923)",56.794,18.5,274357.96,106681.85,411536.93,205768.47,106681.85
"(-18963.1015, 148468.7902)","(-18956.5744, 148471.166)",88.242,18.5,426274.76,165753.46,639412.14,319706.07,165753.46
"(-19293.4015, 148179.9191)","(-19312.1028, 148133.103)",3.099,20.1,14968.23,5820.27,22452.34,11226.17,5820.27
"(-19293.4015, 148179.9191)","(-19240.9618, 148203.1329)",86.554,20.1,418123.24,162583.8,627184.85,313592.43,162583.8
"(-20053.6958, 148385.5788)","(-20094.8736, 148356.1785)",104.05,18.5,502640.97,195447.83,753961.45,376980.73,195447.83
"(-20053.6958, 148385.5788)","(-20013.84, 148415.8648)",73.767,18.5,356352.27,138564.67,534528.4,267264.2,138564.67
"(-19060.4529, 148506.881)","(-19060.8367, 148507.7896)",3.486,18.5,16841.38,6548.63,25262.07,12631.03,6548.63
"(-19160.6076, 148124.8625)","(-18997.2621, 148148.2731)",107.741,19.0,520469.02,202380.13,780703.53,390351.76,202380.13
"(-19160.6076, 148124.8625)","(-19312.1028, 148133.103)",42.209,19.0,203900.27,79284.95,305850.41,152925.2,79284.95
"(-19624.2174, 148268.4329)","(-19658.4801, 148298.0418)",51.685,20.1,249677.8,97085.17,374516.7,187258.35,97085.17
"(-19600.3613, 148101.9385)","(-19644.5555, 148102.9613)",3.486,20.1,16840.47,6548.28,25260.71,12630.35,6548.28
"(-20078.6084, 148195.3916)","(-20006.2401, 148170.7428)",97.453,20.1,470769.68,183054.94,706154.52,353077.26,183054.94
"(-20078.6084, 148195.3916)","(-20136.1866, 148224.6159)",50.596,20.1,244418.54,95040.15,366627.8,183313.9,95040.15
"(-19717.492, 148516.6409)","(-19773.8571, 148510.8031)",56.667,20.1,273742.55,106442.56,410613.83,205306.92,106442.56
"(-19717.492, 148516.6409)","(-19645.2883, 148545.8348)",77.882,20.1,376230.56,146294.18,564345.83,282172.92,146294.18
"(-19919.5023, 148161.3203)","(-20006.2401, 148170.7428)",62.549,20.1,302158.51,117491.87,453237.77,226618.89,117491.87
"(-19049.9562, 148404.523)","(-19049.7993, 148404.3601)",55.885,21.5,269965.86,104974.02,404948.79,202474.4,104974.02
"(-19049.9562, 148404.523)","(-19057.6592, 148416.7866)",183.007,20.1,884063.83,343761.0,1326095.74,663047.87,343761.0
"(-19257.334, 148464.8145)","(-19292.0865, 148405.8099)",78.648,23.2,379928.52,147732.1,569892.78,284946.39,147732.1
"(-19257.334, 148464.8145)","(-19193.2789, 148480.5708)",52.074,23.2,251556.26,97815.6,377334.39,188667.19,97815.6
"(-19136.712, 148340.6534)","(-19148.3878, 148328.3733)",25.007,18.5,120804.41,46973.81,181206.61,90603.31,46973.81
"(-19136.712, 148340.6534)","(-19178.7971, 148296.3905)",65.965,21.5,318658.46,123907.74,477987.69,238993.85,123907.74
"(-19711.692, 148278.2738)","(-19751.4694, 148308.6616)",50.057,20.1,241811.06,94026.26,362716.59,181358.3,94026.26
"(-19711.692, 148278.2738)","(-19802.2852, 148345.7347)",112.952,20.1,545642.41,212168.59,818463.62,409231.81,212168.59
"(-19074.6623, 148483.537)","(-19086.5205, 148462.7355)",1.745,18.5,8430.16,3278.0,12645.24,6322.62,3278.0
"(-19060.8367, 148507.7896)","(-19084.5198, 148466.245)",0.226,20.1,1092.58,424.84,1638.88,819.44,424.84
"(-18899.5857, 148528.0153)","(-18950.782, 148475.9946)",54.584,18.5,263683.49,102531.17,395525.23,197762.61,102531.17
"(-19802.2852, 148345.7347)","(-19751.4694, 148308.6616)",62.902,20.1,303864.16,118155.1,455796.24,227898.12,118155.1
"(-20185.8006, 148321.1173)","(-20176.397, 148259.2793)",81.456,20.1,393495.17,153007.38,590242.76,295121.38,153007.38
"(-20185.8006, 148321.1173)","(-20094.8736, 148356.1785)",61.021,18.5,294775.82,114621.17,442163.72,221081.86,114621.17
"(-19178.7971, 148296.3905)","(-19212.0047, 148242.138)",54.303,21.5,262324.78,102002.85,393487.17,196743.59,102002.85
"(-19178.7971, 148296.3905)","(-19148.3878, 148328.3733)",23.944,18.5,115668.04,44976.57,173502.06,86751.03,44976.57
"(-19086.5205, 148462.7355)","(-19084.5198, 148466.245)",82.497,20.1,398521.25,154961.73,597781.87,298890.94,154961.73
"(-19086.5205, 148462.7355)","(-19082.2224, 148455.8928)",61.077,20.1,295046.5,114726.42,442569.76,221284.88,114726.42
"(-18956.5744, 148471.166)","(-18950.782, 148475.9946)",102.177,18.5,493592.86,191929.55,740389.29,370194.64,191929.55
"(-19076.7814, 148570.1997)","(-19061.7177, 148555.2448)",72.095,23.6,348274.22,135423.59,522411.34,261205.67,135423.59
"(-20136.1866, 148224.6159)","(-20176.397, 148259.2793)",50.057,20.1,241814.28,94027.51,362721.42,181360.71,94027.51
"(-19212.0047, 148242.138)","(-19240.9618, 148203.1329)",53.225,21.5,257115.01,99977.07,385672.52,192836.26,99977.07
"(-19061.4134, 148510.0581)","(-19061.7172, 148513.5309)",85.375,23.6,412423.72,160367.59,618635.57,309317.79,160367.59
"(-19061.7177, 148555.2448)","(-19061.7172, 148513.5309)",58.292,23.6,281594.3,109495.64,422391.45,211195.73,109495.64
"(-19557.9643, 148460.4831)","(-19620.0934, 148492.4765)",69.883,20.1,337586.65,131267.81,506379.98,253189.99,131267.81
"(-19575.5882, 148517.6767)","(-19620.0934, 148492.4765)",51.145,20.1,247066.74,96069.88,370600.11,185300.06,96069.88
