"Node1(x,y)","Node2(x,y)",edgelength,slope
"(-12764.3461, 143685.4354)","(-12841.2013, 143667.1238)",79.00655961120883,32.126
"(-12841.2013, 143667.1238)","(-12985.0996, 143651.7897)",144.71301035394129,32.126
"(-12985.0996, 143651.7897)","(-13031.2995, 143646.8836)",46.45966613332359,32.126
"(-13031.2995, 143646.8836)","(-13008.5939, 143804.2724)",159.01817077552988,26.71875
"(-13008.5939, 143804.2724)","(-12964.8584, 143787.6028)",46.80458871104257,28.936999999999998
"(-12964.8584, 143787.6028)","(-12908.4018, 143818.325)",64.27442147854055,28.936999999999998
"(-12908.4018, 143818.325)","(-12832.8821, 143843.6738)",79.66044658127845,28.936999999999998
"(-12832.8821, 143843.6738)","(-12771.5033, 143834.3973)",62.07584507430926,28.936999999999998
"(-12771.5033, 143834.3973)","(-12705.3514, 143820.9902)",67.49684588201438,28.936999999999998
"(-12705.3514, 143820.9902)","(-12641.2567, 143839.2137)",66.63502472678833,28.936999999999998
"(-12641.2567, 143839.2137)","(-12665.0873, 143772.8075)",70.55268169814421,28.936999999999998
"(-12665.0873, 143772.8075)","(-12741.8075, 143723.5805)",91.15528847542915,28.936999999999998
"(-12741.8075, 143723.5805)","(-12764.3461, 143685.4354)",44.30617500949249,28.936999999999998
"(-14904.2892, 145577.0358)","(-14823.7102, 145540.6148)",88.42773593166405,13.30445
"(-14823.7102, 145540.6148)","(-14755.7599, 145485.8706)",87.25921558054347,13.30445
"(-14755.7599, 145485.8706)","(-14743.9842, 145432.3617)",54.78931912059576,10.2473
"(-14743.9842, 145432.3617)","(-14798.6151, 145380.0114)",75.66431883590913,10.2473
"(-14798.6151, 145380.0114)","(-14845.0209, 145300.891)",91.72532894352321,10.2473
"(-14845.0209, 145300.891)","(-14895.2858, 145266.6503)",60.81928730673896,10.2473
"(-14895.2858, 145266.6503)","(-15021.4492, 145239.9344)",128.961012761107,10.2473
"(-15021.4492, 145239.9344)","(-15079.7426, 145218.9281)",61.962772075258215,10.2473
"(-15079.7426, 145218.9281)","(-15154.9198, 145188.4129)",81.13438747460702,10.2473
"(-15154.9198, 145188.4129)","(-15233.2201, 145187.0072)",78.31291702254572,10.2473
"(-15233.2201, 145187.0072)","(-15201.9672, 145129.1525)",65.75644508715207,10.2473
"(-15201.9672, 145129.1525)","(-15271.5941, 145102.0159)",74.72817583194471,10.2473
"(-15271.5941, 145102.0159)","(-15309.5434, 145126.733)",45.28889933416862,10.2473
"(-15309.5434, 145126.733)","(-15331.4138, 145187.8215)",64.88543155753818,10.2473
"(-15331.4138, 145187.8215)","(-15384.5015, 145208.1582)",56.849672454470564,10.2473
"(-15384.5015, 145208.1582)","(-15392.2306, 145119.345)",89.1488837902682,10.2473
"(-15392.2306, 145119.345)","(-15435.4598, 145146.2284)",50.9065902236589,14.300699999999999
"(-15435.4598, 145146.2284)","(-15458.039, 145182.4776)",42.70626152312411,14.300699999999999
"(-15458.039, 145182.4776)","(-15512.0929, 145153.2849)",61.433198179003476,14.300699999999999
"(-15512.0929, 145153.2849)","(-15551.0855, 145071.977)",90.17426161143526,14.300699999999999
"(-15551.0855, 145071.977)","(-15613.3563, 145149.2813)",99.26533801447668,14.300699999999999
"(-15613.3563, 145149.2813)","(-15610.4888, 145205.9944)",56.7855462935708,14.300699999999999
"(-15610.4888, 145205.9944)","(-15580.5845, 145255.2233)",57.59992841750342,14.300699999999999
"(-15580.5845, 145255.2233)","(-15530.0903, 145282.9631)",57.61215789812995,14.300699999999999
"(-15530.0903, 145282.9631)","(-15448.0454, 145284.8346)",82.06624231838485,10.2473
"(-15448.0454, 145284.8346)","(-15423.9614, 145286.9142)",24.17361768871231,10.2473
"(-15423.9614, 145286.9142)","(-15383.3135, 145318.5196)",51.48934922457283,10.2473
"(-15383.3135, 145318.5196)","(-15356.8551, 145308.9945)",28.120712305522325,10.2473
"(-15356.8551, 145308.9945)","(-15342.1196, 145287.8046)",25.809820267873185,10.2473
"(-15342.1196, 145287.8046)","(-15313.5761, 145287.4411)",28.545814483037468,10.2473
"(-15313.5761, 145287.4411)","(-15283.83, 145315.3446)",40.78523970091201,10.2473
"(-15283.83, 145315.3446)","(-15268.2643, 145355.6269)",43.1851213935923,10.2473
"(-15268.2643, 145355.6269)","(-15258.1492, 145363.2072)",12.640260918985808,18.40935
"(-15258.1492, 145363.2072)","(-15238.2513, 145420.255)",60.41835738622848,18.40935
"(-15238.2513, 145420.255)","(-15237.6734, 145421.9121)",1.7549782961453266,18.40935
"(-15237.6734, 145421.9121)","(-15232.5698, 145435.577)",14.586851098509804,10.2473
"(-15232.5698, 145435.577)","(-15231.6694, 145437.9877)",2.5733625181917814,18.40935
"(-15231.6694, 145437.9877)","(-15228.8935, 145445.42)",7.933769854251207,18.40935
