UG,species,Presc,period,Vremovido(ton),Rait
1287,Ec,3,3,0.0,25.494
1287,Ec,3,4,262.03770000000003,25.494
1287,Ec,3,5,594.8647425,25.494
1287,Pb,503,1,0.0,8.4869
1287,Pb,503,2,0.0,13.579
1287,Pb,503,3,73.32666,17.8225
1287,Pb,503,4,184.84428,22.9146
1287,Pb,503,5,1417.1396399999999,18.6711
1288,Ec,34700,1,408.49785,47.4653
1288,Sb,34700,1,0.0,15.8218
1288,Sb,34700,2,0.0,79.1088
1288,Sb,34700,3,0.0,79.1088
1288,Sb,34700,4,363.1329,79.1088
1288,Sb,34700,5,564.290688,79.1088
1289,Ec,36,1,164.47995,28.8854
1289,Ec,36,2,656.9198550000001,29.626
1289,Ec,36,3,603.426375,28.8854
1289,Ec,36,4,523.9360800000001,28.1447
1289,Ec,36,5,0.0,29.626
1289,Pb,502,1,0.0,22.2964
1289,Pb,502,2,617.61126,21.0577
1289,Pb,502,3,0.0,19.8191
1289,Pb,502,4,106.27968,28.4899
1289,Pb,502,5,287.62404,30.9673
129,Ec,1700,1,1702.0097325,36.2889
129,Sb,1700,1,0.0,11.7061
129,Sb,1700,2,0.0,53.8481
129,Sb,1700,3,0.0,58.5305
129,Sb,1700,4,91.76419200000001,58.5305
129,Sb,1700,5,548.302482,58.5305
1290,Ec,19700,1,667.1118150000001,28.2997
1290,Sb,19700,1,0.0,13.0614
1290,Sb,19700,2,0.0,42.4496
1290,Sb,19700,3,0.0,43.5381
1290,Sb,19700,4,199.85277,43.5381
1290,Sb,19700,5,310.56129000000004,43.5381
1291,Ec,36,1,1162.0834425,63.0625
1291,Ec,36,2,1682.46693,63.0625
1291,Ec,36,3,1551.572955,59.9093
1291,Ec,36,4,0.0,59.9093
1291,Ec,36,5,1355.7640275,63.0625
1292,Ec,1700,1,308.8584675,25.1517
1292,Sb,1700,1,0.0,11.6085
1292,Sb,1700,2,0.0,37.7276
1292,Sb,1700,3,0.0,39.6623
1292,Sb,1700,4,177.621522,48.3687
1292,Sb,1700,5,276.01516799999996,48.3687
1293,Ec,35700,1,473.6348775,10.8353
1293,Sb,35700,1,0.0,97.5174
1293,Sb,35700,2,0.0,108.3526
1293,Sb,35700,3,0.0,108.3526
1293,Sb,35700,4,397.896876,108.3526
1293,Sb,35700,5,1330.943172,108.3526
1294,Ec,19700,1,408.09676500000006,23.5455
1294,Sb,19700,1,0.0,6.8358
1294,Sb,19700,2,0.0,29.6218
1294,Sb,19700,3,0.0,35.698
1294,Sb,19700,4,139.45924200000002,37.9766
1294,Sb,19700,5,216.71278200000003,37.9766
1295,Ec,34700,1,835.35003,16.3204
1295,Sb,34700,1,0.0,24.4805
1295,Sb,34700,2,0.0,39.7809
1295,Sb,34700,3,0.0,40.8009
1295,Sb,34700,4,187.288296,40.8009
1295,Sb,34700,5,291.03679800000003,40.8009
1296,Ec,34700,1,663.1881075,13.0052
1296,Sb,34700,1,0.0,18.6949
1296,Sb,34700,2,0.0,28.4488
1296,Sb,34700,3,0.0,32.5129
1296,Sb,34700,4,149.24418599999998,32.5129
1296,Sb,34700,5,231.918102,32.5129
1297,Ec,1700,1,515.57445,28.4021
1297,Sb,1700,1,0.0,15.2154
1297,Sb,1700,2,0.0,46.6606
1297,Sb,1700,3,0.0,50.7181
1297,Sb,1700,4,186.248868,50.7181
1297,Sb,1700,5,289.421574,50.7181
1297,Pb,500602,1,0.0,10.8918
1297,Pb,500602,2,0.0,16.3377
1297,Pb,500602,3,187.55646000000002,21.7836
1297,Pb,500602,4,1299.8250600000001,6.5351
1297,Qr,500602,4,0.0,38.1212
1297,Qr,500602,5,0.0,54.4589
1299,Ct,34318,1,0.0,5.0013
1299,Ec,34318,1,928.73547,16.1152
1299,Ct,34318,2,0.0,23.8949
1299,Ct,34318,3,14.303640000000001,27.7848
1299,Ct,34318,4,415.23861600000004,27.7848
1299,Ct,34318,5,644.963514,27.7848
13,Pb,500700,1,55.255739999999996,23.0232
13,Pb,500700,2,272.33196,30.6976
13,Pb,500700,3,1807.65294,32.8903
13,Sb,500700,3,0.0,5.4817
13,Sb,500700,4,0.0,54.8172
13,Sb,500700,5,0.0,54.8172
130,Pb,500700,1,0.0,6.4432
130,Pb,500700,2,54.122640000000004,7.2486
130,Pb,500700,3,422.67216,6.4432
130,Sb,500700,3,0.0,1.3423
130,Sb,500700,4,0.0,6.4432
130,Sb,500700,5,0.0,9.1278
1301,Ec,1700,1,132.60510000000002,19.9474
1301,Sb,1700,1,0.0,4.8357
1301,Sb,1700,2,0.0,21.1564
1301,Sb,1700,3,0.0,27.8055
1301,Sb,1700,4,110.987526,30.2234
1301,Sb,1700,5,172.469154,30.2234
1303,Ec,34700,1,845.8312275000001,29.611
1303,Sb,34700,1,0.0,10.7676
1303,Sb,34700,2,0.0,53.8382
1303,Sb,34700,3,0.0,53.8382
1303,Sb,34700,4,247.133328,53.8382
1303,Sb,34700,5,384.033,53.8382
1304,Ec,43700,1,1948.5917550000001,24.3355
1304,Sb,43700,1,0.0,97.3421
1304,Sb,43700,2,0.0,121.6777
1304,Sb,43700,3,0.0,121.6777
1304,Sb,43700,4,558.537018,121.6777
1304,Sb,43700,5,867.938994,121.6777
1306,Ct,34319,1,0.0,2.7874
1306,Ec,34319,1,748.0698975,6.5493
1306,Ct,34319,2,0.0,15.2746
1306,Ct,34319,3,11.521146,15.6906
1306,Ct,34319,4,334.46283,16.6521
1306,Ct,34319,5,519.4996560000001,17.431
131,Pb,500700,1,0.0,21.662
131,Pb,500700,2,207.30522,27.0775
131,Pb,500700,3,1783.8645599999998,25.9944
131,Sb,500700,3,0.0,8.6648
131,Sb,500700,4,0.0,43.324
131,Sb,500700,5,0.0,43.324
1311,Qr,601,1,0.0,22.6733
1311,Qr,601,2,0.0,22.6733
1311,Qr,601,3,0.8843639999999999,24.1849
1311,Qr,601,4,2.462538,24.6888
1311,Qr,601,5,109.14664800000001,25.1926
1312,Ec,1602,1,1759.8001275000001,36.7867
1312,Qr,1602,1,0.0,11.8667
1312,Qr,1602,2,0.0,59.3334
1312,Qr,1602,3,0.0,59.3334
1312,Qr,1602,4,3.8812800000000003,59.3334
1312,Qr,1602,5,10.8849,55.7734
1314,Ec,21,1,104.74218,13.6812
1314,Ec,21,2,0.0,13.6812
1314,Ec,21,3,93.0771675,14.4013
1314,Ec,21,4,174.0033225,13.6812
1314,Ec,21,5,154.80463500000002,14.0412
1315,Ec,28700,1,255.14514,7.3397
1315,Sb,28700,1,0.0,29.3587
1315,Sb,28700,2,0.0,34.8634
1315,Sb,28700,3,0.0,36.6983
1315,Sb,28700,4,168.456366,36.6983
1315,Sb,28700,5,261.772836,36.6983
1318,Pb,503,1,0.0,5.6528
1318,Pb,503,2,0.0,5.6528
1318,Pb,503,3,0.0,5.6528
1318,Pb,503,4,0.0,5.6528
1318,Pb,503,5,404.96304,5.6528
1319,Ec,19602,1,437.5728675,30.4786
1319,Qr,19602,1,0.0,9.378
1319,Qr,19602,2,0.0,46.8901
1319,Qr,19602,3,0.0,46.8901
1319,Qr,19602,4,1.156272,46.8901
1319,Qr,19602,5,2.707614,44.5456
132,Pb,500700,1,0.0,13.254
132,Pb,500700,2,121.3788,18.8346
132,Pb,500700,3,841.6990199999999,20.9274
132,Sb,500700,4,0.0,26.508
132,Sb,500700,5,0.0,27.2056
1320,Ct,34311,1,0.0,2.5689
1320,Ec,34311,1,384.10105500000003,8.4814
1320,Ct,34311,2,0.0,13.7446
1320,Ct,34311,3,0.0,14.419
1320,Ct,34311,4,170.190852,15.0194
1320,Ct,34311,5,259.154298,15.6975
1320,Pb,503,1,0.0,2.8183
1320,Pb,503,2,0.0,3.9788
1320,Pb,503,3,0.0,4.9736
1320,Pb,503,4,80.3727,3.1499
1320,Pb,503,5,0.0,2.8183
1321,Sb,700,1,0.0,11.0587
1321,Sb,700,2,0.0,13.5162
1321,Sb,700,3,75.204012,16.3832
1321,Sb,700,4,116.86334400000001,16.3832
1321,Sb,700,5,134.689932,16.3832
1322,Ec,19700,1,72.07272,5.1665
1322,Sb,19700,1,0.0,0.7654
1322,Sb,19700,2,0.0,3.4443
1322,Sb,19700,3,0.0,5.9319
1322,Sb,19700,4,35.134554,7.6541
1322,Sb,19700,5,54.597348000000004,7.6541
1323,Ec,19700,1,722.4230025,10.3741
1323,Sb,19700,1,0.0,2.5935
1323,Sb,19700,2,0.0,11.2386
1323,Sb,19700,3,0.0,14.2643
1323,Sb,19700,4,79.36671600000001,17.2901
1323,Sb,19700,5,123.33188399999999,17.2901
1324,Ec,19700,1,1890.9168525,26.1278
1324,Sb,19700,1,0.0,9.0879
1324,Sb,19700,2,0.0,44.3037
1324,Sb,19700,3,0.0,45.4397
1324,Sb,19700,4,208.58190599999998,45.4397
1324,Sb,19700,5,324.126036,45.4397
1326,Ec,3700,1,54.2596725,2.1836
1326,Sb,3700,2,0.0,0.6824
1326,Sb,3700,3,0.0,1.3193
1326,Sb,3700,4,8.352942,2.2746
1326,Sb,3700,5,12.97998,2.2746
1326,Pb,503700,1,0.0,1.8062
1326,Pb,503700,2,5.92434,2.7695
1326,Pb,503700,3,32.80062,3.6124
1326,Pb,503700,4,40.4589,4.4553
1326,Pb,503700,5,294.9165,3.8532
1326,Sb,503700,5,0.0,0.3612
1328,Ec,1700,1,50.01345,6.1352
1328,Sb,1700,1,0.0,2.5956
1328,Sb,1700,2,0.0,5.1913
1328,Sb,1700,3,0.0,10.6186
1328,Sb,1700,4,43.326582,11.7984
1328,Sb,1700,5,67.327338,11.7984
1328,Pb,503700,1,0.0,5.5301
1328,Pb,503700,2,0.0,6.9127
1328,Pb,503700,3,29.447999999999997,9.6777
1328,Pb,503700,4,71.75358,10.7146
1328,Pb,503700,5,586.88616,10.0234
1328,Sb,503700,5,0.0,2.0738
1329,Ec,34700,1,191.26827000000003,8.0704
1329,Sb,34700,1,0.0,1.7934
1329,Sb,34700,2,0.0,7.4726
1329,Sb,34700,3,0.0,10.7605
1329,Sb,34700,4,54.882282000000004,11.9561
1329,Sb,34700,5,85.284342,11.9561
133,Pb,500700,1,0.0,1.347
133,Pb,500700,2,12.46368,1.9142
133,Pb,500700,3,85.842,2.1269
133,Sb,500700,4,0.0,1.0635
133,Sb,500700,5,0.0,1.6306
1330,Ec,19700,1,416.48816250000004,6.9607
1330,Sb,19700,1,0.0,1.243
1330,Sb,19700,2,0.0,4.4748
1330,Sb,19700,3,0.0,8.2037
1330,Sb,19700,4,45.645522,9.9439
1330,Sb,19700,5,70.93086,9.9439
1331,Ec,34700,1,146.0936925,5.7379
1331,Sb,34700,1,0.0,1.1476
1331,Sb,34700,2,0.0,4.5904
1331,Sb,34700,3,0.0,7.5741
1331,Sb,34700,4,42.142152,9.1807
1331,Sb,34700,5,65.48685,9.1807
1333,Ec,34700,1,429.968925,21.0636
1333,Sb,34700,1,0.0,5.8106
1333,Sb,34700,2,0.0,26.1479
1333,Sb,34700,3,0.0,29.0532
1333,Sb,34700,4,133.36284,29.0532
1333,Sb,34700,5,207.239214,29.0532
1335,Pb,500700,1,0.0,29.944
1335,Pb,500700,2,0.0,39.9253
1335,Pb,500700,3,1188.77556,4.9907
1335,Sb,500700,3,0.0,59.8879
1335,Sb,500700,4,0.0,66.5422
1335,Sb,500700,5,0.0,66.5422
1337,Ec,19700,1,5.134185,1.4151
1337,Sb,19700,1,0.0,2.4764
1337,Sb,19700,2,0.0,3.8915
1337,Sb,19700,3,0.0,7.0755
1337,Sb,19700,4,32.47881,7.0755
1337,Sb,19700,5,50.470445999999995,7.0755
1337,Pb,503,1,0.0,1.0175
1337,Pb,503,2,0.0,1.2082
1337,Pb,503,3,7.78356,1.2718
1337,Pb,503,4,0.0,0.8267
1337,Pb,503,5,0.0,1.0811
1338,Ec,19700,1,2917.9687049999998,47.2737
1338,Sb,19700,1,0.0,17.5088
1338,Sb,19700,2,0.0,87.5439
1338,Sb,19700,3,0.0,87.5439
1338,Sb,19700,4,321.48214800000005,87.5439
1338,Sb,19700,5,499.56738,87.5439
1339,Ec,19700,1,423.06468750000005,46.8682
1339,Sb,19700,1,0.0,42.6075
1339,Sb,19700,2,0.0,106.5187
1339,Sb,19700,3,0.0,106.5187
1339,Sb,19700,4,391.162278,106.5187
1339,Sb,19700,5,607.846824,106.5187
134,Pb,500603,1,0.0,15.5355
134,Pb,500603,2,91.97034,19.6783
134,Pb,500603,3,1047.09444,22.7854
134,Qr,500603,4,0.0,51.7851
134,Qr,500603,5,0.0,51.7851
1340,Ct,19318,1,0.0,1.2781
1340,Ec,19318,1,337.4723925,3.0042
1340,Ct,19318,2,0.0,7.0039
1340,Ct,19318,3,5.282784,7.1946
1340,Ct,19318,4,153.36180600000003,7.6355
1340,Ct,19318,5,238.20708600000003,7.9927
1341,Ec,19700,1,158.4549675,23.0145
1341,Sb,19700,1,0.0,6.1372
1341,Sb,19700,2,0.0,27.6174
1341,Sb,19700,3,0.0,30.686
1341,Sb,19700,4,140.858094,30.686
1341,Sb,19700,5,218.886486,30.686
1343,Ec,19700,1,175.3803225,15.8965
1343,Sb,19700,1,0.0,10.5977
1343,Sb,19700,2,0.0,26.4942
1343,Sb,19700,3,0.0,34.4425
1343,Sb,19700,4,162.155214,35.3256
1343,Sb,19700,5,251.98126200000002,35.3256
1344,Ec,19700,1,61.060365000000004,6.385
1344,Sb,19700,1,0.0,3.3445
1344,Sb,19700,2,0.0,6.0809
1344,Sb,19700,3,0.0,12.4659
1344,Sb,19700,4,55.826628,15.2023
1344,Sb,19700,5,86.751834,15.2023
1348,Ec,30600,1,452.999385,4.698
1348,Qr,30600,1,0.0,42.2823
1348,Qr,30600,2,0.0,46.9804
1348,Qr,30600,3,0.926796,46.0408
1348,Qr,30600,4,0.0,42.2823
1348,Qr,30600,5,63.628734,46.9804
135,Sb,700,1,0.0,24.6624
135,Sb,700,2,0.0,26.5595
135,Sb,700,3,219.446058,31.6185
135,Sb,700,4,129.23102400000002,31.6185
135,Sb,700,5,201.19592999999998,31.6185
1351,Ec,3,1,30.137062500000003,2.9972
1351,Ec,3,2,51.205095,3.1005
1351,Ec,3,3,0.0,3.1005
1351,Ec,3,4,46.1822175,3.1005
1351,Ec,3,5,105.2703675,3.1005
1351,Pb,503,1,0.0,2.4221
1351,Pb,503,2,0.0,3.179
1351,Pb,503,3,13.170300000000001,3.4818
1351,Pb,503,4,33.51612,4.2387
1351,Pb,503,5,251.41626,3.3304
1353,Ec,3,1,103.80406500000002,13.8193
1353,Ec,3,2,177.94984499999998,13.8193
1353,Ec,3,3,0.0,14.1736
1353,Ec,3,4,160.250535,14.1736
1353,Ec,3,5,363.79253250000005,13.4649
1353,Pb,503,1,0.0,7.7853
1353,Pb,503,2,0.0,9.8614
1353,Pb,503,3,44.84328,11.4184
1353,Pb,503,4,115.22237999999999,13.4945
1353,Pb,503,5,845.1715800000001,10.8994
1354,Ec,19503,1,273.4605225,3.5127
1354,Pb,19503,1,0.0,7.6108
1354,Pb,19503,2,0.0,10.538
1354,Pb,19503,3,80.08865999999999,11.7089
1354,Pb,19503,4,131.37348,11.7089
1354,Pb,19503,5,0.0,13.4652
1355,Ec,19700,1,447.81808500000005,8.6285
1355,Sb,19700,1,0.0,34.5139
1355,Sb,19700,2,0.0,45.0598
1355,Sb,19700,3,0.0,47.936
1355,Sb,19700,4,176.032506,47.936
1355,Sb,19700,5,273.545766,47.936
1357,Ec,21,1,718.8779025000001,53.7203
1357,Ec,21,2,735.19542,53.7203
1357,Ec,21,3,1098.7137675,53.7203
1357,Ec,21,4,1004.4346950000001,53.7203
1357,Ec,21,5,0.0,53.7203
1358,Ec,34502,1,620.2470375,14.0526
1358,Pb,34502,1,0.0,5.4649
1358,Pb,34502,2,0.0,14.0526
1358,Pb,34502,3,0.0,16.3947
1358,Pb,34502,4,159.26291999999998,19.5175
1358,Pb,34502,5,263.72064,21.8596
1359,Ec,34700,1,644.76351,19.797
1359,Sb,34700,1,0.0,79.188
1359,Sb,34700,2,0.0,98.985
1359,Sb,34700,3,0.0,98.985
1359,Sb,34700,4,454.370826,98.985
1359,Sb,34700,5,706.069884,98.985
136,Ec,1503,1,437.6367900000001,37.8205
136,Pb,1503,1,0.0,6.7537
136,Pb,1503,2,0.0,24.3132
136,Pb,1503,3,0.0,37.8205
136,Pb,1503,4,184.77996000000002,40.5219
136,Pb,1503,5,303.10398,48.6263
1360,Ec,19700,1,126.08055,7.0154
1360,Sb,19700,1,0.0,3.2154
1360,Sb,19700,2,0.0,7.0154
1360,Sb,19700,3,0.0,12.277
1360,Sb,19700,4,53.671566000000006,14.6155
1360,Sb,19700,5,83.40306000000001,14.6155
1361,Ec,34700,1,265.811085,24.8712
1361,Sb,34700,1,0.0,16.5808
1361,Sb,34700,2,0.0,41.452
1361,Sb,34700,3,0.0,41.452
1361,Sb,34700,4,253.702956,41.452
1361,Sb,34700,5,394.24187400000005,41.452
1362,Sb,700,1,0.0,15.11
1362,Sb,700,2,0.0,15.11
1362,Sb,700,3,92.479062,20.1466
1362,Sb,700,4,143.70790200000002,20.1466
1362,Sb,700,5,165.62949,20.1466
1363,Ec,1700,1,1075.3294050000002,36.5875
1363,Sb,1700,1,0.0,18.2937
1363,Sb,1700,2,0.0,60.9792
1363,Sb,1700,3,0.0,60.9792
1363,Sb,1700,4,279.912672,60.9792
1363,Sb,1700,5,434.970432,60.9792
1364,Ec,1700,1,1420.8796575,42.3016
1364,Sb,1700,1,0.0,18.1292
1364,Sb,1700,2,0.0,60.4308
1364,Sb,1700,3,0.0,60.4308
1364,Sb,1700,4,369.86079,60.4308
1364,Sb,1700,5,574.7454180000001,60.4308
1366,Ec,34700,1,354.9894525,11.0331
1366,Sb,34700,1,0.0,6.83
1366,Sb,34700,2,0.0,14.1854
1366,Sb,34700,3,0.0,20.49
1366,Sb,34700,4,96.46696800000001,21.0154
1366,Sb,34700,5,149.904924,21.0154
1369,Ec,34700,1,204.4614825,6.9192
1369,Sb,34700,1,0.0,3.0752
1369,Sb,34700,2,0.0,6.4066
1369,Sb,34700,3,0.0,11.7882
1369,Sb,34700,4,47.053422000000005,12.8133
1369,Sb,34700,5,73.118682,12.8133
1370,Pb,500700,1,0.0,24.7172
1370,Pb,500700,2,852.7441799999999,2.6018
1370,Sb,500700,2,0.0,22.7659
1370,Sb,500700,3,0.0,28.6199
1370,Sb,500700,4,0.0,32.5227
1370,Sb,500700,5,119.43102600000002,32.5227
1371,Ec,34700,1,53.937562500000006,7.7959
1371,Sb,34700,1,0.0,3.6195
1371,Sb,34700,2,0.0,7.5174
1371,Sb,34700,3,0.0,12.8075
1371,Sb,34700,4,51.121902,13.9212
1371,Sb,34700,5,79.440894,13.9212
1376,Ec,46700,1,155.79398250000003,1.9601
1376,Sb,46700,1,0.0,3.1852
1376,Sb,46700,2,0.0,5.1454
1376,Sb,46700,3,0.0,9.8007
1376,Sb,46700,4,44.988060000000004,9.8007
1376,Sb,46700,5,69.909216,9.8007
1377,Ec,1700,1,74.131335,6.2388
1377,Sb,1700,1,0.0,3.2679
1377,Sb,1700,2,0.0,6.833
1377,Sb,1700,3,0.0,10.6951
1377,Sb,1700,4,54.54836400000001,11.8834
1377,Sb,1700,5,84.765486,11.8834
1378,Sb,700,1,0.0,3.4193
1378,Sb,700,2,0.0,5.833
1378,Sb,700,3,36.931284,8.0455
1378,Sb,700,4,57.389436,8.0455
1378,Sb,700,5,66.143688,8.0455
138,Ec,1700,1,1240.197075,35.7457
138,Sb,1700,1,0.0,35.7457
138,Sb,1700,2,0.0,71.4914
138,Sb,1700,3,0.0,71.4914
138,Sb,1700,4,496.18179,71.4914
138,Sb,1700,5,292.199622,71.4914
1381,Ec,48601,1,50.271300000000004,1.761
1381,Qr,48601,1,0.0,14.0881
1381,Qr,48601,2,0.0,13.6478
1381,Qr,48601,3,0.434226,13.2076
1381,Qr,48601,4,1.0168860000000002,11.0063
1381,Qr,48601,5,0.0,11.4466
1381,Pb,500700,1,66.66726,5.5393
1381,Sb,500700,1,0.0,2.6067
1381,Sb,500700,2,0.0,6.8427
1381,Sb,500700,3,0.0,11.7303
1381,Sb,500700,4,59.828496,13.0337
1381,Sb,500700,5,92.97054,13.0337
1383,Ec,1600,1,257.0307525,2.7541
1383,Qr,1600,1,0.0,24.7873
1383,Qr,1600,2,0.0,25.3381
1383,Qr,1600,3,0.9668100000000001,23.1348
1383,Qr,1600,4,0.0,19.8298
1383,Qr,1600,5,68.33424000000001,26.9906
1383,Pb,503,1,0.0,3.683
1383,Pb,503,2,0.0,4.2723
1383,Pb,503,3,0.0,5.3035
1383,Pb,503,4,71.42088,3.683
1383,Pb,503,5,0.0,3.241
1385,Ct,34314,1,0.0,2.6065
1385,Ec,34314,1,56.752785,0.6224
1385,Ct,34314,2,1.73901,3.3777
1385,Ct,34314,3,53.987778000000006,3.5903
1385,Ct,34314,4,85.596264,3.7515
1385,Ct,34314,5,0.0,3.933
1385,Pb,503,1,0.0,0.4634
1385,Pb,503,2,0.0,0.4634
1385,Pb,503,3,6.2089799999999995,0.6178
1385,Pb,503,4,0.0,0.9653
1385,Pb,503,5,54.65292,0.5406
1386,Ec,35601,1,143.444115,2.0578
1386,Qr,35601,1,0.0,5.659
1386,Qr,35601,2,0.0,6.4307
1386,Qr,35601,3,0.451464,6.1735
1386,Qr,35601,4,1.257204,5.9162
1386,Qr,35601,5,0.0,7.2024
1386,Pb,503,1,0.0,1.0319
1386,Pb,503,2,0.0,1.2383
1386,Pb,503,3,0.0,1.8575
1386,Pb,503,4,33.3525,1.1007
1386,Pb,503,5,0.0,1.0319
1387,Ec,34602,1,171.66114000000002,1.484
1387,Qr,34602,1,0.0,11.5007
1387,Qr,34602,2,0.0,11.5007
1387,Qr,34602,3,0.6511440000000001,10.7587
1387,Qr,34602,4,1.8131880000000002,9.2747
1387,Qr,34602,5,3.737136,10.3877
1387,Pb,503,1,0.0,1.0914
1387,Pb,503,2,0.0,1.5876
1387,Pb,503,3,0.0,2.0837
1387,Pb,503,4,48.1029,1.2899
1387,Pb,503,5,0.0,1.3891
1388,Ct,34302,1,0.0,3.7461
1388,Ec,34302,1,40.969395000000006,0.871
1388,Ct,34302,2,0.0,4.9457
1388,Ct,34302,3,0.0,5.1916
1388,Ct,34302,4,0.0,5.424
1388,Ct,34302,5,0.0,5.6511
1388,Pb,503,1,0.0,0.8088
1388,Pb,503,2,0.0,0.9243
1388,Pb,503,3,0.0,1.2132
1388,Pb,503,4,28.0065,0.751
1388,Pb,503,5,0.0,0.8088
1394,Ec,19700,1,51.41157750000001,1.154
1394,Sb,19700,1,0.0,1.731
1394,Sb,19700,2,0.0,2.4523
1394,Sb,19700,3,0.0,5.6258
1394,Sb,19700,4,26.48646,5.7701
1394,Sb,19700,5,41.158728,5.7701
1394,Pb,500700,1,21.844079999999998,1.0676
1394,Sb,500700,1,0.0,0.4271
1394,Sb,500700,2,0.0,1.2812
1394,Sb,500700,3,0.0,2.7759
1394,Sb,500700,4,19.603350000000002,4.2706
1394,Sb,500700,5,30.462588,4.2706
1395,Ct,19311,1,0.0,3.3523
1395,Ec,19311,1,232.14606750000002,4.3326
1395,Ct,19311,2,0.0,8.9087
1395,Ct,19311,3,0.0,9.3314
1395,Ct,19311,4,109.163808,9.7193
1395,Ct,19311,5,166.22673600000002,10.1657
1395,Pb,503,1,0.0,1.8077
1395,Pb,503,2,0.0,2.6584
1395,Pb,503,3,0.0,3.1901
1395,Pb,503,4,51.552659999999996,1.9141
1395,Pb,503,5,0.0,1.8077
1399,Pb,503,1,0.0,6.2222
1399,Pb,503,2,0.0,6.2222
1399,Pb,503,3,554.7672,6.2222
1399,Pb,503,4,0.0,6.2222
1399,Pb,503,5,107.89211999999999,6.8444
14,Ec,1700,1,475.4079675,22.6532
14,Sb,1700,1,0.0,16.475
14,Sb,1700,2,0.0,41.1876
14,Sb,1700,3,0.0,49.4251
14,Sb,1700,4,80.717442,51.4845
14,Sb,1700,5,482.29661999999996,51.4845
140,Ct,1318,1,0.0,20.8349
140,Ec,1318,1,852.815115,20.8349
140,Ct,1318,2,21.451638,41.6698
140,Ct,1318,3,622.747554,41.6698
140,Ct,1318,4,967.2738660000001,41.6698
140,Ct,1318,5,0.0,41.6698
1402,Ec,19700,1,159.35724000000002,2.0352
1402,Sb,19700,1,0.0,4.5792
1402,Sb,19700,2,0.0,6.36
1402,Sb,19700,3,0.0,10.1761
1402,Sb,19700,4,46.71123600000001,10.1761
1402,Sb,19700,5,72.58687800000001,10.1761
1403,Ec,1700,1,6.1956225,0.8605
1403,Sb,1700,1,0.0,0.4016
1403,Sb,1700,2,0.0,0.8031
1403,Sb,1700,3,0.0,1.7784
1403,Sb,1700,4,10.533276,2.2373
1403,Sb,1700,5,16.368144,2.2947
1403,Pb,500700,1,0.0,1.5712
1403,Pb,500700,2,0.0,1.7283
1403,Pb,500700,3,0.0,1.7283
1403,Pb,500700,4,44.6838,0.1571
1403,Sb,500700,4,0.0,2.0425
1403,Sb,500700,5,0.0,3.2994
1404,Ec,19700,1,16.1325,0.6779
1404,Sb,19700,1,0.0,1.8982
1404,Sb,19700,2,0.0,3.6608
1404,Sb,19700,3,0.0,6.7793
1404,Sb,19700,4,24.895338000000002,6.7793
1404,Sb,19700,5,83.27358,6.7793
141,Ec,1700,1,95.9596875,6.6783
141,Sb,1700,1,0.0,24.0419
141,Sb,1700,2,0.0,28.0489
141,Sb,1700,3,0.0,33.3916
141,Sb,1700,4,52.351338,33.3916
141,Sb,1700,5,312.805662,33.3916
1412,Sb,700,1,0.0,10.9674
1412,Sb,700,2,0.0,13.2523
1412,Sb,700,3,83.906238,13.7093
1412,Sb,700,4,130.386204,13.7093
1412,Sb,700,5,150.27558000000002,13.7093
1413,Sb,700,1,0.0,3.5615
1413,Sb,700,2,0.0,5.3423
1413,Sb,700,3,36.329904,7.9145
1413,Sb,700,4,56.454840000000004,7.9145
1413,Sb,700,5,65.066586,7.9145
1414,Ec,19700,1,457.86390750000004,25.3972
1414,Sb,19700,1,0.0,16.9315
1414,Sb,19700,2,0.0,42.3287
1414,Sb,19700,3,0.0,48.678
1414,Sb,19700,4,194.301276,52.9108
1414,Sb,19700,5,301.93464600000004,52.9108
1415,Ec,2700,1,42.348555000000005,3.7004
1415,Sb,2700,1,0.0,1.1774
1415,Sb,2700,2,0.0,3.0276
1415,Sb,2700,3,0.0,5.2142
1415,Sb,2700,4,30.883554,6.728
1415,Sb,2700,5,47.991528,6.728
1415,Pb,503700,1,0.0,3.6956
1415,Pb,503700,2,0.0,4.4347
1415,Pb,503700,3,21.7299,5.1738
1415,Pb,503700,4,51.73781999999999,6.4056
1415,Pb,503700,5,409.32012,4.1883
1415,Sb,503700,5,0.0,2.2173
1416,Sb,700,1,0.0,5.4526
1416,Sb,700,2,0.0,7.4155
1416,Sb,700,3,40.046214,8.7241
1416,Sb,700,4,62.22980400000001,8.7241
1416,Sb,700,5,71.722482,8.7241
142,Pb,503,1,0.0,4.0451
142,Pb,503,2,0.0,4.8542
142,Pb,503,3,20.87286,4.4496
142,Pb,503,4,0.0,6.0677
142,Pb,503,5,481.28958,5.6632
1420,Ec,36,1,148.14299250000002,10.1861
1420,Ec,36,2,215.95592250000004,10.1861
1420,Ec,36,3,198.61065000000002,10.4176
1420,Ec,36,4,172.983465,10.4176
1420,Ec,36,5,0.0,10.4176
1420,Pb,503,1,0.0,1.6717
1420,Pb,503,2,0.0,1.7956
1420,Pb,503,3,0.0,2.1051
1420,Pb,503,4,30.016679999999997,1.6717
1420,Pb,503,5,0.0,1.6717
1423,Ec,2,1,66.30079500000001,4.0644
1423,Ec,2,2,100.21326750000001,4.0644
1423,Ec,2,3,92.4401025,4.0644
1423,Ec,2,4,0.0,4.1773
1423,Ec,2,5,146.6238375,3.9515
