UG,species,Presc,period,Vremovido(ton),Rait
1013,Ec,35,3,0.0,7.2607
1013,Ec,35,4,163.51335,8.2507
1013,Ec,35,5,140.7907575,10.561
1014,Ec,2,1,254.872035,19.1791
1014,Ec,2,2,226.55295000000004,19.1791
1014,Ec,2,3,0.0,18.5797
1014,Ec,2,4,201.8748825,19.7784
1014,Ec,2,5,326.47900500000003,18.5797
1015,Ec,2,1,39.216015,9.9764
1015,Ec,2,2,88.92915750000002,10.2698
1015,Ec,2,3,79.81841250000001,10.2698
1015,Ec,2,4,155.081385,11.4435
1015,Ec,2,5,139.23657,9.9764
1015,Pb,503,1,0.0,8.0362
1015,Pb,503,2,0.0,9.6435
1015,Pb,503,3,0.0,8.8399
1015,Pb,503,4,0.0,12.0544
1015,Pb,503,5,579.09168,12.0544
1016,Pb,503,1,0.0,8.1272
1016,Pb,503,2,0.0,9.7527
1016,Pb,503,3,0.0,9.7527
1016,Pb,503,4,0.0,13.0035
1016,Pb,503,5,586.62246,13.0035
1018,Ec,20,1,145.56152250000002,22.0793
1018,Ec,20,2,199.02348,23.7148
1018,Ec,20,3,338.36528250000003,24.5326
1018,Ec,20,4,299.1745125,23.7148
1018,Ec,20,5,254.46393000000003,23.7148
1019,Ec,20,1,576.9918225,49.3393
1019,Ec,20,2,585.3178125000001,49.3393
1019,Ec,20,3,880.8908625,49.3393
1019,Ec,20,4,803.4590475000001,49.3393
1019,Ec,20,5,696.8862675,49.3393
102,Pb,503,1,0.0,6.9102
102,Pb,503,2,116.09100000000001,13.8204
102,Pb,503,3,167.08818,18.6575
102,Pb,503,4,0.0,20.7305
102,Pb,503,5,1311.414,13.8204
1020,Ec,36,1,230.7876975,26.6015
1020,Ec,36,2,0.0,31.2959
1020,Ec,36,3,381.8296125,26.6015
1020,Ec,36,4,340.63632000000007,28.1663
1020,Ec,36,5,288.8807625,28.1663
1021,Ec,21,1,265.222215,44.1622
1021,Ec,21,2,362.52879750000005,45.3889
1021,Ec,21,3,597.017925,44.1622
1021,Ec,21,4,531.6026625,42.9355
1021,Ec,21,5,0.0,42.9355
1022,Ec,21,1,240.85302750000002,54.5167
1022,Ec,21,2,335.7294075,58.937
1022,Ec,21,3,1030.3663725,53.0433
1022,Ec,21,4,936.8775225,51.5699
1022,Ec,21,5,0.0,50.0965
1023,Ec,20,1,280.9765125,47.7175
1023,Ec,20,2,386.84351250000003,55.4139
1023,Ec,20,3,646.2643725,50.7961
1023,Ec,20,4,572.494635,49.2568
1023,Ec,20,5,488.334825,50.7961
1024,Ec,20,1,123.50961000000001,20.2987
1024,Ec,20,2,170.04586500000002,21.6519
1024,Ec,20,3,284.08016250000003,20.2987
1024,Ec,20,4,251.6530275,20.9753
1024,Ec,20,5,214.65864000000002,21.6519
1025,Ec,35,1,319.974435,48.7024
1025,Ec,35,2,879.9297300000001,45.4555
1025,Ec,35,3,791.1697275,43.8321
1025,Ec,35,4,679.3978275000001,42.2087
1025,Ec,35,5,879.9297300000001,47.0789
1026,Ec,19,1,106.46181000000001,20.7034
1026,Ec,19,2,145.5616575,21.4173
1026,Ec,19,3,251.06483250000002,20.7034
1026,Ec,19,4,220.2238125,21.4173
1026,Ec,19,5,188.9009775,21.4173
1027,Ec,19,1,104.50890000000001,19.1738
1027,Ec,19,2,142.5762675,21.3042
1027,Ec,19,3,246.86208000000002,20.594
1027,Ec,19,4,216.1840725,19.8839
1027,Ec,19,5,185.02668000000003,21.3042
1028,Ec,21,1,533.97927,30.4555
1028,Ec,21,2,736.9838325000001,30.4555
1028,Ec,21,3,930.2237100000001,30.4555
1028,Ec,21,4,862.384185,30.4555
1028,Ec,21,5,0.0,30.4555
1029,Ec,21,1,813.6254925000001,34.8038
1029,Ec,21,2,1129.2087825,38.2842
1029,Ec,21,3,1424.4319125,34.8038
1029,Ec,21,4,1321.06464,34.8038
1029,Ec,21,5,0.0,34.8038
103,Pb,503,1,0.0,9.2614
103,Pb,503,2,0.0,13.1203
103,Pb,503,3,158.36934,20.0663
103,Pb,503,4,252.37218,22.3816
103,Pb,503,5,1673.99148,23.1534
1030,Ec,35,1,568.0366650000001,29.3203
1030,Ec,35,2,1682.2522125,29.3203
1030,Ec,35,3,1579.3379325,29.3203
1030,Ec,35,4,1414.4112675000001,29.3203
1030,Ec,35,5,1682.2522125,29.3203
1031,Ec,35,1,527.773725,26.7999
1031,Ec,35,2,766.1085300000001,26.7999
1031,Ec,35,3,711.8387325000001,27.4699
1031,Ec,35,4,628.17282,27.4699
1031,Ec,35,5,766.1085300000001,26.7999
1032,Ec,34,1,1705.0222575000003,82.9183
1032,Ec,34,2,2713.139685,82.9183
1032,Ec,34,3,2541.0323025000002,82.9183
1032,Ec,34,4,2266.7799375000004,82.9183
1032,Ec,34,5,2713.139685,82.9183
1033,Ec,21,1,462.90102750000005,20.4541
1033,Ec,21,2,628.5789675000001,20.4541
1033,Ec,21,3,788.120685,22.1586
1033,Ec,21,4,733.2782175,19.8859
1033,Ec,21,5,0.0,20.4541
1034,Ec,34,1,724.7787525000001,27.7096
1034,Ec,34,2,547.0910775000001,41.5644
1034,Ec,34,3,490.97913750000004,35.7915
1034,Ec,34,4,424.73592,34.637
1034,Ec,34,5,547.0910775000001,41.5644
1035,Ec,3,1,449.3822625,29.2527
1035,Ec,3,2,0.0,30.2614
1035,Ec,3,3,637.9866450000001,36.3137
1035,Ec,3,4,571.2601950000001,37.3224
1035,Ec,3,5,862.6777425,35.305
1036,Ec,21,1,693.590715,35.603
1036,Ec,21,2,957.2753475000001,36.592
1036,Ec,21,3,1208.2763925000002,35.603
1036,Ec,21,4,1120.1589900000001,34.614
1036,Ec,21,5,0.0,34.614
1037,Ec,36,1,280.38980250000003,42.0822
1037,Ec,36,2,781.6094325000001,35.2948
1037,Ec,36,3,702.8070975,32.5798
1037,Ec,36,4,600.1807725,33.9373
1037,Ec,36,5,0.0,43.4397
1037,Sb,700,1,0.0,24.9701
1037,Sb,700,2,0.0,28.5373
1037,Sb,700,3,0.0,28.5373
1037,Sb,700,4,0.0,28.5373
1037,Sb,700,5,0.0,28.5373
1038,Ec,23502,1,835.3823625,8.1028
1038,Pb,23502,1,0.0,16.2056
1038,Pb,23502,2,79.73154,25.9289
1038,Pb,23502,3,419.0766,32.4112
1038,Pb,23502,4,565.89924,35.6523
1038,Pb,23502,5,3308.85768,32.4112
1039,Ec,19,1,400.23895500000003,30.0133
1039,Ec,19,2,360.2150325,30.7454
1039,Ec,19,3,520.804755,31.4774
1039,Ec,19,4,477.81616500000007,30.0133
1039,Ec,19,5,418.02736500000003,30.0133
104,Pb,503,1,0.0,5.8973
104,Pb,503,2,29.014799999999997,8.846
104,Pb,503,3,156.39696,11.2049
104,Pb,503,4,182.22719999999998,15.333
104,Pb,503,5,1425.26442,17.1022
1040,Ec,21,1,529.9323075,28.7134
1040,Ec,21,2,732.4184700000001,31.7359
1040,Ec,21,3,924.1938,27.9578
1040,Ec,21,4,856.8684225000001,27.9578
1040,Ec,21,5,0.0,27.2022
1041,Ec,3502,1,1005.1623450000001,27.0161
1041,Pb,3502,1,0.0,2.1613
1041,Pb,3502,2,0.0,14.0484
1041,Pb,3502,3,0.0,21.6129
1041,Pb,3502,4,220.45164,24.8548
1041,Pb,3502,5,365.04204,27.0161
1042,Ec,20,1,138.3421275,24.4752
1042,Ec,20,2,194.29767000000004,27.4123
1042,Ec,20,3,602.6782725,26.4333
1042,Ec,20,4,547.1684325000001,25.4542
1042,Ec,20,5,473.1552900000001,25.4542
1043,Ec,37,1,122.534235,17.1651
1043,Ec,37,2,268.4197575,15.4486
1043,Ec,37,3,240.22602,14.8764
1043,Ec,37,4,207.39773250000002,16.593
1043,Ec,37,5,268.4197575,15.4486
1044,Ec,37,1,134.8325325,18.8879
1044,Ec,37,2,295.3600875,18.8879
1044,Ec,37,3,264.3366825,18.8879
1044,Ec,37,4,228.21351750000002,18.8879
1044,Ec,37,5,295.3600875,18.8879
1045,Ec,19,1,70.06014,17.1972
1045,Ec,19,2,97.70409000000001,17.1972
1045,Ec,19,3,312.21882000000005,17.1972
1045,Ec,19,4,281.79744750000003,17.1972
1045,Ec,19,5,244.971675,17.1972
1046,Ec,36,1,286.70976,29.5321
1046,Ec,36,2,719.1623475,29.5321
1046,Ec,36,3,650.1595275000001,26.1245
1046,Ec,36,4,556.622415,24.9887
1046,Ec,36,5,719.1623475,29.5321
1047,Ec,20,1,353.21568750000006,74.9883
1047,Ec,20,2,496.081665,74.9883
1047,Ec,20,3,1538.760375,74.9883
1047,Ec,20,4,1397.0324475000002,77.4879
1047,Ec,20,5,1208.0618775,74.9883
1048,Ec,37,1,386.35393500000004,19.859
1048,Ec,37,2,1031.726565,19.859
1048,Ec,37,3,969.6174525,19.859
1048,Ec,37,4,870.421545,19.859
1048,Ec,37,5,1031.726565,19.859
1049,Ec,35,1,161.41227750000002,21.8576
1049,Ec,35,2,415.652985,18.8428
1049,Ec,35,3,373.935015,19.5965
1049,Ec,35,4,321.53328,20.3502
1049,Ec,35,5,415.652985,21.1039
105,Ec,3,1,460.103625,21.9646
105,Ec,3,2,469.4934825,22.6968
105,Ec,3,3,425.5094025000001,22.6968
105,Ec,3,4,689.9083875,23.4289
105,Ec,3,5,0.0,21.9646
1050,Ec,20,1,410.29267500000003,26.4355
1050,Ec,20,2,592.4032875,32.6037
1050,Ec,20,3,1540.5268500000002,29.079
1050,Ec,20,4,1448.3331225,27.3166
1050,Ec,20,5,1299.6336600000002,29.9602
1051,Ec,21502,1,374.04288,21.1965
1051,Pb,21502,1,0.0,4.0374
1051,Pb,21502,2,0.0,11.1029
1051,Pb,21502,3,0.0,14.131
1051,Pb,21502,4,135.65772,17.1591
1051,Pb,21502,5,215.5989,19.1778
1052,Ec,35,1,273.754755,31.2164
1052,Ec,35,2,701.2454175,28.7191
1052,Ec,35,3,632.9751075,27.4704
1052,Ec,35,4,545.319405,31.2164
1052,Ec,35,5,701.2454175,29.9678
1053,Ec,21,1,209.2642425,19.7646
1053,Ec,21,2,275.20722,18.6351
1053,Ec,21,3,0.0,19.1998
1053,Ec,21,4,462.36345750000004,17.5057
1053,Ec,21,5,422.34021000000007,19.1998
1054,Ec,19,1,304.29729,57.2458
1054,Ec,19,2,443.4045975000001,57.2458
1054,Ec,19,3,640.4732775,55.8147
1054,Ec,19,4,571.88565,55.8147
1054,Ec,19,5,494.60382000000004,57.2458
1055,Ec,37,1,154.640745,19.6819
1055,Ec,37,2,371.456685,18.8946
1055,Ec,37,3,333.19505250000003,17.3201
1055,Ec,37,4,288.02506500000004,19.6819
1055,Ec,37,5,371.456685,18.8946
1056,Ec,35,1,344.37568500000003,54.1636
1056,Ec,35,2,951.7505400000001,48.922
1056,Ec,35,3,856.221705,47.1747
1056,Ec,35,4,735.9261075000001,45.4275
1056,Ec,35,5,951.7505400000001,50.6692
1057,Ec,20,1,224.08953750000003,35.5388
1057,Ec,20,2,200.10084750000001,35.5388
1057,Ec,20,3,0.0,34.672
1057,Ec,20,4,371.5322175,34.672
1057,Ec,20,5,329.9908275,34.672
1058,Ec,2,1,0.0,24.7739
1058,Ec,2,2,1141.3035,22.0213
1058,Ec,2,3,1079.05905,22.7094
1058,Ec,2,4,938.7767024999999,25.4621
1058,Ec,2,5,1003.34376,22.7094
1059,Ec,20,1,274.4745075,42.4678
1059,Ec,20,2,245.09209500000003,42.4678
1059,Ec,20,3,0.0,42.4678
1059,Ec,20,4,455.068665,42.4678
1059,Ec,20,5,404.1869625,42.4678
106,Ec,1,1,518.5482975,33.6317
106,Ec,1,2,469.56105,30.9766
106,Ec,1,3,424.15818750000005,30.9766
106,Ec,1,4,635.04243,32.7467
106,Ec,1,5,583.0681050000001,30.0916
1060,Ec,19,1,183.94141500000003,36.4498
1060,Ec,19,2,164.6100225,36.4498
1060,Ec,19,3,308.7169875,37.3177
1060,Ec,19,4,271.2257325,36.4498
1060,Ec,19,5,233.14871250000002,36.4498
1061,Ec,21,1,537.5032425,24.3145
1061,Ec,21,2,547.3506825000001,24.3145
1061,Ec,21,3,780.4055025000001,24.3145
1061,Ec,21,4,0.0,24.3145
1061,Ec,21,5,725.0139225000001,24.3145
1062,Ec,36,1,1155.99933,24.1778
1062,Ec,36,2,0.0,45.6691
1062,Ec,36,3,864.9595125,33.5802
1062,Ec,36,4,783.359505,34.9234
1062,Ec,36,5,671.8395825,34.9234
1063,Ec,36,1,1659.2120325,59.7185
1063,Ec,36,2,0.0,71.277
1063,Ec,36,3,1241.8083675000003,65.4977
1063,Ec,36,4,1123.4789775,65.4977
1063,Ec,36,5,964.8396000000001,65.4977
1064,Ec,35,1,1421.2001475,66.6292
1064,Ec,35,2,1066.5425925000002,74.2439
1064,Ec,35,3,0.0,70.4365
1064,Ec,35,4,962.458335,76.1476
1064,Ec,35,5,830.1042675000001,72.3402
1065,Ec,36,1,185.68791000000002,26.2284
1065,Ec,36,2,0.0,25.0085
1065,Ec,36,3,304.6764375,24.3985
1065,Ec,36,4,272.561895,25.0085
1065,Ec,36,5,231.80114250000003,25.0085
1066,Pb,503,1,0.0,10.2915
1066,Pb,503,2,0.0,14.2498
1066,Pb,503,3,0.0,17.4164
1066,Pb,503,4,0.0,21.3746
1066,Pb,503,5,570.94038,22.9579
1067,Ec,3,1,0.0,44.1712
1067,Ec,3,2,1158.8837400000002,39.5216
1067,Ec,3,3,1064.72934,43.0088
1067,Ec,3,4,926.6362200000001,41.8464
1067,Ec,3,5,1158.8837400000002,41.8464
1068,Ec,1,1,168.69822750000003,20.1313
1068,Ec,1,2,147.48669,15.7123
1068,Ec,1,3,125.94366000000001,16.2033
1068,Ec,1,4,168.69822750000003,19.6403
1068,Ec,1,5,147.48669,15.7123
1069,Ec,36,1,775.2301425,33.0428
1069,Ec,36,2,0.0,37.048
1069,Ec,36,3,926.6264325000001,33.0428
1069,Ec,36,4,852.2800425,33.0428
1069,Ec,36,5,741.436335,35.0454
107,Ec,3,1,530.119755,27.2501
107,Ec,3,2,0.0,27.2501
107,Ec,3,3,480.5979075,27.2501
107,Ec,3,4,431.5476825,27.9488
107,Ec,3,5,647.0857125,26.5514
1070,Ec,2,1,73.82259,11.697
1070,Ec,2,2,130.4725725,11.697
1070,Ec,2,3,117.6424425,11.697
1070,Ec,2,4,268.84062,11.697
1070,Ec,2,5,0.0,11.697
1070,Pb,503,1,0.0,4.2833
1070,Pb,503,2,0.0,7.7099
1070,Pb,503,3,39.06354,9.8516
1070,Pb,503,4,89.949,11.5649
1070,Pb,503,5,708.02706,10.7082
1071,Ec,1,1,804.45231,39.4149
1071,Ec,1,2,737.9397675,34.2287
1071,Ec,1,3,646.2223875,35.2659
1071,Ec,1,4,804.45231,39.4149
1071,Ec,1,5,737.9397675,34.2287
1072,Ec,3,1,0.0,22.6582
1072,Ec,3,2,594.4646025000001,20.2731
1072,Ec,3,3,546.1668675000001,22.0619
1072,Ec,3,4,475.33020750000003,21.4657
1072,Ec,3,5,594.4646025000001,21.4657
1073,Ec,2,1,96.920145,13.8211
1073,Ec,2,2,171.29461500000002,13.8211
1073,Ec,2,3,154.45026000000001,13.8211
1073,Ec,2,4,352.95507,14.205
1073,Ec,2,5,0.0,12.6693
1073,Pb,503,1,0.0,5.6234
1073,Pb,503,2,0.0,9.5598
1073,Pb,503,3,46.562039999999996,13.4962
1073,Pb,503,4,125.17764,15.1833
1073,Pb,503,5,918.4191,14.0586
1074,Ec,2,1,0.0,26.2145
1074,Ec,2,2,626.1223050000001,26.2145
1074,Ec,2,3,578.48256,26.2145
1074,Ec,2,4,507.24980999999997,26.8866
1074,Ec,2,5,626.1223050000001,25.5423
1075,Ec,2,1,0.0,20.9354
1075,Ec,2,2,447.49388250000004,20.9354
1075,Ec,2,3,406.9838925000001,20.2375
1075,Ec,2,4,352.3425075,20.2375
1075,Ec,2,5,447.49388250000004,20.9354
1076,Ec,2,1,0.0,17.6959
1076,Ec,2,2,483.0582825,15.0935
1076,Ec,2,3,446.1702075,16.1345
1076,Ec,2,4,391.01373,17.6959
1076,Ec,2,5,483.0582825,15.614
1077,Ec,19,1,163.566,25.1109
1077,Ec,19,2,149.1585975,25.1109
1077,Ec,19,3,260.603865,25.1109
1077,Ec,19,4,231.7891275,23.8553
1077,Ec,19,5,200.00817,24.4831
1078,Ec,3,1,0.0,45.922
1078,Ec,3,2,1388.6814825,43.2979
1078,Ec,3,3,1284.17616,43.2979
1078,Ec,3,4,1124.76114,47.2341
1078,Ec,3,5,1388.6814825,44.61
1079,Ec,3502,1,769.6073925000001,57.2683
1079,Pb,3502,1,0.0,3.4708
1079,Pb,3502,2,0.0,22.5602
1079,Pb,3502,3,0.0,29.5018
1079,Pb,3502,4,233.238,43.385
1079,Pb,3502,5,370.68186,48.5913
108,Ec,3,1,389.1452625,20.3176
108,Ec,3,2,0.0,20.3176
108,Ec,3,3,352.8021825,20.3176
108,Ec,3,4,317.144835,20.3176
108,Ec,3,5,473.83150500000005,20.3176
1080,Ec,1,1,48.3904125,9.464
1080,Ec,1,2,90.23298750000002,9.464
1080,Ec,1,3,82.08803250000001,9.464
1080,Ec,1,4,152.67744,9.464
1080,Ec,1,5,139.26222,9.464
1081,Ec,1,1,217.9724175,23.6449
1081,Ec,1,2,322.3985625,23.6449
1081,Ec,1,3,290.02191750000003,23.6449
1081,Ec,1,4,439.13691000000006,25.6716
1081,Ec,1,5,400.83214499999997,22.9694
1082,Ec,19,1,382.38250500000004,24.5235
1082,Ec,19,2,336.58483500000006,25.3409
1082,Ec,19,3,508.7397375,24.5235
1082,Ec,19,4,462.942135,24.5235
1082,Ec,19,5,403.35003000000006,25.3409
1083,Ec,1,1,521.677125,20.7081
1083,Ec,1,2,977.4582525000001,21.4477
1083,Ec,1,3,847.163745,22.1872
1083,Ec,1,4,897.5842200000001,22.1872
1083,Ec,1,5,839.1763350000001,22.1872
1084,Ec,36502,1,2579.36913,51.4994
1084,Pb,36502,1,0.0,12.2618
1084,Pb,36502,2,0.0,41.69
1084,Pb,36502,3,120.65562,51.4994
1084,Pb,36502,4,634.1777999999999,66.2135
1084,Pb,36502,5,856.36074,73.5705
1085,Ec,19,1,614.8955025000001,63.811
1085,Ec,19,2,1081.2655575,66.0113
1085,Ec,19,3,1746.6597,68.2117
1085,Ec,19,4,1608.5310075,63.811
1085,Ec,19,5,1413.9626625,66.0113
1086,Ec,3,1,320.54204250000004,22.9895
1086,Ec,3,2,0.0,24.4264
1086,Ec,3,3,456.323895,25.8632
1086,Ec,3,4,408.80025,27.3
1086,Ec,3,5,616.3524225,25.8632
1087,Ec,3,1,0.0,31.711
1087,Ec,3,2,439.66881000000006,31.711
1087,Ec,3,3,393.38784,29.9969
1087,Ec,3,4,349.999515,31.711
1087,Ec,3,5,557.6851350000001,30.8539
1088,Ec,3,1,125.77268250000002,9.9793
1088,Ec,3,2,0.0,9.9793
1088,Ec,3,3,115.6586175,10.3489
1088,Ec,3,4,98.81831250000002,10.7185
1088,Ec,3,5,238.2554925,11.0881
1089,Ec,1,1,169.773705,21.0035
1089,Ec,1,2,252.71109,21.0035
1089,Ec,1,3,227.54634750000002,21.0035
1089,Ec,1,4,343.8005175,21.0035
1089,Ec,1,5,314.0281575,20.4784
109,Pb,503,1,0.0,8.2964
109,Pb,503,2,0.0,11.0619
109,Pb,503,3,48.11928,12.1681
109,Pb,503,4,123.78269999999999,14.9336
109,Pb,503,5,903.31506,14.3805
1091,Ec,19,1,212.61885750000002,14.545
1091,Ec,19,2,185.61960000000002,16.3632
1091,Ec,19,3,281.03733000000005,13.636
1091,Ec,19,4,255.57214500000003,14.0905
1091,Ec,19,5,222.74352000000002,16.3632
1092,Ec,21502,1,735.4344375000001,10.5396
1092,Pb,21502,1,0.0,9.2222
1092,Pb,21502,2,0.0,19.7618
1092,Pb,21502,3,177.06552,22.3967
1092,Pb,21502,4,281.40768,25.0316
1092,Pb,21502,5,1757.2168800000002,25.0316
1093,Ec,2,1,143.9336925,17.8656
1093,Ec,2,2,249.7443975,19.0183
1093,Ec,2,3,224.847765,19.0183
1093,Ec,2,4,520.1064,20.7472
1093,Ec,2,5,0.0,18.442
1093,Pb,503,1,0.0,10.1298
1093,Pb,503,2,0.0,13.5064
1093,Pb,503,3,70.90866,16.0389
1093,Pb,503,4,191.95986000000002,18.5713
1093,Pb,503,5,1394.87454,18.5713
1094,Ec,20,1,415.4768775,26.6459
1094,Ec,20,2,423.27083250000004,26.6459
1094,Ec,20,3,636.105285,26.6459
1094,Ec,20,4,580.9482,26.6459
1094,Ec,20,5,503.60832000000005,26.6459
1095,Ec,36,1,812.814345,19.5229
1095,Ec,36,2,1126.976085,21.8656
1095,Ec,36,3,0.0,19.5229
1095,Ec,36,4,1049.489865,21.8656
1095,Ec,36,5,928.7800875,21.0847
1096,Ec,36,1,1856.0480400000001,114.3134
1096,Ec,36,2,3557.7729900000004,114.3134
1096,Ec,36,3,0.0,105.0447
1096,Ec,36,4,3292.9211475000006,114.3134
1096,Ec,36,5,2888.3444400000003,117.403
1097,Ec,20,1,291.3528825,20.554
1097,Ec,20,2,296.81835750000005,23.0454
1097,Ec,20,3,446.06835,18.6854
1097,Ec,20,4,407.3895,19.9311
1097,Ec,20,5,353.155005,21.1768
1099,Ec,21,1,347.0347125,28.6864
1099,Ec,21,2,0.0,31.1808
1099,Ec,21,3,471.96229500000004,37.417
1099,Ec,21,4,793.0533150000001,33.6753
1099,Ec,21,5,716.44203,32.4281
11,Pb,503,1,0.0,6.4757
11,Pb,503,2,0.0,8.6343
11,Pb,503,3,22.27638,10.3611
11,Pb,503,4,0.0,11.2245
11,Pb,503,5,511.83887999999996,8.6343
110,Ec,3502,1,1371.3170400000001,72.1058
110,Pb,3502,2,0.0,25.237
110,Pb,3502,3,0.0,36.0529
110,Pb,3502,4,242.2755,45.0661
110,Pb,3502,5,385.04495999999995,50.4741
1100,Ec,21502,1,508.2305850000001,8.7044
1100,Pb,21502,1,0.0,5.0776
1100,Pb,21502,2,0.0,9.4298
1100,Pb,21502,3,97.48974,10.8806
1100,Pb,21502,4,154.93908000000002,12.3313
1100,Pb,21502,5,967.49868,13.0567
1101,Ec,21,1,326.40219,27.0905
1101,Ec,21,2,444.34345500000006,29.4462
1101,Ec,21,3,0.0,34.1576
1101,Ec,21,4,740.18853,29.4462
1101,Ec,21,5,667.8392625,31.8019
1102,Ec,48,1,258.2084925,25.2357
1102,Ec,48,2,412.665435,18.7233
1102,Ec,48,3,369.805365,20.3514
1102,Ec,48,4,314.85658500000005,19.5373
1102,Ec,48,5,412.665435,21.1655
1103,Ec,21,1,287.95041000000003,55.8508
1103,Ec,21,2,393.70455,57.1806
1103,Ec,21,3,648.0687825,54.521
1103,Ec,21,4,577.15821,54.521
1103,Ec,21,5,0.0,54.521
1104,Ec,34,1,131.6685375,32.876
1104,Ec,34,2,503.00352,32.876
1104,Ec,34,3,449.00460000000004,32.876
1104,Ec,34,4,387.608625,32.876
1104,Ec,34,5,503.00352,32.876
1105,Ec,2,1,423.83229750000004,32.5207
1105,Ec,2,2,687.250035,33.7715
1105,Ec,2,3,627.3056475,33.7715
1105,Ec,2,4,1112.7709125000001,36.2731
1105,Ec,2,5,0.0,32.5207
1106,Ec,36,1,1534.11516,20.7103
1106,Ec,36,2,0.0,23.0114
1106,Ec,36,3,1190.3242950000001,21.4773
1106,Ec,36,4,1109.5541325,21.4773
1106,Ec,36,5,983.7390600000001,21.4773
1107,Ec,34,1,1813.5607050000003,28.9617
1107,Ec,34,2,1402.2764550000002,35.6452
1107,Ec,34,3,1310.5457775,27.8478
1107,Ec,34,4,1166.1827175,28.9617
1107,Ec,34,5,1402.2764550000002,35.6452
1108,Ec,19,1,423.26374500000003,22.5905
1108,Ec,19,2,508.7482425,25.3287
1108,Ec,19,3,650.144205,23.2751
1108,Ec,19,4,602.08812,22.5905
1108,Ec,19,5,530.928,25.3287
