"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-16851.53178, 145795.65831)","(-16777.69148, 145845.07341)",0.09381761098079233,False,False,453,176,680,176,340,False,"[(-16843.56168, 145791.83421), (-16799.98598, 145822.75601)]"
"(-16851.53178, 145795.65831)","(-17230.19938, 145802.91221)",0.7339657606548121,False,False,3544,1379,5320,1379,2659,False,"[(-16860.77888, 145766.80201), (-16872.68518, 145742.98941), (-16933.01028, 145633.45171), (-16942.53528, 145657.26421), (-16961.58528, 145690.60181)]"
"(-16851.53178, 145795.65831)","(-17216.54398, 145823.45641)",0.5972663558320583,False,False,2887,1122,4328,1122,2163,False,"[(-16896.01238, 145797.42561), (-16874.14568, 145798.94541), (-16867.92798, 145798.01931), (-16865.10248, 145798.50697), (-16859.48848, 145799.47591), (-16915.87088, 145795.18521), (-17021.24858, 145988.39101), (-17030.59408, 145992.82361), (-17041.86438, 145984.98061), (-17056.54168, 145960.51771), (-17067.99748, 145941.42421), (-17094.82848, 145938.86811), (-17149.86858, 145921.42121), (-17151.21298, 145920.41251), (-17175.66928, 145902.06401), (-17189.90228, 145874.69201)]"
"(-16851.53178, 145795.65831)","(-17027.65967, 145825.175)",0.0,False,True,0,0,0,0,0,False,
"(-16851.53178, 145795.65831)","(-17228.54687, 145950.97874)",0.0,False,True,0,0,0,0,0,False,
"(-16777.69148, 145845.07341)","(-16851.53178, 145795.65831)",0.09381761098079233,False,False,453,176,680,176,340,False,"[(-16843.56168, 145791.83421), (-16799.98598, 145822.75601)]"
"(-16777.69148, 145845.07341)","(-16902.74038, 145822.23081)",0.38020865589624214,False,False,1836,715,2755,715,1377,False,"[(-16873.64618, 145833.86851), (-16814.90858, 145855.29981), (-16804.31148, 145905.26991), (-16782.36478, 145928.32501), (-16773.10748, 145947.10451), (-16744.56378, 145966.40981), (-16724.50148, 145955.84361), (-16736.27018, 145944.41991), (-16776.01478, 145861.64981)]"
"(-16777.69148, 145845.07341)","(-16665.39888, 146004.98321)",0.20139104721238138,False,False,973,379,1459,379,730,False,"[(-16697.92538, 145966.56801)]"
"(-16777.69148, 145845.07341)","(-16832.57697, 145921.30985)",0.0,False,True,0,0,0,0,0,False,
"(-16777.69148, 145845.07341)","(-17228.54687, 145950.97874)",0.0,False,True,0,0,0,0,0,False,
"(-17230.19938, 145802.91221)","(-16851.53178, 145795.65831)",0.7339657606548121,False,False,3544,1379,5320,1379,2659,False,"[(-16860.77888, 145766.80201), (-16872.68518, 145742.98941), (-16933.01028, 145633.45171), (-16942.53528, 145657.26421), (-16961.58528, 145690.60181)]"
"(-17230.19938, 145802.91221)","(-17216.54398, 145823.45641)",0.024668483998822283,False,False,119,46,179,46,89,12.8492,
"(-17230.19938, 145802.91221)","(-17579.50748, 146110.26191)",1.2336396928893463,False,False,5961,2321,8940,2321,4469,False,"[(-17581.43968, 145955.00171), (-17578.38148, 145956.94111), (-17567.51548, 145963.83191), (-17609.75938, 145937.04201)]"
"(-17230.19938, 145802.91221)","(-17027.65967, 145825.175)",0.0,False,True,0,0,0,0,0,False,
"(-17230.19938, 145802.91221)","(-17228.54687, 145950.97874)",0.0,False,True,0,0,0,0,0,False,
