ID_UG;nodes
1436;(-16851.53178, 145795.65831),(-17216.54398, 145823.45641),(-17230.19938, 145802.91221),(-17027.65967, 145825.175)
1564;(-16851.53178, 145795.65831),(-16902.74038, 145822.23081),(-16777.69148, 145845.07341),(-17258.47331, 146122.32185),(-17216.54398, 145823.45641),(-17230.19938, 145802.91221),(-17028.51328, 146017.42721),(-17579.50748, 146110.26191),(-17228.54687, 145950.97874)
1064;(-16915.44578, 146432.84031),(-17263.23108, 146367.55371),(-17224.72238, 146297.09661),(-17188.38488, 146288.10291),(-16871.39035, 146487.36353)
1065;(-16915.44578, 146432.84031),(-17180.28698, 146179.84591),(-16799.48278, 146347.93031),(-16830.90028, 146262.21131),(-17188.38488, 146288.10291),(-17042.65748, 146131.52811),(-16986.65434, 146319.7417)
1369;(-16902.74038, 145822.23081),(-16803.99928, 146007.81501),(-16665.39888, 146004.98321),(-16777.69148, 145845.07341),(-16832.57697, 145921.30985)
1067;(-16803.99928, 146007.81501),(-16702.51538, 146327.89421),(-16665.39888, 146004.98321),(-17023.88368, 146019.41911),(-16546.36428, 146080.12281),(-16830.90028, 146262.21131),(-17042.65748, 146131.52811),(-16612.38048, 146389.54231),(-16751.01147, 146166.53932)
1066;(-17384.15078, 146297.70671),(-17180.28698, 146179.84591),(-17258.47331, 146122.32185),(-17224.72238, 146297.09661),(-17188.38488, 146288.10291),(-17579.50748, 146110.26191)
1371;(-16702.51538, 146327.89421),(-16799.48278, 146347.93031),(-16830.90028, 146262.21131),(-16756.49057, 146228.02718)
1370;(-17023.88368, 146019.41911),(-17180.28698, 146179.84591),(-17258.47331, 146122.32185),(-17028.51328, 146017.42721),(-17042.65748, 146131.52811),(-17159.21504, 146052.57917)
1513;(-16546.36428, 146080.12281),(-16612.38048, 146389.54231),(-16643.10179, 146543.56046),(-16294.60638, 146623.58628)
