"Source(x,y)","Target(x,y)"
"(-16665.39888, 146004.98321)","(-16733.13058, 145999.26771)"
"(-16803.99928, 146007.81501)","(-16733.13058, 145999.26771)"
"(-16832.57697, 145921.30985)","(-16733.13058, 145999.26771)"
"(-16751.01147, 146166.53932)","(-16733.13058, 145999.26771)"
"(-16643.10178, 146543.56047)","(-16651.88498, 146512.53441)"
"(-16626.36577, 146413.07821)","(-16651.88498, 146512.53441)"
"(-16693.35238, 146526.28581)","(-16651.88498, 146512.53441)"
"(-16467.0309, 146393.77072)","(-16651.88498, 146512.53441)"
"(-16340.40695, 146890.74634)","(-16651.88498, 146512.53441)"
"(-16777.69148, 145845.07341)","(-16851.53178, 145795.65831)"
"(-17230.19938, 145802.91221)","(-16851.53178, 145795.65831)"
"(-17216.54398, 145823.45641)","(-16851.53178, 145795.65831)"
"(-17027.65967, 145825.175)","(-16851.53178, 145795.65831)"
"(-17228.54687, 145950.97874)","(-16851.53178, 145795.65831)"
"(-16803.99928, 146007.81501)","(-16902.74038, 145822.23081)"
"(-16773.10748, 145947.10451)","(-16902.74038, 145822.23081)"
"(-17028.51328, 146017.42721)","(-16902.74038, 145822.23081)"
"(-16832.57697, 145921.30985)","(-16902.74038, 145822.23081)"
"(-17228.54687, 145950.97874)","(-16902.74038, 145822.23081)"
"(-16851.65908, 146439.70741)","(-16915.44578, 146432.84031)"
"(-16871.39034, 146487.36353)","(-16915.44578, 146432.84031)"
"(-17188.38488, 146288.10291)","(-16915.44578, 146432.84031)"
"(-16986.65434, 146319.74169)","(-16915.44578, 146432.84031)"
"(-17023.3203, 146566.83534)","(-16915.44578, 146432.84031)"
"(-16315.23479, 146667.68448)","(-16350.38888, 146659.19811)"
"(-16635.03688, 146572.04921)","(-16350.38888, 146659.19811)"
"(-16467.0309, 146393.77072)","(-16350.38888, 146659.19811)"
"(-16340.40695, 146890.74634)","(-16350.38888, 146659.19811)"
"(-17448.72114, 146632.89141)","(-17478.29188, 146941.60731)"
"(-17609.86744, 147174.39673)","(-17478.29188, 146941.60731)"
"(-17630.70568, 146923.14339)","(-17478.29188, 146941.60731)"
"(-16643.10178, 146543.56047)","(-16635.03688, 146572.04921)"
"(-16467.0309, 146393.77072)","(-16635.03688, 146572.04921)"
"(-16340.40695, 146890.74634)","(-16635.03688, 146572.04921)"
"(-16178.85418, 146039.69021)","(-15883.06818, 146118.33051)"
"(-15913.604, 146352.993)","(-15883.06818, 146118.33051)"
"(-16036.95388, 146149.55953)","(-15883.06818, 146118.33051)"
"(-16287.96848, 146674.26671)","(-16142.70368, 146847.94301)"
"(-16474.97338, 147055.39671)","(-16142.70368, 146847.94301)"
"(-16110.03058, 146708.63041)","(-16142.70368, 146847.94301)"
"(-16211.62969, 146475.75481)","(-16142.70368, 146847.94301)"
"(-16340.40695, 146890.74634)","(-16142.70368, 146847.94301)"
"(-16569.75478, 146684.06761)","(-16575.39698, 146694.19711)"
"(-16590.82228, 146806.67931)","(-16575.39698, 146694.19711)"
"(-16475.95008, 146686.29951)","(-16575.39698, 146694.19711)"
"(-17023.3203, 146566.83534)","(-16575.39698, 146694.19711)"
"(-16340.40695, 146890.74634)","(-16575.39698, 146694.19711)"
"(-16733.41668, 146954.94075)","(-16713.19748, 146964.71821)"
"(-16474.97338, 147055.39671)","(-16713.19748, 146964.71821)"
"(-16869.59727, 147127.88321)","(-16713.19748, 146964.71821)"
"(-16586.15807, 146922.24105)","(-16713.19748, 146964.71821)"
"(-16826.12533, 146972.72939)","(-16713.19748, 146964.71821)"
"(-17609.86744, 147174.39673)","(-17602.49058, 147182.63111)"
"(-17600.68618, 147287.69801)","(-17602.49058, 147182.63111)"
