"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-16733.13058, 145999.26771)","(-16665.39888, 146004.98321)",0.06797242179840489,12.8492,True,False,328,128,493,128,246,
"(-16733.13058, 145999.26771)","(-16803.99928, 146007.81501)",0.0943578256362838,False,True,False,456,177,683,177,342,"[(-16790.52688, 145977.65901)]"
"(-16733.13058, 145999.26771)","(-16832.57697, 145921.30985)",0.0,False,False,True,0,0,0,0,0,
"(-16733.13058, 145999.26771)","(-16751.01147, 146166.53932)",0.0,False,False,True,0,0,0,0,0,
"(-16651.88498, 146512.53441)","(-16643.10178, 146543.56047)",0.03224532526373086,19.4408,True,False,156,61,234,61,117,
"(-16651.88498, 146512.53441)","(-16626.36577, 146413.07821)",0.10423325384542026,False,True,False,503,196,756,196,377,"[(-16640.79428, 146437.36001)]"
"(-16651.88498, 146512.53441)","(-16693.35238, 146526.28581)",0.10144686442161482,False,True,False,490,190,736,190,367,"[(-16687.14608, 146475.99741), (-16691.95548, 146514.96691)]"
"(-16651.88498, 146512.53441)","(-16467.0309, 146393.77072)",0.0,False,False,True,0,0,0,0,0,
"(-16651.88498, 146512.53441)","(-16340.40695, 146890.74634)",0.0,False,False,True,0,0,0,0,0,
"(-16851.53178, 145795.65831)","(-16777.69148, 145845.07341)",0.09381761098079233,False,False,False,453,176,680,176,340,"[(-16843.56168, 145791.83421), (-16799.98598, 145822.75601)]"
"(-16851.53178, 145795.65831)","(-17230.19938, 145802.91221)",0.7339657606548121,False,False,False,3544,1379,5320,1379,2659,"[(-16860.77888, 145766.80201), (-16872.68518, 145742.98941), (-16933.01028, 145633.45171), (-16942.53528, 145657.26421), (-16961.58528, 145690.60181)]"
"(-16851.53178, 145795.65831)","(-17216.54398, 145823.45641)",0.5972663558320583,False,False,False,2887,1122,4328,1122,2163,"[(-16896.01238, 145797.42561), (-16874.14568, 145798.94541), (-16867.92798, 145798.01931), (-16865.10248, 145798.50697), (-16859.48848, 145799.47591), (-16915.87088, 145795.18521), (-17021.24858, 145988.39101), (-17030.59408, 145992.82361), (-17041.86438, 145984.98061), (-17056.54168, 145960.51771), (-17067.99748, 145941.42421), (-17094.82848, 145938.86811), (-17149.86858, 145921.42121), (-17151.21298, 145920.41251), (-17175.66928, 145902.06401), (-17189.90228, 145874.69201)]"
"(-16851.53178, 145795.65831)","(-17027.65967, 145825.175)",0.0,False,False,True,0,0,0,0,0,
"(-16851.53178, 145795.65831)","(-17228.54687, 145950.97874)",0.0,False,False,True,0,0,0,0,0,
"(-16902.74038, 145822.23081)","(-16803.99928, 146007.81501)",0.28961366313909154,False,False,False,1400,543,2098,543,1050,"[(-16947.68288, 145888.20451), (-16917.46558, 145829.36501), (-16950.40388, 145927.21101)]"
"(-16902.74038, 145822.23081)","(-16773.10748, 145947.10451)",0.19819459775663054,False,True,False,957,373,1436,373,718,"[(-16873.64618, 145833.86851), (-16814.90858, 145855.29981), (-16804.31148, 145905.26991), (-16782.36478, 145928.32501)]"
"(-16902.74038, 145822.23081)","(-17028.51328, 146017.42721)",0.26929034622577286,False,False,False,1300,506,1952,506,974,"[(-16905.39628, 145821.16851), (-16937.14638, 145830.69351), (-16961.43678, 145852.87911), (-16965.10878, 145860.56641), (-16980.23328, 145892.28301), (-16980.87478, 145893.62811), (-16984.57848, 145935.28401), (-16979.95378, 145974.18981), (-16980.07658, 145982.32541), (-16994.45518, 146010.08131)]"
