Node,Stand
"(-16287.96848, 146674.26671)",[1513]
"(-16296.36508, 146610.15861)",[1513]
"(-16400.08198, 146525.49181)",[1513]
"(-16379.97358, 146429.18321)",[1513]
"(-16357.74858, 146363.56651)",[1513]
"(-16350.34018, 146292.65801)",[1513]
"(-16352.45688, 146259.84961)",[1513]
"(-16332.31168, 146251.73441)",[1513]
"(-16361.42748, 146206.62521)",[1513]
"(-16375.70598, 146127.44461)",[1513]
"(-16402.00358, 146092.05941)",[1513]
"(-16470.42848, 146074.24881)",[1513]
"(-16546.36428, 146080.12281)","[1513, 1067]"
"(-16525.29878, 146170.62711)","[1513, 1067]"
"(-16519.24698, 146225.50021)","[1513, 1067]"
"(-16517.53618, 146241.75221)","[1513, 1067]"
"(-16512.89698, 146285.82541)","[1513, 1067]"
"(-16512.89698, 146319.69211)","[1513, 1067]"
"(-16612.38048, 146389.54231)","[1513, 1067]"
"(-16640.79428, 146437.36001)",[1513]
"(-16651.88498, 146512.53441)",[1513]
"(-16635.03688, 146572.04921)",[1513]
"(-16593.98418, 146592.28351)",[1513]
"(-16534.92588, 146585.85741)",[1513]
"(-16470.56148, 146580.52531)",[1513]
"(-16438.39598, 146619.80141)",[1513]
"(-16444.51028, 146666.82751)",[1513]
"(-16400.65598, 146685.53301)",[1513]
"(-16350.38888, 146659.19811)",[1513]
"(-16289.29702, 146664.12328)",[1513]
"(-16632.64219, 146573.22952)",[1513]
"(-16643.10179, 146543.56046)",[1513]
"(-16315.2348, 146667.68448)",[1513]
"(-16352.0675, 146660.07754)",[1513]
"(-16294.60638, 146623.58628)",[1513]
"(-16575.39698, 146694.19711)",[1064]
"(-16569.75478, 146684.06761)",[1064]
"(-16625.85128, 146670.50961)",[1064]
"(-16678.84838, 146610.41981)",[1064]
"(-16762.44028, 146619.75251)",[1064]
"(-16811.62418, 146563.19101)",[1064]
"(-16812.87118, 146498.24971)",[1064]
"(-16821.34688, 146491.54771)",[1064]
"(-16848.48408, 146493.68251)",[1064]
"(-16909.86758, 146476.74911)",[1064]
"(-16915.44578, 146432.84031)","[1064, 1065]"
"(-16970.45678, 146422.62931)","[1064, 1065]"
"(-17025.80908, 146396.84721)","[1064, 1065]"
"(-17088.62808, 146383.19971)","[1064, 1065]"
"(-17155.72188, 146332.81391)","[1064, 1065]"
"(-17188.38488, 146288.10291)","[1064, 1065, 1066]"
"(-17202.15248, 146283.57241)","[1064, 1066]"
"(-17224.72238, 146297.09661)","[1064, 1066]"
"(-17232.65988, 146343.39891)",[1064]
"(-17232.75848, 146343.47601)",[1064]
"(-17232.80398, 146343.74121)",[1064]
"(-17263.23108, 146367.55371)",[1064]
"(-17287.04358, 146379.45991)",[1064]
"(-17328.05408, 146401.94951)",[1064]
"(-17353.18958, 146396.65791)",[1064]
"(-17378.32498, 146425.76221)",[1064]
"(-17411.39798, 146450.89761)",[1064]
"(-17431.09778, 146484.95121)",[1064]
"(-17383.47268, 146512.73251)",[1064]
"(-17301.45168, 146548.45131)",[1064]
"(-17232.65988, 146576.23261)",[1064]
"(-17203.55568, 146610.62861)",[1064]
"(-17186.35768, 146647.67031)",[1064]
"(-17165.19098, 146684.71201)",[1064]
"(-17137.40968, 146741.59761)",[1064]
"(-17106.98248, 146781.28511)",[1064]
"(-17060.84918, 146775.06131)",[1064]
"(-17018.89558, 146744.60211)",[1064]
"(-16973.00208, 146752.18311)",[1064]
"(-16936.05858, 146727.04161)",[1064]
"(-16876.85558, 146722.42671)",[1064]
"(-16832.69828, 146704.65541)",[1064]
"(-16772.25438, 146681.26991)",[1064]
"(-16712.82548, 146704.19941)",[1064]
"(-16733.36268, 146746.73521)",[1064]
"(-16706.20308, 146803.00471)",[1064]
"(-16657.90718, 146800.72901)",[1064]
"(-16590.82228, 146806.67931)",[1064]
"(-16602.94848, 146743.66131)",[1064]
"(-16575.59628, 146694.55491)",[1064]
"(-17258.41757, 146363.78662)",[1064]
"(-16871.39035, 146487.36353)",[1064]
"(-16814.50806, 146496.95538)",[1064]
"(-16916.14205, 146725.48911)",[1064]
"(-16799.48278, 146347.93031)","[1065, 1371]"
"(-16833.54608, 146305.86771)","[1065, 1371]"
"(-16830.90028, 146262.21131)","[1065, 1371, 1067]"
"(-16901.01498, 146258.24251)","[1065, 1067]"
"(-16964.51518, 146232.44561)","[1065, 1067]"
"(-17013.15258, 146236.51291)","[1065, 1067]"
"(-17036.06928, 146154.97031)","[1065, 1067]"
"(-17042.65748, 146131.52811)","[1065, 1370, 1067]"
