"Source(x,y)","Target(x,y)"
"(-15014.72408, 153167.90491)","(-15001.70948, 152924.85131)"
"(-15014.72408, 153167.90491)","(-15095.01908, 153300.52321)"
"(-15014.72408, 153167.90491)","(-15055.73748, 152930.22141)"
"(-15014.72408, 153167.90491)","(-15037.86438, 153043.58337)"
"(-15014.72408, 153167.90491)","(-15275.83761, 153122.12558)"
"(-15014.72408, 153167.90491)","(-14818.29877, 153150.50555)"
"(-16038.15528, 152952.45721)","(-16120.49752, 152876.47555)"
"(-16038.15528, 152952.45721)","(-16144.48283, 153033.32127)"
"(-16038.15528, 152952.45721)","(-15869.34628, 152722.89841)"
"(-16038.15528, 152952.45721)","(-16045.07031, 152794.84578)"
"(-16038.15528, 152952.45721)","(-16221.23741, 153236.87723)"
"(-15976.92878, 153413.79221)","(-15921.06328, 153443.92081)"
"(-15976.92878, 153413.79221)","(-15775.89268, 153355.43131)"
"(-15976.92878, 153413.79221)","(-16304.48518, 153386.81631)"
"(-15976.92878, 153413.79221)","(-15591.81915, 153437.5229)"
"(-15976.92878, 153413.79221)","(-15995.00427, 153317.00715)"
"(-15095.01908, 153300.52321)","(-14962.21548, 153358.86791)"
"(-15095.01908, 153300.52321)","(-15419.81558, 153317.89911)"
"(-15095.01908, 153300.52321)","(-15275.83761, 153122.12558)"
"(-15095.01908, 153300.52321)","(-14818.29877, 153150.50555)"
"(-15095.01908, 153300.52321)","(-15229.99363, 153336.11732)"
"(-15621.02218, 152934.93281)","(-15731.30798, 152800.08831)"
"(-15621.02218, 152934.93281)","(-15636.45578, 153012.69991)"
"(-15621.02218, 152934.93281)","(-15287.95248, 152408.44331)"
"(-15621.02218, 152934.93281)","(-15585.5948, 152594.62126)"
"(-15621.02218, 152934.93281)","(-15814.18076, 152977.858)"
"(-15486.86868, 153528.25641)","(-15410.95268, 153649.94951)"
"(-15486.86868, 153528.25641)","(-15342.05808, 153421.05961)"
"(-15486.86868, 153528.25641)","(-15921.06328, 153443.92081)"
"(-15486.86868, 153528.25641)","(-15591.81915, 153437.5229)"
"(-15486.86868, 153528.25641)","(-15704.23264, 153574.34328)"
"(-15486.86868, 153528.25641)","(-15199.48047, 153679.20768)"
"(-16017.60378, 154010.95271)","(-16072.53438, 153723.28781)"
"(-16017.60378, 154010.95271)","(-15765.33368, 153918.74811)"
"(-16017.60378, 154010.95271)","(-15565.90848, 154228.96621)"
"(-16017.60378, 154010.95271)","(-15974.95962, 153877.02783)"
"(-16017.60378, 154010.95271)","(-15898.0582, 154139.31619)"
"(-14835.89608, 153934.05631)","(-14784.89698, 153967.79781)"
"(-14835.89608, 153934.05631)","(-15012.10888, 153938.81881)"
"(-14835.89608, 153934.05631)","(-14888.28368, 153768.95591)"
"(-14835.89608, 153934.05631)","(-14867.96898, 153702.08588)"
"(-14835.89608, 153934.05631)","(-15219.35963, 153947.56703)"
"(-15226.28388, 154266.27041)","(-15169.98048, 154265.21211)"
"(-15226.28388, 154266.27041)","(-15565.90848, 154228.96621)"
"(-15226.28388, 154266.27041)","(-15562.48438, 154228.00791)"
"(-15226.28388, 154266.27041)","(-15286.09467, 154079.51375)"
"(-15226.28388, 154266.27041)","(-15378.52882, 154236.74701)"
"(-14841.81778, 153992.33571)","(-14857.24075, 153996.39466)"
"(-14841.81778, 153992.33571)","(-14795.59857, 153972.41114)"
"(-14841.81778, 153992.33571)","(-15169.98048, 154265.21211)"
"(-14841.81778, 153992.33571)","(-15219.35963, 153947.56703)"
"(-14841.81778, 153992.33571)","(-15286.09467, 154079.51375)"
"(-14841.81778, 153992.33571)","(-14766.78552, 154181.41878)"
