Node,Stand
"(-14841.81778, 153992.33571)","[823, 1399]"
"(-14784.89698, 153967.79781)",[1399]
"(-14835.89608, 153934.05631)","[1241, 1399]"
"(-14885.10868, 153929.29381)","[1241, 1399]"
"(-14932.73378, 153929.29381)","[1241, 1399]"
"(-14970.83388, 153932.46881)","[1241, 1399]"
"(-15012.10888, 153938.81881)","[1241, 1285, 1399]"
"(-15032.74648, 153946.75641)","[1285, 1399]"
"(-15061.32158, 153962.63141)","[1285, 1399]"
"(-15094.65908, 153975.33141)","[1285, 1399]"
"(-15126.40918, 153975.33131)","[1285, 1399]"
"(-15162.92178, 153986.44391)","[1285, 1399]"
"(-15188.32178, 153978.50641)","[1285, 1399]"
"(-15221.65938, 153980.09391)","[1285, 1399]"
"(-15256.58438, 153994.38141)","[1285, 1399]"
"(-15315.32198, 154015.01901)","[1285, 1399]"
"(-15316.90958, 154005.49391)","[1285, 1399]"
"(-15328.02208, 153946.75631)","[1285, 1399]"
"(-15334.37208, 153888.01871)","[1285, 1399]"
"(-15364.53468, 153849.91861)","[1285, 1399]"
"(-15378.82218, 153808.64351)","[1285, 1399]"
"(-15372.47218, 153746.73101)","[1285, 1399]"
"(-15382.67598, 153708.69991)","[1285, 822, 1399]"
"(-15458.03388, 153748.27851)","[823, 822, 1399]"
"(-15477.17878, 153816.06101)","[823, 1399]"
"(-15418.00558, 153887.86281)","[823, 1399]"
"(-15412.23988, 153930.42681)","[823, 1399]"
"(-15420.52198, 153985.94131)","[823, 1399]"
"(-15384.97908, 154038.53821)","[823, 1399]"
"(-15344.18728, 154098.67201)","[823, 1399]"
"(-15286.58668, 154092.95351)","[823, 1399]"
"(-15235.77658, 154056.58051)","[823, 1399]"
"(-15191.70698, 154023.82671)","[823, 1399]"
"(-15112.41578, 154025.21661)","[823, 1399]"
"(-15060.27718, 154008.58251)","[823, 1399]"
"(-15014.18668, 154002.06851)","[823, 1399]"
"(-14949.75748, 154011.90221)","[823, 1399]"
"(-14896.25778, 154006.66301)","[823, 1399]"
"(-14787.92911, 153965.79173)",[1399]
"(-14795.59858, 153972.41115)",[1399]
"(-15124.80997, 154024.99935)",[1399]
"(-15104.39421, 154022.65744)",[1399]
"(-15032.51193, 154004.65843)",[1399]
"(-14857.24072, 153996.39466)",[1399]
"(-15683.05668, 153707.71551)","[851, 822, 1423]"
"(-15738.90118, 153680.10981)","[851, 1423]"
"(-15794.19668, 153653.66041)","[851, 1423]"
"(-15867.98138, 153618.02341)","[851, 1423]"
"(-15925.36078, 153564.02211)","[851, 1423]"
"(-15965.52368, 153596.63021)",[1423]
"(-15974.59098, 153610.87871)","[1231, 1423]"
