"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-15014.72408, 153167.90491)","(-15095.01908, 153300.52321)",0.18480721778581233,False,False,1389,495,2082,495,1042,False,"[(-15016.16668, 153264.89651), (-15049.76568, 153272.09021)]"
"(-15014.72408, 153167.90491)","(-15001.70948, 152924.85131)",0.24510166884030377,True,False,1842,658,2763,658,1381,False,"[(-15021.07408, 153152.02981), (-15006.52198, 152977.40451)]"
"(-15014.72408, 153167.90491)","(-15055.73748, 152930.22141)",0.28465187046344015,True,False,1375,535,2062,535,1032,False,"[(-15070.28668, 153157.85071), (-15069.60728, 153103.76481), (-15057.47878, 152952.00821)]"
"(-15095.01908, 153300.52321)","(-15014.72408, 153167.90491)",0.18480721778581233,False,False,1389,495,2082,495,1042,False,"[(-15016.16668, 153264.89651), (-15049.76568, 153272.09021)]"
"(-15095.01908, 153300.52321)","(-14962.21548, 153358.86791)",0.15068653995635856,False,False,1133,404,1699,404,849,False,"[(-15015.15248, 153350.49111)]"
"(-15095.01908, 153300.52321)","(-15419.81558, 153317.89911)",0.451025585765486,False,False,3389,1210,5084,1210,2542,False,"[(-15139.03658, 153309.33671), (-15192.69248, 153267.35361), (-15255.84898, 153243.33091), (-15309.56578, 153248.39851), (-15401.47658, 153214.58441)]"
"(-15095.01908, 153300.52321)","(-15229.99363, 153336.11732)",0.0,False,True,0,0,0,0,0,False,
"(-15001.70948, 152924.85131)","(-15014.72408, 153167.90491)",0.24510166884030377,True,False,1842,658,2763,658,1381,False,"[(-15021.07408, 153152.02981), (-15006.52198, 152977.40451)]"
"(-15001.70948, 152924.85131)","(-14484.50214, 153104.42915)",0.5605612105371477,True,False,4212,1504,6319,1504,3160,False,"[(-14957.98768, 152920.59971), (-14847.31818, 152940.82771), (-14794.04845, 152959.72754), (-14636.90107, 153054.5015), (-14593.48782, 153073.12966), (-14537.04586, 153081.16023)]"
"(-15055.73748, 152930.22141)","(-15014.72408, 153167.90491)",0.28465187046344015,True,False,1375,535,2062,535,1032,False,"[(-15070.28668, 153157.85071), (-15069.60728, 153103.76481), (-15057.47878, 152952.00821)]"
"(-15055.73748, 152930.22141)","(-15395.02858, 153052.33881)",0.4767060631555793,True,False,2303,896,3454,896,1727,False,"[(-15055.46248, 152926.77951), (-15082.64498, 152926.63501), (-15254.86908, 152863.25831), (-15350.11978, 152933.29351)]"
"(-15976.92878, 153413.79221)","(-15921.06328, 153443.92081)",0.06347193575281732,False,False,477,170,715,170,358,27.0651,
"(-15976.92878, 153413.79221)","(-15775.89268, 153355.43131)",0.20959634670473576,False,False,1013,393,1519,393,759,False,"[(-15863.29118, 153384.82331), (-15800.84588, 153361.63521)]"
"(-15976.92878, 153413.79221)","(-16304.48518, 153386.81631)",0.3671020475952662,False,False,1773,689,2660,689,1331,False,"[(-16037.30478, 153420.53071), (-16070.27218, 153421.93841), (-16281.55568, 153434.89141), (-16308.01398, 153408.43301)]"
"(-15976.92878, 153413.79221)","(-15591.81915, 153437.5229)",0.0,False,True,0,0,0,0,0,False,
"(-15976.92878, 153413.79221)","(-15995.00427, 153317.00716)",0.0,False,True,0,0,0,0,0,False,
"(-15921.06328, 153443.92081)","(-15976.92878, 153413.79221)",0.06347193575281732,False,False,477,170,715,170,358,27.0651,
"(-15921.06328, 153443.92081)","(-15486.86868, 153528.25641)",0.5860165837757455,False,False,4403,1573,6607,1573,3303,False,"[(-15561.31228, 153546.76271), (-15631.54418, 153559.19781), (-15737.58558, 153552.25981), (-15697.76248, 153520.54321), (-15719.90518, 153471.26401), (-15785.94848, 153435.30491), (-15856.83288, 153428.05041)]"
"(-15921.06328, 153443.92081)","(-15925.36078, 153564.02211)",0.13625711409009603,False,False,658,257,988,257,493,False,"[(-15891.29158, 153491.54351), (-15891.44608, 153491.87201)]"
"(-15921.06328, 153443.92081)","(-15704.23264, 153574.34328)",0.0,False,True,0,0,0,0,0,False,
"(-15921.06328, 153443.92081)","(-15591.81915, 153437.5229)",0.0,False,True,0,0,0,0,0,False,
"(-15775.89268, 153355.43131)","(-15976.92878, 153413.79221)",0.20959634670473576,False,False,1013,393,1519,393,759,False,"[(-15863.29118, 153384.82331), (-15800.84588, 153361.63521)]"
"(-15775.89268, 153355.43131)","(-15704.64978, 153261.19951)",0.17566041849875005,False,False,848,331,1273,331,637,False,"[(-15718.10818, 153341.06511), (-15752.98858, 153298.32571)]"
"(-15775.89268, 153355.43131)","(-15596.45308, 153287.71271)",0.314637023634713,False,False,2364,844,3546,844,1774,False,"[(-15773.55468, 153388.58931), (-15655.81478, 153395.20381), (-15593.63758, 153362.13091)]"
"(-15775.89268, 153355.43131)","(-15591.81915, 153437.5229)",0.0,False,True,0,0,0,0,0,False,
"(-15775.89268, 153355.43131)","(-15995.00427, 153317.00716)",0.0,False,True,0,0,0,0,0,False,
