variable,lb,ub,type,edge,period,road_type
flow_timber_node1node37_t1,0.0,9.0,I,node1node37,1,timber
flow_timber_node1node37_t2,0.0,9.0,I,node1node37,2,timber
flow_timber_node1node37_t3,0.0,9.0,I,node1node37,3,timber
flow_timber_node1node37_t4,0.0,9.0,I,node1node37,4,timber
flow_timber_node1node37_t5,0.0,9.0,I,node1node37,5,timber
flow_wide_node1node37_t1,0.0,9.0,I,node1node37,1,wide
flow_wide_node1node37_t2,0.0,9.0,I,node1node37,2,wide
flow_wide_node1node37_t3,0.0,9.0,I,node1node37,3,wide
flow_wide_node1node37_t4,0.0,9.0,I,node1node37,4,wide
flow_wide_node1node37_t5,0.0,9.0,I,node1node37,5,wide
flow_timber_node1node53_t1,0.0,9.0,I,node1node53,1,timber
flow_timber_node1node53_t2,0.0,9.0,I,node1node53,2,timber
flow_timber_node1node53_t3,0.0,9.0,I,node1node53,3,timber
flow_timber_node1node53_t4,0.0,9.0,I,node1node53,4,timber
flow_timber_node1node53_t5,0.0,9.0,I,node1node53,5,timber
flow_wide_node1node53_t1,0.0,9.0,I,node1node53,1,wide
flow_wide_node1node53_t2,0.0,9.0,I,node1node53,2,wide
flow_wide_node1node53_t3,0.0,9.0,I,node1node53,3,wide
flow_wide_node1node53_t4,0.0,9.0,I,node1node53,4,wide
flow_wide_node1node53_t5,0.0,9.0,I,node1node53,5,wide
flow_timber_node1node12_t1,0.0,9.0,I,node1node12,1,timber
flow_timber_node1node12_t2,0.0,9.0,I,node1node12,2,timber
flow_timber_node1node12_t3,0.0,9.0,I,node1node12,3,timber
flow_timber_node1node12_t4,0.0,9.0,I,node1node12,4,timber
flow_timber_node1node12_t5,0.0,9.0,I,node1node12,5,timber
flow_wide_node1node12_t1,0.0,9.0,I,node1node12,1,wide
flow_wide_node1node12_t2,0.0,9.0,I,node1node12,2,wide
flow_wide_node1node12_t3,0.0,9.0,I,node1node12,3,wide
flow_wide_node1node12_t4,0.0,9.0,I,node1node12,4,wide
flow_wide_node1node12_t5,0.0,9.0,I,node1node12,5,wide
flow_timber_node1node67_t1,0.0,9.0,I,node1node67,1,timber
flow_timber_node1node67_t2,0.0,9.0,I,node1node67,2,timber
flow_timber_node1node67_t3,0.0,9.0,I,node1node67,3,timber
flow_timber_node1node67_t4,0.0,9.0,I,node1node67,4,timber
flow_timber_node1node67_t5,0.0,9.0,I,node1node67,5,timber
flow_wide_node1node67_t1,0.0,9.0,I,node1node67,1,wide
flow_wide_node1node67_t2,0.0,9.0,I,node1node67,2,wide
flow_wide_node1node67_t3,0.0,9.0,I,node1node67,3,wide
flow_wide_node1node67_t4,0.0,9.0,I,node1node67,4,wide
flow_wide_node1node67_t5,0.0,9.0,I,node1node67,5,wide
flow_timber_node37node1_t1,0.0,9.0,I,node37node1,1,timber
flow_timber_node37node1_t2,0.0,9.0,I,node37node1,2,timber
flow_timber_node37node1_t3,0.0,9.0,I,node37node1,3,timber
flow_timber_node37node1_t4,0.0,9.0,I,node37node1,4,timber
flow_timber_node37node1_t5,0.0,9.0,I,node37node1,5,timber
flow_wide_node37node1_t1,0.0,9.0,I,node37node1,1,wide
flow_wide_node37node1_t2,0.0,9.0,I,node37node1,2,wide
flow_wide_node37node1_t3,0.0,9.0,I,node37node1,3,wide
flow_wide_node37node1_t4,0.0,9.0,I,node37node1,4,wide
flow_wide_node37node1_t5,0.0,9.0,I,node37node1,5,wide
flow_timber_node37node16_t1,0.0,9.0,I,node37node16,1,timber
flow_timber_node37node16_t2,0.0,9.0,I,node37node16,2,timber
flow_timber_node37node16_t3,0.0,9.0,I,node37node16,3,timber
flow_timber_node37node16_t4,0.0,9.0,I,node37node16,4,timber
flow_timber_node37node16_t5,0.0,9.0,I,node37node16,5,timber
flow_wide_node37node16_t1,0.0,9.0,I,node37node16,1,wide
flow_wide_node37node16_t2,0.0,9.0,I,node37node16,2,wide
flow_wide_node37node16_t3,0.0,9.0,I,node37node16,3,wide
flow_wide_node37node16_t4,0.0,9.0,I,node37node16,4,wide
flow_wide_node37node16_t5,0.0,9.0,I,node37node16,5,wide
flow_timber_node37node29_t1,0.0,9.0,I,node37node29,1,timber
flow_timber_node37node29_t2,0.0,9.0,I,node37node29,2,timber
flow_timber_node37node29_t3,0.0,9.0,I,node37node29,3,timber
flow_timber_node37node29_t4,0.0,9.0,I,node37node29,4,timber
flow_timber_node37node29_t5,0.0,9.0,I,node37node29,5,timber
flow_wide_node37node29_t1,0.0,9.0,I,node37node29,1,wide
flow_wide_node37node29_t2,0.0,9.0,I,node37node29,2,wide
flow_wide_node37node29_t3,0.0,9.0,I,node37node29,3,wide
flow_wide_node37node29_t4,0.0,9.0,I,node37node29,4,wide
flow_wide_node37node29_t5,0.0,9.0,I,node37node29,5,wide
flow_timber_node37node67_t1,0.0,9.0,I,node37node67,1,timber
flow_timber_node37node67_t2,0.0,9.0,I,node37node67,2,timber
flow_timber_node37node67_t3,0.0,9.0,I,node37node67,3,timber
flow_timber_node37node67_t4,0.0,9.0,I,node37node67,4,timber
flow_timber_node37node67_t5,0.0,9.0,I,node37node67,5,timber
flow_wide_node37node67_t1,0.0,9.0,I,node37node67,1,wide
flow_wide_node37node67_t2,0.0,9.0,I,node37node67,2,wide
flow_wide_node37node67_t3,0.0,9.0,I,node37node67,3,wide
flow_wide_node37node67_t4,0.0,9.0,I,node37node67,4,wide
flow_wide_node37node67_t5,0.0,9.0,I,node37node67,5,wide
flow_timber_node53node1_t1,0.0,9.0,I,node53node1,1,timber
flow_timber_node53node1_t2,0.0,9.0,I,node53node1,2,timber
flow_timber_node53node1_t3,0.0,9.0,I,node53node1,3,timber
flow_timber_node53node1_t4,0.0,9.0,I,node53node1,4,timber
flow_timber_node53node1_t5,0.0,9.0,I,node53node1,5,timber
flow_wide_node53node1_t1,0.0,9.0,I,node53node1,1,wide
flow_wide_node53node1_t2,0.0,9.0,I,node53node1,2,wide
flow_wide_node53node1_t3,0.0,9.0,I,node53node1,3,wide
flow_wide_node53node1_t4,0.0,9.0,I,node53node1,4,wide
flow_wide_node53node1_t5,0.0,9.0,I,node53node1,5,wide
flow_timber_node53node30_t1,0.0,9.0,I,node53node30,1,timber
flow_timber_node53node30_t2,0.0,9.0,I,node53node30,2,timber
flow_timber_node53node30_t3,0.0,9.0,I,node53node30,3,timber
flow_timber_node53node30_t4,0.0,9.0,I,node53node30,4,timber
flow_timber_node53node30_t5,0.0,9.0,I,node53node30,5,timber
flow_wide_node53node30_t1,0.0,9.0,I,node53node30,1,wide
flow_wide_node53node30_t2,0.0,9.0,I,node53node30,2,wide
flow_wide_node53node30_t3,0.0,9.0,I,node53node30,3,wide
flow_wide_node53node30_t4,0.0,9.0,I,node53node30,4,wide
flow_wide_node53node30_t5,0.0,9.0,I,node53node30,5,wide
flow_timber_node12node1_t1,0.0,9.0,I,node12node1,1,timber
flow_timber_node12node1_t2,0.0,9.0,I,node12node1,2,timber
flow_timber_node12node1_t3,0.0,9.0,I,node12node1,3,timber
flow_timber_node12node1_t4,0.0,9.0,I,node12node1,4,timber
flow_timber_node12node1_t5,0.0,9.0,I,node12node1,5,timber
flow_wide_node12node1_t1,0.0,9.0,I,node12node1,1,wide
flow_wide_node12node1_t2,0.0,9.0,I,node12node1,2,wide
flow_wide_node12node1_t3,0.0,9.0,I,node12node1,3,wide
flow_wide_node12node1_t4,0.0,9.0,I,node12node1,4,wide
flow_wide_node12node1_t5,0.0,9.0,I,node12node1,5,wide
flow_timber_node12node27_t1,0.0,9.0,I,node12node27,1,timber
