variable,coefficient,type,prefix,width,edge,period
C_node1node124_timber_t0,281.0,B,C,timber,,0
C_node1node124_timber_t1,236.59,B,C,timber,,1
C_node1node124_timber_t2,167.73,B,C,timber,,2
C_node1node124_timber_t3,118.9,B,C,timber,,3
C_node1node124_timber_t4,84.29,B,C,timber,,4
C_node1node124_timber_t5,59.76,B,C,timber,,5
C_node1node124_wide_t0,422.0,B,C,wide,,0
C_node1node124_wide_t1,355.31,B,C,wide,,1
C_node1node124_wide_t2,251.89,B,C,wide,,2
C_node1node124_wide_t3,178.57,B,C,wide,,3
C_node1node124_wide_t4,126.59,B,C,wide,,4
C_node1node124_wide_t5,89.74,B,C,wide,,5
C_node1node100_timber_t0,1642.0,B,C,timber,,0
C_node1node100_timber_t1,1382.52,B,C,timber,,1
C_node1node100_timber_t2,980.09,B,C,timber,,2
C_node1node100_timber_t3,694.81,B,C,timber,,3
C_node1node100_timber_t4,492.56,B,C,timber,,4
C_node1node100_timber_t5,349.19,B,C,timber,,5
C_node1node100_wide_t0,2465.0,B,C,wide,,0
C_node1node100_wide_t1,2075.46,B,C,wide,,1
C_node1node100_wide_t2,1471.34,B,C,wide,,2
C_node1node100_wide_t3,1043.06,B,C,wide,,3
C_node1node100_wide_t4,739.44,B,C,wide,,4
C_node1node100_wide_t5,524.21,B,C,wide,,5
C_node1node215_timber_t0,5108.0,B,C,timber,,0
C_node1node215_timber_t1,4300.8,B,C,timber,,1
C_node1node215_timber_t2,3048.92,B,C,timber,,2
C_node1node215_timber_t3,2161.43,B,C,timber,,3
C_node1node215_timber_t4,1532.28,B,C,timber,,4
C_node1node215_timber_t5,1086.26,B,C,timber,,5
C_node1node215_wide_t0,7660.0,B,C,wide,,0
C_node1node215_wide_t1,6449.51,B,C,wide,,1
C_node1node215_wide_t2,4572.18,B,C,wide,,2
C_node1node215_wide_t3,3241.31,B,C,wide,,3
C_node1node215_wide_t4,2297.82,B,C,wide,,4
C_node1node215_wide_t5,1628.97,B,C,wide,,5
C_node1node261_timber_t0,0.0,B,C,timber,,0
C_node1node261_timber_t1,0.0,B,C,timber,,1
C_node1node261_timber_t2,0.0,B,C,timber,,2
C_node1node261_timber_t3,0.0,B,C,timber,,3
C_node1node261_timber_t4,0.0,B,C,timber,,4
C_node1node261_timber_t5,0.0,B,C,timber,,5
C_node1node261_wide_t0,0.0,B,C,wide,,0
C_node1node261_wide_t1,0.0,B,C,wide,,1
C_node1node261_wide_t2,0.0,B,C,wide,,2
C_node1node261_wide_t3,0.0,B,C,wide,,3
C_node1node261_wide_t4,0.0,B,C,wide,,4
C_node1node261_wide_t5,0.0,B,C,wide,,5
C_node1node264_timber_t0,0.0,B,C,timber,,0
C_node1node264_timber_t1,0.0,B,C,timber,,1
C_node1node264_timber_t2,0.0,B,C,timber,,2
C_node1node264_timber_t3,0.0,B,C,timber,,3
C_node1node264_timber_t4,0.0,B,C,timber,,4
C_node1node264_timber_t5,0.0,B,C,timber,,5
C_node1node264_wide_t0,0.0,B,C,wide,,0
C_node1node264_wide_t1,0.0,B,C,wide,,1
C_node1node264_wide_t2,0.0,B,C,wide,,2
C_node1node264_wide_t3,0.0,B,C,wide,,3
C_node1node264_wide_t4,0.0,B,C,wide,,4
C_node1node264_wide_t5,0.0,B,C,wide,,5
C_node2node185_timber_t0,686.0,B,C,timber,,0
C_node2node185_timber_t1,577.59,B,C,timber,,1
C_node2node185_timber_t2,409.47,B,C,timber,,2
C_node2node185_timber_t3,290.28,B,C,timber,,3
C_node2node185_timber_t4,205.78,B,C,timber,,4
C_node2node185_timber_t5,145.88,B,C,timber,,5
C_node2node185_wide_t0,1028.0,B,C,wide,,0
C_node2node185_wide_t1,865.55,B,C,wide,,1
C_node2node185_wide_t2,613.6,B,C,wide,,2
C_node2node185_wide_t3,435.0,B,C,wide,,3
C_node2node185_wide_t4,308.38,B,C,wide,,4
C_node2node185_wide_t5,218.61,B,C,wide,,5
C_node2node59_timber_t0,780.0,B,C,timber,,0
C_node2node59_timber_t1,656.74,B,C,timber,,1
C_node2node59_timber_t2,465.57,B,C,timber,,2
C_node2node59_timber_t3,330.05,B,C,timber,,3
C_node2node59_timber_t4,233.98,B,C,timber,,4
C_node2node59_timber_t5,165.87,B,C,timber,,5
C_node2node59_wide_t0,1171.0,B,C,wide,,0
C_node2node59_wide_t1,985.95,B,C,wide,,1
C_node2node59_wide_t2,698.96,B,C,wide,,2
C_node2node59_wide_t3,495.51,B,C,wide,,3
C_node2node59_wide_t4,351.27,B,C,wide,,4
C_node2node59_wide_t5,249.02,B,C,wide,,5
C_node2node3_timber_t0,2139.0,B,C,timber,,0
C_node2node3_timber_t1,1800.98,B,C,timber,,1
C_node2node3_timber_t2,1276.75,B,C,timber,,2
C_node2node3_timber_t3,905.11,B,C,timber,,3
C_node2node3_timber_t4,641.65,B,C,timber,,4
C_node2node3_timber_t5,454.88,B,C,timber,,5
C_node2node3_wide_t0,3207.0,B,C,wide,,0
C_node2node3_wide_t1,2700.21,B,C,wide,,1
C_node2node3_wide_t2,1914.23,B,C,wide,,2
C_node2node3_wide_t3,1357.03,B,C,wide,,3
C_node2node3_wide_t4,962.03,B,C,wide,,4
C_node2node3_wide_t5,682.0,B,C,wide,,5
C_node2node224_timber_t0,0.0,B,C,timber,,0
