variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node10_timber_t0,0.0,0.0,B,C,timber,node1node10,0,515.0
C_node1node10_timber_t1,0.0,1.0,B,C,timber,node1node10,1,433.62
C_node1node10_timber_t2,0.0,1.0,B,C,timber,node1node10,2,307.4
C_node1node10_timber_t3,0.0,1.0,B,C,timber,node1node10,3,217.92
C_node1node10_timber_t4,0.0,1.0,B,C,timber,node1node10,4,154.49
C_node1node10_timber_t5,0.0,1.0,B,C,timber,node1node10,5,109.52
C_node1node10_wide_t0,0.0,0.0,B,C,wide,node1node10,0,772.0
C_node1node10_wide_t1,0.0,1.0,B,C,wide,node1node10,1,650.0
C_node1node10_wide_t2,0.0,1.0,B,C,wide,node1node10,2,460.8
C_node1node10_wide_t3,0.0,1.0,B,C,wide,node1node10,3,326.67
C_node1node10_wide_t4,0.0,1.0,B,C,wide,node1node10,4,231.58
C_node1node10_wide_t5,0.0,1.0,B,C,wide,node1node10,5,164.17
C_node1node15_timber_t0,0.0,0.0,B,C,timber,node1node15,0,403.0
C_node1node15_timber_t1,0.0,1.0,B,C,timber,node1node15,1,339.32
C_node1node15_timber_t2,0.0,1.0,B,C,timber,node1node15,2,240.55
C_node1node15_timber_t3,0.0,1.0,B,C,timber,node1node15,3,170.53
C_node1node15_timber_t4,0.0,1.0,B,C,timber,node1node15,4,120.89
C_node1node15_timber_t5,0.0,1.0,B,C,timber,node1node15,5,85.7
C_node1node15_wide_t0,0.0,0.0,B,C,wide,node1node15,0,604.0
C_node1node15_wide_t1,0.0,1.0,B,C,wide,node1node15,1,508.55
C_node1node15_wide_t2,0.0,1.0,B,C,wide,node1node15,2,360.52
C_node1node15_wide_t3,0.0,1.0,B,C,wide,node1node15,3,255.58
C_node1node15_wide_t4,0.0,1.0,B,C,wide,node1node15,4,181.19
C_node1node15_wide_t5,0.0,1.0,B,C,wide,node1node15,5,128.45
C_node1node8_timber_t0,0.0,0.0,B,C,timber,node1node8,0,4427.0
C_node1node8_timber_t1,0.0,1.0,B,C,timber,node1node8,1,3727.42
C_node1node8_timber_t2,0.0,1.0,B,C,timber,node1node8,2,2642.43
C_node1node8_timber_t3,0.0,1.0,B,C,timber,node1node8,3,1873.27
C_node1node8_timber_t4,0.0,1.0,B,C,timber,node1node8,4,1328.0
C_node1node8_timber_t5,0.0,1.0,B,C,timber,node1node8,5,941.44
C_node1node8_wide_t0,0.0,0.0,B,C,wide,node1node8,0,6641.0
C_node1node8_wide_t1,0.0,1.0,B,C,wide,node1node8,1,5591.54
C_node1node8_wide_t2,0.0,1.0,B,C,wide,node1node8,2,3963.95
C_node1node8_wide_t3,0.0,1.0,B,C,wide,node1node8,3,2810.12
C_node1node8_wide_t4,0.0,1.0,B,C,wide,node1node8,4,1992.15
C_node1node8_wide_t5,0.0,1.0,B,C,wide,node1node8,5,1412.27
C_node2node14_timber_t0,0.0,0.0,B,C,timber,node2node14,0,507.0
C_node2node14_timber_t1,0.0,1.0,B,C,timber,node2node14,1,426.88
C_node2node14_timber_t2,0.0,1.0,B,C,timber,node2node14,2,302.62
C_node2node14_timber_t3,0.0,1.0,B,C,timber,node2node14,3,214.54
C_node2node14_timber_t4,0.0,1.0,B,C,timber,node2node14,4,152.09
C_node2node14_timber_t5,0.0,1.0,B,C,timber,node2node14,5,107.82
C_node2node14_wide_t0,0.0,0.0,B,C,wide,node2node14,0,761.0
C_node2node14_wide_t1,0.0,1.0,B,C,wide,node2node14,1,640.74
C_node2node14_wide_t2,0.0,1.0,B,C,wide,node2node14,2,454.23
C_node2node14_wide_t3,0.0,1.0,B,C,wide,node2node14,3,322.01
C_node2node14_wide_t4,0.0,1.0,B,C,wide,node2node14,4,228.28
C_node2node14_wide_t5,0.0,1.0,B,C,wide,node2node14,5,161.83
C_node2node13_timber_t0,0.0,0.0,B,C,timber,node2node13,0,963.0
C_node2node13_timber_t1,0.0,1.0,B,C,timber,node2node13,1,810.82
C_node2node13_timber_t2,0.0,1.0,B,C,timber,node2node13,2,574.81
C_node2node13_timber_t3,0.0,1.0,B,C,timber,node2node13,3,407.49
C_node2node13_timber_t4,0.0,1.0,B,C,timber,node2node13,4,288.88
C_node2node13_timber_t5,0.0,1.0,B,C,timber,node2node13,5,204.79
C_node2node13_wide_t0,0.0,0.0,B,C,wide,node2node13,0,1443.0
C_node2node13_wide_t1,0.0,1.0,B,C,wide,node2node13,1,1214.97
C_node2node13_wide_t2,0.0,1.0,B,C,wide,node2node13,2,861.31
C_node2node13_wide_t3,0.0,1.0,B,C,wide,node2node13,3,610.6
C_node2node13_wide_t4,0.0,1.0,B,C,wide,node2node13,4,432.87
C_node2node13_wide_t5,0.0,1.0,B,C,wide,node2node13,5,306.87
C_node2node16_timber_t0,0.0,0.0,B,C,timber,node2node16,0,6538.0
C_node2node16_timber_t1,0.0,1.0,B,C,timber,node2node16,1,5504.82
C_node2node16_timber_t2,0.0,1.0,B,C,timber,node2node16,2,3902.47
C_node2node16_timber_t3,0.0,1.0,B,C,timber,node2node16,3,2766.54
C_node2node16_timber_t4,0.0,1.0,B,C,timber,node2node16,4,1961.25
C_node2node16_timber_t5,0.0,1.0,B,C,timber,node2node16,5,1390.37
C_node2node16_wide_t0,0.0,0.0,B,C,wide,node2node16,0,9806.0
C_node2node16_wide_t1,0.0,1.0,B,C,wide,node2node16,1,8256.39
C_node2node16_wide_t2,0.0,1.0,B,C,wide,node2node16,2,5853.11
C_node2node16_wide_t3,0.0,1.0,B,C,wide,node2node16,3,4149.38
C_node2node16_wide_t4,0.0,1.0,B,C,wide,node2node16,4,2941.57
C_node2node16_wide_t5,0.0,1.0,B,C,wide,node2node16,5,2085.34
