variable,value,node_type_info,action,road_type,edge,period
C_node3node20_timber_t3,1.0,node3transit_node20source,C,timber,node3node20,3.0
C_node4node19_timber_t1,1.0,node4transit_node19source,C,timber,node4node19,1.0
C_node4node20_wide_t4,1.0,node4transit_node20source,C,wide,node4node20,4.0
C_node6node17_timber_t5,1.0,node6transit_node17exit,C,timber,node6node17,5.0
C_node6node20_wide_t5,1.0,node6transit_node20source,C,wide,node6node20,5.0
C_node7node12_timber_t3,1.0,node7transit_node12exit,C,timber,node7node12,3.0
C_node7node19_timber_t3,1.0,node7transit_node19source,C,timber,node7node19,3.0
C_node9node19_timber_t3,1.0,node9transit_node19source,C,timber,node9node19,3.0
C_node10node19_timber_t1,1.0,node10transit_node19source,C,timber,node10node19,1.0
C_node10node20_timber_t5,1.0,node10transit_node20source,C,timber,node10node20,5.0
M_node3node20_timber_t4,1.0,node3transit_node20source,M,timber,node3node20,4.0
M_node4node19_timber_t2,1.0,node4transit_node19source,M,timber,node4node19,2.0
M_node4node19_timber_t3,1.0,node4transit_node19source,M,timber,node4node19,3.0
M_node4node19_wide_t5,1.0,node4transit_node19source,M,wide,node4node19,5.0
M_node4node20_wide_t5,1.0,node4transit_node20source,M,wide,node4node20,5.0
M_node7node12_timber_t4,1.0,node7transit_node12exit,M,timber,node7node12,4.0
M_node7node12_timber_t5,1.0,node7transit_node12exit,M,timber,node7node12,5.0
M_node7node19_wide_t5,1.0,node7transit_node19source,M,wide,node7node19,5.0
M_node9node19_wide_t5,1.0,node9transit_node19source,M,wide,node9node19,5.0
M_node10node19_timber_t2,1.0,node10transit_node19source,M,timber,node10node19,2.0
M_node10node19_timber_t3,1.0,node10transit_node19source,M,timber,node10node19,3.0
M_node10node19_timber_t4,1.0,node10transit_node19source,M,timber,node10node19,4.0
U_node3node20_t5,1.0,node3transit_node20source,U,,node3node20,5.0
U_node4node19_t4,1.0,node4transit_node19source,U,,node4node19,4.0
U_node7node19_t4,1.0,node7transit_node19source,U,,node7node19,4.0
U_node9node19_t4,1.0,node9transit_node19source,U,,node9node19,4.0
U_node10node19_t5,1.0,node10transit_node19source,U,,node10node19,5.0
flow_timber_node6node17_t5,1.0,node6transit_node17exit,flow,timber,node6node17,5.0
flow_timber_node20node6_t5,1.0,node20source_node6transit,flow,timber,node20node6,5.0
flow_timber_node19node7_t3,1.0,node19source_node7transit,flow,timber,node19node7,3.0
flow_timber_node19node7_t4,1.0,node19source_node7transit,flow,timber,node19node7,4.0
flow_timber_node19node7_t5,1.0,node19source_node7transit,flow,timber,node19node7,5.0
flow_timber_node7node12_t3,1.0,node7transit_node12exit,flow,timber,node7node12,3.0
flow_timber_node7node12_t4,1.0,node7transit_node12exit,flow,timber,node7node12,4.0
flow_timber_node7node12_t5,1.0,node7transit_node12exit,flow,timber,node7node12,5.0
