arc,type
node7node19,source_in_transit_out
node10node19,source_in_transit_out
node4node19,source_in_transit_out
node9node19,source_in_transit_out
node4node20,source_in_transit_out
node3node20,source_in_transit_out
node6node20,source_in_transit_out
node10node20,source_in_transit_out
node19node9,source_out_transit_in
node19node7,source_out_transit_in
node19node10,source_out_transit_in
node19node4,source_out_transit_in
node20node4,source_out_transit_in
node20node10,source_out_transit_in
node20node3,source_out_transit_in
node20node6,source_out_transit_in
node8node5,exit_in_transit_out
node3node5,exit_in_transit_out
node13node11,exit_in_exit_out
node9node11,exit_in_transit_out
node14node12,exit_in_exit_out
node7node12,exit_in_transit_out
node11node13,exit_in_exit_out
node2node13,exit_in_transit_out
node12node14,exit_in_exit_out
node2node14,exit_in_transit_out
node1node15,exit_in_transit_out
node16node15,exit_in_exit_out
node2node16,exit_in_transit_out
node15node16,exit_in_exit_out
node18node17,exit_in_exit_out
node6node17,exit_in_transit_out
node17node18,exit_in_exit_out
node8node18,exit_in_transit_out
node5node3,exit_out_transit_in
node5node8,exit_out_transit_in
node11node9,exit_out_transit_in
node12node7,exit_out_transit_in
node13node2,exit_out_transit_in
node14node2,exit_out_transit_in
node15node1,exit_out_transit_in
node16node2,exit_out_transit_in
node17node6,exit_out_transit_in
node18node8,exit_out_transit_in
node8node1,transit_in_transit_out
node10node1,transit_in_transit_out
node1node8,transit_in_transit_out
node10node7,transit_in_transit_out
node9node7,transit_in_transit_out
node4node9,transit_in_transit_out
node7node9,transit_in_transit_out
node6node4,transit_in_transit_out
node9node4,transit_in_transit_out
node10node4,transit_in_transit_out
node4node6,transit_in_transit_out
node3node6,transit_in_transit_out
node7node10,transit_in_transit_out
node4node10,transit_in_transit_out
node1node10,transit_in_transit_out
node3node10,transit_in_transit_out
node6node3,transit_in_transit_out
node10node3,transit_in_transit_out
