Node,Stand
"(-8904.28368, 154402.87661)","[1554, 1587, 836]"
"(-8864.96848, 154357.50141)","[1554, 836]"
"(-8858.00538, 154341.83431)","[1554, 836]"
"(-8854.38518, 154333.68881)","[1554, 836]"
"(-8834.72368, 154307.22231)","[1394, 1554, 836]"
"(-8863.43068, 154306.92391)","[1394, 836]"
"(-8906.78868, 154260.71751)","[1394, 836]"
"(-8963.58878, 154258.57711)","[1394, 836]"
"(-9015.72998, 154269.88901)","[1394, 836]"
"(-9008.00028, 154330.30161)",[836]
"(-9081.69398, 154338.27351)",[836]
"(-9115.77378, 154266.14501)",[836]
"(-9096.89538, 154225.39611)",[836]
"(-9087.54268, 154173.27871)",[836]
"(-9133.67708, 154160.32251)",[836]
"(-9192.59958, 154119.61901)",[836]
"(-9245.03788, 154122.21291)",[836]
"(-9239.18788, 154202.56361)",[836]
"(-9314.71878, 154269.66701)",[836]
"(-9366.34948, 154326.12751)",[836]
"(-9369.95088, 154327.99551)",[836]
"(-9370.60458, 154328.71041)",[836]
"(-9432.07168, 154360.59231)",[836]
"(-9477.96068, 154368.47641)",[836]
"(-9558.96798, 154367.40901)",[836]
"(-9588.39198, 154415.53711)",[836]
"(-9591.72678, 154416.82501)",[836]
"(-9591.89618, 154417.10211)",[836]
"(-9592.06558, 154417.16751)",[836]
"(-9592.64778, 154418.11981)",[836]
"(-9595.00628, 154419.03071)",[836]
"(-9607.20818, 154423.58151)",[836]
"(-9624.70598, 154430.14511)",[836]
"(-9629.15298, 154431.81321)",[836]
"(-9641.96788, 154436.62011)",[836]
"(-9649.10048, 154439.29561)",[836]
"(-9655.60508, 154441.73551)","[1586, 1571, 836]"
"(-9625.89578, 154455.00011)","[1586, 836]"
"(-9600.69138, 154458.32671)","[1586, 836]"
"(-9557.96008, 154463.96671)","[1586, 836]"
"(-9532.94148, 154457.86501)","[1586, 836]"
"(-9487.00508, 154469.81721)","[1586, 836]"
"(-9428.77278, 154459.76581)","[1586, 836]"
"(-9414.57208, 154464.88471)","[1586, 836]"
"(-9387.94388, 154474.48331)","[1586, 836]"
"(-9369.77248, 154484.60311)","[1586, 836]"
"(-9354.07008, 154493.34791)","[1586, 836]"
"(-9354.02468, 154493.37321)","[1586, 836]"
"(-9333.96288, 154495.92661)","[1586, 836]"
"(-9309.48418, 154507.31201)","[1586, 836]"
"(-9301.53188, 154509.50481)","[1586, 1587, 836]"
"(-9269.78188, 154504.21311)","[1587, 836]"
"(-9266.02268, 154507.25621)","[1587, 836]"
"(-9242.00048, 154526.70271)","[1587, 836]"
"(-9217.87918, 154532.95641)","[1587, 836]"
"(-9206.28168, 154535.96321)","[1587, 836]"
"(-9145.42748, 154543.90061)","[1587, 836]"
"(-9123.76428, 154540.07781)","[1587, 836]"
"(-9102.47748, 154536.08401)","[1587, 836]"
"(-9061.20238, 154506.71521)","[1587, 836]"
