"Node1(x,y)","Node2(x,y)"
"(-8943.67238, 153312.46021)","(-8946.76948, 153297.98931)"
"(-8943.67238, 153312.46021)","(-8937.16718, 153340.79151)"
"(-8546.37958, 152947.14591)","(-8514.86648, 152916.17331)"
"(-8546.37958, 152947.14591)","(-8551.37628, 152992.01541)"
"(-8783.11158, 154156.75041)","(-8787.84238, 154156.72661)"
"(-8783.11158, 154156.75041)","(-8783.26858, 154154.97571)"
"(-8783.11158, 154156.75041)","(-8782.81908, 154159.04491)"
"(-8760.39568, 154106.57751)","(-8759.96468, 154109.22561)"
"(-8760.39568, 154106.57751)","(-8765.13598, 154077.45621)"
"(-9919.59978, 154395.73381)","(-9960.61028, 154398.37961)"
"(-9919.59978, 154395.73381)","(-9881.23518, 154399.70251)"
"(-8968.46528, 152869.15571)","(-9010.66878, 152892.59351)"
"(-8968.46528, 152869.15571)","(-8923.95468, 152862.94901)"
"(-8304.42188, 152146.10471)","(-8327.48808, 152072.10471)"
"(-8304.42188, 152146.10471)","(-8248.36388, 152149.07701)"
"(-8304.42188, 152146.10471)","(-8368.71658, 152123.74211)"
"(-8246.99908, 152136.34501)","(-8247.27098, 152146.13591)"
"(-8246.99908, 152136.34501)","(-8246.47728, 152117.56081)"
"(-9740.06668, 154414.51061)","(-9738.06808, 154415.22681)"
"(-9740.06668, 154414.51061)","(-9740.92628, 154414.21701)"
"(-8286.16478, 152634.05501)","(-8283.78358, 152663.42391)"
"(-8286.16478, 152634.05501)","(-8299.65858, 152626.91131)"
"(-8781.32578, 154040.28541)","(-8766.97848, 154067.67691)"
"(-8781.32578, 154040.28541)","(-8783.81148, 154035.53991)"
"(-8223.82108, 151824.87981)","(-8225.67698, 151820.07771)"
"(-8223.82108, 151824.87981)","(-8221.84868, 151829.98371)"
"(-9328.92838, 153191.97171)","(-9298.09388, 153245.78081)"
"(-9328.92838, 153191.97171)","(-9388.39708, 153170.08051)"
"(-9117.63868, 153848.78341)","(-9104.41968, 153856.06511)"
"(-9117.63868, 153848.78341)","(-9118.93798, 153832.31721)"
"(-8787.92548, 154122.73791)","(-8787.02638, 154125.27361)"
"(-8787.92548, 154122.73791)","(-8789.06508, 154119.30781)"
"(-9647.95268, 154463.42041)","(-9655.60508, 154441.73551)"
"(-9647.95268, 154463.42041)","(-9674.85068, 154457.77991)"
"(-9647.95268, 154463.42041)","(-9632.85298, 154466.58681)"
"(-8255.42878, 152302.28211)","(-8256.09718, 152329.51171)"
"(-8255.42878, 152302.28211)","(-8242.35278, 152220.01591)"
"(-9126.43748, 153774.04721)","(-9122.81498, 153793.26001)"
"(-9126.43748, 153774.04721)","(-9131.22258, 153748.66861)"
"(-8483.41108, 152191.69191)","(-8413.72468, 152178.67471)"
"(-8483.41108, 152191.69191)","(-8450.43118, 152227.20871)"
"(-8837.98098, 153685.85521)","(-8837.18718, 153653.31141)"
"(-8837.98098, 153685.85521)","(-8851.47478, 153718.39901)"
"(-8917.12528, 153432.55561)","(-8917.39088, 153430.97681)"
"(-8917.12528, 153432.55561)","(-8908.84718, 153439.72151)"
"(-9173.01118, 153715.81171)","(-9146.71098, 153722.00191)"
"(-9173.01118, 153715.81171)","(-9175.51298, 153696.77511)"
"(-8881.42728, 153242.11591)","(-8881.93108, 153242.83551)"
"(-8881.42728, 153242.11591)","(-8879.33168, 153239.12301)"
"(-9059.27848, 152728.75871)","(-9057.95558, 152691.05551)"
"(-9059.27848, 152728.75871)","(-9063.37178, 152726.78521)"
"(-8694.67168, 152879.38811)","(-8738.80788, 152896.81511)"
"(-8694.67168, 152879.38811)","(-8648.87098, 152906.36191)"
"(-8918.76948, 153423.17511)","(-8919.84728, 153417.08421)"
"(-8918.76948, 153423.17511)","(-8917.39088, 153430.97681)"
"(-9632.85298, 154466.58681)","(-9583.08328, 154477.02311)"
"(-8267.58198, 151754.14481)","(-8256.85768, 151748.90831)"
"(-8267.58198, 151754.14481)","(-8314.67598, 151770.69111)"
"(-8256.15458, 152758.00761)","(-8256.54398, 152756.72491)"
"(-8256.15458, 152758.00761)","(-8253.62108, 152763.43651)"
"(-9498.27268, 154493.74121)","(-9518.26758, 154496.05951)"
"(-9498.27268, 154493.74121)","(-9413.74588, 154491.50361)"
"(-8281.40238, 152692.79261)","(-8273.27881, 152718.32373)"
"(-8281.40238, 152692.79261)","(-8283.78358, 152663.42391)"
"(-8213.93348, 151983.89311)","(-8219.48968, 151967.22431)"
"(-8213.93348, 151983.89311)","(-8226.63348, 151998.18061)"
"(-9429.08558, 153790.13721)","(-9430.99058, 153756.95831)"
"(-9429.08558, 153790.13721)","(-9384.63558, 153825.06221)"
"(-8852.74398, 153889.32871)","(-8853.69078, 153917.28971)"
"(-8852.74398, 153889.32871)","(-8852.62418, 153885.79001)"
"(-9523.06568, 153566.45801)","(-9584.97818, 153522.00801)"
"(-9523.06568, 153566.45801)","(-9461.15318, 153631.54561)"
"(-8990.42628, 153895.01201)","(-8984.80828, 153895.44421)"
"(-8990.42628, 153895.01201)","(-8997.91198, 153890.87761)"
"(-8780.68378, 154169.75261)","(-8781.33368, 154167.39531)"
"(-8780.68378, 154169.75261)","(-8780.61628, 154170.51401)"
"(-8926.70428, 152911.00621)","(-8914.52708, 152975.35591)"
"(-8926.70428, 152911.00621)","(-8972.21668, 152925.10621)"
"(-9414.57208, 154464.88471)","(-9428.77278, 154459.76581)"
