"Source(x,y)","Target(x,y)"
"(-13608.79088, 154692.34891)","(-13833.87708, 154465.66001)"
"(-13608.79088, 154692.34891)","(-13304.70098, 154541.95181)"
"(-13608.79088, 154692.34891)","(-13478.83188, 154939.21091)"
"(-13608.79088, 154692.34891)","(-13657.288, 154786.52593)"
"(-13833.87708, 154465.66001)","(-13608.79088, 154692.34891)"
"(-13833.87708, 154465.66001)","(-13876.12778, 154685.16301)"
"(-13833.87708, 154465.66001)","(-13910.03018, 154461.03561)"
"(-13833.87708, 154465.66001)","(-13871.99409, 154581.18322)"
"(-13833.87708, 154465.66001)","(-13657.288, 154786.52593)"
"(-13304.70098, 154541.95181)","(-13608.79088, 154692.34891)"
"(-13304.70098, 154541.95181)","(-13275.89328, 154501.70781)"
"(-13304.70098, 154541.95181)","(-13278.17152, 154722.83351)"
"(-13478.83188, 154939.21091)","(-13608.79088, 154692.34891)"
"(-13478.83188, 154939.21091)","(-13411.41808, 155094.09851)"
"(-13478.83188, 154939.21091)","(-13300.30971, 154744.33066)"
"(-13478.83188, 154939.21091)","(-13657.288, 154786.52593)"
"(-13657.288, 154786.52593)","(-13608.79088, 154692.34891)"
"(-13657.288, 154786.52593)","(-13478.83188, 154939.21091)"
"(-13657.288, 154786.52593)","(-13876.12778, 154685.16301)"
"(-13657.288, 154786.52593)","(-13411.41808, 155094.09851)"
"(-13657.288, 154786.52593)","(-13833.87708, 154465.66001)"
"(-13974.30448, 154609.28101)","(-13876.12778, 154685.16301)"
"(-13974.30448, 154609.28101)","(-14064.14058, 154634.70421)"
"(-13974.30448, 154609.28101)","(-13910.03018, 154461.03561)"
"(-13974.30448, 154609.28101)","(-13871.99409, 154581.18322)"
"(-13876.12778, 154685.16301)","(-13974.30448, 154609.28101)"
"(-13876.12778, 154685.16301)","(-13411.41808, 155094.09851)"
"(-13876.12778, 154685.16301)","(-13833.87708, 154465.66001)"
"(-13876.12778, 154685.16301)","(-13871.99409, 154581.18322)"
"(-13876.12778, 154685.16301)","(-13657.288, 154786.52593)"
"(-14064.14058, 154634.70421)","(-13974.30448, 154609.28101)"
"(-14064.14058, 154634.70421)","(-13910.03018, 154461.03561)"
"(-13910.03018, 154461.03561)","(-13974.30448, 154609.28101)"
"(-13910.03018, 154461.03561)","(-14064.14058, 154634.70421)"
"(-13910.03018, 154461.03561)","(-13833.87708, 154465.66001)"
"(-13910.03018, 154461.03561)","(-13871.99409, 154581.18322)"
"(-13871.99409, 154581.18322)","(-13974.30448, 154609.28101)"
"(-13871.99409, 154581.18322)","(-13876.12778, 154685.16301)"
"(-13871.99409, 154581.18322)","(-13910.03018, 154461.03561)"
"(-13871.99409, 154581.18322)","(-13833.87708, 154465.66001)"
"(-13411.41808, 155094.09851)","(-13478.83188, 154939.21091)"
"(-13411.41808, 155094.09851)","(-13876.12778, 154685.16301)"
"(-13411.41808, 155094.09851)","(-13415.69879, 155119.82411)"
"(-13411.41808, 155094.09851)","(-13657.288, 154786.52593)"
"(-13300.30971, 154744.33066)","(-13478.83188, 154939.21091)"
"(-13300.30971, 154744.33066)","(-13278.17152, 154722.83351)"
"(-13415.69879, 155119.82411)","(-13411.41808, 155094.09851)"
"(-13415.69879, 155119.82411)","(-13275.89328, 154501.70781)"
"(-13275.89328, 154501.70781)","(-13304.70098, 154541.95181)"
"(-13275.89328, 154501.70781)","(-13415.69879, 155119.82411)"
"(-13278.17152, 154722.83351)","(-13304.70098, 154541.95181)"
"(-13278.17152, 154722.83351)","(-13300.30971, 154744.33066)"
