Node,Stand
"(-13755.81448, 154588.25861)","[1402, 826]"
"(-13811.70418, 154581.91751)","[1402, 826]"
"(-13857.05188, 154576.05781)","[1402, 826]"
"(-13823.88778, 154538.43211)","[1402, 826]"
"(-13833.87708, 154465.66001)","[1402, 826]"
"(-13910.03018, 154461.03561)","[1402, 1403]"
"(-13911.65818, 154487.10181)","[1402, 1403]"
"(-13911.65818, 154531.55191)","[1402, 1403]"
"(-13929.12068, 154563.30191)","[1402, 1403]"
"(-13960.87068, 154552.18941)","[1402, 1403]"
"(-13974.30448, 154609.28101)","[1402, 1403]"
"(-13938.37508, 154636.04241)",[1402]
"(-13876.12778, 154685.16301)","[1402, 826]"
"(-13787.53818, 154646.39171)","[1402, 826]"
"(-14064.16868, 154634.87021)",[1403]
"(-14064.14058, 154634.70421)",[1403]
"(-14037.17198, 154594.30451)",[1403]
"(-13990.47568, 154597.23631)",[1403]
"(-13951.34578, 154458.52671)",[1403]
"(-14044.21468, 154489.40361)",[1403]
"(-14080.32848, 154536.12581)",[1403]
"(-14099.64498, 154586.50591)",[1403]
"(-14098.98348, 154644.05291)",[1403]
"(-14102.58518, 154663.34791)",[1403]
"(-14072.62648, 154684.23111)",[1403]
"(-14064.28678, 154635.04711)",[1403]
"(-14059.21906, 154627.33164)",[1403]
"(-14000.78807, 154474.9652)",[1403]
"(-13340.74778, 154580.33681)",[825]
"(-13341.35718, 154580.12051)",[825]
"(-13349.06888, 154577.38021)",[825]
"(-13361.34558, 154573.01781)",[825]
"(-13369.67948, 154570.05641)",[825]
"(-13402.40788, 154558.42661)",[825]
"(-13444.02808, 154573.31941)",[825]
"(-13446.47828, 154575.03791)",[825]
"(-13447.09438, 154575.47001)",[825]
"(-13447.71048, 154575.69051)",[825]
"(-13448.29508, 154575.89971)",[825]
"(-13454.63348, 154580.34541)",[825]
"(-13468.38108, 154589.98791)",[825]
"(-13478.62908, 154597.17581)",[825]
"(-13488.02798, 154603.76801)",[825]
"(-13497.20048, 154610.20161)",[825]
"(-13507.59518, 154617.49231)",[825]
"(-13512.22638, 154620.52901)",[825]
"(-13580.98428, 154639.99391)",[825]
"(-13596.51678, 154609.50991)",[825]
"(-13608.79088, 154692.34891)","[825, 826]"
"(-13601.84708, 154741.28221)","[825, 826]"
"(-13609.01018, 154762.55711)","[825, 826]"
"(-13581.88938, 154811.17181)","[825, 826]"
"(-13621.14708, 154882.80101)","[825, 826]"
"(-13588.90138, 154936.70191)","[825, 826]"
"(-13521.15138, 154933.85521)","[825, 826]"
"(-13478.83188, 154939.21091)","[825, 826, 1187]"
"(-13466.28678, 154881.69851)","[825, 1187]"
"(-13401.11088, 154891.19261)","[825, 1187]"
"(-13362.36308, 154836.80591)","[825, 1187]"
"(-13337.64618, 154780.58601)","[825, 1187]"
"(-13262.15638, 154707.28211)","[825, 1187]"
"(-13273.79598, 154642.84021)","[825, 1187]"
"(-13293.58038, 154582.96911)","[825, 1187]"
"(-13304.28498, 154543.28261)","[825, 1187]"
"(-13304.70098, 154541.95181)","[825, 1187]"
"(-13319.65868, 154557.96751)",[825]
"(-13340.41188, 154580.18881)",[825]
"(-13340.56738, 154580.35531)",[825]
"(-13340.59948, 154580.38971)",[825]
"(-13300.30971, 154744.33066)",[825]
"(-13278.17152, 154722.83351)",[825]
"(-13651.58888, 154674.60711)",[826]
"(-13649.21038, 154628.84541)",[826]
"(-13609.78598, 154583.46781)",[826]
"(-13625.03908, 154533.17721)",[826]
"(-13671.23938, 154518.98021)",[826]
"(-13729.15598, 154514.08451)",[826]
"(-13772.90008, 154500.17831)",[826]
"(-13833.86788, 154726.01161)",[826]
"(-13754.28118, 154748.10621)",[826]
"(-13719.83858, 154781.19271)",[826]
"(-13702.63418, 154820.74471)",[826]
"(-13696.08418, 154839.76521)",[826]
"(-13696.06808, 154839.81211)",[826]
"(-13722.49728, 154931.25341)",[826]
"(-13708.20978, 154958.24101)",[826]
"(-13663.75968, 154999.51601)",[826]
"(-13616.13458, 155032.85361)",[826]
"(-13539.26088, 155064.90661)",[826]
"(-13457.25668, 155077.73141)",[826]
"(-13411.41808, 155094.09851)","[826, 1187]"
"(-13413.79288, 155035.93091)","[826, 1187]"
"(-13442.60198, 154984.65431)","[826, 1187]"
"(-13275.89328, 154501.70781)",[1187]
"(-13275.98438, 154501.84681)",[1187]
"(-13277.58548, 154500.57141)",[1187]
"(-13287.04058, 154515.00061)",[1187]
"(-13292.55428, 154523.41501)",[1187]
"(-13423.11798, 155164.41081)",[1187]
"(-13396.72638, 155188.78691)",[1187]
"(-13392.01538, 155179.91461)",[1187]
"(-13358.67788, 155178.32711)",[1187]
"(-13330.89658, 155180.70841)",[1187]
"(-13299.94028, 155173.64391)",[1187]
"(-13288.17158, 155164.37171)",[1187]
"(-13300.73398, 155143.48141)",[1187]
"(-13313.43398, 155124.43131)",[1187]
"(-13319.78398, 155103.00011)",[1187]
"(-13316.60898, 155077.60001)",[1187]
"(-13307.08408, 155050.61241)",[1187]
"(-13272.95268, 155025.21241)",[1187]
"(-13251.52138, 155020.44991)",[1187]
"(-13228.50258, 155039.49991)",[1187]
"(-13193.57758, 155041.88121)",[1187]
"(-13182.46498, 155060.93121)",[1187]
"(-13186.43378, 155082.36261)",[1187]
"(-13213.42138, 155091.09381)",[1187]
"(-13230.88388, 155087.91881)",[1187]
"(-13252.31518, 155092.68131)",[1187]
"(-13264.22148, 155099.82501)",[1187]
"(-13279.30268, 155109.35011)",[1187]
"(-13274.54028, 155126.81261)",[1187]
"(-13265.54438, 155135.46451)",[1187]
"(-13249.66928, 155120.91241)",[1187]
"(-13225.85678, 155110.32911)",[1187]
"(-13200.72128, 155118.26661)",[1187]
"(-13171.51808, 155113.93251)",[1187]
"(-13178.73128, 155108.09991)",[1187]
"(-13132.67908, 155070.79381)",[1187]
"(-13107.90698, 154996.75691)",[1187]
"(-13063.25028, 154950.44351)",[1187]
"(-13057.73508, 154909.67291)",[1187]
"(-13053.64438, 154879.43241)",[1187]
"(-13077.95068, 154826.02341)",[1187]
"(-13074.00058, 154769.42861)",[1187]
"(-13069.48418, 154718.03101)",[1187]
"(-13076.11888, 154651.24001)",[1187]
"(-13071.85288, 154648.87111)",[1187]
"(-13096.66968, 154622.84481)",[1187]
"(-13127.26028, 154590.76331)",[1187]
"(-13158.69958, 154574.72301)",[1187]
"(-13209.57508, 154548.76661)",[1187]
"(-13232.89628, 154530.19001)",[1187]
"(-13255.91438, 154511.85481)",[1187]
"(-13273.31908, 154497.99101)",[1187]
"(-13275.79258, 154501.78791)",[1187]
"(-13202.42812, 155117.72761)",[1187]
"(-13190.56279, 155116.75897)",[1187]
"(-13415.69879, 155119.82411)",[1187]
"(-13274.86273, 154500.36056)",[1187]
