"Source(x,y)","Target(x,y)"
"(-12891.75518, 155014.94849)","(-13022.87188, 154931.71945)"
"(-12943.25001, 154869.28021)","(-13022.87188, 154931.71945)"
"(-12828.73193, 154793.29026)","(-12932.48768, 154706.61373)"
"(-12943.25001, 154869.28021)","(-12932.48768, 154706.61373)"
"(-12828.73193, 154793.29026)","(-12891.75518, 155014.94849)"
"(-12943.25001, 154869.28021)","(-12891.75518, 155014.94849)"
"(-12943.25001, 154869.28021)","(-12828.73193, 154793.29026)"
"(-13269.15979, 155186.64614)","(-13156.39394, 155126.16178)"
"(-13203.4369, 155178.23285)","(-13156.39394, 155126.16178)"
"(-13203.4369, 155178.23285)","(-13269.15979, 155186.64614)"
