"Source(x,y)","Target(x,y)"
"(-13190.56279, 155116.75897)","(-13200.72128, 155118.26661)"
"(-13265.54438, 155135.46451)","(-13200.72128, 155118.26661)"
"(-13241.37661, 154865.31788)","(-13200.72128, 155118.26661)"
"(-13203.4369, 155178.23285)","(-13200.72128, 155118.26661)"
"(-13789.52852, 154490.76516)","(-13608.79088, 154692.34891)"
"(-13304.70098, 154541.95181)","(-13608.79088, 154692.34891)"
"(-13478.83188, 154939.21091)","(-13608.79088, 154692.34891)"
"(-13657.288, 154786.52593)","(-13608.79088, 154692.34891)"
"(-13452.63494, 154738.84411)","(-13608.79088, 154692.34891)"
"(-13876.12778, 154685.16301)","(-13974.30448, 154609.28101)"
"(-14064.14058, 154634.70421)","(-13974.30448, 154609.28101)"
"(-13910.03018, 154461.03561)","(-13974.30448, 154609.28101)"
"(-14009.68686, 154547.03849)","(-13974.30448, 154609.28101)"
"(-13871.99409, 154581.18321)","(-13974.30448, 154609.28101)"
"(-14102.58518, 154663.34791)","(-14064.14058, 154634.70421)"
"(-14009.68686, 154547.03849)","(-14064.14058, 154634.70421)"
"(-13411.41808, 155094.09851)","(-13478.83188, 154939.21091)"
"(-13300.3097, 154744.33066)","(-13478.83188, 154939.21091)"
"(-13657.288, 154786.52593)","(-13478.83188, 154939.21091)"
"(-13452.63494, 154738.84411)","(-13478.83188, 154939.21091)"
"(-13241.37661, 154865.31788)","(-13478.83188, 154939.21091)"
"(-13827.24741, 154663.77048)","(-13876.12778, 154685.16301)"
"(-13793.64897, 154737.17705)","(-13876.12778, 154685.16301)"
"(-13871.99409, 154581.18321)","(-13876.12778, 154685.16301)"
"(-13657.288, 154786.52593)","(-13876.12778, 154685.16301)"
"(-13022.87188, 154931.71945)","(-13057.73508, 154909.67291)"
"(-13171.51808, 155113.93251)","(-13057.73508, 154909.67291)"
"(-13076.11888, 154651.24001)","(-13057.73508, 154909.67291)"
"(-13241.37661, 154865.31788)","(-13057.73508, 154909.67291)"
"(-12943.25001, 154869.28021)","(-13057.73508, 154909.67291)"
"(-13833.87708, 154465.66001)","(-13910.03018, 154461.03561)"
"(-14000.78807, 154474.9652)","(-13910.03018, 154461.03561)"
"(-14009.68686, 154547.03849)","(-13910.03018, 154461.03561)"
"(-13871.99409, 154581.18321)","(-13910.03018, 154461.03561)"
"(-13415.69879, 155119.82411)","(-13411.41808, 155094.09851)"
"(-13793.64897, 154737.17705)","(-13411.41808, 155094.09851)"
"(-13657.288, 154786.52593)","(-13411.41808, 155094.09851)"
"(-13241.37661, 154865.31788)","(-13411.41808, 155094.09851)"
"(-13415.69879, 155119.82411)","(-13265.54438, 155135.46451)"
"(-13269.15979, 155186.64614)","(-13265.54438, 155135.46451)"
"(-13241.37661, 154865.31788)","(-13265.54438, 155135.46451)"
"(-13203.4369, 155178.23285)","(-13265.54438, 155135.46451)"
"(-13304.70098, 154541.95181)","(-13275.89328, 154501.70781)"
"(-13076.11888, 154651.24001)","(-13275.89328, 154501.70781)"
"(-13241.37661, 154865.31788)","(-13275.89328, 154501.70781)"
"(-14000.78807, 154474.9652)","(-14044.21468, 154489.40361)"
"(-14146.30858, 154350.37791)","(-14044.21468, 154489.40361)"
"(-14102.58518, 154663.34791)","(-14044.21468, 154489.40361)"
"(-14341.24251, 154510.74141)","(-14044.21468, 154489.40361)"
"(-14009.68686, 154547.03849)","(-14044.21468, 154489.40361)"
"(-13278.17152, 154722.83351)","(-13304.70098, 154541.95181)"
"(-13452.63494, 154738.84411)","(-13304.70098, 154541.95181)"
"(-13241.37661, 154865.31788)","(-13304.70098, 154541.95181)"
"(-14146.30858, 154350.37791)","(-14102.58518, 154663.34791)"
"(-14341.24251, 154510.74141)","(-14102.58518, 154663.34791)"
"(-14009.68686, 154547.03849)","(-14102.58518, 154663.34791)"
"(-14341.24251, 154510.74141)","(-14146.30858, 154350.37791)"
"(-13190.56279, 155116.75897)","(-13171.51808, 155113.93251)"
"(-13156.39394, 155126.16178)","(-13171.51808, 155113.93251)"
"(-13241.37661, 154865.31788)","(-13171.51808, 155113.93251)"
"(-13203.4369, 155178.23285)","(-13171.51808, 155113.93251)"
"(-13827.24741, 154663.77048)","(-13811.70418, 154581.91751)"
"(-13833.87708, 154465.66001)","(-13811.70418, 154581.91751)"
"(-13871.99409, 154581.18321)","(-13811.70418, 154581.91751)"
"(-13657.288, 154786.52593)","(-13811.70418, 154581.91751)"
"(-12932.48768, 154706.61373)","(-13076.11888, 154651.24001)"
"(-13241.37661, 154865.31788)","(-13076.11888, 154651.24001)"
"(-12943.25001, 154869.28021)","(-13076.11888, 154651.24001)"
"(-13789.52852, 154490.76516)","(-13833.87708, 154465.66001)"
"(-13871.99409, 154581.18321)","(-13833.87708, 154465.66001)"
"(-13657.288, 154786.52593)","(-13833.87708, 154465.66001)"
"(-14009.68686, 154547.03849)","(-14000.78807, 154474.9652)"
"(-13871.99409, 154581.18321)","(-13827.24741, 154663.77048)"
"(-13657.288, 154786.52593)","(-13827.24741, 154663.77048)"
"(-13657.288, 154786.52593)","(-13789.52852, 154490.76516)"
"(-13657.288, 154786.52593)","(-13793.64897, 154737.17705)"
"(-13278.17152, 154722.83351)","(-13300.3097, 154744.33066)"
"(-13452.63494, 154738.84411)","(-13300.3097, 154744.33066)"
"(-13241.37661, 154865.31788)","(-13300.3097, 154744.33066)"
"(-13452.63494, 154738.84411)","(-13278.17152, 154722.83351)"
"(-13241.37661, 154865.31788)","(-13278.17152, 154722.83351)"
"(-13241.37661, 154865.31788)","(-13190.56279, 155116.75897)"
"(-13203.4369, 155178.23285)","(-13190.56279, 155116.75897)"
"(-13241.37661, 154865.31788)","(-13415.69879, 155119.82411)"
