"Node1(x,y)","Node2(x,y)"
"(-12768.49968, 145909.42561)","(-12618.47018, 145830.80591)"
"(-12768.49968, 145909.42561)","(-12953.64678, 145875.34591)"
"(-12768.49968, 145909.42561)","(-13038.96588, 145407.01511)"
"(-13898.76948, 146139.04071)","(-13740.26288, 146249.11651)"
"(-13898.76948, 146139.04071)","(-13962.53738, 146402.88011)"
"(-13898.76948, 146139.04071)","(-14265.31618, 146091.30941)"
"(-13867.32058, 147174.92451)","(-13889.55158, 147172.20381)"
"(-13867.32058, 147174.92451)","(-13788.95158, 147217.47001)"
"(-13867.32058, 147174.92451)","(-13835.91738, 147077.74961)"
"(-13433.83158, 143776.40971)","(-13586.80848, 143855.33011)"
"(-13433.83158, 143776.40971)","(-13232.93838, 143775.54841)"
"(-13433.83158, 143776.40971)","(-13861.42348, 143778.36541)"
"(-11320.00928, 144379.32771)","(-11298.81805, 144346.94946)"
"(-11320.00928, 144379.32771)","(-11567.18588, 144257.36441)"
"(-11320.00928, 144379.32771)","(-11657.61788, 144440.58811)"
"(-13527.30138, 144774.65911)","(-13638.16978, 144811.20041)"
"(-13527.30138, 144774.65911)","(-13542.55558, 144391.42491)"
"(-13527.30138, 144774.65911)","(-13040.34908, 145172.93921)"
"(-13962.37818, 144505.16841)","(-13908.63028, 144471.70861)"
"(-13962.37818, 144505.16841)","(-14018.15298, 144611.22751)"
"(-13962.37818, 144505.16841)","(-14124.42158, 144146.08821)"
"(-12917.86478, 144626.79101)","(-12936.17328, 144670.15321)"
"(-12917.86478, 144626.79101)","(-12687.45288, 144309.21201)"
"(-12917.86478, 144626.79101)","(-12394.24228, 144565.17661)"
"(-14303.29188, 145778.45391)","(-14244.10188, 145768.12701)"
"(-14303.29188, 145778.45391)","(-14342.66708, 145947.30791)"
"(-14303.29188, 145778.45391)","(-14361.04618, 145577.89501)"
"(-14203.49278, 145305.21021)","(-14258.09258, 145259.11991)"
"(-14203.49278, 145305.21021)","(-14080.93138, 145329.21571)"
"(-14203.49278, 145305.21021)","(-14326.64078, 145550.44791)"
"(-13666.87088, 145315.54271)","(-13759.39692, 145318.22574)"
"(-13666.87088, 145315.54271)","(-13536.27148, 145349.50311)"
"(-13666.87088, 145315.54271)","(-13730.05378, 144851.16791)"
"(-15660.70518, 144553.54791)","(-15781.31948, 144691.63411)"
"(-15660.70518, 144553.54791)","(-15870.80978, 144354.49481)"
"(-15660.70518, 144553.54791)","(-15310.86048, 144725.25531)"
"(-13856.17678, 145525.57111)","(-13721.45338, 145624.42461)"
"(-13856.17678, 145525.57111)","(-13563.25154, 145364.09885)"
"(-13856.17678, 145525.57111)","(-14032.24448, 145641.00871)"
"(-15593.86948, 145248.00981)","(-15731.72918, 145411.62791)"
"(-15593.86948, 145248.00981)","(-15628.28278, 144947.58301)"
"(-15593.86948, 145248.00981)","(-14957.39878, 145614.53541)"
"(-14895.69898, 145901.29711)","(-14666.18568, 145703.96781)"
"(-14895.69898, 145901.29711)","(-14817.94108, 146126.69561)"
"(-14895.69898, 145901.29711)","(-14935.42828, 146013.21141)"
"(-15655.43248, 147111.32401)","(-15596.69818, 147158.65721)"
"(-15655.43248, 147111.32401)","(-15754.89288, 147087.98681)"
"(-15655.43248, 147111.32401)","(-15560.00118, 146806.31831)"
"(-11832.87338, 145011.12561)","(-11981.30498, 144864.54611)"
"(-11832.87338, 145011.12561)","(-11715.25928, 145005.74931)"
"(-13911.62198, 144062.55231)","(-13901.03998, 144111.14871)"
"(-13911.62198, 144062.55231)","(-13988.54458, 143983.95931)"
"(-13911.62198, 144062.55231)","(-13586.80848, 143855.33011)"
"(-13895.32728, 145698.62381)","(-13977.27458, 145720.25701)"
"(-13895.32728, 145698.62381)","(-13822.59588, 145703.40521)"
"(-13895.32728, 145698.62381)","(-13583.63677, 146097.02885)"
"(-13700.70448, 146912.22621)","(-13835.91738, 147077.74961)"
"(-13700.70448, 146912.22621)","(-13651.37428, 147115.01191)"
"(-13700.70448, 146912.22621)","(-13594.42938, 146774.02191)"
"(-12546.48628, 145635.30851)","(-12464.88198, 145610.27421)"
"(-12546.48628, 145635.30851)","(-13038.96588, 145407.01511)"
"(-12546.48628, 145635.30851)","(-12618.47018, 145830.80591)"
"(-13785.81918, 145315.53891)","(-13759.39692, 145318.22574)"
"(-13785.81918, 145315.53891)","(-13786.78596, 145304.54738)"
"(-13785.81918, 145315.53891)","(-13934.89738, 145302.30341)"
"(-12441.35988, 143878.24221)","(-12377.49558, 143982.26871)"
"(-12441.35988, 143878.24221)","(-12663.21388, 143837.87751)"
"(-12441.35988, 143878.24221)","(-11652.93558, 144066.29101)"
"(-13885.34898, 146976.36511)","(-13768.22628, 146716.39331)"
"(-13885.34898, 146976.36511)","(-13835.91738, 147077.74961)"
"(-13885.34898, 146976.36511)","(-14124.68208, 146675.54151)"
"(-15781.31948, 144691.63411)","(-15731.72918, 145411.62791)"
"(-15781.31948, 144691.63411)","(-15628.28278, 144947.58301)"
"(-11279.64678, 144317.65751)","(-11298.81805, 144346.94946)"
"(-11279.64678, 144317.65751)","(-11345.44256, 144244.06245)"
"(-11279.64678, 144317.65751)","(-11010.83498, 144515.51401)"
"(-12404.28668, 145555.55021)","(-12464.88198, 145610.27421)"
"(-12404.28668, 145555.55021)","(-12350.97338, 145416.77831)"
"(-12404.28668, 145555.55021)","(-12460.81378, 146096.66401)"
"(-15543.70108, 146719.93721)","(-15560.00118, 146806.31831)"
"(-15543.70108, 146719.93721)","(-15415.43758, 146498.93001)"
"(-15543.70108, 146719.93721)","(-14736.57198, 146718.84911)"
"(-12126.29698, 145154.53001)","(-11660.15818, 145199.22361)"
"(-12126.29698, 145154.53001)","(-12161.17988, 144965.63811)"
"(-12126.29698, 145154.53001)","(-12226.24183, 145268.4027)"
"(-12965.98498, 143814.10021)","(-12663.21388, 143837.87751)"
"(-12965.98498, 143814.10021)","(-13232.93838, 143775.54841)"
"(-12965.98498, 143814.10021)","(-13210.23278, 143932.93721)"
"(-13901.03998, 144111.14871)","(-13990.32948, 144140.17711)"
"(-13901.03998, 144111.14871)","(-13631.48538, 144210.39821)"
"(-13127.19118, 145351.06941)","(-13038.96588, 145407.01511)"
"(-13127.19118, 145351.06941)","(-12953.64678, 145875.34591)"
"(-13889.55158, 147172.20381)","(-14234.68988, 147049.58221)"
"(-13889.55158, 147172.20381)","(-14261.79398, 147279.95771)"
"(-13872.10778, 146541.02391)","(-13962.53738, 146402.88011)"
"(-13872.10778, 146541.02391)","(-13843.33068, 146371.05681)"
"(-13872.10778, 146541.02391)","(-14068.93818, 146558.79081)"
"(-13908.63028, 144471.70861)","(-13990.32948, 144140.17711)"
"(-13908.63028, 144471.70861)","(-13631.48538, 144210.39821)"
"(-14234.68988, 147049.58221)","(-14493.23178, 146951.00001)"
"(-14234.68988, 147049.58221)","(-14124.68208, 146675.54151)"
