ID_UG;nodes
1599;(-13867.32058, 147174.92451),(-13700.70448, 146912.22621),(-13788.95158, 147217.47001),(-13835.91738, 147077.74961),(-13651.37428, 147115.01191),(-13664.48292, 147134.51353),(-13754.70546, 147106.64356)
1073;(-15733.05268, 146415.66451),(-15639.82038, 146344.00381),(-15855.93998, 146362.93421),(-15582.66032, 146310.19463),(-15622.57698, 146353.40921),(-15681.70098, 146650.70791),(-16003.91988, 146450.65761),(-15740.99018, 146299.77681),(-15831.60321, 146484.05543),(-15724.33929, 146396.77447),(-15700.50204, 146312.746),(-15780.18396, 146397.01665)
1197;(-13433.83158, 143776.40971),(-13586.80848, 143855.33011),(-13842.83588, 143827.39351),(-13861.42348, 143778.36541),(-13682.26892, 143786.9889)
1615;(-13433.83158, 143776.40971),(-12917.86478, 144626.79101),(-13232.93838, 143775.54841),(-13210.23278, 143932.93721),(-12687.45288, 144309.21201),(-12983.75868, 144092.47811),(-12936.17328, 144670.15321),(-13586.80848, 143855.33011),(-13409.86908, 144253.54641),(-13141.46522, 144167.07128)
1147;(-11320.00928, 144379.32771),(-11279.64678, 144317.65751),(-11567.18588, 144257.36441),(-11298.81805, 144346.94946),(-11413.82977, 144285.92566)
1204;(-11320.00928, 144379.32771),(-12441.35988, 143878.24221),(-11657.61788, 144440.58811),(-11652.93558, 144066.29101),(-11567.18588, 144257.36441),(-12377.49558, 143982.26871),(-11880.59009, 144169.38769)
1203;(-11320.00928, 144379.32771),(-11279.64678, 144317.65751),(-11360.44038, 144863.96811),(-11657.61788, 144440.58811),(-11715.25928, 145005.74931),(-11660.15818, 145199.22361),(-11010.83498, 144515.51401),(-10989.83068, 144664.08681),(-11076.49878, 144696.99751),(-10820.93418, 144562.38671),(-12126.48468, 144569.94141),(-10866.58898, 144554.29691),(-11445.56428, 144561.99741),(-11474.53728, 145036.98431),(-11745.20313, 144967.58487),(-10920.07257, 144533.31419),(-11527.59886, 144721.10856)
1096;(-13459.37977, 147097.59772),(-12580.68998, 146607.75611),(-12916.49978, 146804.13601),(-13808.57768, 147230.26881),(-13517.05858, 147392.12021),(-13788.95158, 147217.47001),(-13197.82043, 146922.22721),(-12771.02698, 146756.67071),(-12856.57828, 147058.04901),(-13000.03448, 146857.07531),(-13651.37428, 147115.01191),(-12951.50618, 146838.00671),(-13584.01408, 147114.98761),(-12686.93718, 146655.17411),(-12641.10768, 146527.34251),(-13023.58007, 147093.60982),(-13552.61907, 147372.45363),(-13089.88771, 147018.35919)
1593;(-13459.37977, 147097.59772),(-13450.72168, 146777.41561),(-13518.84458, 146773.71091),(-13584.01408, 147114.98761),(-13524.37078, 147119.40171),(-13479.80373, 146959.63421)
1595;(-13459.37977, 147097.59772),(-13450.72168, 146777.41561),(-13226.05408, 146692.81491),(-13197.82043, 146922.22721),(-13447.65628, 147077.80214),(-13324.00156, 146877.80252)
1616;(-13527.30138, 144774.65911),(-12881.66548, 144980.55181),(-13040.34908, 145172.93921),(-12936.17328, 144670.15321),(-12892.48868, 144807.15751),(-12862.46568, 144995.98961),(-13409.86908, 144253.54641),(-13542.55558, 144391.42491),(-13213.56495, 144713.4573)
1132;(-13527.30138, 144774.65911),(-13962.37818, 144505.16841),(-13908.63028, 144471.70861),(-14018.15298, 144611.22751),(-13638.16978, 144811.20041),(-13542.55558, 144391.42491),(-13631.48538, 144210.39821),(-13673.07264, 144548.54876)
1131;(-13962.37818, 144505.16841),(-14435.82348, 144181.07621),(-14018.15298, 144611.22751),(-14426.68938, 144118.58591),(-14124.42158, 144146.08821),(-14372.02358, 144576.29661),(-14463.72468, 144550.41741),(-14483.76628, 144475.28431),(-14240.09492, 144386.59892)
1133;(-13962.37818, 144505.16841),(-13908.63028, 144471.70861),(-14124.42158, 144146.08821),(-13990.32948, 144140.17711),(-14073.66188, 144294.19414)
1366;(-15743.05588, 146800.60781),(-16110.03058, 146708.63041),(-15717.79138, 146751.46851),(-16029.42378, 146803.37321),(-16060.81798, 146536.67731),(-16007.51744, 146714.35793)
1071;(-15743.05588, 146800.60781),(-15655.43248, 147111.32401),(-15717.71888, 146829.64051),(-15543.70108, 146719.93721),(-15724.51288, 147111.51971),(-15582.66032, 146310.19463),(-15560.00118, 146806.31831),(-15415.43758, 146498.93001),(-15754.89288, 147087.98681),(-15717.79138, 146751.46851),(-15681.70098, 146650.70791),(-15724.86258, 146811.38421),(-15579.5748, 146504.2417),(-15670.55014, 146644.62183),(-15613.46074, 146711.17348)
1202;(-12126.35638, 145955.36771),(-12056.15258, 145620.82851),(-12266.05088, 145592.35111),(-12132.32018, 145815.81351),(-11113.98768, 145696.53051),(-11911.82328, 145716.01351),(-10632.71323, 145779.38404),(-11232.29108, 145705.63053),(-11397.17876, 145728.26972),(-10838.69651, 145712.00987),(-11418.6453, 145807.50002)
1101;(-12126.35638, 145955.36771),(-12089.04288, 146105.08451),(-12132.32018, 145815.81351),(-12460.81378, 146096.66401),(-12150.32018, 146106.93491),(-11787.61178, 146176.79402),(-12188.21993, 146109.72315),(-12164.98961, 146108.01412),(-12186.63902, 146003.58075)
868;(-10931.42588, 144772.14521),(-10973.55168, 145177.73511),(-11360.44038, 144863.96811),(-10989.83068, 144664.08681),(-11076.49878, 144696.99751),(-10866.23208, 144968.77101),(-10572.27948, 145306.64461),(-10599.75727, 145307.75594),(-10899.29296, 145033.64337)
870;(-10931.42588, 144772.14521),(-10989.83068, 144664.08681),(-10820.93418, 144562.38671),(-10346.78668, 144660.43371),(-10691.85714, 144728.22114)
1140;(-12917.86478, 144626.79101),(-12228.53168, 144739.67071),(-12394.24228, 144565.17661),(-12134.18858, 144691.03731),(-12349.72418, 144439.11641),(-12126.48468, 144569.94141),(-12936.17328, 144670.15321),(-12892.48868, 144807.15751),(-12500.85375, 144671.15687)
1141;(-12917.86478, 144626.79101),(-12394.24228, 144565.17661),(-12687.45288, 144309.21201),(-12694.47488, 144537.16356)
1195;(-13450.72168, 146777.41561),(-12770.76558, 146507.5353),(-13226.05408, 146692.81491),(-12966.85048, 146609.79601),(-13113.10528, 146493.84161),(-13872.10778, 146541.02391),(-13382.92928, 146531.36851),(-14068.93818, 146558.79081),(-13843.33068, 146371.05681),(-12864.00236, 146562.20164),(-13073.86918, 146632.53181),(-12723.63338, 146447.69101),(-13518.84458, 146773.71091),(-13768.22628, 146716.39331),(-13247.87988, 146499.99031),(-12705.32778, 146463.12191),(-13594.42938, 146774.02191),(-13451.08767, 146582.41703)
1088;(-14303.29188, 145778.45391),(-14244.10188, 145768.12701),(-14171.36728, 145578.73271),(-14032.24448, 145641.00871),(-14326.64078, 145550.44791),(-14361.04618, 145577.89501),(-14210.0163, 145662.98633)
1087;(-14303.29188, 145778.45391),(-14342.66708, 145947.30791),(-14361.04618, 145577.89501),(-14572.41468, 145747.12111),(-14450.87999, 145742.99909)
1128;(-14203.49278, 145305.21021),(-14474.38988, 144890.55461),(-14018.15298, 144611.22751),(-13839.38108, 144722.83091),(-14258.09258, 145259.11991),(-14372.02358, 144576.29661),(-14080.93138, 145329.21571),(-13858.25828, 144899.80071),(-13934.89738, 145302.30341),(-14259.51482, 145246.99947),(-14128.53271, 144914.519)
1443;(-14203.49278, 145305.21021),(-14171.36728, 145578.73271),(-14080.93138, 145329.21571),(-14326.64078, 145550.44791),(-14196.83738, 145461.2258)
1245;(-14203.49278, 145305.21021),(-14957.39878, 145614.53541),(-14473.23288, 145300.07391),(-14745.43568, 145364.90511),(-14670.05368, 145326.21011),(-14258.09258, 145259.11991),(-14666.18568, 145703.96781),(-14326.64078, 145550.44791),(-14361.04618, 145577.89501),(-14572.41468, 145747.12111),(-14592.269, 145495.86693)
1126;(-13666.87088, 145315.54271),(-13785.81918, 145315.53891),(-13778.07608, 144987.76631),(-13730.05378, 144851.16791),(-13759.39692, 145318.22574),(-13786.78596, 145304.54738),(-13701.5222, 145083.54925)
1271;(-13666.87088, 145315.54271),(-13856.17678, 145525.57111),(-13785.81918, 145315.53891),(-14171.36728, 145578.73271),(-14032.24448, 145641.00871),(-14080.93138, 145329.21571),(-13934.89738, 145302.30341),(-13536.27148, 145349.50311),(-13563.25154, 145364.09884),(-13894.55538, 145432.61612)
1123;(-15660.70518, 144553.54791),(-15781.31948, 144691.63411),(-15298.23988, 144790.89301),(-15628.28278, 144947.58301),(-15310.86048, 144725.25531),(-15518.45518, 144999.37141),(-15284.29938, 144806.91291),(-15538.35345, 144768.78233)
1124;(-15660.70518, 144553.54791),(-15310.86048, 144725.25531),(-15870.80978, 144354.49481),(-15275.55058, 144265.90111),(-15446.09152, 144455.33831)
1089;(-13856.17678, 145525.57111),(-13533.62568, 145370.66971),(-13525.44518, 145530.64991),(-13721.45338, 145624.42461),(-13431.30388, 145471.78811),(-13536.27148, 145349.50311),(-13634.38894, 145493.13053)
1445;(-13856.17678, 145525.57111),(-13895.32728, 145698.62381),(-14032.24448, 145641.00871),(-13977.27458, 145720.25701),(-13721.45338, 145624.42461),(-13822.59588, 145703.40521),(-13879.23622, 145628.15937)
1240;(-15593.86948, 145248.00981),(-15781.31948, 144691.63411),(-15628.28278, 144947.58301),(-15731.72918, 145411.62791),(-15990.12312, 145066.35409),(-16038.05395, 145114.48636),(-16011.16, 145087.47938),(-15749.67236, 145423.07416),(-15851.33884, 145108.6354)
809;(-15593.86948, 145248.00981),(-14957.39878, 145614.53541),(-15181.94748, 145744.16501),(-15288.08488, 145705.43041),(-15731.72918, 145411.62791),(-15469.90318, 145484.29171),(-15105.92808, 145705.70061),(-15636.06064, 145414.67578),(-15700.9021, 145412.3311),(-15333.27833, 145474.89108)
1442;(-15593.86948, 145248.00981),(-14957.39878, 145614.53541),(-14745.43568, 145364.90511),(-15628.28278, 144947.58301),(-15518.45518, 144999.37141),(-15205.42606, 145303.25985)
917;(-14997.31928, 148001.34291),(-14925.58668, 147871.18141),(-15367.49638, 147658.01201),(-15183.70118, 147617.21421),(-15429.40488, 147826.59591),(-15037.31188, 147624.17501),(-14973.46035, 147998.8007),(-15113.20289, 147783.63138)
1441;(-14895.69898, 145901.29711),(-14776.82938, 146282.94981),(-14342.66708, 145947.30791),(-14666.18568, 145703.96781),(-14293.61348, 146146.41531),(-14817.94108, 146126.69561),(-14265.31618, 146091.30941),(-14572.41468, 145747.12111),(-14585.89342, 145983.83295)
1620;(-14895.69898, 145901.29711),(-14957.39878, 145614.53541),(-15074.43678, 145933.31031),(-14957.73507, 146053.70593),(-14935.42828, 146013.21141),(-14666.18568, 145703.96781),(-15180.61768, 145846.58881),(-15105.92808, 145705.70061),(-14954.98396, 145808.79306)
1068;(-15655.43248, 147111.32401),(-15560.00118, 146806.31831),(-15625.27328, 147215.80721),(-15464.19148, 146899.64941),(-15596.69818, 147158.65721),(-15585.31878, 147308.90831),(-15567.14514, 147025.80351)
1139;(-11832.87338, 145011.12561),(-12126.29698, 145154.53001),(-11715.25928, 145005.74931),(-11660.15818, 145199.22361),(-11842.71668, 145304.14611),(-12161.17988, 144965.63811),(-11981.30498, 144864.54611),(-11935.33564, 145084.54367)
1614;(-13911.62198, 144062.55231),(-13901.03998, 144111.14871),(-13586.80848, 143855.33011),(-13409.86908, 144253.54641),(-13542.55558, 144391.42491),(-13631.48538, 144210.39821),(-13570.159, 144132.66307)
1134;(-13911.62198, 144062.55231),(-13901.03998, 144111.14871),(-13988.54458, 143983.95931),(-13990.32948, 144140.17711),(-13990.43339, 144070.3642)
1135;(-13911.62198, 144062.55231),(-13586.80848, 143855.33011),(-13842.83588, 143827.39351),(-13988.54458, 143983.95931),(-13792.74666, 143937.53797)
1594;(-12770.76558, 146507.5353),(-12690.56448, 146456.52551),(-12639.35458, 146509.71671),(-12705.32778, 146463.12191),(-12686.93718, 146655.17411),(-12641.10768, 146527.34251),(-12648.55233, 146500.1631),(-12645.86123, 146575.13653),(-12693.48505, 146544.85772)
1596;(-12770.76558, 146507.5353),(-12864.00236, 146562.20164),(-12771.02698, 146756.67071),(-12686.93718, 146655.17411),(-12779.02492, 146740.73168),(-12773.22451, 146624.62785)
1086;(-13895.32728, 145698.62381),(-13447.65088, 145953.95581),(-13822.59588, 145703.40521),(-13583.63677, 146097.02885),(-13655.8828, 145885.01283)
1446;(-13292.24088, 145526.60111),(-13525.44518, 145530.64991),(-13238.18248, 145897.67821),(-13431.30388, 145471.78811),(-13221.60638, 145569.76031),(-13231.16508, 145872.02821),(-13374.19032, 145507.38164),(-13329.0877, 145530.97369),(-13378.17561, 145504.5017),(-13291.08433, 145802.08856),(-13308.35552, 145756.44063),(-13354.23773, 145632.68064)
867;(-11314.48788, 145345.86911),(-10973.55168, 145177.73511),(-11360.44038, 144863.96811),(-11263.25238, 145350.99561),(-11316.50428, 145274.02721),(-11474.53728, 145036.98431),(-11328.82617, 145416.5736),(-11274.31335, 144903.57648),(-11291.89646, 145284.32538),(-11336.83577, 145259.06607),(-11353.8676, 145202.0916),(-11294.04205, 145347.91487),(-11298.50872, 145094.28111)
1600;(-13700.70448, 146912.22621),(-13885.34898, 146976.36511),(-13835.91738, 147077.74961),(-13768.22628, 146716.39331),(-13594.42938, 146774.02191),(-13755.50766, 146880.03015)
1076;(-13700.70448, 146912.22621),(-13518.84458, 146773.71091),(-13651.37428, 147115.01191),(-13584.01408, 147114.98761),(-13594.42938, 146774.02191),(-13603.2826, 146951.31058)
1099;(-13148.76868, 145986.21941),(-12851.63218, 146007.97911),(-13189.87228, 146453.46291),(-12625.62488, 146127.91231),(-12765.37938, 146282.17721),(-13083.96588, 146313.01901),(-12897.81232, 146185.99989)
1196;(-13148.76868, 145986.21941),(-13377.10688, 146002.31331),(-13525.44518, 145530.64991),(-13238.18248, 145897.67821),(-13721.45338, 145624.42461),(-13083.96588, 146313.01901),(-13447.65088, 145953.95581),(-13241.50378, 146098.21511),(-13822.59588, 145703.40521),(-13352.78879, 145910.36883)
1102;(-13148.76868, 145986.21941),(-12851.63218, 146007.97911),(-12953.64678, 145875.34591),(-13238.18248, 145897.67821),(-13221.60638, 145569.76031),(-13231.16508, 145872.02821),(-13180.83286, 145965.21096),(-12954.9812, 145893.10886),(-13125.72946, 145844.46236)
1104;(-12546.48628, 145635.30851),(-12404.28668, 145555.55021),(-12266.05088, 145592.35111),(-12132.32018, 145815.81351),(-12460.81378, 146096.66401),(-12464.88198, 145610.27421),(-12618.47018, 145830.80591),(-12388.25839, 145781.0902)
1255;(-12546.48628, 145635.30851),(-12404.28668, 145555.55021),(-12350.97338, 145416.77831),(-13038.96588, 145407.01511),(-12599.48558, 145088.91361),(-13040.34908, 145172.93921),(-12464.88198, 145610.27421),(-12719.88568, 145033.16641),(-12862.46568, 144995.98961),(-12747.62264, 145367.91869)
1193;(-13226.05408, 146692.81491),(-13197.82043, 146922.22721),(-13073.86918, 146632.53181),(-13000.03448, 146857.07531),(-13121.29092, 146778.39747)
1597;(-12966.85048, 146609.79601),(-12916.49978, 146804.13601),(-12864.00236, 146562.20164),(-12771.02698, 146756.67071),(-12884.33638, 146794.69936),(-12878.55371, 146690.30923)
1598;(-12966.85048, 146609.79601),(-12916.49978, 146804.13601),(-13073.86918, 146632.53181),(-13000.03448, 146857.07531),(-12951.50618, 146838.00671),(-12992.22508, 146726.00828)
1127;(-13785.81918, 145315.53891),(-13778.07608, 144987.76631),(-13858.25828, 144899.80071),(-13934.89738, 145302.30341),(-13864.38478, 145103.27252)
1143;(-12441.35988, 143878.24221),(-12394.24228, 144565.17661),(-12687.45288, 144309.21201),(-12349.72418, 144439.11641),(-12983.75868, 144092.47811),(-12663.21388, 143837.87751),(-12377.49558, 143982.26871),(-12620.33643, 144117.02908)
1077;(-13885.34898, 146976.36511),(-14068.93818, 146558.79081),(-14124.68208, 146675.54151),(-13768.22628, 146716.39331),(-13922.07305, 146747.28399)
1449;(-12610.10888, 146362.91541),(-13113.10528, 146493.84161),(-13189.87228, 146453.46291),(-12625.62488, 146127.91231),(-13241.20298, 146492.31531),(-12625.23228, 146390.29161),(-12470.54088, 146156.54001),(-12723.63338, 146447.69101),(-12765.37938, 146282.17721),(-12690.56448, 146456.52551),(-13247.87988, 146499.99031),(-12705.32778, 146463.12191),(-12617.50681, 146376.30705),(-12740.67481, 146449.47704),(-13191.55393, 146504.44443),(-13060.21442, 146489.24232),(-12761.58902, 146343.38883)
1291;(-14788.58488, 147879.74541),(-14792.76558, 147894.42081),(-14537.74978, 147738.65121),(-14391.21158, 147788.57861),(-14483.53018, 147750.65941),(-14672.51433, 148050.23587)
1244;(-14788.58488, 147879.74541),(-14418.24458, 147665.73311),(-14925.58668, 147871.18141),(-14299.97578, 147426.14361),(-14537.74978, 147738.65121),(-14473.54178, 147658.34491),(-14624.54598, 147179.06321),(-14768.35328, 147143.16851),(-15037.31188, 147624.17501),(-14261.79398, 147279.95771),(-14540.96074, 147718.6138),(-14638.77407, 147795.47715),(-14658.74449, 147504.33285)
1149;(-11279.64678, 144317.65751),(-11024.58038, 144201.20341),(-11652.93558, 144066.29101),(-11010.83498, 144515.51401),(-11567.18588, 144257.36441),(-11000.49588, 144453.43731),(-11345.44256, 144244.06245),(-10996.05097, 144429.79117),(-11051.44306, 144481.72032),(-11262.38902, 144249.96448)
1254;(-12404.28668, 145555.55021),(-12126.29698, 145154.53001),(-12056.15258, 145620.82851),(-12266.05088, 145592.35111),(-11734.65228, 145366.77121),(-11764.38298, 145468.79421),(-12350.97338, 145416.77831),(-11842.71668, 145304.14611),(-12204.43494, 145535.89745),(-11956.11228, 145598.48942),(-11830.45358, 145469.76332),(-11757.61972, 145460.1864),(-12067.13219, 145394.48957)
1185;(-15543.70108, 146719.93721),(-14996.02228, 146461.69591),(-15415.43758, 146498.93001),(-15414.36248, 146498.72301),(-15022.49548, 146541.27321),(-14962.66138, 146417.93661),(-14736.57198, 146718.84911),(-15140.32403, 146720.3201)
1482;(-15543.70108, 146719.93721),(-15560.00118, 146806.31831),(-15464.19148, 146899.64941),(-14607.69098, 146757.93471),(-14697.41248, 146810.54761),(-14934.01708, 147074.35571),(-14736.57198, 146718.84911),(-15102.136, 146892.12868)
1136;(-12126.29698, 145154.53001),(-12350.97338, 145416.77831),(-12599.48558, 145088.91361),(-12161.17988, 144965.63811),(-12270.65469, 145295.79527),(-12226.24183, 145268.4027),(-12318.6526, 145359.61718),(-12467.97151, 145202.06071)
1144;(-12965.98498, 143814.10021),(-13210.23278, 143932.93721),(-12983.75868, 144092.47811),(-12663.21388, 143837.87751),(-12932.68867, 143951.77359)
1145;(-12965.98498, 143814.10021),(-13232.93838, 143775.54841),(-13210.23278, 143932.93721),(-13057.70996, 143877.6256)
1612;(-13901.03998, 144111.14871),(-13908.63028, 144471.70861),(-13631.48538, 144210.39821),(-13990.32948, 144140.17711),(-13828.13436, 144265.92996)
1480;(-13889.55158, 147172.20381),(-14234.68988, 147049.58221),(-14624.54598, 147179.06321),(-14493.23178, 146951.00001),(-14261.79398, 147279.95771),(-14284.63873, 147142.12782)
1080;(-13872.10778, 146541.02391),(-13843.33068, 146371.05681),(-13962.53738, 146402.88011),(-13897.71909, 146463.82065)
871;(-11360.44038, 144863.96811),(-11076.49878, 144696.99751),(-11445.56428, 144561.99741),(-11212.70112, 144513.24222),(-11270.07058, 144708.82726)
1079;(-14234.68988, 147049.58221),(-14535.55628, 146540.62991),(-14068.93818, 146558.79081),(-14124.68208, 146675.54151),(-14607.69098, 146757.93471),(-14697.41248, 146810.54761),(-14493.23178, 146951.00001),(-14386.53572, 146761.48642)
1186;(-14686.02898, 143989.34941),(-14153.33658, 143837.48941),(-15084.46118, 144069.57271),(-15139.49838, 144116.67241),(-14883.20187, 143958.33582),(-15233.82348, 143940.93861),(-14711.28746, 143900.9135)
1363;(-14686.02898, 143989.34941),(-14435.82348, 144181.07621),(-14883.20187, 143958.33582),(-14426.68938, 144118.58591),(-14780.20528, 144449.96031),(-14705.06867, 144174.05827)
1613;(-14686.02898, 143989.34941),(-14153.33658, 143837.48941),(-14426.68938, 144118.58591),(-14124.42158, 144146.08821),(-13842.83588, 143827.39351),(-13861.42348, 143778.36541),(-13988.54458, 143983.95931),(-13990.32948, 144140.17711),(-14203.21841, 143980.72307)
872;(-10422.05028, 144587.15941),(-10820.93418, 144562.38671),(-10346.78668, 144660.43371),(-10373.22795, 144597.34741),(-10592.44312, 144597.08697)
873;(-10422.05028, 144587.15941),(-10591.73298, 144296.31881),(-11010.83498, 144515.51401),(-10820.93418, 144562.38671),(-10866.58898, 144554.29691),(-11000.49588, 144453.43731),(-10815.39788, 144550.04898),(-10689.80193, 144458.96875)
875;(-13808.57768, 147230.26881),(-13517.05858, 147392.12021),(-14132.75218, 147599.00951),(-13910.47698, 147474.63001),(-14081.64748, 147738.70341),(-13823.81668, 147245.87331),(-14008.98295, 147819.37167),(-13834.29961, 147525.29238)
874;(-10591.73298, 144296.31881),(-11024.58038, 144201.20341),(-11000.49588, 144453.43731),(-10859.9594, 144404.45946),(-10854.57383, 144325.46078)
1486;(-14473.23288, 145300.07391),(-14474.38988, 144890.55461),(-14625.96818, 145051.04941),(-14258.09258, 145259.11991),(-14457.19188, 144933.54941),(-14345.84671, 145024.42825)
1082;(-13382.92928, 146531.36851),(-13241.20298, 146492.31531),(-13231.44638, 146382.91641),(-13567.18558, 146177.82421),(-13247.87988, 146499.99031),(-13740.26288, 146249.11651),(-13471.14667, 146350.18528)
1452;(-14418.24458, 147665.73311),(-14132.75218, 147599.00951),(-14297.34464, 147649.73247),(-14081.64748, 147738.70341),(-14391.21158, 147788.57861),(-14473.54178, 147658.34491),(-14483.53018, 147750.65941),(-14463.59502, 147683.00881),(-14277.69766, 147701.86858)
1454;(-14418.24458, 147665.73311),(-14299.97578, 147426.14361),(-14297.34464, 147649.73247),(-14335.60478, 147532.3345)
1137;(-12228.53168, 144739.67071),(-12134.18858, 144691.03731),(-12599.48558, 145088.91361),(-12161.17988, 144965.63811),(-11981.30498, 144864.54611),(-12719.88568, 145033.16641),(-12423.09828, 144905.91321),(-12313.83797, 144906.44376)
1138;(-12228.53168, 144739.67071),(-12881.66548, 144980.55181),(-12892.48868, 144807.15751),(-12423.09828, 144905.91321),(-12577.40439, 144829.48169)
1611;(-15298.23988, 144790.89301),(-15084.46118, 144069.57271),(-15139.49838, 144116.67241),(-14818.34888, 144803.24191),(-15310.86048, 144725.25531),(-14796.22698, 144774.27301),(-15275.55058, 144265.90111),(-15093.01525, 144518.54495)
1074;(-15433.96038, 145973.24311),(-14977.49458, 146377.23321),(-14996.02228, 146461.69591),(-15356.05428, 146287.32981),(-15224.98618, 146240.56601),(-15359.85608, 145977.19411),(-14962.66138, 146417.93661),(-15270.89308, 146214.25023)
1534;(-15433.96038, 145973.24311),(-15200.93608, 146130.79151),(-15074.43678, 145933.31031),(-14957.73507, 146053.70593),(-15288.08488, 145705.43041),(-15469.90318, 145484.29171),(-15359.85608, 145977.19411),(-14968.10798, 146111.81721),(-15302.41223, 145848.98376)
1483;(-15181.94748, 145744.16501),(-15074.43678, 145933.31031),(-15288.08488, 145705.43041),(-15180.61768, 145846.58881),(-15220.22044, 145847.8051)
1129;(-14435.82348, 144181.07621),(-14780.20528, 144449.96031),(-14483.76628, 144475.28431),(-14535.42758, 144378.51004)
1440;(-15200.93608, 146130.79151),(-15224.98618, 146240.56601),(-15359.85608, 145977.19411),(-15277.08527, 146095.69683)
1075;(-15200.93608, 146130.79151),(-14977.49458, 146377.23321),(-14932.32528, 146203.86541),(-15224.98618, 146240.56601),(-14968.10798, 146111.81721),(-15076.28973, 146203.10543)
1484;(-14474.38988, 144890.55461),(-14818.34888, 144803.24191),(-14804.77218, 144885.96981),(-14372.02358, 144576.29661),(-14796.22698, 144774.27301),(-14457.19188, 144933.54941),(-14463.72468, 144550.41741),(-14583.55517, 144807.30626)
1487;(-13778.07608, 144987.76631),(-13839.38108, 144722.83091),(-13730.05378, 144851.16791),(-13858.25828, 144899.80071),(-13789.68052, 144870.38592)
1142;(-11657.61788, 144440.58811),(-12349.72418, 144439.11641),(-12126.48468, 144569.94141),(-12377.49558, 143982.26871),(-12124.7887, 144347.00114)
1184;(-14535.55628, 146540.62991),(-14977.49458, 146377.23321),(-14932.32528, 146203.86541),(-14776.82938, 146282.94981),(-14607.69098, 146757.93471),(-14817.94108, 146126.69561),(-14962.66138, 146417.93661),(-14736.57198, 146718.84911),(-14749.79505, 146501.08626)
1084;(-14535.55628, 146540.62991),(-14068.93818, 146558.79081),(-14776.82938, 146282.94981),(-14293.61348, 146146.41531),(-14417.67108, 146340.51248)
1270;(-14745.43568, 145364.90511),(-14670.05368, 145326.21011),(-15518.45518, 144999.37141),(-15284.29938, 144806.91291),(-15115.35646, 145154.71423)
1444;(-14244.10188, 145768.12701),(-14032.24448, 145641.00871),(-13977.27458, 145720.25701),(-14094.09607, 145754.5465)
