"Node1(x,y)","Node2(x,y)"
"(-12568.71418, 145807.27891)","(-12581.21798, 145732.85311)"
"(-12568.71418, 145807.27891)","(-12618.47018, 145830.80591)"
"(-14319.10488, 144573.17831)","(-14292.57998, 144568.64111)"
"(-14319.10488, 144573.17831)","(-14372.02358, 144576.29661)"
"(-12495.56068, 144747.04741)","(-12416.83758, 144733.85091)"
"(-12495.56068, 144747.04741)","(-12503.58468, 144748.39251)"
"(-12165.51968, 144570.61191)","(-12182.98228, 144569.81821)"
"(-12165.51968, 144570.61191)","(-12146.46968, 144571.40571)"
"(-13946.02158, 146631.14111)","(-13892.92848, 146619.49091)"
"(-13946.02158, 146631.14111)","(-14003.56318, 146622.54181)"
"(-14072.42818, 144231.07491)","(-14029.15088, 144264.97071)"
"(-14072.42818, 144231.07491)","(-14009.12598, 144194.57431)"
"(-12901.06348, 144408.35361)","(-12844.52048, 144395.02991)"
"(-12901.06348, 144408.35361)","(-12939.96438, 144425.43781)"
"(-15581.93438, 147321.15131)","(-15585.31878, 147308.90831)"
"(-15581.93438, 147321.15131)","(-15566.05938, 147331.99931)"
"(-12768.49968, 145909.42561)","(-12707.69438, 145938.15221)"
"(-12768.49968, 145909.42561)","(-12816.51328, 145944.08061)"
"(-12768.49968, 145909.42561)","(-12821.19278, 145878.69861)"
"(-14309.84298, 147031.15501)","(-14361.67308, 146996.00551)"
"(-14309.84298, 147031.15501)","(-14279.11608, 147074.63491)"
"(-13077.19968, 144064.04011)","(-13142.29568, 144006.16631)"
"(-13077.19968, 144064.04011)","(-13029.90498, 144091.64781)"
"(-14821.12758, 143749.65881)","(-14630.97298, 143794.39661)"
"(-14821.12758, 143749.65881)","(-14885.59118, 143762.96811)"
"(-15361.62158, 145169.40301)","(-15398.74048, 145106.07181)"
"(-15361.62158, 145169.40301)","(-15330.38098, 145195.69281)"
"(-14953.96178, 146963.28301)","(-14954.47378, 146963.09331)"
"(-14953.96178, 146963.28301)","(-14912.68668, 146910.89531)"
"(-14054.98138, 146685.61221)","(-14124.68208, 146675.54151)"
"(-14054.98138, 146685.61221)","(-14017.30288, 146714.54511)"
"(-14874.94128, 146619.01781)","(-14862.39128, 146561.41901)"
"(-14874.94128, 146619.01781)","(-14843.14388, 146675.69721)"
"(-13645.17838, 143975.65881)","(-13702.66248, 144002.31151)"
"(-13645.17838, 143975.65881)","(-13600.00418, 143914.22391)"
"(-14583.00348, 146458.86291)","(-14625.48898, 146405.08561)"
"(-14583.00348, 146458.86291)","(-14558.72518, 146502.30851)"
"(-15050.81128, 146086.04281)","(-15031.27948, 146094.64141)"
"(-15050.81128, 146086.04281)","(-15076.21138, 146055.88031)"
"(-15468.79438, 146241.07231)","(-15457.81218, 146190.39541)"
"(-15468.79438, 146241.07231)","(-15450.30478, 146311.21561)"
"(-13313.54128, 145836.46451)","(-13287.20718, 145877.61251)"
"(-13313.54128, 145836.46451)","(-13346.35358, 145787.78001)"
"(-14515.24518, 147167.58171)","(-14469.51228, 147196.71231)"
"(-14515.24518, 147167.58171)","(-14575.02828, 147166.47881)"
"(-14329.39788, 144819.91071)","(-14365.11668, 144792.12941)"
"(-14329.39788, 144819.91071)","(-14255.31438, 144826.52531)"
"(-13043.01668, 146487.74681)","(-13006.61028, 146484.58121)"
"(-13043.01668, 146487.74681)","(-13060.21443, 146489.24232)"
"(-14023.58238, 147392.33661)","(-14002.41568, 147409.27001)"
"(-14023.58238, 147392.33661)","(-13981.24898, 147342.59491)"
"(-14434.77168, 146116.53351)","(-14409.94078, 146152.34711)"
"(-14434.77168, 146116.53351)","(-14503.00948, 146108.24591)"
"(-15052.83668, 144185.57591)","(-15084.46118, 144069.57271)"
"(-15052.83668, 144185.57591)","(-15044.77268, 144246.55191)"
"(-14847.27068, 144246.48991)","(-14846.46128, 144206.74261)"
"(-14847.27068, 144246.48991)","(-14821.52098, 144279.37361)"
"(-14843.14388, 146675.69721)","(-14798.18418, 146698.85951)"
"(-13773.77168, 144933.77001)","(-13775.92258, 144960.75121)"
"(-13773.77168, 144933.77001)","(-13792.02808, 144918.68861)"
"(-11956.00868, 145141.11541)","(-11935.54898, 145084.89061)"
"(-11956.00868, 145141.11541)","(-12002.95368, 145175.71251)"
"(-13145.78368, 144532.95371)","(-13161.69688, 144486.83221)"
"(-13145.78368, 144532.95371)","(-13114.98748, 144585.05661)"
"(-12779.80678, 145045.00441)","(-12719.88568, 145033.16641)"
"(-12779.80678, 145045.00441)","(-12824.44648, 145022.64341)"
"(-14636.44748, 144936.85671)","(-14665.55168, 144918.99731)"
"(-14636.44748, 144936.85671)","(-14614.61928, 144943.47131)"
"(-12847.76488, 145827.19001)","(-12879.72258, 145795.57491)"
"(-12847.76488, 145827.19001)","(-12821.19278, 145878.69861)"
"(-13444.76228, 145959.46541)","(-13428.06588, 145991.31221)"
"(-13444.76228, 145959.46541)","(-13447.65088, 145953.95581)"
"(-14870.08638, 145203.29701)","(-14805.31528, 145183.05331)"
"(-14870.08638, 145203.29701)","(-14970.27578, 145167.75381)"
"(-13841.24068, 144906.78241)","(-13828.00128, 144909.98541)"
"(-13841.24068, 144906.78241)","(-13858.25828, 144899.80071)"
"(-13759.55888, 145729.30101)","(-13700.17138, 145742.01971)"
"(-13759.55888, 145729.30101)","(-13822.59588, 145703.40521)"
"(-15368.97388, 146635.94081)","(-15365.23608, 146638.87761)"
"(-15368.97388, 146635.94081)","(-15387.46118, 146621.41501)"
"(-12354.24808, 144867.33511)","(-12309.36988, 144814.52591)"
"(-12354.24808, 144867.33511)","(-12423.09828, 144905.91321)"
"(-13898.76948, 146139.04071)","(-13821.59888, 146152.73651)"
"(-13898.76948, 146139.04071)","(-13919.82548, 146209.59571)"
"(-13898.76948, 146139.04071)","(-13954.38198, 146103.51351)"
"(-14001.32868, 144432.21771)","(-13962.37818, 144505.16841)"
"(-14001.32868, 144432.21771)","(-14028.97658, 144379.94531)"
"(-14116.84418, 146171.23641)","(-14067.86038, 146117.27101)"
"(-14116.84418, 146171.23641)","(-14187.03068, 146173.68971)"
"(-15332.95208, 144264.16911)","(-15275.55058, 144265.90111)"
"(-15332.95208, 144264.16911)","(-15379.56598, 144258.18251)"
"(-12827.23758, 144693.93011)","(-12754.88218, 144699.75321)"
"(-12827.23758, 144693.93011)","(-12892.48988, 144675.16421)"
"(-13867.32058, 147174.92451)","(-13889.55158, 147172.20381)"
"(-13867.32058, 147174.92451)","(-13822.22618, 147128.26171)"
